iddeputado,nome,siglapartido,siglauf,idlegislatura
141381,"ANGELO VANHONI",PT,PR,54
74212,"ANÍBAL GOMES",PMDB,CE,54
73937,"ANSELMO DE JESUS",PT,RO,54
160539,"ANTHONY GAROTINHO",PR,RJ,54
123756,"ANTÔNIA LÚCIA",PSC,AC,54
141387,"ANTÔNIO ANDRADE",PMDB,MG,54
74213,"ANTONIO BALHMANN",PROS,CE,54
160553,"ANTONIO BRITO",PTB,BA,54
141383,"ANTONIO BULHÕES",PRB,SP,54
74058,"ANTONIO CARLOS MAGALHÃES NETO",DEM,BA,54
73584,"ANTONIO CARLOS MENDES THAME",PSDB,SP,54
160530,"ANTONIO IMBASSAHY",PSDB,BA,54
141390,"ANTÔNIO ROBERTO",PV,MG,54
74648,"ARACELY DE PAULA",PR,MG,54
74103,"ARIOSTO HOLANDA",PROS,CE,54
73433,"ARLINDO CHINAGLIA",PT,SP,54
74405,"ARMANDO ABÍLIO",PTB,PB,54
160546,"ARMANDO VERGÍLIO",SDD,GO,54
73434,"ARNALDO FARIA DE SÁ",PTB,SP,54
141391,"ARNALDO JARDIM",PPS,SP,54
160602,"ARNALDO JORDY",PPS,PA,54
74291,"ARNON BEZERRA",PTB,CE,54
74833,"AROLDE DE OLIVEIRA",PSD,RJ,54
160541,"ARTHUR LIRA",PP**,AL,54
160600,"ARTHUR OLIVEIRA MAIA",SDD,BA,54
160678,"ARTUR BRUNO",PT,CE,54
74222,"ASDRUBAL BENTES",PMDB,PA,54
159237,"ASSIS CARVALHO",PT,PI,54
74378,"ASSIS DO COUTO",PT,PR,54
160581,"ASSIS MELO",PCdoB,RS,54
74090,"ÁTILA LINS",PSD,AM,54
74459,"ÁTILA LIRA",PSB,PI,54
160680,AUDIFAX,PSB,ES,54
73655,"AUGUSTO CARVALHO",SDD,DF,54
160665,"AUGUSTO COUTINHO",SDD,PE,54
160512,AUREO,SDD,RJ,54
178834,"BEBETO GALVÃO",PSB,BA,54
73701,"BENEDITA DA SILVA",PT,RJ,54
74040,"BENJAMIN MARANHÃO",SDD,PB,54
160554,"BERINHO BANTIM",SDD,RR,54
109152,"BERNARDO SANTANA DE VASCONCELLOS",PR,MG,54
74321,"BETINHO ROSADO",PP**,RN,54
73478,"BETO ALBUQUERQUE",PSB,RS,54
141335,"BETO FARO",PT,PA,54
73437,"BETO MANSUR",PRB,SP,54
74373,BIFFI,PT,MS,54
141513,"BILAC PINTO",PR,MG,54
160538,"BOHN GASS",PT,RS,54
74650,"BONIFÁCIO DE ANDRADA",PSDB,MG,54
141399,"BRIZOLA NETO",PDT,RJ,54
160589,"BRUNA FURLAN",PSDB,SP,54
141394,"BRUNO ARAÚJO",PSDB,PE,54
141393,"BRUNO RODRIGUES",PSDB,PE,54
168034,"CABO JULIANO RABELO",PSB,MT,54
141395,"CAMILO COLA",PMDB,ES,54
141396,"CÂNDIDO VACCAREZZA",PT,SP,54
160585,"CARLAILE PEDROSA",PSDB,MG,54
160584,"CARLINHOS ALMEIDA",PT,SP,54
74290,"CARLOS ALBERTO LERÉIA",PSDB,GO,54
141401,"CARLOS BEZERRA",PMDB,MT,54
141402,"CARLOS BRANDÃO",PSDB,MA,54
74474,"CARLOS EDUARDO CADOCA",PCdoB,PE,54
160605,"CARLOS MAGNO",PP**,RO,54
74163,"CARLOS MANATO",SDD,ES,54
179381,"CARLOS MARTINS",PT,PA,54
74651,"CARLOS MELLES",DEM,MG,54
165583,"CARLOS ROBERTO",PSDB,SP,54
74262,"CARLOS SAMPAIO",PSDB,SP,54
73934,"CARLOS SOUZA",PSD,AM,54
141398,"CARLOS ZARATTINI",PT,SP,54
164360,"CARMEN ZANOTTO",PPS,SC,54
160624,"CELIA ROCHA",PTB,AL,54
73568,"CELSO JACOB",PMDB,RJ,54
141405,"CELSO MALDANER",PMDB,SC,54
160664,"CESAR COLNAGO",PSDB,ES,54
160576,"CÉSAR HALUM",PRB,TO,54
74379,"CEZAR SILVESTRI",PPS,PR,54
74171,"CHICO ALENCAR",PSOL,RJ,54
141439,"CHICO D'ANGELO",PT,RJ,54
160634,"CHICO DAS VERDURAS",PRP,RR,54
141440,"CHICO LOPES",PCdoB,CE,54
160580,"CIDA BORGHETTI",PROS,PR,54
74537,"CLAUDIO CAJADO",DEM,BA,54
160557,"CLÁUDIO PUTY",PT,PA,54
141408,"CLEBER VERDE",PRB,MA,54
74230,"COLBERT MARTINS",PMDB,BA,54
74016,"COSTA FERREIRA",PSC,MA,54
114586,CRISTIANO,PTdoB,RJ,54
141502,"DALVA FIGUEIREDO",PT,AP,54
74467,"DAMIÃO FELICIANO",PDT,PB,54
74060,"DANIEL ALMEIDA",PCdoB,BA,54
160528,"DANILO CABRAL",PSB,PE,54
62881,"DANILO FORTE",PMDB,CE,54
160552,"DANRLEI DE DEUS HINTERHOLZ",PSD,RS,54
73891,"DARCÍSIO PERONDI",PMDB,RS,54
73924,"DAVI ALCOLUMBRE",DEM,AP,54
141412,"DAVI ALVES SILVA JÚNIOR",PR,MA,54
141413,"DÉCIO LIMA",PT,SC,54
160606,"DELEGADO PROTÓGENES",PCdoB,SP,54
164359,"DELEGADO WALDIR",PSDB,GO,54
74172,DELEY,PTB,RJ,54
174854,"DENILSON TEIXEIRA",PV,MG,54
74264,"DEVANIR RIBEIRO",PT,SP,54
160588,"DIEGO ANDRADE",PSD,MG,54
73768,"DILCEU SPERAFICO",PP**,PR,54
160599,"DIMAS FABIANO",PP**,MG,54
74265,"DIMAS RAMALHO",PPS,SP,54
74197,"DOMINGOS DUTRA",SDD,MA,54
143632,"DOMINGOS NETO",PROS,CE,54
160758,"DOMINGOS SÁVIO",PSDB,MG,54
141371,"DR. ADILSON SOARES",PR,RJ,54
160529,"DR. ALUIZIO",PV,RJ,54
118384,"DR. CARLOS ALBERTO",PMN,RJ,54
170489,"DR. DILSON DRUMOND",PDT,RJ,54
160514,"DR. GRILO",SDD,MG,54
160643,"DR. JORGE SILVA",PROS,ES,54
74094,"DR. LUIZ FERNANDO",PSD,AM,54
147975,"DR. PAULO CÉSAR",PR,RJ,54
73459,"DR. ROSINHA",PT,PR,54
178830,"DR. SINVAL MALHEIROS",PV,SP,54
141498,"DR. UBIALI",PSB,SP,54
166727,"DRA. ELAINE ABISSAMRA",PSB,SP,54
141385,"DUARTE NOGUEIRA",PSDB,SP,54
161904,"DUDIMAR PAXIUBA",PROS,PA,54
177118,"DUDU LUIZ EDUARDO",PSDC,RJ,54
73447,"EDINHO ARAÚJO",PMDB,SP,54
73793,"EDINHO BEZ",PMDB,SC,54
141417,"EDIO LOPES",PMDB,RR,54
160616,"EDIVALDO HOLANDA JUNIOR",PTC,MA,54
160578,"EDMAR ARRUDA",PSC,PR,54
74580,"EDMAR MOREIRA",PTB,MG,54
141418,"EDSON APARECIDO",PSDB,SP,54
74838,"EDSON EZEQUIEL",PMDB,RJ,54
160618,"EDSON PIMENTA",PSD,BA,54
141419,"EDSON SANTOS",PT,RJ,54
74106,"EDSON SILVA",PROS,CE,54
160647,"EDUARDO AZEREDO",PSDB,MG,54
74655,"EDUARDO BARBOSA",PSDB,MG,54
74173,"EDUARDO CUNHA",PMDB,RJ,54
141421,"EDUARDO DA FONTE",PP**,PE,54
73945,"EDUARDO GOMES",SDD,TO,54
74382,"EDUARDO SCIARRA",PSD,PR,54
141422,"EFRAIM FILHO",DEM,PB,54
74075,"ELCIONE BARBALHO",PMDB,PA,54
154919,"ELEUSES PAIVA",PSD,SP,54
160532,"ELI CORREA FILHO",DEM,SP,54
162175,"ELIANE ROLIM",PT,RJ,54
141423,"ELIENE LIMA",PSD,MT,54
73892,"ELISEU PADILHA",PMDB,RS,54
74119,"EMANUEL FERNANDES",PSDB,SP,54
154997,"EMILIANO JOSÉ",PT,BA,54
73893,"ENIO BACCI",PDT,RS,54
160575,"ERIKA KOKAY",PT,DF,54
99654,"ERIVELTON SANTANA",PSC,BA,54
171782,"ERON BEZERRA",PCdoB,AM,54
160640,"EROS BIONDINI",PTB,MG,54
160649,"ESPERIDIÃO AMIN",PP**,SC,54
141386,"EUDES XAVIER",PT,CE,54
171621,"EURICO JÚNIOR",PV,RJ,54
74345,"EVANDRO MILHOMEN",PCdoB,AP,54
141428,"FÁBIO FARIA",PSD,RN,54
141427,"FÁBIO RAMALHO",PV,MG,54
171623,"FABIO REIS",PMDB,SE,54
74062,"FÁBIO SOUTO",DEM,BA,54
160587,"FÁBIO TRAD",PMDB,MS,54
74037,"FÁTIMA BEZERRA",PT,RN,54
74065,"FÁTIMA PELAES",PMDB,AP,54
141430,"FELIPE BORNIER",PSD,RJ,54
141429,"FELIPE MAIA",DEM,RN,54
160666,"FÉLIX MENDONÇA JÚNIOR",PDT,BA,54
141431,"FERNANDO COELHO FILHO",PSB,PE,54
74417,"FERNANDO FERRO",PT,PE,54
160646,"FERNANDO FRANCISCHINI",SDD,PR,54
163831,"FERNANDO JORDÃO",PMDB,RJ,54
74843,"FERNANDO LOPES",PMDB,RJ,54
73481,"FERNANDO MARRONI",PT,RS,54
160676,"FERNANDO TORRES",PSD,BA,54
179383,"FERNANDO ZACHIA",PMDB,RS,54
141433,"FILIPE PEREIRA",PSC,RJ,54
160598,"FLÁVIA MORAIS",PDT,GO,54
141434,"FLAVIANO MELO",PMDB,AC,54
165675,"FRANCISCO ARAÚJO",PSD,RR,54
172029,"FRANCISCO CHAGAS",PT,SP,54
178387,"FRANCISCO DE ASSIS",PT,SC,54
137983,"FRANCISCO ESCÓRCIO",PMDB,MA,54
160677,"FRANCISCO FLORIANO",PR,RJ,54
141438,"FRANCISCO PRACIANO",PT,AM,54
141467,"FRANCISCO TENÓRIO",PMN,AL,54
160537,"GABRIEL CHALITA",PMDB,SP,54
129037,"GABRIEL GUIMARÃES",PT,MG,54
74200,"GASTÃO VIEIRA",PMDB,MA,54
165429,"GEAN LOUREIRO",PMDB,SC,54
160669,"GENECIAS NORONHA",SDD,CE,54
141441,"GEORGE HILTON",PRB,MG,54
145895,"GERA ARRUDA",PMDB,CE,54
74374,"GERALDO RESENDE",PMDB,MS,54
74566,"GERALDO SIMÕES",PT,BA,54
74151,"GERALDO THADEU",PSD,MG,54
74383,GIACOBO,PR,PR,54
179380,"GILBERTO COUTINHO",PT,AL,54
74581,"GILMAR MACHADO",PT,MG,54
160673,"GIOVANI CHERINI",PDT,RS,54
74077,"GIOVANNI QUEIROZ",PDT,PA,54
160562,GIROTO,PR,MS,54
74558,"GIVALDO CARIMBÃO",PROS,AL,54
141446,"GLADSON CAMELI",PP**,AC,54
152605,"GLAUBER BRAGA",PSB,RJ,54
173802,"GOIACIARA CRUZ",PR,TO,54
74419,"GONZAGA PATRIOTA",PSB,PE,54
129618,"GORETE PEREIRA",PR,CE,54
141447,"GUILHERME CAMPOS",PSD,SP,54
160667,"GUILHERME MUSSI",PP**,SP,54
176120,"GUSTAVO PETTA",PCdoB,SP,54
175737,"HELCIO SILVA",PT,SP,54
74053,"HELENO SILVA",PRB,SE,54
160590,"HÉLIO SANTOS",PSDB,MA,54
73940,"HENRIQUE AFONSO",PV,AC,54
74324,"HENRIQUE EDUARDO ALVES",PMDB,RN,54
73482,"HENRIQUE FONTANA",PT,RS,54
68731,"HENRIQUE OLIVEIRA",SDD,AM,54
73772,"HERMES PARCIANELLO",PMDB,PR,54
160596,"HEULER CRUVINEL",PSD,GO,54
141448,"HOMERO PEREIRA",PSD,MT,54
141450,"HUGO LEAL",PROS,RJ,54
160674,"HUGO MOTTA",PMDB,PB,54
160974,"HUGO NAPOLEÃO",PSD,PI,54
73935,"HUMBERTO MICHILES",PR,AM,54
74662,"HUMBERTO SOUTO",PPS,MG,54
74780,"IARA BERNARDI",PT,SP,54
173262,"ILÁRIO MARQUES",PT,CE,54
74421,"INOCÊNCIO OLIVEIRA",PR,PE,54
67138,"IRACEMA PORTELLA",PP**,PI,54
81232,"IRAJÁ ABREU",PSD,TO,54
74162,"IRINY LOPES",PT,ES,54
141453,"ÍRIS DE ARAÚJO",PMDB,GO,54
74152,"ISAIAS SILVESTRE",PSB,MG,54
73531,"IVAN VALENTE",PSOL,SP,54
4931,IZALCI,PSDB,DF,54
74665,"JAIME MARTINS",PSD,MG,54
74847,"JAIR BOLSONARO",PP**,RJ,54
3151,"JAIRO ATAÍDE",DEM,MG,54
74848,"JANDIRA FEGHALI",PCdoB,RJ,54
73926,"JANETE CAPIBERIBE",PSB,AP,54
141455,"JANETE ROCHA PIETÁ",PT,SP,54
160675,"JÂNIO NATAL",PRP,BA,54
97822,"JAQUELINE RORIZ",PMN,DF,54
160672,"JEAN WYLLYS",PSOL,RJ,54
74273,"JEFFERSON CAMPOS",PSD,SP,54
160570,"JERÔNIMO GOERGEN",PP**,RS,54
160671,"JESUS RODRIGUES",PT,PI,54
160531,"JHONATAN DE JESUS",PRB,RR,54
141456,"JILMAR TATTO",PT,SP,54
141503,"JÔ MORAES",PCdoB,MG,54
160574,"JOÃO ANANIAS",PCdoB,CE,54
160573,"JOÃO ARRUDA",PMDB,PR,54
141457,"JOÃO BITTAR",DEM,MG,54
74559,"JOÃO CALDAS",SDD,AL,54
74366,"JOÃO CAMPOS",PSDB,GO,54
141458,"JOÃO CARLOS BACELAR",PR,BA,54
73682,"JOÃO DADO",SDD,SP,54
74550,"JOÃO LEÃO",PP**,BA,54
74049,"JOÃO LYRA",PSD,AL,54
74120,"JOÃO MAGALHÃES",PMDB,MG,54
141459,"JOÃO MAIA",PR,RN,54
73534,"JOÃO PAULO CUNHA",PT,SP,54
160549,"JOÃO PAULO LIMA",PT,PE,54
73874,"JOÃO PIZZOLATTI",PP**,SC,54
160571,"JOÃO RODRIGUES",PSD,SC,54
141461,"JOAQUIM BELTRÃO",PMDB,AL,54
160548,"JONAS DONIZETTE",PSB,SP,54
74686,"JORGE BITTAR",PT,RJ,54
74388,"JORGE BOEIRA",PP**,SC,54
160572,"JORGE CÔRTE REAL",PTB,PE,54
73569,"JORGE PINHEIRO",PRB,GO,54
73535,"JORGE TADEU MUDALEN",DEM,SP,54
160509,"JORGINHO MELLO",PR,SC,54
141464,"JOSÉ AIRTON",PT,CE,54
73536,"JOSÉ ANÍBAL",PSDB,SP,54
160661,"JOSÉ AUGUSTO MAIA",PROS,PE,54
74140,"JOSÉ CARLOS ARAÚJO",PSD,BA,54
73875,"JOSÉ CARLOS VIEIRA",PSD,SC,54
74423,"JOSÉ CHAVES",PTB,PE,54
160560,"JOSÉ DE FILIPPI",PT,SP,54
73540,"JOSÉ GENOÍNO",PT,SP,54
141470,"JOSÉ GUIMARÃES",PT,CE,54
160396,"JOSÉ HUMBERTO",PSD,MG,54
74297,"JOSÉ LINHARES",PP**,CE,54
74275,"JOSÉ MENTOR",PT,SP,54
160619,"JOSÉ NUNES",PSD,BA,54
74395,"JOSÉ OTÁVIO GERMANO",PP**,RS,54
74079,"JOSÉ PRIANTE",PMDB,PA,54
74554,"JOSÉ ROCHA",PR,BA,54
160607,"JOSE STÉDILE",PSB,RS,54
4929,"JOSEPH BANDEIRA",PSB,BA,54
74141,"JOSIAS GOMES",PT,BA,54
74351,"JOSUÉ BENGTSON",PTB,PA,54
73666,"JOVAIR ARANTES",PTB,GO,54
160519,"JÚLIO CAMPOS",DEM,MT,54
74317,"JÚLIO CESAR",PSD,PI,54
73586,"JÚLIO DELGADO",PSB,MG,54
74253,"JULIO LOPES",PP**,RJ,54
74783,"JULIO SEMEGHINI",PSDB,SP,54
160648,"JÚNIOR COIMBRA",PMDB,TO,54
160544,"JUNJI ABE",PSD,SP,54
74570,"JUTAHY JUNIOR",PSDB,BA,54
160659,"KEIKO OTA",PSB,SP,54
74742,"LAEL VARELLA",DEM,MG,54
151208,"LAERCIO OLIVEIRA",SDD,SE,54
141479,"LAUREZ MOREIRA",PSB,TO,54
160534,LAURIETE,PSC,ES,54
141480,"LÁZARO BOTELHO",PP**,TO,54
74367,"LEANDRO VILELA",PMDB,GO,54
141562,"LELO COIMBRA",PMDB,ES,54
179385,"LÉO OLIVEIRA",PMDB,SP,54
73716,"LEOMAR QUINTANILHA",PMDB,TO,54
122195,"LEONARDO GADELHA",PSC,PB,54
74156,"LEONARDO MONTEIRO",PT,MG,54
74254,"LEONARDO PICCIANI",PMDB,RJ,54
141482,"LEONARDO QUINTÃO",PMDB,MG,54
74368,"LEONARDO VILELA",PSDB,GO,54
160663,"LEOPOLDO MEYER",PSB,PR,54
160533,"LILIAM SÁ",PROS,RJ,54
74585,"LINCOLN PORTELA",PR,MG,54
141483,"LINDOMAR GARÇON",PV,RO,54
141462,"LIRA MAIA",DEM,PA,54
160555,"LOURIVAL MENDES",PTdoB,MA,54
73474,"LUCI CHOINACKI",PT,SC,54
160628,"LUCIANA SANTOS",PCdoB,PE,54
73982,"LUCIANO CASTRO",PR,RR,54
160513,"LUCIANO MOREIRA",PMDB,MA,54
73777,"LUCIANO PIZZATTO",DEM,PR,54
141484,"LÚCIO VALE",PR,PA,54
94931,"LUCIO VIEIRA LIMA",PMDB,BA,54
73483,"LUIS CARLOS HEINZE",PP**,RS,54
160510,"LUIS TIBÉ",PTdoB,MG,54
74133,"LUIZ ALBERTO",PT,BA,54
160547,"LUIZ ARGÔLO",SDD,BA,54
160645,"LUIZ CARLOS",PSDB,AP,54
141485,"LUIZ CARLOS BUSATO",PTB,RS,54
73778,"LUIZ CARLOS HAULY",PSDB,PR,54
141486,"LUIZ CARLOS SETIM",DEM,PR,54
74041,"LUIZ COUTO",PT,PB,54
171618,"LUIZ DE DEUS",DEM,BA,54
141487,"LUIZ FERNANDO FARIA",PP**,MG,54
160662,"LUIZ FERNANDO MACHADO",PSDB,SP,54
162332,"LUIZ NISHIMORI",PR,PR,54
161962,"LUIZ NOÉ",PSB,RS,54
161906,"LUIZ OTAVIO",PMDB,PA,54
160550,"LUIZ PITIMAN",PSDB,DF,54
74688,"LUIZ SÉRGIO",PT,RJ,54
74784,"LUIZA ERUNDINA",PSB,SP,54
166402,"MAGDA MOFATTO",PR,GO,54
74802,MAGELA,PT,DF,54
149327,"MAJOR FÁBIO",PROS,PB,54
160633,MANDETTA,DEM,MS,54
179382,"MANOEL ANTUNES",PDT,SP,54
141490,"MANOEL JUNIOR",PMDB,PB,54
74456,"MANOEL SALVIANO",PSD,CE,54
171622,"MANUEL ROSA NECA",PR,RJ,54
141492,"MANUELA D'ÁVILA",PCdoB,RS,54
160565,"MARA GABRILLI",PSDB,SP,54
74124,"MARÇAL FILHO",PMDB,MS,54
178821,"MARCELINHO CARIOCA",PSB,SP,54
160660,"MARCELO AGUIAR",DEM,SP,54
146613,"MARCELO ALMEIDA",PMDB,PR,54
74460,"MARCELO CASTRO",PMDB,PI,54
74143,"MARCELO GUIMARÃES FILHO",PMDB,BA,54
76287,"MARCELO MATOS",PDT,RJ,54
74363,"MARCIO BITTAR",PSDB,AC,54
141497,"MÁRCIO FRANÇA",PSB,SP,54
141496,"MARCIO JUNQUEIRA",PROS,RR,54
160542,"MÁRCIO MACÊDO",PT,SE,54
150418,"MÁRCIO MARINHO",PRB,BA,54
74744,"MARCIO REINALDO MOREIRA",PP**,MG,54
133373,"MARCO MAIA",PT,RS,54
160536,"MARCO TEBALDI",PSDB,SC,54
160535,MARCON,PT,RS,54
74745,"MARCOS LIMA",PMDB,MG,54
74634,"MARCOS MEDRADO",SDD,BA,54
141500,"MARCOS MONTES",PSD,MG,54
167722,"MARCOS ROGÉRIO",PDT,RO,54
159238,"MARCUS PESTANA",PSDB,MG,54
74235,"MARCUS VICENTE",PP**,ES,54
171619,"MARGARIDA SALOMÃO",PT,MG,54
74398,"MARIA DO ROSÁRIO",PT,RS,54
176794,"MARIA LUCIA PRANDI",PT,SP,54
164361,"MARINA SANTANNA",PT,GO,54
74177,"MARINHA RAUPP",PMDB,RO,54
74747,"MÁRIO DE OLIVEIRA",PSC,MG,54
168447,"MÁRIO FEITOZA",PMDB,CE,54
74158,"MÁRIO HERINGER",PDT,MG,54
74635,"MÁRIO NEGROMONTE",PP**,BA,54
121759,"MARLLOS SAMPAIO",PMDB,PI,54
179880,"MASSAMI MIKI",PSL,AM,54
179386,"MAURÍCIO ALMEIDA",PSB,MA,54
75431,"MAURÍCIO DZIEDRICKI",PTB,RS,54
74050,"MAURÍCIO QUINTELLA LESSA",PR,AL,54
74045,"MAURÍCIO RANDS",PT,PE,54
141506,"MAURÍCIO TRINDADE",PROS,BA,54
73588,"MAURO BENEVIDES",PMDB,CE,54
74749,"MAURO LOPES",PMDB,MG,54
141507,"MAURO MARIANI",PMDB,SC,54
141508,"MAURO NAZIF",PSB,RO,54
178827,"MAX FILHO",PTB,ES,54
73904,"MENDES RIBEIRO FILHO",PMDB,RS,54
74428,"MENDONÇA FILHO",DEM,PE,54
74056,"MENDONÇA PRADO",DEM,SE,54
141509,"MIGUEL CORRÊA",PT,MG,54
74787,"MILTON MONTI",PR,SP,54
160644,"MIRIQUINHO BATISTA",PT,PA,54
74862,"MIRO TEIXEIRA",PROS,RJ,54
160561,"MISSIONÁRIO JOSÉ OLIMPIO",PP**,SP,54
74238,"MOACIR MICHELETTO",PMDB,PR,54
141537,"MOREIRA MENDES",PSD,RO,54
74108,"NARCIO RODRIGUES",PSDB,MG,54
133372,"NATAN DONADON",S.PART.,RO,54
74491,"NAZARENO FONTELES",PT,PI,54
141510,"NEILTON MULIM",PR,RJ,54
73416,"NELSON BORNIER",PMDB,RJ,54
160567,"NELSON MARCHEZAN JUNIOR",PSDB,RS,54
73553,"NELSON MARQUEZELLI",PTB,SP,54
73781,"NELSON MEURER",PP**,PR,54
160566,"NELSON PADOVANI",PSC,PR,54
74571,"NELSON PELLEGRINO",PT,BA,54
146307,"NERI GELLER",PP**,MT,54
74750,"NEWTON CARDOSO",PMDB,MG,54
160657,"NEWTON LIMA",PT,SP,54
74447,"NICE LOBÃO",PSD,MA,54
160564,"NILDA GONDIM",PMDB,PB,54
73594,"NILMAR RUIZ",PEN,TO,54
74751,"NILMÁRIO MIRANDA",PT,MG,54
166401,"NILSON LEITÃO",PSDB,MT,54
74352,"NILSON PINTO",PSDB,PA,54
74359,"NILTON CAPIXABA",PTB,RO,54
74159,"ODAIR CUNHA",PT,MG,54
73782,"ODÍLIO BALBINOTTI",PMDB,PR,54
73464,"OLIVEIRA FILHO",PRB,PR,54
160563,"ONOFRE SANTO AGOSTINI",PSD,SC,54
74399,"ONYX LORENZONI",DEM,RS,54
141514,"OSMAR JÚNIOR",PCdoB,PI,54
73463,"OSMAR SERRAGLIO",PMDB,PR,54
73692,"OSMAR TERRA",PMDB,RS,54
74430,"OSVALDO COELHO",DEM,PE,54
74191,"OSVALDO REIS",PMDB,TO,54
141515,"OTAVIO LEITE",PSDB,RJ,54
160540,"OTONIEL LIMA",PRB,SP,54
160650,"OZIEL OLIVEIRA",PDT,BA,54
160556,"PADRE JOÃO",PT,MG,54
160670,"PADRE TON",PT,RO,54
74319,"PAES LANDIM",PTB,PI,54
160642,"PASTOR EURICO",PSB,PE,54
160601,"PASTOR MARCO FELICIANO",PSC,SP,54
74095,"PAUDERNEY AVELINO",DEM,AM,54
171617,PAULÃO,PT,AL,54
141516,"PAULO ABI-ACKEL",PSDB,MG,54
73883,"PAULO BORNHAUSEN",PSB,SC,54
160668,"PAULO CESAR QUARTIERO",DEM,RR,54
74017,"PAULO FEIJÓ",PR,RJ,54
109372,"PAULO FERREIRA",PT,RS,54
160517,"PAULO FOLETTO",PSB,ES,54
160558,"PAULO FREIRE",PR,SP,54
141517,"PAULO HENRIQUE LUSTOSA",PP**,CE,54
74574,"PAULO MAGALHÃES",PSD,BA,54
132056,"PAULO MALUF",PP**,SP,54
128760,"PAULO MARINHO JUNIOR",PMDB,MA,54
141518,"PAULO PEREIRA DA SILVA",SDD,SP,54
141519,"PAULO PIAU",PMDB,MG,54
74400,"PAULO PIMENTA",PT,RS,54
74047,"PAULO RUBEM SANTIAGO",PDT,PE,54
160658,"PAULO TADEU",PT,DF,54
141488,"PAULO TEIXEIRA",PT,SP,54
160593,"PAULO WAGNER",PV,RN,54
74812,"PEDRO CHAVES",PMDB,GO,54
74556,"PEDRO EUGÊNIO",PT,PE,54
74449,"PEDRO FERNANDES",PTB,MA,54
174314,"PEDRO GUERRA",PSD,PR,54
74111,"PEDRO HENRY",PP**,MT,54
74207,"PEDRO NOVAIS",PMDB,MA,54
122158,"PEDRO PAULO",PMDB,RJ,54
160604,"PEDRO UCZAI",PT,SC,54
80920,PENNA,PV,SP,54
141445,"PEPE VARGAS",PT,RS,54
73943,"PERPÉTUA ALMEIDA",PCdoB,AC,54
179384,"PINTO DE LUNA",PT,AL,54
141465,"PINTO ITAMARATY",PSDB,MA,54
172711,"PLÍNIO VALÉRIO",PSDB,AM,54
162174,POLICARPO,PT,DF,54
170673,"PROFESSOR SÉRGIO DE OLIVEIRA",PSC,PR,54
141543,"PROFESSOR SETIMO",PMDB,MA,54
148134,"PROFESSOR VICTÓRIO GALLI",PMDB,MT,54
160639,"PROFESSORA DORINHA SEABRA REZENDE",DEM,TO,54
160641,"PROFESSORA MARCIVANIA",PT,AP,54
160516,RAIMUNDÃO,PMDB,CE,54
74216,"RAIMUNDO GOMES DE MATOS",PSDB,CE,54
141403,"RATINHO JUNIOR",PSC,PR,54
141523,"RAUL HENRY",PMDB,PE,54
160656,"RAUL LIMA",PP**,RR,54
141525,"REBECCA GARCIA",PP**,AM,54
74161,"REGINALDO LOPES",PT,MG,54
89282,REGUFFE,PDT,DF,54
160615,"REINALDO AZAMBUJA",PSDB,MS,54
73786,"REINHOLD STEPHANES",PSD,PR,54
160623,"RENAN FILHO",PMDB,AL,54
171620,"RENATO ANDRADE",PP**,MG,54
