ano,legislatura,anolegislatura,uf,partido,tipo,representatividade,distancia,vagas,eleitores,cota,valor
2023,56,5,SP,PP,DIVULGAÇÃO MANDATO,38,873,70,33040411,36671.67,16000.00
2020,56,2,SP,PSDB,LOCAÇÃO DE AUTOMÓVEIS,29,873,70,33040411,36671.67,252100.64
2022,56,4,SP,PT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,873,70,33040411,36671.67,29137.98
2020,56,2,SP,PL,TELEFONIA,33,873,70,33040411,36671.67,95848.52
2021,56,3,SP,PSD,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",35,873,70,33040411,36671.67,4875.24
2022,56,4,SP,NOVO,COMBUSTÍVEIS E LUBRIFICANTES,8,873,70,33040411,36671.67,3773.87
2022,56,4,SP,PSD,ASSESSORIA TÉCNICA/JURÍDICA,35,873,70,33040411,36671.67,114500.00
2022,56,4,SP,SOLIDARIEDADE,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",13,873,70,33040411,36671.67,130.90
2023,56,5,SP,PSDB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",29,873,70,33040411,36671.67,1443.26
2023,56,5,SP,PP,PASSAGEM AÉREA,38,873,70,33040411,36671.67,10415.43
2020,56,2,SP,PSOL,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,873,70,33040411,36671.67,2515.43
2023,56,5,SP,CIDADANIA,COMBUSTÍVEIS E LUBRIFICANTES,8,873,70,33040411,36671.67,1603.26
2019,56,1,SP,PSDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,29,873,70,33040411,36671.67,2885.31
2022,56,4,SP,PODEMOS,COMBUSTÍVEIS E LUBRIFICANTES,17,873,70,33040411,36671.67,48866.76
2020,56,2,SP,PSB,TELEFONIA,32,873,70,33040411,36671.67,2016.23
2023,56,5,SP,SOLIDARIEDADE,TELEFONIA,13,873,70,33040411,36671.67,309.98
2022,56,4,SP,PP,DIVULGAÇÃO MANDATO,38,873,70,33040411,36671.67,164552.41
2021,56,3,SP,MDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,34,873,70,33040411,36671.67,3359.40
2022,56,4,SP,PP,COMBUSTÍVEIS E LUBRIFICANTES,38,873,70,33040411,36671.67,50197.46
2021,56,3,SP,PSB,PASSAGEM AÉREA,32,873,70,33040411,36671.67,145420.51
2019,56,1,SP,PSOL,PASSAGEM AÉREA,10,873,70,33040411,36671.67,569095.20
2020,56,2,SP,PODEMOS,COMBUSTÍVEIS E LUBRIFICANTES,17,873,70,33040411,36671.67,13541.63
2020,56,2,SP,REPUBLICANOS,LOCAÇÃO DE AUTOMÓVEIS,30,873,70,33040411,36671.67,418175.11
2022,56,4,SP,CIDADANIA,LOCAÇÃO DE AUTOMÓVEIS,8,873,70,33040411,36671.67,10108.73
2022,56,4,SP,PL,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",33,873,70,33040411,36671.67,62874.55
2021,56,3,SP,UNIÃO,LOCAÇÃO DE AUTOMÓVEIS,52,873,70,33040411,36671.67,439075.25
2022,56,4,SP,MDB,PASSAGEM AÉREA,34,873,70,33040411,36671.67,197668.95
2022,56,4,SP,CIDADANIA,COMBUSTÍVEIS E LUBRIFICANTES,8,873,70,33040411,36671.67,44836.44
2022,56,4,SP,CIDADANIA,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8,873,70,33040411,36671.67,15453.58
2020,56,2,SP,PP,DIVULGAÇÃO MANDATO,38,873,70,33040411,36671.67,198000.00
2020,56,2,SP,UNIÃO,PASSAGEM AÉREA,52,873,70,33040411,36671.67,471261.07
2019,56,1,SP,PL,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",33,873,70,33040411,36671.67,1206.17
2020,56,2,SP,PSC,COMBUSTÍVEIS E LUBRIFICANTES,8,873,70,33040411,36671.67,34927.51
2023,56,5,SP,PL,COMBUSTÍVEIS E LUBRIFICANTES,33,873,70,33040411,36671.67,23700.14
2019,56,1,SP,REPUBLICANOS,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",30,873,70,33040411,36671.67,3070.76
2023,56,5,SP,UNIÃO,LOCAÇÃO DE AUTOMÓVEIS,52,873,70,33040411,36671.67,16595.00
2023,56,5,SP,REPUBLICANOS,LOCAÇÃO DE AUTOMÓVEIS,30,873,70,33040411,36671.67,54526.06
2022,56,4,SP,UNIÃO,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",52,873,70,33040411,36671.67,23460.44
2019,56,1,SP,PL,ASSESSORIA TÉCNICA/JURÍDICA,33,873,70,33040411,36671.67,285090.00
2019,56,1,SP,NOVO,DIVULGAÇÃO MANDATO,8,873,70,33040411,36671.67,95625.00
2019,56,1,SP,MDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,34,873,70,33040411,36671.67,2967.40
2020,56,2,SP,UNIÃO,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",52,873,70,33040411,36671.67,10639.54
2021,56,3,SP,PSOL,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,10,873,70,33040411,36671.67,93192.28
2019,56,1,SP,MDB,LOCAÇÃO DE AUTOMÓVEIS,34,873,70,33040411,36671.67,86216.67
2020,56,2,SP,PSOL,LOCAÇÃO DE AUTOMÓVEIS,10,873,70,33040411,36671.67,8751.46
2019,56,1,SP,CIDADANIA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8,873,70,33040411,36671.67,788.00
2023,56,5,SP,PROS,SERVIÇOS POSTAIS,8,873,70,33040411,36671.67,781.71
2022,56,4,SP,PSC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,8,873,70,33040411,36671.67,4586.21
2023,56,5,SP,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,30,873,70,33040411,36671.67,19644.96
2021,56,3,SP,REPUBLICANOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",30,873,70,33040411,36671.67,37474.21
2020,56,2,SP,NOVO,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,8,873,70,33040411,36671.67,333.91
2017,55,3,TO,PROS,SERVIÇOS POSTAIS,11,620,8,996887,39131.75,16816.44
2016,55,2,TO,PROS,SERVIÇOS POSTAIS,11,620,8,996887,39131.75,14077.76
2017,55,3,TO,PP,ASSESSORIA TÉCNICA/JURÍDICA,38,620,8,996887,39131.75,500.00
2018,55,4,TO,PL,TELEFONIA,34,620,8,996887,39131.75,17320.95
2018,55,4,TO,REPUBLICANOS,PASSAGEM AÉREA,21,620,8,996887,39131.75,15843.20
2015,55,1,TO,PSD,SERVIÇOS POSTAIS,36,620,8,996887,39131.75,10174.73
2015,55,1,TO,REPUBLICANOS,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",21,620,8,996887,39131.75,5256.27
2019,55,5,TO,MDB,TELEFONIA,65,620,8,996887,39131.75,559.62
2017,55,3,TO,PSD,PASSAGEM AÉREA,36,620,8,996887,39131.75,33271.57
2015,55,1,TO,REPUBLICANOS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,21,620,8,996887,39131.75,64966.70
2019,55,5,TO,DEM,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,21,620,8,996887,39131.75,295.00
2017,55,3,TO,REPUBLICANOS,PASSAGEM AÉREA,21,620,8,996887,39131.75,31973.50
2017,55,3,TO,PP,COMBUSTÍVEIS E LUBRIFICANTES,38,620,8,996887,39131.75,53755.13
2017,55,3,TO,PP,DIVULGAÇÃO MANDATO,38,620,8,996887,39131.75,266110.00
2018,55,4,TO,PP,MANUTENÇÃO DE ESCRITÓRIO,38,620,8,996887,39131.75,436.00
2016,55,2,TO,REPUBLICANOS,SERVIÇOS POSTAIS,21,620,8,996887,39131.75,272.06
2015,55,1,TO,REPUBLICANOS,SERVIÇOS POSTAIS,21,620,8,996887,39131.75,712.06
2017,55,3,TO,PSD,MANUTENÇÃO DE ESCRITÓRIO,36,620,8,996887,39131.75,73032.79
2015,55,1,TO,REPUBLICANOS,TELEFONIA,21,620,8,996887,39131.75,24991.96
2015,55,1,TO,PP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,620,8,996887,39131.75,189.00
2019,55,5,TO,REPUBLICANOS,DIVULGAÇÃO MANDATO,21,620,8,996887,39131.75,41400.00
2018,55,4,TO,PP,TELEFONIA,38,620,8,996887,39131.75,12044.48
2015,55,1,TO,DEM,TELEFONIA,21,620,8,996887,39131.75,45926.28
2016,55,2,TO,PROS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,11,620,8,996887,39131.75,1918.23
2019,55,5,TO,PP,TELEFONIA,38,620,8,996887,39131.75,146.11
2016,55,2,TO,PSD,TELEFONIA,36,620,8,996887,39131.75,25287.75
2018,55,4,TO,DEM,ASSINATURA DE PUBLICAÇÕES,21,620,8,996887,39131.75,2390.00
2018,55,4,TO,PROS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,11,620,8,996887,39131.75,952.71
2016,55,2,TO,DEM,PASSAGEM AÉREA,21,620,8,996887,39131.75,131350.96
2017,55,3,TO,PL,SERVIÇOS POSTAIS,34,620,8,996887,39131.75,2898.46
2017,55,3,TO,DEM,LOCAÇÃO DE AUTOMÓVEIS,21,620,8,996887,39131.75,262300.00
2016,55,2,TO,PROS,LOCAÇÃO DE AUTOMÓVEIS,11,620,8,996887,39131.75,120000.00
2018,55,4,TO,PL,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,34,620,8,996887,39131.75,159.15
2016,55,2,TO,MDB,"PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR",65,620,8,996887,39131.75,29785.62
2015,55,1,TO,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,620,8,996887,39131.75,39471.97
2017,55,3,TO,PP,TELEFONIA,38,620,8,996887,39131.75,23741.04
2018,55,4,TO,PT,PASSAGEM AÉREA,68,620,8,996887,39131.75,19918.73
2019,55,5,TO,PL,TELEFONIA,34,620,8,996887,39131.75,806.46
2017,55,3,TO,REPUBLICANOS,TELEFONIA,21,620,8,996887,39131.75,22023.29
2019,55,5,TO,MDB,DIVULGAÇÃO MANDATO,65,620,8,996887,39131.75,28000.00
2015,55,1,TO,PP,PASSAGEM AÉREA,38,620,8,996887,39131.75,116574.85
2018,55,4,TO,MDB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,65,620,8,996887,39131.75,240.00
2018,55,4,TO,PSD,DIVULGAÇÃO MANDATO,36,620,8,996887,39131.75,141349.90
2018,55,4,TO,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,21,620,8,996887,39131.75,45652.01
2015,55,1,TO,MDB,DIVULGAÇÃO MANDATO,65,620,8,996887,39131.75,158980.00
2019,55,5,TO,REPUBLICANOS,TELEFONIA,21,620,8,996887,39131.75,1261.20
2017,55,3,TO,PL,COMBUSTÍVEIS E LUBRIFICANTES,34,620,8,996887,39131.75,66000.00
2017,55,3,TO,PSD,SERVIÇOS POSTAIS,36,620,8,996887,39131.75,5354.70
2017,55,3,TO,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,620,8,996887,39131.75,85073.35
2017,55,3,TO,DEM,ASSESSORIA TÉCNICA/JURÍDICA,21,620,8,996887,39131.75,22559.00
2016,55,2,TO,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,21,620,8,996887,39131.75,71853.15
2017,55,3,TO,PROS,COMBUSTÍVEIS E LUBRIFICANTES,11,620,8,996887,39131.75,45597.82
2015,55,1,TO,PROS,MANUTENÇÃO DE ESCRITÓRIO,11,620,8,996887,39131.75,24152.72
2016,55,2,TO,PROS,PASSAGEM AÉREA,11,620,8,996887,39131.75,28837.28
2016,55,2,TO,MDB,ASSESSORIA TÉCNICA/JURÍDICA,65,620,8,996887,39131.75,99800.00
2017,55,3,TO,PROS,DIVULGAÇÃO MANDATO,11,620,8,996887,39131.75,228734.30
2016,55,2,TO,DEM,LOCAÇÃO DE AUTOMÓVEIS,21,620,8,996887,39131.75,234800.00
2018,55,4,TO,PROS,COMBUSTÍVEIS E LUBRIFICANTES,11,620,8,996887,39131.75,68783.08
2015,55,1,TO,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,620,8,996887,39131.75,37213.94
2016,55,2,TO,REPUBLICANOS,PASSAGEM AÉREA,21,620,8,996887,39131.75,26519.25
2015,55,1,TO,PP,ASSESSORIA TÉCNICA/JURÍDICA,38,620,8,996887,39131.75,2700.00
2015,55,1,TO,DEM,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,620,8,996887,39131.75,83.10
2016,55,2,TO,DEM,SERVIÇOS POSTAIS,21,620,8,996887,39131.75,6545.98
2018,55,4,TO,PP,DIVULGAÇÃO MANDATO,38,620,8,996887,39131.75,225675.00
2016,55,2,TO,PL,COMBUSTÍVEIS E LUBRIFICANTES,34,620,8,996887,39131.75,69826.62
2019,55,5,TO,PROS,SERVIÇOS POSTAIS,11,620,8,996887,39131.75,37.79
2019,55,5,TO,DEM,LOCAÇÃO DE AUTOMÓVEIS,21,620,8,996887,39131.75,20300.00
2018,55,4,TO,MDB,DIVULGAÇÃO MANDATO,65,620,8,996887,39131.75,268480.00
2018,55,4,TO,PL,COMBUSTÍVEIS E LUBRIFICANTES,34,620,8,996887,39131.75,26130.12
2015,55,1,TO,MDB,TELEFONIA,65,620,8,996887,39131.75,15978.83
2017,55,3,TO,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,620,8,996887,39131.75,48845.99
2015,55,1,TO,REPUBLICANOS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,620,8,996887,39131.75,136.00
2018,55,4,TO,PSD,COMBUSTÍVEIS E LUBRIFICANTES,36,620,8,996887,39131.75,47072.60
2018,55,4,TO,REPUBLICANOS,SERVIÇOS POSTAIS,21,620,8,996887,39131.75,184.59
2017,55,3,TO,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,620,8,996887,39131.75,91287.50
2018,55,4,TO,PROS,DIVULGAÇÃO MANDATO,11,620,8,996887,39131.75,229254.90
2018,55,4,TO,MDB,SERVIÇOS POSTAIS,65,620,8,996887,39131.75,8921.14
2015,55,1,TO,MDB,PASSAGEM AÉREA,65,620,8,996887,39131.75,151832.09
2016,55,2,TO,PSD,LOCAÇÃO OU FRETAMENTO DE AERONAVES,36,620,8,996887,39131.75,4080.00
2018,55,4,TO,REPUBLICANOS,MANUTENÇÃO DE ESCRITÓRIO,21,620,8,996887,39131.75,4500.00
2017,55,3,TO,PL,TELEFONIA,34,620,8,996887,39131.75,25069.94
2017,55,3,TO,PROS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,11,620,8,996887,39131.75,1264.37
2018,55,4,TO,PL,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,620,8,996887,39131.75,1789.00
2016,55,2,TO,DEM,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,620,8,996887,39131.75,840.68
2017,55,3,TO,PP,SERVIÇOS POSTAIS,38,620,8,996887,39131.75,6299.69
2015,55,1,TO,PL,DIVULGAÇÃO MANDATO,34,620,8,996887,39131.75,2800.00
2017,55,3,TO,DEM,ASSINATURA DE PUBLICAÇÕES,21,620,8,996887,39131.75,2500.00
2017,55,3,TO,PL,PASSAGEM AÉREA,34,620,8,996887,39131.75,21476.62
2015,55,1,TO,MDB,ASSESSORIA TÉCNICA/JURÍDICA,65,620,8,996887,39131.75,77790.00
2015,55,1,TO,PL,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,34,620,8,996887,39131.75,1660.57
2017,55,3,TO,PROS,LOCAÇÃO DE AUTOMÓVEIS,11,620,8,996887,39131.75,120000.00
2015,55,1,TO,PL,COMBUSTÍVEIS E LUBRIFICANTES,34,620,8,996887,39131.75,48958.09
2018,55,4,TO,DEM,SERVIÇOS POSTAIS,21,620,8,996887,39131.75,10040.27
2018,55,4,TO,PT,SERVIÇOS POSTAIS,68,620,8,996887,39131.75,33.76
2016,55,2,TO,PSD,COMBUSTÍVEIS E LUBRIFICANTES,36,620,8,996887,39131.75,37083.87
2019,55,5,TO,DEM,DIVULGAÇÃO MANDATO,21,620,8,996887,39131.75,4600.00
2017,55,3,TO,DEM,PASSAGEM AÉREA,21,620,8,996887,39131.75,148277.50
2016,55,2,TO,DEM,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,620,8,996887,39131.75,2684.50
2015,55,1,TO,PROS,ASSESSORIA TÉCNICA/JURÍDICA,11,620,8,996887,39131.75,354.90
2017,55,3,TO,MDB,DIVULGAÇÃO MANDATO,65,620,8,996887,39131.75,156830.00
2017,55,3,TO,MDB,PASSAGEM AÉREA,65,620,8,996887,39131.75,199010.53
2017,55,3,TO,MDB,TELEFONIA,65,620,8,996887,39131.75,16187.77
2019,55,5,TO,DEM,SERVIÇOS POSTAIS,21,620,8,996887,39131.75,887.59
2018,55,4,TO,PSD,PASSAGEM AÉREA,36,620,8,996887,39131.75,1867.76
2016,55,2,TO,PP,MANUTENÇÃO DE ESCRITÓRIO,38,620,8,996887,39131.75,979.98
2015,55,1,TO,DEM,DIVULGAÇÃO MANDATO,21,620,8,996887,39131.75,355770.00
2018,55,4,TO,MDB,COMBUSTÍVEIS E LUBRIFICANTES,65,620,8,996887,39131.75,28563.88
2019,55,5,TO,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,620,8,996887,39131.75,3925.05
2017,55,3,TO,MDB,SERVIÇOS POSTAIS,65,620,8,996887,39131.75,18254.16
2018,55,4,TO,PSD,MANUTENÇÃO DE ESCRITÓRIO,36,620,8,996887,39131.75,28527.99
2016,55,2,TO,PSD,MANUTENÇÃO DE ESCRITÓRIO,36,620,8,996887,39131.75,82215.40
2018,55,4,TO,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,620,8,996887,39131.75,85826.42
2018,55,4,TO,DEM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,21,620,8,996887,39131.75,60000.00
2016,55,2,TO,PROS,DIVULGAÇÃO MANDATO,11,620,8,996887,39131.75,218950.15
2018,55,4,TO,PL,PASSAGEM AÉREA,34,620,8,996887,39131.75,29695.93
2018,55,4,TO,DEM,ASSESSORIA TÉCNICA/JURÍDICA,21,620,8,996887,39131.75,35804.00
2015,55,1,TO,DEM,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",21,620,8,996887,39131.75,49.85
2017,55,3,TO,PSD,TELEFONIA,36,620,8,996887,39131.75,16251.47
2015,55,1,TO,REPUBLICANOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,620,8,996887,39131.75,973.00
2018,55,4,TO,PP,SERVIÇOS POSTAIS,38,620,8,996887,39131.75,6008.38
2015,55,1,TO,PROS,SERVIÇOS POSTAIS,11,620,8,996887,39131.75,10430.73
2017,55,3,TO,REPUBLICANOS,SERVIÇOS POSTAIS,21,620,8,996887,39131.75,8928.52
2018,55,4,TO,PT,COMBUSTÍVEIS E LUBRIFICANTES,68,620,8,996887,39131.75,11160.00
2016,55,2,TO,PL,DIVULGAÇÃO MANDATO,34,620,8,996887,39131.75,25350.00
2015,55,1,TO,DEM,PASSAGEM AÉREA,21,620,8,996887,39131.75,111477.19
2017,55,3,TO,PROS,PASSAGEM AÉREA,11,620,8,996887,39131.75,15648.90
2018,55,4,TO,PL,LOCAÇÃO DE AUTOMÓVEIS,34,620,8,996887,39131.75,60000.00
2015,55,1,TO,PROS,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",11,620,8,996887,39131.75,889.54
2015,55,1,TO,DEM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,21,620,8,996887,39131.75,57720.00
2017,55,3,TO,DEM,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,21,620,8,996887,39131.75,3297.00
2019,55,5,TO,PL,ASSESSORIA TÉCNICA/JURÍDICA,34,620,8,996887,39131.75,30000.00
2015,55,1,TO,DEM,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,620,8,996887,39131.75,821.06
2018,55,4,TO,MDB,PASSAGEM AÉREA,65,620,8,996887,39131.75,146505.90
2018,55,4,TO,PP,PASSAGEM AÉREA,38,620,8,996887,39131.75,229157.76
2015,55,1,TO,MDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",65,620,8,996887,39131.75,831.48
2015,55,1,TO,PL,ASSESSORIA TÉCNICA/JURÍDICA,34,620,8,996887,39131.75,186000.00
2017,55,3,TO,PL,ASSESSORIA TÉCNICA/JURÍDICA,34,620,8,996887,39131.75,139500.00
2019,55,5,TO,PP,DIVULGAÇÃO MANDATO,38,620,8,996887,39131.75,22500.00
2015,55,1,TO,REPUBLICANOS,LOCAÇÃO DE AUTOMÓVEIS,21,620,8,996887,39131.75,18000.00
2018,55,4,TO,PROS,SERVIÇOS POSTAIS,11,620,8,996887,39131.75,14741.13
2019,55,5,TO,PROS,LOCAÇÃO DE AUTOMÓVEIS,11,620,8,996887,39131.75,10000.00
2016,55,2,TO,MDB,COMBUSTÍVEIS E LUBRIFICANTES,65,620,8,996887,39131.75,8111.82
2015,55,1,TO,PL,SERVIÇOS POSTAIS,34,620,8,996887,39131.75,2031.14
2016,55,2,TO,PP,COMBUSTÍVEIS E LUBRIFICANTES,38,620,8,996887,39131.75,66000.00
2019,56,1,TO,MDB,SERVIÇOS POSTAIS,34,620,8,1039439,39131.75,5414.67
2023,56,5,TO,MDB,ASSESSORIA TÉCNICA/JURÍDICA,34,620,8,1039439,39131.75,5000.00
2019,56,1,TO,UNIÃO,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",52,620,8,1039439,39131.75,696.00
2019,56,1,TO,MDB,DIVULGAÇÃO MANDATO,34,620,8,1039439,39131.75,222250.00
2019,56,1,TO,PODEMOS,DIVULGAÇÃO MANDATO,17,620,8,1039439,39131.75,157772.50
2022,56,4,TO,PT,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",54,620,8,1039439,39131.75,120.00
2021,56,3,TO,PT,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,620,8,1039439,39131.75,1599.05
2020,56,2,TO,PT,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,620,8,1039439,39131.75,438.36
2021,56,3,TO,PODEMOS,LOCAÇÃO DE AUTOMÓVEIS,17,620,8,1039439,39131.75,30840.42
2019,56,1,TO,MDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,620,8,1039439,39131.75,1445.00
2022,56,4,TO,MDB,PASSAGEM AÉREA,34,620,8,1039439,39131.75,77667.39
2022,56,4,TO,PL,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33,620,8,1039439,39131.75,41.00
2019,56,1,TO,PT,ASSESSORIA TÉCNICA/JURÍDICA,54,620,8,1039439,39131.75,64100.00
2023,56,5,TO,PL,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",33,620,8,1039439,39131.75,665.99
2020,56,2,TO,PODEMOS,PASSAGEM AÉREA,17,620,8,1039439,39131.75,63597.97
2019,56,1,TO,PP,COMBUSTÍVEIS E LUBRIFICANTES,38,620,8,1039439,39131.75,34554.54
2020,56,2,TO,PT,SERVIÇOS POSTAIS,54,620,8,1039439,39131.75,1316.06
2022,56,4,TO,PL,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",33,620,8,1039439,39131.75,3692.64
2022,56,4,TO,PL,TELEFONIA,33,620,8,1039439,39131.75,2036.10
2020,56,2,TO,UNIÃO,TELEFONIA,52,620,8,1039439,39131.75,34179.27
2023,56,5,TO,PT,PASSAGEM AÉREA,54,620,8,1039439,39131.75,2624.98
2019,56,1,TO,PP,TELEFONIA,38,620,8,1039439,39131.75,11651.87
2020,56,2,TO,MDB,DIVULGAÇÃO MANDATO,34,620,8,1039439,39131.75,265500.00
2021,56,3,TO,UNIÃO,DIVULGAÇÃO MANDATO,52,620,8,1039439,39131.75,255620.00
2019,56,1,TO,UNIÃO,MANUTENÇÃO DE ESCRITÓRIO,52,620,8,1039439,39131.75,91297.20
2020,56,2,TO,PODEMOS,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,17,620,8,1039439,39131.75,6966.00
2019,56,1,TO,MDB,COMBUSTÍVEIS E LUBRIFICANTES,34,620,8,1039439,39131.75,21146.72
2022,56,4,TO,PODEMOS,LOCAÇÃO DE AUTOMÓVEIS,17,620,8,1039439,39131.75,4300.00
2023,56,5,TO,MDB,PASSAGEM AÉREA,34,620,8,1039439,39131.75,3963.94
2019,56,1,TO,UNIÃO,DIVULGAÇÃO MANDATO,52,620,8,1039439,39131.75,172271.42
2023,56,5,TO,UNIÃO,MANUTENÇÃO DE ESCRITÓRIO,52,620,8,1039439,39131.75,14390.06
2023,56,5,TO,PODEMOS,COMBUSTÍVEIS E LUBRIFICANTES,17,620,8,1039439,39131.75,5551.21
2022,56,4,TO,PODEMOS,ASSESSORIA TÉCNICA/JURÍDICA,17,620,8,1039439,39131.75,75000.00
2021,56,3,TO,MDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,620,8,1039439,39131.75,1285.00
2023,56,5,TO,PT,TELEFONIA,54,620,8,1039439,39131.75,0.31
2022,56,4,TO,PSB,SERVIÇOS POSTAIS,32,620,8,1039439,39131.75,88.49
2021,56,3,TO,PODEMOS,DIVULGAÇÃO MANDATO,17,620,8,1039439,39131.75,88922.40
2021,56,3,TO,PODEMOS,PASSAGEM AÉREA,17,620,8,1039439,39131.75,142923.49
2022,56,4,TO,PT,SERVIÇOS POSTAIS,54,620,8,1039439,39131.75,1120.75
2022,56,4,TO,PODEMOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",17,620,8,1039439,39131.75,38058.17
2021,56,3,TO,PT,ASSESSORIA TÉCNICA/JURÍDICA,54,620,8,1039439,39131.75,90000.00
2023,56,5,TO,UNIÃO,SERVIÇOS POSTAIS,52,620,8,1039439,39131.75,19.00
2020,56,2,TO,PSC,MANUTENÇÃO DE ESCRITÓRIO,8,620,8,1039439,39131.75,33831.03
2019,56,1,TO,PSC,PASSAGEM AÉREA,8,620,8,1039439,39131.75,49886.51
2020,56,2,TO,PP,ASSESSORIA TÉCNICA/JURÍDICA,38,620,8,1039439,39131.75,435000.00
2020,56,2,TO,PODEMOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",17,620,8,1039439,39131.75,23020.99
2021,56,3,TO,MDB,SERVIÇOS POSTAIS,34,620,8,1039439,39131.75,3884.01
2021,56,3,TO,PODEMOS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17,620,8,1039439,39131.75,1880.00
2022,56,4,TO,PODEMOS,PASSAGEM AÉREA,17,620,8,1039439,39131.75,104704.92
2023,56,5,TO,PODEMOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",17,620,8,1039439,39131.75,242.97
