ano,legislatura,anolegislatura,uf,partido,tipo,representatividade,distancia,vagas,eleitores,cota,valor
2018,55,4,CE,SOLIDARIEDADE,DIVULGAÇÃO MANDATO,15,1687,22,6271554,42079.91,73960.02
2016,55,2,CE,AVANTE,DIVULGAÇÃO MANDATO,2,1687,22,6271554,42079.91,179500.00
2019,55,5,CE,DEM,TELEFONIA,21,1687,22,6271554,42079.91,1387.26
2017,55,3,CE,PODEMOS,TELEFONIA,9,1687,22,6271554,42079.91,2767.16
2019,55,5,CE,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,21,1687,22,6271554,42079.91,5934.83
2017,55,3,CE,PP,MANUTENÇÃO DE ESCRITÓRIO,38,1687,22,6271554,42079.91,14001.77
2016,55,2,CE,PDT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20,1687,22,6271554,42079.91,3910.99
2018,55,4,CE,PDT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,20,1687,22,6271554,42079.91,9600.00
2018,55,4,CE,PSDB,ASSESSORIA TÉCNICA/JURÍDICA,54,1687,22,6271554,42079.91,98056.00
2018,55,4,CE,PODEMOS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,9,1687,22,6271554,42079.91,33000.00
2017,55,3,CE,PSB,DIVULGAÇÃO MANDATO,34,1687,22,6271554,42079.91,90292.62
2017,55,3,CE,PSB,SERVIÇOS POSTAIS,34,1687,22,6271554,42079.91,845.29
2019,55,5,CE,SOLIDARIEDADE,SERVIÇOS POSTAIS,15,1687,22,6271554,42079.91,132.20
2017,55,3,CE,DEM,SERVIÇOS POSTAIS,21,1687,22,6271554,42079.91,4014.46
2019,55,5,CE,PSDB,TELEFONIA,54,1687,22,6271554,42079.91,882.47
2017,55,3,CE,PSDB,ASSINATURA DE PUBLICAÇÕES,54,1687,22,6271554,42079.91,770.40
2017,55,3,CE,MDB,TELEFONIA,65,1687,22,6271554,42079.91,8948.61
2016,55,2,CE,PT,LOCAÇÃO DE AUTOMÓVEIS,68,1687,22,6271554,42079.91,254320.10
2016,55,2,CE,PCdoB,ASSINATURA DE PUBLICAÇÕES,10,1687,22,6271554,42079.91,2159.59
2017,55,3,CE,PSB,MANUTENÇÃO DE ESCRITÓRIO,34,1687,22,6271554,42079.91,14709.86
2018,55,4,CE,PDT,TELEFONIA,20,1687,22,6271554,42079.91,40506.06
2019,55,5,CE,PSD,TELEFONIA,36,1687,22,6271554,42079.91,79.08
2019,55,5,CE,REPUBLICANOS,MANUTENÇÃO DE ESCRITÓRIO,21,1687,22,6271554,42079.91,319.90
2016,55,2,CE,PDT,SERVIÇOS POSTAIS,20,1687,22,6271554,42079.91,4933.62
2018,55,4,CE,MDB,DIVULGAÇÃO MANDATO,65,1687,22,6271554,42079.91,85000.00
2015,55,1,CE,PTB,COMBUSTÍVEIS E LUBRIFICANTES,25,1687,22,6271554,42079.91,50390.00
2018,55,4,CE,PSD,PASSAGEM AÉREA,36,1687,22,6271554,42079.91,172425.03
2016,55,2,CE,DEM,DIVULGAÇÃO MANDATO,21,1687,22,6271554,42079.91,37000.00
2017,55,3,CE,MDB,COMBUSTÍVEIS E LUBRIFICANTES,65,1687,22,6271554,42079.91,53055.62
2016,55,2,CE,PSDB,SERVIÇOS POSTAIS,54,1687,22,6271554,42079.91,39193.11
2019,55,5,CE,PSDB,SERVIÇOS POSTAIS,54,1687,22,6271554,42079.91,470.33
2016,55,2,CE,MDB,DIVULGAÇÃO MANDATO,65,1687,22,6271554,42079.91,90500.00
2017,55,3,CE,PODEMOS,DIVULGAÇÃO MANDATO,9,1687,22,6271554,42079.91,173565.54
2018,55,4,CE,PT,SERVIÇOS POSTAIS,68,1687,22,6271554,42079.91,11214.11
2016,55,2,CE,PSD,TELEFONIA,36,1687,22,6271554,42079.91,4458.41
2018,55,4,CE,PDT,PASSAGEM AÉREA,20,1687,22,6271554,42079.91,525590.51
2017,55,3,CE,PT,MANUTENÇÃO DE ESCRITÓRIO,68,1687,22,6271554,42079.91,145659.55
2016,55,2,CE,PSD,ASSESSORIA TÉCNICA/JURÍDICA,36,1687,22,6271554,42079.91,224000.00
2018,55,4,CE,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,1687,22,6271554,42079.91,71261.29
2019,55,5,CE,PDT,PASSAGEM AÉREA,20,1687,22,6271554,42079.91,33930.48
2018,55,4,CE,PDT,COMBUSTÍVEIS E LUBRIFICANTES,20,1687,22,6271554,42079.91,103239.49
2015,55,1,CE,PL,PASSAGEM AÉREA,34,1687,22,6271554,42079.91,212515.98
2017,55,3,CE,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,21,1687,22,6271554,42079.91,67670.06
2017,55,3,CE,AVANTE,ASSINATURA DE PUBLICAÇÕES,2,1687,22,6271554,42079.91,199.60
2016,55,2,CE,PSB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1687,22,6271554,42079.91,782.34
2016,55,2,CE,MDB,COMBUSTÍVEIS E LUBRIFICANTES,65,1687,22,6271554,42079.91,77601.69
2019,55,5,CE,PCdoB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,10,1687,22,6271554,42079.91,446.15
2017,55,3,CE,DEM,PASSAGEM AÉREA,21,1687,22,6271554,42079.91,167613.39
2015,55,1,CE,DEM,PASSAGEM AÉREA,21,1687,22,6271554,42079.91,181694.54
2018,55,4,CE,MDB,PASSAGEM AÉREA,65,1687,22,6271554,42079.91,200964.25
2016,55,2,CE,PCdoB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,10,1687,22,6271554,42079.91,4323.05
2015,55,1,CE,PROS,LOCAÇÃO DE AUTOMÓVEIS,11,1687,22,6271554,42079.91,47046.99
2019,55,5,CE,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,1687,22,6271554,42079.91,1682.00
2018,55,4,CE,PODEMOS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,9,1687,22,6271554,42079.91,3720.20
2017,55,3,CE,PROS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,11,1687,22,6271554,42079.91,151.15
2018,55,4,CE,PT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,1687,22,6271554,42079.91,19141.38
2017,55,3,CE,AVANTE,MANUTENÇÃO DE ESCRITÓRIO,2,1687,22,6271554,42079.91,31481.15
2015,55,1,CE,REPUBLICANOS,SERVIÇOS POSTAIS,21,1687,22,6271554,42079.91,1901.05
2018,55,4,CE,PSD,TELEFONIA,36,1687,22,6271554,42079.91,985.43
2017,55,3,CE,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,20,1687,22,6271554,42079.91,5188.98
2015,55,1,CE,SOLIDARIEDADE,TELEFONIA,15,1687,22,6271554,42079.91,11854.16
2015,55,1,CE,PT,ASSESSORIA TÉCNICA/JURÍDICA,68,1687,22,6271554,42079.91,55495.00
2015,55,1,CE,PDT,TELEFONIA,20,1687,22,6271554,42079.91,40272.65
2018,55,4,CE,PCdoB,DIVULGAÇÃO MANDATO,10,1687,22,6271554,42079.91,148560.00
2017,55,3,CE,REPUBLICANOS,ASSESSORIA TÉCNICA/JURÍDICA,21,1687,22,6271554,42079.91,45000.00
2015,55,1,CE,PL,SERVIÇOS POSTAIS,34,1687,22,6271554,42079.91,11417.21
2016,55,2,CE,REPUBLICANOS,DIVULGAÇÃO MANDATO,21,1687,22,6271554,42079.91,139902.44
2019,55,5,CE,PT,LOCAÇÃO DE AUTOMÓVEIS,68,1687,22,6271554,42079.91,26933.00
2015,55,1,CE,PSDB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,54,1687,22,6271554,42079.91,5810.37
2017,55,3,CE,PROS,MANUTENÇÃO DE ESCRITÓRIO,11,1687,22,6271554,42079.91,88323.60
2017,55,3,CE,AVANTE,DIVULGAÇÃO MANDATO,2,1687,22,6271554,42079.91,236999.88
2016,55,2,CE,PTB,SERVIÇOS POSTAIS,25,1687,22,6271554,42079.91,10939.49
2015,55,1,CE,REPUBLICANOS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,1687,22,6271554,42079.91,6449.48
2018,55,4,CE,PODEMOS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",9,1687,22,6271554,42079.91,17.00
2018,55,4,CE,PODEMOS,SERVIÇOS POSTAIS,9,1687,22,6271554,42079.91,3146.20
2018,55,4,CE,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,21,1687,22,6271554,42079.91,58453.27
2015,55,1,CE,PODEMOS,DIVULGAÇÃO MANDATO,9,1687,22,6271554,42079.91,78500.00
2015,55,1,CE,PSB,COMBUSTÍVEIS E LUBRIFICANTES,34,1687,22,6271554,42079.91,48086.14
2019,55,5,CE,PODEMOS,DIVULGAÇÃO MANDATO,9,1687,22,6271554,42079.91,20000.00
2015,55,1,CE,PTB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,25,1687,22,6271554,42079.91,187.50
2018,55,4,CE,AVANTE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,2,1687,22,6271554,42079.91,5500.00
2016,55,2,CE,AVANTE,COMBUSTÍVEIS E LUBRIFICANTES,2,1687,22,6271554,42079.91,46562.24
2015,55,1,CE,PDT,MANUTENÇÃO DE ESCRITÓRIO,20,1687,22,6271554,42079.91,92449.28
2017,55,3,CE,PSD,SERVIÇOS POSTAIS,36,1687,22,6271554,42079.91,451.67
2018,55,4,CE,PCdoB,ASSINATURA DE PUBLICAÇÕES,10,1687,22,6271554,42079.91,1780.00
2016,55,2,CE,PCdoB,TELEFONIA,10,1687,22,6271554,42079.91,30566.22
2016,55,2,CE,PDT,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",20,1687,22,6271554,42079.91,520.00
2017,55,3,CE,PSD,PASSAGEM AÉREA,36,1687,22,6271554,42079.91,134878.66
2015,55,1,CE,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,21,1687,22,6271554,42079.91,45948.28
2015,55,1,CE,MDB,SERVIÇOS POSTAIS,65,1687,22,6271554,42079.91,6614.61
2017,55,3,CE,SOLIDARIEDADE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,15,1687,22,6271554,42079.91,96025.60
2015,55,1,CE,REPUBLICANOS,MANUTENÇÃO DE ESCRITÓRIO,21,1687,22,6271554,42079.91,53024.91
2017,55,3,CE,PSDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1687,22,6271554,42079.91,13987.44
2017,55,3,CE,PP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,38,1687,22,6271554,42079.91,1622.38
2019,55,5,CE,PL,DIVULGAÇÃO MANDATO,34,1687,22,6271554,42079.91,37905.00
2017,55,3,CE,PP,DIVULGAÇÃO MANDATO,38,1687,22,6271554,42079.91,377530.00
2019,55,5,CE,SOLIDARIEDADE,DIVULGAÇÃO MANDATO,15,1687,22,6271554,42079.91,4650.00
2017,55,3,CE,PODEMOS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,9,1687,22,6271554,42079.91,2537.91
2019,55,5,CE,PCdoB,MANUTENÇÃO DE ESCRITÓRIO,10,1687,22,6271554,42079.91,10333.20
2018,55,4,CE,PCdoB,LOCAÇÃO DE AUTOMÓVEIS,10,1687,22,6271554,42079.91,29430.00
2017,55,3,CE,AVANTE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,2,1687,22,6271554,42079.91,5500.00
2016,55,2,CE,PSD,COMBUSTÍVEIS E LUBRIFICANTES,36,1687,22,6271554,42079.91,34752.55
2018,55,4,CE,PODEMOS,PASSAGEM AÉREA,9,1687,22,6271554,42079.91,49780.38
2019,55,5,CE,MDB,TELEFONIA,65,1687,22,6271554,42079.91,743.43
2015,55,1,CE,PROS,TELEFONIA,11,1687,22,6271554,42079.91,19369.81
2017,55,3,CE,PSB,ASSESSORIA TÉCNICA/JURÍDICA,34,1687,22,6271554,42079.91,20000.00
2016,55,2,CE,AVANTE,ASSESSORIA TÉCNICA/JURÍDICA,2,1687,22,6271554,42079.91,62500.00
2018,55,4,CE,PSDB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1687,22,6271554,42079.91,408.00
2015,55,1,CE,REPUBLICANOS,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,21,1687,22,6271554,42079.91,2402.67
2018,55,4,CE,PL,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,34,1687,22,6271554,42079.91,62.67
2016,55,2,CE,PSB,DIVULGAÇÃO MANDATO,34,1687,22,6271554,42079.91,48347.38
2018,55,4,CE,PROS,PASSAGEM AÉREA,11,1687,22,6271554,42079.91,268446.84
2017,55,3,CE,PL,PASSAGEM AÉREA,34,1687,22,6271554,42079.91,246359.12
2016,55,2,CE,PROS,PASSAGEM AÉREA,11,1687,22,6271554,42079.91,117884.36
2016,55,2,CE,REPUBLICANOS,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,21,1687,22,6271554,42079.91,5590.40
2017,55,3,CE,PSDB,ASSESSORIA TÉCNICA/JURÍDICA,54,1687,22,6271554,42079.91,95195.00
2016,55,2,CE,PODEMOS,PASSAGEM AÉREA,9,1687,22,6271554,42079.91,45152.86
2016,55,2,CE,PSD,DIVULGAÇÃO MANDATO,36,1687,22,6271554,42079.91,113740.00
2017,55,3,CE,PSDB,COMBUSTÍVEIS E LUBRIFICANTES,54,1687,22,6271554,42079.91,69454.38
2017,55,3,CE,PL,MANUTENÇÃO DE ESCRITÓRIO,34,1687,22,6271554,42079.91,2223.27
2016,55,2,CE,SOLIDARIEDADE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,15,1687,22,6271554,42079.91,104713.50
2018,55,4,CE,AVANTE,DIVULGAÇÃO MANDATO,2,1687,22,6271554,42079.91,153430.52
2016,55,2,CE,PSD,PASSAGEM AÉREA,36,1687,22,6271554,42079.91,63781.77
2017,55,3,CE,PDT,MANUTENÇÃO DE ESCRITÓRIO,20,1687,22,6271554,42079.91,102177.21
2017,55,3,CE,PDT,DIVULGAÇÃO MANDATO,20,1687,22,6271554,42079.91,271558.55
2015,55,1,CE,PSDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1687,22,6271554,42079.91,13904.45
2015,55,1,CE,PDT,SERVIÇOS POSTAIS,20,1687,22,6271554,42079.91,11476.59
2015,55,1,CE,PP,LOCAÇÃO DE AUTOMÓVEIS,38,1687,22,6271554,42079.91,60300.00
2016,55,2,CE,PSDB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,54,1687,22,6271554,42079.91,9376.27
2019,55,5,CE,PL,SERVIÇOS POSTAIS,34,1687,22,6271554,42079.91,4881.76
2019,55,5,CE,REPUBLICANOS,SERVIÇOS POSTAIS,21,1687,22,6271554,42079.91,864.89
2016,55,2,CE,SOLIDARIEDADE,TELEFONIA,15,1687,22,6271554,42079.91,9693.50
2017,55,3,CE,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,1687,22,6271554,42079.91,861.61
2018,55,4,CE,PP,ASSESSORIA TÉCNICA/JURÍDICA,38,1687,22,6271554,42079.91,15700.00
2015,55,1,CE,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,20,1687,22,6271554,42079.91,13783.46
2018,55,4,CE,PODEMOS,LOCAÇÃO DE AUTOMÓVEIS,9,1687,22,6271554,42079.91,130800.00
2018,55,4,CE,PSD,SERVIÇOS POSTAIS,36,1687,22,6271554,42079.91,462.30
2016,55,2,CE,PCdoB,MANUTENÇÃO DE ESCRITÓRIO,10,1687,22,6271554,42079.91,113144.23
2017,55,3,CE,PODEMOS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,9,1687,22,6271554,42079.91,81500.00
2018,55,4,CE,SOLIDARIEDADE,MANUTENÇÃO DE ESCRITÓRIO,15,1687,22,6271554,42079.91,629.30
2019,55,5,CE,REPUBLICANOS,PASSAGEM AÉREA,21,1687,22,6271554,42079.91,9160.38
2019,55,5,CE,PT,SERVIÇOS POSTAIS,68,1687,22,6271554,42079.91,408.14
2018,55,4,CE,PT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,68,1687,22,6271554,42079.91,7315.32
2017,55,3,CE,PT,TELEFONIA,68,1687,22,6271554,42079.91,59969.80
2015,55,1,CE,AVANTE,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2,1687,22,6271554,42079.91,40.00
2016,55,2,CE,PTB,DIVULGAÇÃO MANDATO,25,1687,22,6271554,42079.91,112460.00
2018,55,4,CE,PSDB,LOCAÇÃO DE AUTOMÓVEIS,54,1687,22,6271554,42079.91,78825.77
2015,55,1,CE,AVANTE,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",2,1687,22,6271554,42079.91,3910.34
2018,55,4,CE,AVANTE,SERVIÇOS POSTAIS,2,1687,22,6271554,42079.91,462.94
2019,55,5,CE,MDB,COMBUSTÍVEIS E LUBRIFICANTES,65,1687,22,6271554,42079.91,200.02
2015,55,1,CE,MDB,PASSAGEM AÉREA,65,1687,22,6271554,42079.91,169460.15
2016,55,2,CE,PDT,ASSESSORIA TÉCNICA/JURÍDICA,20,1687,22,6271554,42079.91,223524.64
2017,55,3,CE,PSDB,TELEFONIA,54,1687,22,6271554,42079.91,59948.86
2018,55,4,CE,PT,"PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR",68,1687,22,6271554,42079.91,496.00
2015,55,1,CE,PTB,TELEFONIA,25,1687,22,6271554,42079.91,25605.59
2018,55,4,CE,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,1687,22,6271554,42079.91,2231.30
2018,55,4,CE,PSB,TELEFONIA,34,1687,22,6271554,42079.91,15418.09
2019,55,5,CE,AVANTE,ASSESSORIA TÉCNICA/JURÍDICA,2,1687,22,6271554,42079.91,20000.00
2017,55,3,CE,PP,LOCAÇÃO DE AUTOMÓVEIS,38,1687,22,6271554,42079.91,42000.00
2018,55,4,CE,PSDB,COMBUSTÍVEIS E LUBRIFICANTES,54,1687,22,6271554,42079.91,84832.62
2016,55,2,CE,MDB,ASSINATURA DE PUBLICAÇÕES,65,1687,22,6271554,42079.91,543.00
2019,55,5,CE,DEM,ASSESSORIA TÉCNICA/JURÍDICA,21,1687,22,6271554,42079.91,22000.00
2016,55,2,CE,PROS,TELEFONIA,11,1687,22,6271554,42079.91,16968.72
2019,55,5,CE,MDB,ASSESSORIA TÉCNICA/JURÍDICA,65,1687,22,6271554,42079.91,13000.00
2016,55,2,CE,PTB,ASSESSORIA TÉCNICA/JURÍDICA,25,1687,22,6271554,42079.91,34000.00
2017,55,3,CE,PROS,PASSAGEM AÉREA,11,1687,22,6271554,42079.91,358611.36
2015,55,1,CE,PL,TELEFONIA,34,1687,22,6271554,42079.91,36686.90
2018,55,4,CE,PP,PASSAGEM AÉREA,38,1687,22,6271554,42079.91,244145.03
2015,55,1,CE,PCdoB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,1687,22,6271554,42079.91,5689.22
2015,55,1,CE,PTB,SERVIÇOS POSTAIS,25,1687,22,6271554,42079.91,9560.98
2016,55,2,CE,PL,ASSESSORIA TÉCNICA/JURÍDICA,34,1687,22,6271554,42079.91,12000.00
2016,55,2,CE,AVANTE,PASSAGEM AÉREA,2,1687,22,6271554,42079.91,103572.41
2018,55,4,CE,PSDB,TELEFONIA,54,1687,22,6271554,42079.91,49513.03
2016,55,2,CE,SOLIDARIEDADE,SERVIÇOS POSTAIS,15,1687,22,6271554,42079.91,5069.35
2018,55,4,CE,PSDB,SERVIÇOS POSTAIS,54,1687,22,6271554,42079.91,17509.87
2015,55,1,CE,DEM,SERVIÇOS POSTAIS,21,1687,22,6271554,42079.91,9055.92
2015,55,1,CE,PSDB,COMBUSTÍVEIS E LUBRIFICANTES,54,1687,22,6271554,42079.91,63985.86
2018,55,4,CE,PSD,ASSESSORIA TÉCNICA/JURÍDICA,36,1687,22,6271554,42079.91,292000.00
2016,55,2,CE,PP,SERVIÇOS POSTAIS,38,1687,22,6271554,42079.91,215.72
2016,55,2,CE,DEM,ASSINATURA DE PUBLICAÇÕES,21,1687,22,6271554,42079.91,4794.18
2015,55,1,CE,PSDB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,54,1687,22,6271554,42079.91,33400.00
2015,55,1,CE,SOLIDARIEDADE,ASSESSORIA TÉCNICA/JURÍDICA,15,1687,22,6271554,42079.91,99500.00
2019,55,5,CE,DEM,SERVIÇOS POSTAIS,21,1687,22,6271554,42079.91,117.36
2017,55,3,CE,REPUBLICANOS,SERVIÇOS POSTAIS,21,1687,22,6271554,42079.91,6947.41
2018,55,4,CE,PL,ASSINATURA DE PUBLICAÇÕES,34,1687,22,6271554,42079.91,4200.98
2017,55,3,CE,PODEMOS,MANUTENÇÃO DE ESCRITÓRIO,9,1687,22,6271554,42079.91,1064.40
2015,55,1,CE,PROS,COMBUSTÍVEIS E LUBRIFICANTES,11,1687,22,6271554,42079.91,1800.00
2016,55,2,CE,PT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,68,1687,22,6271554,42079.91,77400.00
2018,55,4,CE,PL,TELEFONIA,34,1687,22,6271554,42079.91,33591.01
2017,55,3,CE,REPUBLICANOS,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,21,1687,22,6271554,42079.91,6607.93
2016,55,2,CE,AVANTE,MANUTENÇÃO DE ESCRITÓRIO,2,1687,22,6271554,42079.91,35853.68
2015,55,1,CE,PCdoB,PASSAGEM AÉREA,10,1687,22,6271554,42079.91,162930.38
2018,55,4,CE,PCdoB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,10,1687,22,6271554,42079.91,3896.00
2016,55,2,CE,AVANTE,SERVIÇOS POSTAIS,2,1687,22,6271554,42079.91,601.29
2016,55,2,CE,PSDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,54,1687,22,6271554,42079.91,9697.54
2015,55,1,CE,PODEMOS,SERVIÇOS POSTAIS,9,1687,22,6271554,42079.91,1759.28
2015,55,1,CE,PROS,DIVULGAÇÃO MANDATO,11,1687,22,6271554,42079.91,33000.00
2015,55,1,CE,PSB,ASSINATURA DE PUBLICAÇÕES,34,1687,22,6271554,42079.91,847.72
2016,55,2,CE,PT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,1687,22,6271554,42079.91,5959.41
2019,55,5,CE,PDT,MANUTENÇÃO DE ESCRITÓRIO,20,1687,22,6271554,42079.91,3246.16
2015,55,1,CE,PSB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1687,22,6271554,42079.91,845.45
2018,55,4,CE,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,20,1687,22,6271554,42079.91,2501.03
2019,55,5,CE,AVANTE,PASSAGEM AÉREA,2,1687,22,6271554,42079.91,4595.01
2016,55,2,CE,PSDB,MANUTENÇÃO DE ESCRITÓRIO,54,1687,22,6271554,42079.91,99951.55
2015,55,1,CE,SOLIDARIEDADE,MANUTENÇÃO DE ESCRITÓRIO,15,1687,22,6271554,42079.91,35898.44
2016,55,2,CE,PSDB,DIVULGAÇÃO MANDATO,54,1687,22,6271554,42079.91,165692.80
2017,55,3,CE,DEM,ASSINATURA DE PUBLICAÇÕES,21,1687,22,6271554,42079.91,536.12
2016,55,2,CE,PSB,TELEFONIA,34,1687,22,6271554,42079.91,50124.92
2017,55,3,CE,PL,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,34,1687,22,6271554,42079.91,725.11
2015,55,1,CE,PODEMOS,TELEFONIA,9,1687,22,6271554,42079.91,8001.70
2018,55,4,CE,PROS,COMBUSTÍVEIS E LUBRIFICANTES,11,1687,22,6271554,42079.91,29445.44
2019,55,5,CE,PSD,PASSAGEM AÉREA,36,1687,22,6271554,42079.91,9160.86
2018,55,4,CE,REPUBLICANOS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,1687,22,6271554,42079.91,318.99
2018,55,4,CE,PP,SERVIÇOS POSTAIS,38,1687,22,6271554,42079.91,938.63
2015,55,1,CE,PSD,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1687,22,6271554,42079.91,706.54
2016,55,2,CE,PSB,PASSAGEM AÉREA,34,1687,22,6271554,42079.91,168335.13
2019,55,5,CE,PODEMOS,SERVIÇOS POSTAIS,9,1687,22,6271554,42079.91,119.66
2017,55,3,CE,PSB,TELEFONIA,34,1687,22,6271554,42079.91,26970.93
2017,55,3,CE,PODEMOS,COMBUSTÍVEIS E LUBRIFICANTES,9,1687,22,6271554,42079.91,68034.15
2016,55,2,CE,MDB,ASSESSORIA TÉCNICA/JURÍDICA,65,1687,22,6271554,42079.91,153800.00
2016,55,2,CE,REPUBLICANOS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,1687,22,6271554,42079.91,1196.55
2016,55,2,CE,PSB,COMBUSTÍVEIS E LUBRIFICANTES,34,1687,22,6271554,42079.91,50023.73
2016,55,2,CE,PSDB,COMBUSTÍVEIS E LUBRIFICANTES,54,1687,22,6271554,42079.91,96137.85
2015,55,1,CE,DEM,TELEFONIA,21,1687,22,6271554,42079.91,39939.75
2016,55,2,CE,PT,MANUTENÇÃO DE ESCRITÓRIO,68,1687,22,6271554,42079.91,124210.28
2015,55,1,CE,PSDB,TELEFONIA,54,1687,22,6271554,42079.91,79372.87
2019,55,5,CE,PP,TELEFONIA,38,1687,22,6271554,42079.91,611.42
2015,55,1,CE,AVANTE,COMBUSTÍVEIS E LUBRIFICANTES,2,1687,22,6271554,42079.91,29776.14
2016,55,2,CE,PP,LOCAÇÃO DE AUTOMÓVEIS,38,1687,22,6271554,42079.91,58050.00
2016,55,2,CE,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,1687,22,6271554,42079.91,829.19
2015,55,1,CE,PL,LOCAÇÃO DE AUTOMÓVEIS,34,1687,22,6271554,42079.91,55510.00
2015,55,1,CE,PDT,DIVULGAÇÃO MANDATO,20,1687,22,6271554,42079.91,224087.80
2018,55,4,CE,SOLIDARIEDADE,ASSESSORIA TÉCNICA/JURÍDICA,15,1687,22,6271554,42079.91,35000.00
2015,55,1,CE,PSDB,DIVULGAÇÃO MANDATO,54,1687,22,6271554,42079.91,165045.78
2017,55,3,CE,PCdoB,PASSAGEM AÉREA,10,1687,22,6271554,42079.91,171322.09
2017,55,3,CE,MDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",65,1687,22,6271554,42079.91,1875.00
2017,55,3,CE,PT,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",68,1687,22,6271554,42079.91,447.58
2018,55,4,CE,PSDB,PASSAGEM AÉREA,54,1687,22,6271554,42079.91,262832.09
2019,55,5,CE,PT,DIVULGAÇÃO MANDATO,68,1687,22,6271554,42079.91,45470.00
2018,55,4,CE,PT,MANUTENÇÃO DE ESCRITÓRIO,68,1687,22,6271554,42079.91,141228.83
2016,55,2,CE,PODEMOS,DIVULGAÇÃO MANDATO,9,1687,22,6271554,42079.91,87839.35
