"","ano","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"7778","2015","MA","PATRIOTA",5,1524,18,4497336,41779.83,4639.93,"122"
"6891","2015","MA","PODEMOS",9,1524,18,4497336,41779.83,50493.05,"23"
"7536","2015","MA","PATRIOTA",5,1524,18,4497336,41779.83,5212.21,"61"
"6779","2015","MA","REPUBLICANOS",21,1524,18,4497336,41779.83,27854.9,"3"
"6840","2015","MA","PDT",20,1524,18,4497336,41779.83,169540.48,"14"
"6830","2015","MA","CIDADANIA",10,1524,18,4497336,41779.83,1313.9,"12"
"6953","2015","MA","PP",38,1524,18,4497336,41779.83,472.06,"39"
"7705","2015","MA","CIDADANIA",10,1524,18,4497336,41779.83,130083.22,"103"
"7601","2015","MA","PATRIOTA",5,1524,18,4497336,41779.83,59000,"77"
"6928","2015","MA","PODEMOS",9,1524,18,4497336,41779.83,19573.39,"33"
"6771","2015","MA","PP",38,1524,18,4497336,41779.83,17227.62,"1"
"6939","2015","MA","PODEMOS",9,1524,18,4497336,41779.83,62591.11,"37"
"7007","2015","MA","PDT",20,1524,18,4497336,41779.83,1253.09,"52"
"6936","2015","MA","PTB",25,1524,18,4497336,41779.83,121934.36,"36"
"7683","2015","MA","REPUBLICANOS",21,1524,18,4497336,41779.83,892.5,"94"
"7679","2015","MA","PSDB",54,1524,18,4497336,41779.83,13664.96,"93"
"7672","2015","MA","PCdoB",10,1524,18,4497336,41779.83,85419.8,"90"
"6803","2015","MA","PSDB",54,1524,18,4497336,41779.83,590.4,"6"
"7749","2015","MA","DEM",21,1524,18,4497336,41779.83,3023.63,"113"
"6997","2015","MA","PV",8,1524,18,4497336,41779.83,17610,"49"
"7552","2015","MA","PP",38,1524,18,4497336,41779.83,68400,"65"
"6911","2015","MA","PP",38,1524,18,4497336,41779.83,247820,"28"
"7558","2015","MA","PATRIOTA",5,1524,18,4497336,41779.83,24779.3,"66"
"6993","2015","MA","PT",68,1524,18,4497336,41779.83,19691.89,"48"
"6915","2015","MA","PP",38,1524,18,4497336,41779.83,20710.44,"30"
"6863","2015","MA","DEM",21,1524,18,4497336,41779.83,3015.48,"19"
"7571","2015","MA","DEM",21,1524,18,4497336,41779.83,90000,"69"
"7741","2015","MA","PATRIOTA",5,1524,18,4497336,41779.83,156750,"112"
"6808","2015","MA","MDB",65,1524,18,4497336,41779.83,3244.65,"7"
"7621","2015","MA","PATRIOTA",5,1524,18,4497336,41779.83,16936.98,"83"
"7613","2015","MA","PDT",20,1524,18,4497336,41779.83,45354.39,"81"
"6957","2015","MA","PP",38,1524,18,4497336,41779.83,3428.2,"41"
"7687","2015","MA","PT",68,1524,18,4497336,41779.83,85876.11,"97"
"7736","2015","MA","PV",8,1524,18,4497336,41779.83,16289.2,"111"
