"","ano","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"11766","2015","55","1","PB","PTB","ASSESSORIA TÉCNICA/JURÍDICA",25,1716,12,2835882,41660.7,61830,"3"
"11652","2015","55","1","PB","REPUBLICANOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,1716,12,2835882,41660.7,709.7,"3"
"13243","2015","55","1","PE","AVANTE","COMBUSTÍVEIS E LUBRIFICANTES",2,1657,25,6356307,41304.94,98736.15,"6"
"13085","2015","55","1","PE","CIDADANIA","COMBUSTÍVEIS E LUBRIFICANTES",10,1657,25,6356307,41304.94,71552.14,"4"
"13166","2015","55","1","PE","DEM","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,1657,25,6356307,41304.94,4071,"4"
"13574","2015","55","1","PE","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1657,25,6356307,41304.94,59487.63,"13"
"13283","2015","55","1","PE","PATRIOTA","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",5,1657,25,6356307,41304.94,586.3,"8"
"13006","2015","55","1","PE","PCdoB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",10,1657,25,6356307,41304.94,2087,"3"
"12908","2015","55","1","PE","PDT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",20,1657,25,6356307,41304.94,2025,"3"
"12946","2015","55","1","PE","PL","SERVIÇOS POSTAIS",34,1657,25,6356307,41304.94,2100.82,"1"
"13319","2015","55","1","PE","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,1657,25,6356307,41304.94,728.1,"5"
"13145","2015","55","1","PE","PP","LOCAÇÃO OU FRETAMENTO DE AERONAVES",38,1657,25,6356307,41304.94,9200,"6"
"12885","2015","55","1","PE","PROS","LOCAÇÃO OU FRETAMENTO DE AERONAVES",11,1657,25,6356307,41304.94,2500,"2"
"12872","2015","55","1","PE","PSB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1657,25,6356307,41304.94,924.02,"1"
"13548","2015","55","1","PE","PSDB","LOCAÇÃO DE AUTOMÓVEIS",54,1657,25,6356307,41304.94,109195,"10"
"13279","2015","55","1","PE","PTB","LOCAÇÃO DE AUTOMÓVEIS",25,1657,25,6356307,41304.94,178635.4,"7"
"13433","2015","55","1","PE","SOLIDARIEDADE","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",15,1657,25,6356307,41304.94,10425.55,"9"
"13995","2015","55","1","PI","DEM","ASSESSORIA TÉCNICA/JURÍDICA",21,1313,10,2345694,40599.91,55000,"8"
"13826","2015","55","1","PI","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,1313,10,2345694,40599.91,67194,"2"
"13975","2015","55","1","PI","PDT","DIVULGAÇÃO MANDATO",20,1313,10,2345694,40599.91,8500,"5"
"13997","2015","55","1","PI","PL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,1313,10,2345694,40599.91,320,"4"
"14324","2015","55","1","PI","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,1313,10,2345694,40599.91,54956.09,"6"
"13863","2015","55","1","PI","PP","TELEFONIA",38,1313,10,2345694,40599.91,26835.6,"2"
"13816","2015","55","1","PI","PSB","MANUTENÇÃO DE ESCRITÓRIO",34,1313,10,2345694,40599.91,14013.95,"1"
"14335","2015","55","1","PI","PSD","MANUTENÇÃO DE ESCRITÓRIO",36,1313,10,2345694,40599.91,1627.66,"10"
"13959","2015","55","1","PI","PT","ASSESSORIA TÉCNICA/JURÍDICA",68,1313,10,2345694,40599.91,70000,"6"
"14292","2015","55","1","PI","PTB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",25,1313,10,2345694,40599.91,797.5,"5"
