"","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"23020","2016","9","55","2","SC","PSD","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",36,1314,16,4859324,39505.92,162.3,"2"
"22573","2016","9","55","2","SC","PSDB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",54,1314,16,4859324,39505.92,166,"1"
"23314","2016","9","55","2","SE","PL","TELEFONIA",34,1292,8,1454165,39767.4,205.03,"2"
"23313","2016","9","55","2","SE","PROS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",11,1292,8,1454165,39767.4,208.76,"1"
"23385","2016","9","55","2","SE","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",36,1292,8,1454165,39767.4,67.46,"2"
"24666","2016","9","55","2","SP","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",36,873,70,31998432,36671.67,136.59,"1"
"25580","2016","9","55","2","TO","PROS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",11,620,8,996887,39131.75,53.76,"1"
"25543","2016","9","55","2","TO","REPUBLICANOS","SERVIÇOS POSTAIS",21,620,8,996887,39131.75,34.36,"1"
"393","2016","10","55","2","AC","PCdoB","TELEFONIA",10,2246,8,506724,44260.6,215.66,"2"
"469","2016","10","55","2","AL","AVANTE","SERVIÇOS POSTAIS",2,1485,9,1995727,40572.24,20.4,"1"
"592","2016","10","55","2","AL","PDT","SERVIÇOS POSTAIS",20,1485,9,1995727,40572.24,122.85,"2"
"1882","2016","10","55","2","AP","PL","SERVIÇOS POSTAIS",34,1791,8,455514,43002.92,57.33,"1"
"1858","2016","10","55","2","AP","PODEMOS","SERVIÇOS POSTAIS",9,1791,8,455514,43002.92,6,"1"
"2062","2016","10","55","2","AP","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,1791,8,455514,43002.92,217,"2"
"2857","2016","10","55","2","BA","DEM","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",21,1060,39,10185417,38638.99,130,"2"
"2637","2016","10","55","2","BA","PATRIOTA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",5,1060,39,10185417,38638.99,102,"1"
"2865","2016","10","55","2","BA","PSB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",34,1060,39,10185417,38638.99,64.4,"2"
"3002","2016","10","55","2","BA","PSC","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",13,1060,39,10185417,38638.99,55.69,"1"
"3060","2016","10","55","2","BA","PSD","ASSINATURA DE PUBLICAÇÕES",36,1060,39,10185417,38638.99,183.2,"2"
"2946","2016","10","55","2","BA","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1060,39,10185417,38638.99,157,"2"
"4445","2016","10","55","2","CE","AVANTE","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",2,1687,22,6271554,42079.91,193.39,"2"
"4607","2016","10","55","2","CE","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1687,22,6271554,42079.91,215,"1"
"4528","2016","10","55","2","CE","PDT","SERVIÇOS POSTAIS",20,1687,22,6271554,42079.91,78.02,"1"
"3999","2016","10","55","2","CE","PSB","SERVIÇOS POSTAIS",34,1687,22,6271554,42079.91,61.75,"1"
"5029","2016","10","55","2","DF","DEM","SERVIÇOS POSTAIS",21,0,8,1897677,30416.8,6,"1"
"5048","2016","10","55","2","DF","PP","MANUTENÇÃO DE ESCRITÓRIO",38,0,8,1897677,30416.8,71.96,"1"
"5102","2016","10","55","2","DF","PSD","SERVIÇOS POSTAIS",36,0,8,1897677,30416.8,42.5,"2"
"5531","2016","10","55","2","ES","PDT","SERVIÇOS POSTAIS",20,947,10,2653536,37052.05,10.95,"2"
"5491","2016","10","55","2","ES","PP","SERVIÇOS POSTAIS",38,947,10,2653536,37052.05,34.64,"3"
"6740","2016","10","55","2","GO","MDB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",65,173,17,4331733,35135.2,44.04,"1"
"6893","2016","10","55","2","GO","PSDB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",54,173,17,4331733,35135.2,37.67,"2"
"6819","2016","10","55","2","GO","PSL","TELEFONIA",1,173,17,4331733,35135.2,175.44,"1"
"7102","2016","10","55","2","GO","REPUBLICANOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,173,17,4331733,35135.2,158.67,"1"
"7400","2016","10","55","2","MA","PATRIOTA","MANUTENÇÃO DE ESCRITÓRIO",5,1524,18,4497336,41779.83,192.92,"1"
"7626","2016","10","55","2","MA","PODEMOS","SERVIÇOS POSTAIS",9,1524,18,4497336,41779.83,226.28,"1"
"7385","2016","10","55","2","MA","PSDB","SERVIÇOS POSTAIS",54,1524,18,4497336,41779.83,145.58,"1"
"7661","2016","10","55","2","MA","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",68,1524,18,4497336,41779.83,151,"2"
"7843","2016","10","55","2","MA","REPUBLICANOS","SERVIÇOS POSTAIS",21,1524,18,4497336,41779.83,48.94,"2"
"8240","2016","10","55","2","MG","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,624,53,15248681,35720.85,154,"1"
"10089","2016","10","55","2","MG","PROS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",11,624,53,15248681,35720.85,54.9,"2"
"8455","2016","10","55","2","MG","PSB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,624,53,15248681,35720.85,59.94,"1"
"8491","2016","10","55","2","MG","PSDB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",54,624,53,15248681,35720.85,4,"1"
"9018","2016","10","55","2","MG","SOLIDARIEDADE","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",15,624,53,15248681,35720.85,80,"3"
"10803","2016","10","55","2","MS","PDT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",20,878,8,1818937,40170.98,214,"2"
"10335","2016","10","55","2","MS","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,878,8,1818937,40170.98,31.5,"1"
"10859","2016","10","55","2","MT","DEM","SERVIÇOS POSTAIS",21,873,8,2189703,39056.17,35.7,"2"
"11404","2016","10","55","2","MT","MDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",65,873,8,2189703,39056.17,37.9,"2"
"11306","2016","10","55","2","MT","PP","MANUTENÇÃO DE ESCRITÓRIO",38,873,8,2189703,39056.17,39.78,"1"
"11313","2016","10","55","2","MT","PSDB","SERVIÇOS POSTAIS",54,873,8,2189703,39056.17,95.66,"2"
"12488","2016","10","55","2","PA","PSC","SERVIÇOS POSTAIS",13,1592,17,5188450,41855.59,88.3,"2"
"12380","2016","10","55","2","PA","SOLIDARIEDADE","TELEFONIA",15,1592,17,5188450,41855.59,148.39,"1"
"12618","2016","10","55","2","PB","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1716,12,2835882,41660.7,215,"1"
"13007","2016","10","55","2","PB","PTB","SERVIÇOS POSTAIS",25,1716,12,2835882,41660.7,121.95,"3"
"12908","2016","10","55","2","PB","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",21,1716,12,2835882,41660.7,14,"1"
"14127","2016","10","55","2","PE","PCdoB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1657,25,6356307,41304.94,40,"1"
"14433","2016","10","55","2","PE","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1657,25,6356307,41304.94,11.85,"2"
"14807","2016","10","55","2","PI","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,1313,10,2345694,40599.91,221,"1"
"15593","2016","10","55","2","PR","CIDADANIA","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1081,30,7865950,38500,11.2,"2"
"15961","2016","10","55","2","PR","PP","ASSINATURA DE PUBLICAÇÕES",38,1081,30,7865950,38500,171.75,"1"
"15458","2016","10","55","2","PR","PROS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11,1081,30,7865950,38500,36,"1"
"16057","2016","10","55","2","PR","PSB","SERVIÇOS POSTAIS",34,1081,30,7865950,38500,128.1,"3"
"15315","2016","10","55","2","PR","PSDB","SERVIÇOS POSTAIS",54,1081,30,7865950,38500,195.05,"1"
"16079","2016","10","55","2","PR","PSL","SERVIÇOS POSTAIS",1,1081,30,7865950,38500,216.18,"2"
"16016","2016","10","55","2","PR","PV","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8,1081,30,7865950,38500,59,"1"
"17320","2016","10","55","2","RJ","PATRIOTA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",5,933,46,12141145,35388.11,145.32,"1"
"17304","2016","10","55","2","RJ","PCdoB","SERVIÇOS POSTAIS",10,933,46,12141145,35388.11,176.25,"1"
"17200","2016","10","55","2","RJ","PSDB","DIVULGAÇÃO MANDATO",54,933,46,12141145,35388.11,32.78,"1"
"17307","2016","10","55","2","RJ","PSL","SERVIÇOS POSTAIS",1,933,46,12141145,35388.11,208.94,"2"
"17316","2016","10","55","2","RJ","PSOL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",5,933,46,12141145,35388.11,183.04,"1"
"17334","2016","10","55","2","RJ","REDE","SERVIÇOS POSTAIS",NA,933,46,12141145,35388.11,167.9,"2"
"18797","2016","10","55","2","RN","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,1775,8,2327451,42360.13,150,"2"
"19162","2016","10","55","2","RN","MDB","SERVIÇOS POSTAIS",65,1775,8,2327451,42360.13,76.21,"2"
"18787","2016","10","55","2","RN","PODEMOS","SERVIÇOS POSTAIS",9,1775,8,2327451,42360.13,45.7,"2"
"19063","2016","10","55","2","RN","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1775,8,2327451,42360.13,60.06,"2"
"19433","2016","10","55","2","RO","MDB","SERVIÇOS POSTAIS",65,1900,8,1127154,43300.63,130.73,"1"
"19647","2016","10","55","2","RO","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1900,8,1127154,43300.63,127.5,"3"
"20228","2016","10","55","2","RR","PL","ASSINATURA DE PUBLICAÇÕES",34,2496,8,299558,45240.67,159.75,"2"
"20148","2016","10","55","2","RR","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,2496,8,299558,45240.67,8,"2"
"20907","2016","10","55","2","RS","PL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1619,31,8392033,40504.04,116.72,"1"
"20923","2016","10","55","2","RS","PSB","SERVIÇOS POSTAIS",34,1619,31,8392033,40504.04,205.43,"1"
"20691","2016","10","55","2","RS","PSDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,1619,31,8392033,40504.04,37.5,"2"
"20581","2016","10","55","2","RS","REPUBLICANOS","ASSINATURA DE PUBLICAÇÕES",21,1619,31,8392033,40504.04,77.35,"1"
"22730","2016","10","55","2","SC","CIDADANIA","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1314,16,4859324,39505.92,109,"2"
"22830","2016","10","55","2","SC","PCdoB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,1314,16,4859324,39505.92,136.98,"2"
"22587","2016","10","55","2","SC","PL","SERVIÇOS POSTAIS",34,1314,16,4859324,39505.92,64.73,"2"
"23000","2016","10","55","2","SC","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,1314,16,4859324,39505.92,191.35,"2"
"23469","2016","10","55","2","SE","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",36,1292,8,1454165,39767.4,150,"2"
"23260","2016","10","55","2","SE","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",21,1292,8,1454165,39767.4,159,"1"
"24851","2016","10","55","2","SP","MDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",65,873,70,31998432,36671.67,112.05,"2"
"24145","2016","10","55","2","SP","PP","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,873,70,31998432,36671.67,198,"1"
"25012","2016","10","55","2","SP","PSL","SERVIÇOS POSTAIS",1,873,70,31998432,36671.67,198.36,"3"
"25570","2016","10","55","2","TO","DEM","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,620,8,996887,39131.75,14.9,"2"
"148","2016","11","55","2","AC","PSDB","SERVIÇOS POSTAIS",54,2246,8,506724,44260.6,57.78,"2"
"1119","2016","11","55","2","AL","PODEMOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",9,1485,9,1995727,40572.24,67.5,"2"
"1523","2016","11","55","2","AM","MDB","TELEFONIA",65,1932,8,2226891,43198.26,212.77,"1"
"1976","2016","11","55","2","AP","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,1791,8,455514,43002.92,82,"2"
"1914","2016","11","55","2","AP","PSD","SERVIÇOS POSTAIS",36,1791,8,455514,43002.92,106.91,"1"
"2632","2016","11","55","2","BA","MDB","SERVIÇOS POSTAIS",65,1060,39,10185417,38638.99,180.77,"1"
"2733","2016","11","55","2","BA","PSC","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",13,1060,39,10185417,38638.99,174,"2"
"2666","2016","11","55","2","BA","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",36,1060,39,10185417,38638.99,174.5,"1"
"2892","2016","11","55","2","BA","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1060,39,10185417,38638.99,153,"2"
"4419","2016","11","55","2","CE","AVANTE","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2,1687,22,6271554,42079.91,80,"2"
"4327","2016","11","55","2","CE","MDB","SERVIÇOS POSTAIS",65,1687,22,6271554,42079.91,209.03,"1"
"3960","2016","11","55","2","CE","PDT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",20,1687,22,6271554,42079.91,50,"1"
"4050","2016","11","55","2","CE","PL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,1687,22,6271554,42079.91,55.09,"1"
"4211","2016","11","55","2","CE","PODEMOS","SERVIÇOS POSTAIS",9,1687,22,6271554,42079.91,55.35,"2"
"4286","2016","11","55","2","CE","PSB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1687,22,6271554,42079.91,13,"1"
"5139","2016","11","55","2","DF","PSD","SERVIÇOS POSTAIS",36,0,8,1897677,30416.8,37.8,"2"
"5357","2016","11","55","2","ES","PP","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,947,10,2653536,37052.05,157.09,"1"
"5579","2016","11","55","2","ES","PSDB","SERVIÇOS POSTAIS",54,947,10,2653536,37052.05,81.9,"2"
"6758","2016","11","55","2","GO","PSL","TELEFONIA",1,173,17,4331733,35135.2,148.23,"1"
"7087","2016","11","55","2","GO","REPUBLICANOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,173,17,4331733,35135.2,61.81,"3"
"7225","2016","11","55","2","MA","PATRIOTA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",5,1524,18,4497336,41779.83,200.57,"1"
"7447","2016","11","55","2","MA","PDT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",20,1524,18,4497336,41779.83,21,"1"
"7823","2016","11","55","2","MA","PL","TELEFONIA",34,1524,18,4497336,41779.83,44.31,"2"
"10091","2016","11","55","2","MG","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",20,624,53,15248681,35720.85,108.16,"2"
"8748","2016","11","55","2","MG","PL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,624,53,15248681,35720.85,38.4,"1"
"8232","2016","11","55","2","MG","PSB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,624,53,15248681,35720.85,171.19,"1"
"8971","2016","11","55","2","MG","SOLIDARIEDADE","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15,624,53,15248681,35720.85,60.6,"2"
"10790","2016","11","55","2","MS","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,878,8,1818937,40170.98,162.49,"1"
"10890","2016","11","55","2","MT","DEM","SERVIÇOS POSTAIS",21,873,8,2189703,39056.17,80.81,"1"
"10927","2016","11","55","2","MT","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",36,873,8,2189703,39056.17,160.52,"2"
"11682","2016","11","55","2","PA","DEM","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,1592,17,5188450,41855.59,201.19,"1"
"11558","2016","11","55","2","PA","PSC","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",13,1592,17,5188450,41855.59,209.1,"1"
"12673","2016","11","55","2","PB","PDT","SERVIÇOS POSTAIS",20,1716,12,2835882,41660.7,80.81,"1"
"12629","2016","11","55","2","PB","PSB","COMBUSTÍVEIS E LUBRIFICANTES",34,1716,12,2835882,41660.7,100,"2"
"14551","2016","11","55","2","PE","AVANTE","SERVIÇOS POSTAIS",2,1657,25,6356307,41304.94,41.09,"2"
"14195","2016","11","55","2","PE","PCdoB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,1657,25,6356307,41304.94,41.27,"1"
"14880","2016","11","55","2","PI","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,1313,10,2345694,40599.91,221,"1"
"15848","2016","11","55","2","PR","CIDADANIA","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,1081,30,7865950,38500,50,"1"
"15393","2016","11","55","2","PR","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",65,1081,30,7865950,38500,95.6,"1"
"16154","2016","11","55","2","PR","PL","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",34,1081,30,7865950,38500,157.4,"2"
"15783","2016","11","55","2","PR","PSC","SERVIÇOS POSTAIS",13,1081,30,7865950,38500,15.3,"2"
"15374","2016","11","55","2","PR","PT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",68,1081,30,7865950,38500,18.9,"1"
"16044","2016","11","55","2","PR","PV","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8,1081,30,7865950,38500,210,"1"
"17455","2016","11","55","2","RJ","PATRIOTA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",5,933,46,12141145,35388.11,193.68,"2"
"17363","2016","11","55","2","RJ","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",20,933,46,12141145,35388.11,118.09,"1"
"17521","2016","11","55","2","RJ","PSB","SERVIÇOS POSTAIS",34,933,46,12141145,35388.11,32.7,"2"
"17557","2016","11","55","2","RJ","PSL","MANUTENÇÃO DE ESCRITÓRIO",1,933,46,12141145,35388.11,44.5,"1"
"17176","2016","11","55","2","RJ","PSOL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",5,933,46,12141145,35388.11,104.4,"1"
"19082","2016","11","55","2","RN","MDB","SERVIÇOS POSTAIS",65,1775,8,2327451,42360.13,56.45,"1"
"19052","2016","11","55","2","RN","PODEMOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",9,1775,8,2327451,42360.13,100,"2"
"19127","2016","11","55","2","RN","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1775,8,2327451,42360.13,120.8,"2"
"19599","2016","11","55","2","RO","PL","SERVIÇOS POSTAIS",34,1900,8,1127154,43300.63,33.55,"2"
"19863","2016","11","55","2","RR","MDB","SERVIÇOS POSTAIS",65,2496,8,299558,45240.67,92.68,"1"
"20193","2016","11","55","2","RR","PL","ASSINATURA DE PUBLICAÇÕES",34,2496,8,299558,45240.67,156.75,"1"
"20263","2016","11","55","2","RR","PP","SERVIÇOS POSTAIS",38,2496,8,299558,45240.67,148.14,"2"
"20566","2016","11","55","2","RS","PSD","SERVIÇOS POSTAIS",36,1619,31,8392033,40504.04,79.73,"1"
"21164","2016","11","55","2","RS","PSDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,1619,31,8392033,40504.04,178.99,"2"
"20688","2016","11","55","2","RS","REDE","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",NA,1619,31,8392033,40504.04,194.48,"2"
"20817","2016","11","55","2","RS","REPUBLICANOS","SERVIÇOS POSTAIS",21,1619,31,8392033,40504.04,74.89,"2"
"22791","2016","11","55","2","SC","CIDADANIA","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",10,1314,16,4859324,39505.92,171.93,"2"
"22517","2016","11","55","2","SC","PCdoB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1314,16,4859324,39505.92,89,"1"
"22778","2016","11","55","2","SC","PL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,1314,16,4859324,39505.92,47,"2"
"22986","2016","11","55","2","SC","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,1314,16,4859324,39505.92,191.35,"2"
"23072","2016","11","55","2","SC","PT","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",68,1314,16,4859324,39505.92,45.5,"2"
"23449","2016","11","55","2","SE","PL","SERVIÇOS POSTAIS",34,1292,8,1454165,39767.4,32.7,"2"
"23556","2016","11","55","2","SE","PROS","TELEFONIA",11,1292,8,1454165,39767.4,100.71,"3"
"23451","2016","11","55","2","SE","PSD","SERVIÇOS POSTAIS",36,1292,8,1454165,39767.4,164.9,"1"
"24767","2016","11","55","2","SP","PSOL","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",5,873,70,31998432,36671.67,197.95,"2"
"24041","2016","11","55","2","SP","PV","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",8,873,70,31998432,36671.67,166.35,"1"
"24081","2016","11","55","2","SP","SOLIDARIEDADE","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15,873,70,31998432,36671.67,158,"1"
"25578","2016","11","55","2","TO","DEM","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,620,8,996887,39131.75,117,"2"
"107","2016","12","55","2","AC","PCdoB","TELEFONIA",10,2246,8,506724,44260.6,212,"1"
"399","2016","12","55","2","AC","PSB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,2246,8,506724,44260.6,158,"2"
"403","2016","12","55","2","AC","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,2246,8,506724,44260.6,111.43,"1"
"938","2016","12","55","2","AL","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",20,1485,9,1995727,40572.24,149.59,"1"
"578","2016","12","55","2","AL","PODEMOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",9,1485,9,1995727,40572.24,10.5,"2"
"1184","2016","12","55","2","AM","MDB","SERVIÇOS POSTAIS",65,1932,8,2226891,43198.26,62.16,"1"
"2179","2016","12","55","2","AP","PL","TELEFONIA",34,1791,8,455514,43002.92,213.14,"2"
"1928","2016","12","55","2","AP","PODEMOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",9,1791,8,455514,43002.92,206.8,"1"
"1865","2016","12","55","2","AP","PP","SERVIÇOS POSTAIS",38,1791,8,455514,43002.92,48.94,"1"
"2589","2016","12","55","2","BA","DEM","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,1060,39,10185417,38638.99,82,"1"
"2696","2016","12","55","2","BA","PSC","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",13,1060,39,10185417,38638.99,70,"1"
"2624","2016","12","55","2","BA","PSD","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",36,1060,39,10185417,38638.99,222.58,"1"
"2679","2016","12","55","2","BA","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1060,39,10185417,38638.99,27.13,"1"
"4149","2016","12","55","2","CE","PDT","SERVIÇOS POSTAIS",20,1687,22,6271554,42079.91,36.45,"1"
"4505","2016","12","55","2","CE","PODEMOS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",9,1687,22,6271554,42079.91,15.6,"3"
"4502","2016","12","55","2","CE","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1687,22,6271554,42079.91,71,"4"
"4049","2016","12","55","2","CE","REPUBLICANOS","SERVIÇOS POSTAIS",21,1687,22,6271554,42079.91,219.25,"1"
"5086","2016","12","55","2","DF","PP","SERVIÇOS POSTAIS",38,0,8,1897677,30416.8,3.4,"2"
"6983","2016","12","55","2","GO","REPUBLICANOS","SERVIÇOS POSTAIS",21,173,17,4331733,35135.2,92.7,"2"
"7859","2016","12","55","2","MA","CIDADANIA","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1524,18,4497336,41779.83,60,"2"
"7749","2016","12","55","2","MA","PSC","TELEFONIA",13,1524,18,4497336,41779.83,170.22,"2"
"7351","2016","12","55","2","MA","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",68,1524,18,4497336,41779.83,70,"1"
"8323","2016","12","55","2","MG","DEM","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,624,53,15248681,35720.85,60,"1"
"8261","2016","12","55","2","MG","PL","ASSINATURA DE PUBLICAÇÕES",34,624,53,15248681,35720.85,172.79,"1"
"10139","2016","12","55","2","MG","PROS","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",11,624,53,15248681,35720.85,101.96,"2"
"10059","2016","12","55","2","MG","PSC","SERVIÇOS POSTAIS",13,624,53,15248681,35720.85,61.4,"2"
"8320","2016","12","55","2","MG","SOLIDARIEDADE","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",15,624,53,15248681,35720.85,17.4,"1"
"10778","2016","12","55","2","MS","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",20,878,8,1818937,40170.98,102.29,"1"
"10868","2016","12","55","2","MT","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,873,8,2189703,39056.17,150,"1"
"10838","2016","12","55","2","MT","PSL","SERVIÇOS POSTAIS",1,873,8,2189703,39056.17,10.95,"1"
"10876","2016","12","55","2","MT","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",68,873,8,2189703,39056.17,44,"1"
"12548","2016","12","55","2","PA","DEM","SERVIÇOS POSTAIS",21,1592,17,5188450,41855.59,163.54,"2"
"12539","2016","12","55","2","PA","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,1592,17,5188450,41855.59,180.1,"3"
