"","ano","mes","legislatura","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"45317","2021","6","56","GO","PSB",32,173,17,4454497,35135.2,1557.06,"444"
"64816","2021","6","56","MG","PT",54,624,53,15700966,35720.85,1401.49,"573"
"2120","2021","7","56","AC","PCdoB",10,2246,8,547680,44260.6,8606.14,"27"
"153958","2021","7","56","RS","PSD",35,1619,31,8354732,40504.04,167.34,"1419"
"130850","2021","7","56","RJ","PDT",28,933,46,12408340,35388.11,7898.65,"1185"
"15774","2021","7","56","BA","PODEMOS",17,1060,39,10393170,38638.99,600,"151"
"50636","2021","7","56","MA","UNIÃO",52,1524,18,4537237,41779.83,19287.33,"461"
"14842","2021","7","56","AP","PSB",32,1791,8,512110,43002.92,6690.67,"138"
"64549","2021","7","56","MG","PSD",35,624,53,15700966,35720.85,3139.18,"561"
"134409","2021","8","56","RN","PT",54,1775,8,2373619,42360.13,11949.98,"1259"
"119627","2021","8","56","PR","PP",38,1081,30,7971087,38500,4314.02,"1105"
"95875","2021","8","56","PE","PT",54,1657,25,6570072,41304.94,14053.24,"921"
"96745","2021","8","56","PE","SOLIDARIEDADE",13,1657,25,6570072,41304.94,532.98,"944"
"43330","2021","8","56","GO","MDB",34,173,17,4454497,35135.2,428.62,"386"
"76272","2021","8","56","MT","PP",38,873,8,2330281,39056.17,5152.72,"709"
"42503","2021","8","56","ES","PSB",32,947,10,2754728,37052.05,6685.68,"371"
"81401","2021","9","56","PA","PTB",10,1592,17,5499283,41855.59,10000,"769"
"1503","2021","9","56","AC","PT",54,2246,8,547680,44260.6,4009.19,"13"
"73763","2021","9","56","MS","PSDB",29,878,8,1877982,40170.98,25160,"692"
"91005","2021","9","56","PB","REPUBLICANOS",30,1716,12,2867649,41660.7,6700,"835"
"95595","2021","9","56","PE","UNIÃO",52,1657,25,6570072,41304.94,10956.19,"933"
"119530","2021","9","56","PR","PSDB",29,1081,30,7971087,38500,12000,"1129"
"44532","2021","9","56","GO","PSD",35,173,17,4454497,35135.2,9900,"443"
"24562","2021","10","56","BA","PSD",35,1060,39,10393170,38638.99,24405.23,"220"
"92471","2021","10","56","PB","PL",33,1716,12,2867649,41660.7,27000,"862"
"6672","2021","10","56","AL","PSD",35,1485,9,2187967,40572.24,12096.71,"77"
"118054","2021","10","56","PR","CIDADANIA",8,1081,30,7971087,38500,559.77,"1083"
"173215","2021","10","56","SP","PSDB",29,873,70,33040411,36671.67,14800,"1699"
"76322","2021","10","56","MT","PT",54,873,8,2330281,39056.17,442,"717"
"165375","2021","10","56","SE","PT",54,1292,8,1577058,39767.4,8000,"1565"
"64302","2021","10","56","MG","PP",38,624,53,15700966,35720.85,476,"569"
"91491","2021","11","56","PB","PT",54,1716,12,2867649,41660.7,5385.77,"823"
"25257","2021","11","56","BA","PSB",32,1060,39,10393170,38638.99,4069.88,"222"
"151902","2021","11","56","RS","PODEMOS",17,1619,31,8354732,40504.04,5810.29,"1361"
"60815","2021","11","56","MG","PSDB",29,624,53,15700966,35720.85,22539.22,"543"
"17555","2021","11","56","BA","PSDB",29,1060,39,10393170,38638.99,15076.67,"192"
"127362","2021","11","56","RJ","SOLIDARIEDADE",13,933,46,12408340,35388.11,23163.65,"1104"
"81971","2021","11","56","PA","PTB",10,1592,17,5499283,41855.59,1722.12,"763"
"129036","2021","12","56","RJ","PCdoB",10,933,46,12408340,35388.11,1700.51,"1030"
"96220","2021","12","56","PE","PSB",32,1657,25,6570072,41304.94,26245.31,"826"
"181679","2021","12","56","TO","UNIÃO",52,620,8,1039439,39131.75,1841.18,"1558"
"76569","2021","12","56","MT","PT",54,873,8,2330281,39056.17,1553.42,"632"
"63485","2021","12","56","MG","REPUBLICANOS",30,624,53,15700966,35720.85,83.35,"481"
"167901","2021","12","56","SP","PSB",32,873,70,33040411,36671.67,300,"1446"
"9792","2021","12","56","AM","PT",54,1932,8,2428098,43198.26,5950,"83"
"17632","2022","1","56","BA","PL",33,1060,39,10393170,38638.99,839.7,"172"
"117649","2022","1","56","PR","PROS",8,1081,30,7971087,38500,5525,"980"
"80821","2022","1","56","PA","PSDB",29,1592,17,5499283,41855.59,4367.46,"680"
"127464","2022","1","56","RJ","NOVO",8,933,46,12408340,35388.11,998.57,"1035"
"24405","2022","1","56","BA","PODEMOS",17,1060,39,10393170,38638.99,289.07,"189"
"37901","2022","1","56","ES","UNIÃO",52,947,10,2754728,37052.05,7946.98,"320"
"180117","2022","1","56","SP","SOLIDARIEDADE",13,873,70,33040411,36671.67,9253.08,"1549"
"67127","2022","2","56","MG","PODEMOS",17,624,53,15700966,35720.85,1310.73,"603"
"49732","2022","2","56","MA","REPUBLICANOS",30,1524,18,4537237,41779.83,26043,"451"
"42299","2022","2","56","ES","PSC",8,947,10,2754728,37052.05,14382,"375"
"173535","2022","2","56","SP","PT",54,873,70,33040411,36671.67,1110.54,"1681"
"104030","2022","2","56","PI","REPUBLICANOS",30,1313,10,2370894,40599.91,1596.34,"977"
"127748","2022","2","56","RJ","PL",33,933,46,12408340,35388.11,648.9,"1142"
"119213","2022","2","56","PR","PSB",32,1081,30,7971087,38500,11899.32,"1092"
"5796","2022","3","56","AL","PSD",35,1485,9,2187967,40572.24,182.81,"55"
"117268","2022","3","56","PR","MDB",34,1081,30,7971087,38500,4600.21,"1056"
"66900","2022","3","56","MG","PSOL",10,624,53,15700966,35720.85,6957.65,"611"
"116333","2022","3","56","PR","PSB",32,1081,30,7971087,38500,8157.8,"1037"
"34900","2022","3","56","DF","PT",54,0,8,2084356,30416.8,437.7,"320"
"103858","2022","3","56","PI","PT",54,1313,10,2370894,40599.91,9351.37,"973"
"16037","2022","3","56","BA","REPUBLICANOS",30,1060,39,10393170,38638.99,18269.36,"162"
"26117","2022","3","56","BA","PODEMOS",17,1060,39,10393170,38638.99,745.5,"251"
"45539","2022","4","56","GO","PL",33,173,17,4454497,35135.2,260.05,"430"
"167179","2022","4","56","SP","CIDADANIA",8,873,70,33040411,36671.67,21992.74,"1557"
"91305","2022","4","56","PB","REPUBLICANOS",30,1716,12,2867649,41660.7,14027.36,"811"
"50282","2022","4","56","MA","UNIÃO",52,1524,18,4537237,41779.83,31303.49,"441"
"151857","2022","4","56","RS","MDB",34,1619,31,8354732,40504.04,16000,"1362"
"44570","2022","4","56","GO","MDB",34,173,17,4454497,35135.2,7579.99,"413"
"134225","2022","4","56","RN","PSB",32,1775,8,2373619,42360.13,1531.41,"1229"
"43965","2022","5","56","GO","UNIÃO",52,173,17,4454497,35135.2,9044.59,"402"
"73198","2022","5","56","MS","PSD",35,878,8,1877982,40170.98,78.73,"684"
"16935","2022","5","56","BA","PSDB",29,1060,39,10393170,38638.99,5000,"171"
"35334","2022","5","56","DF","PP",38,0,8,2084356,30416.8,2000,"326"
"169290","2022","5","56","SP","MDB",34,873,70,33040411,36671.67,3243.84,"1642"
"154519","2022","5","56","RS","NOVO",8,1619,31,8354732,40504.04,115.42,"1443"
"154144","2022","5","56","RS","PSB",32,1619,31,8354732,40504.04,5821.04,"1428"
"155058","2022","6","56","RS","PT",54,1619,31,8354732,40504.04,27760.27,"1329"
"71071","2022","6","56","MS","PP",38,878,8,1877982,40170.98,973.13,"600"
"15360","2022","6","56","AP","PP",38,1791,8,512110,43002.92,8002.48,"127"
"2267","2022","6","56","AC","PT",54,2246,8,547680,44260.6,953.91,"30"
"95305","2022","6","56","PE","PODEMOS",17,1657,25,6570072,41304.94,394.21,"847"
"15346","2022","6","56","AP","PL",33,1791,8,512110,43002.92,10800,"126"
"12464","2022","6","56","AP","PSB",32,1791,8,512110,43002.92,6296.82,"119"
"76743","2022","7","56","MT","PP",38,873,8,2330281,39056.17,1018.35,"643"
"127733","2022","7","56","RJ","PP",38,933,46,12408340,35388.11,4525.46,"1012"
"1405","2022","7","56","AC","PCdoB",10,2246,8,547680,44260.6,4347.03,"7"
"93465","2022","7","56","PE","PSB",32,1657,25,6570072,41304.94,5000,"780"
"158135","2022","7","56","SC","PL",33,1314,16,5070212,39505.92,15084.72,"1335"
"95025","2022","7","56","PE","MDB",34,1657,25,6570072,41304.94,9864.53,"810"
"65442","2022","7","56","MG","PL",33,624,53,15700966,35720.85,3571.84,"523"
"77389","2022","8","56","MT","PP",38,873,8,2330281,39056.17,22429.17,"609"
"181413","2022","8","56","TO","PSB",32,620,8,1039439,39131.75,152,"1418"
"180504","2022","8","56","SP","PSDB",29,873,70,33040411,36671.67,28980.34,"1394"
"23720","2022","8","56","BA","CIDADANIA",8,1060,39,10393170,38638.99,1372.33,"147"
"128656","2022","8","56","RJ","UNIÃO",52,933,46,12408340,35388.11,1081.24,"945"
"28216","2022","8","56","CE","PP",38,1687,22,6344483,42079.91,531.9,"235"
"110756","2022","9","56","PR","PL",33,1081,30,7971087,38500,205,"710"
"55169","2022","9","56","MA","MDB",34,1524,18,4537237,41779.83,490.11,"334"
"92912","2022","9","56","PE","PSB",32,1657,25,6570072,41304.94,21050.36,"618"
"76898","2022","9","56","MT","PP",38,873,8,2330281,39056.17,5493.81,"523"
"105912","2022","9","56","PI","PSD",35,1313,10,2370894,40599.91,14635.13,"699"
"94341","2022","10","56","PE","PSB",32,1657,25,6570072,41304.94,341.44,"820"
"154017","2022","10","56","RS","PP",38,1619,31,8354732,40504.04,113.7,"1299"
"43144","2022","10","56","GO","PP",38,173,17,4454497,35135.2,3410.56,"363"
"56703","2022","10","56","MA","REPUBLICANOS",30,1524,18,4537237,41779.83,10790.98,"473"
"74263","2022","10","56","MS","PSDB",29,878,8,1877982,40170.98,11269.48,"647"
"94957","2022","10","56","PE","PP",38,1657,25,6570072,41304.94,24893,"836"
"153776","2022","10","56","RS","PSB",32,1619,31,8354732,40504.04,2170.36,"1292"
"96835","2022","11","56","PE","AVANTE",7,1657,25,6570072,41304.94,4000,"877"
"27353","2022","11","56","CE","PT",54,1687,22,6344483,42079.91,153.77,"254"
"76910","2022","11","56","MT","MDB",34,873,8,2330281,39056.17,6007.66,"676"
"165718","2022","11","56","SE","UNIÃO",52,1292,8,1577058,39767.4,1920.51,"1440"
"154125","2022","11","56","RS","PSB",32,1619,31,8354732,40504.04,1234.76,"1325"
"128011","2022","11","56","RJ","MDB",34,933,46,12408340,35388.11,28672.65,"1048"
"25403","2022","11","56","BA","PP",38,1060,39,10393170,38638.99,9855.91,"216"
"140466","2022","12","56","RO","REPUBLICANOS",30,1900,8,1175733,43300.63,919.9,"1163"
"155905","2022","12","56","SC","PL",33,1314,16,5070212,39505.92,7055.69,"1319"
"142322","2022","12","56","RR","PL",33,2496,8,333464,45240.67,10247.15,"1191"
"142720","2022","12","56","RR","REDE",1,2496,8,333464,45240.67,13731.38,"1195"
"34699","2022","12","56","DF","REPUBLICANOS",30,0,8,2084356,30416.8,198.64,"279"
"26034","2022","12","56","BA","PL",33,1060,39,10393170,38638.99,6866.53,"210"
"153784","2022","12","56","RS","NOVO",8,1619,31,8354732,40504.04,1500,"1276"
"131377","2023","1","56","RJ","MDB",34,933,46,12408340,35388.11,19100,"1034"
"73797","2023","1","56","MS","PP",38,878,8,1877982,40170.98,361.63,"594"
"65601","2023","1","56","MG","REPUBLICANOS",30,624,53,15700966,35720.85,3596.53,"511"
"131304","2023","1","56","RJ","PSD",35,933,46,12408340,35388.11,21018,"1033"
"157654","2023","1","56","SC","UNIÃO",52,1314,16,5070212,39505.92,555.67,"1284"
"119294","2023","1","56","PR","PSB",32,1081,30,7971087,38500,3775,"925"
