"","ano","mes","legislatura","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"4199","2017","12","55","AL","PSDB",54,1485,9,1995727,40572.24,547.63,"38"
"101776","2017","12","55","PE","PDT",20,1657,25,6356307,41304.94,10885,"1061"
"45807","2017","12","55","GO","SOLIDARIEDADE",15,173,17,4331733,35135.2,14900,"459"
"178531","2017","12","55","SP","PSL",1,873,70,31998432,36671.67,12900,"1925"
"179188","2017","12","55","SP","MDB",65,873,70,31998432,36671.67,693,"1940"
"8327","2017","12","55","AM","DEM",21,1932,8,2226891,43198.26,26000,"85"
"80273","2017","12","55","PA","PTB",25,1592,17,5188450,41855.59,2372.02,"831"
"69295","2017","12","55","MG","PCdoB",10,624,53,15248681,35720.85,773.17,"697"
"146495","2018","1","55","RS","REPUBLICANOS",21,1619,31,8392033,40504.04,992.46,"1619"
"52367","2018","1","55","MA","DEM",21,1524,18,4497336,41779.83,10000,"585"
"144658","2018","1","55","RR","DEM",21,2496,8,299558,45240.67,8500,"1601"
"99968","2018","1","55","PE","PODEMOS",9,1657,25,6356307,41304.94,3900,"1057"
"48544","2018","1","55","GO","PTB",25,173,17,4331733,35135.2,14522.13,"538"
"114782","2018","1","55","PR","PROS",11,1081,30,7865950,38500,709.57,"1322"
"98629","2018","1","55","PE","MDB",65,1657,25,6356307,41304.94,622.3,"1033"
"106622","2018","1","55","PI","PSB",34,1313,10,2345694,40599.91,19200,"1162"
"62284","2018","1","55","MG","PSC",13,624,53,15248681,35720.85,26000,"701"
"89430","2018","2","55","PB","PROS",11,1716,12,2835882,41660.7,10350,"1052"
"122515","2018","2","55","RJ","PATRIOTA",5,933,46,12141145,35388.11,215.95,"1460"
"115357","2018","2","55","PR","PV",8,1081,30,7865950,38500,3642.56,"1397"
"29161","2018","2","55","CE","PROS",11,1687,22,6271554,42079.91,16800,"312"
"33268","2018","2","55","CE","PL",34,1687,22,6271554,42079.91,3139.19,"395"
"51090","2018","2","55","MA","PDT",20,1524,18,4497336,41779.83,17611.02,"604"
"14486","2018","2","55","AP","PSB",34,1791,8,455514,43002.92,3500,"166"
"34288","2018","2","55","CE","PT",68,1687,22,6271554,42079.91,27113,"415"
"18008","2018","2","55","BA","PCdoB",10,1060,39,10185417,38638.99,12000,"185"
"178584","2018","3","55","SP","REPUBLICANOS",21,873,70,31998432,36671.67,15126.2,"2190"
"109396","2018","3","55","PR","PSL",1,1081,30,7865950,38500,8133.77,"1386"
"77962","2018","3","55","MT","PSDB",54,873,8,2189703,39056.17,2432.95,"940"
"69193","2018","3","55","MG","SOLIDARIEDADE",15,624,53,15248681,35720.85,203.62,"828"
"7145","2018","3","55","AL","PP",38,1485,9,1995727,40572.24,26420.1,"90"
"61860","2018","3","55","MG","DEM",21,624,53,15248681,35720.85,1770,"799"
"32025","2018","3","55","CE","PDT",20,1687,22,6271554,42079.91,630,"381"
"80096","2018","3","55","PA","CIDADANIA",10,1592,17,5188450,41855.59,14606.18,"992"
"163103","2018","3","55","SE","PL",34,1292,8,1454165,39767.4,222.92,"2005"
"161406","2018","4","55","SC","PT",68,1314,16,4859324,39505.92,4551.43,"1908"
"170119","2018","4","55","SP","PTB",25,873,70,31998432,36671.67,313.3,"1997"
"115017","2018","4","55","PR","PSDB",54,1081,30,7865950,38500,550,"1433"
"176531","2018","4","55","SP","PSDB",54,873,70,31998432,36671.67,7169.42,"2066"
"87406","2018","4","55","PB","REPUBLICANOS",21,1716,12,2835882,41660.7,408.67,"1030"
"69435","2018","4","55","MG","PSDB",54,624,53,15248681,35720.85,3064.36,"800"
"89109","2018","4","55","PB","PROS",11,1716,12,2835882,41660.7,3500,"1065"
"46522","2018","4","55","GO","PSL",1,173,17,4331733,35135.2,3202.89,"550"
"100584","2018","4","55","PE","PSL",1,1657,25,6356307,41304.94,469.37,"1170"
"74726","2018","5","55","MS","PSB",34,878,8,1818937,40170.98,315,"860"
"120136","2018","5","55","RJ","PSD",36,933,46,12141145,35388.11,827.68,"1449"
"163553","2018","5","55","SE","PSB",34,1292,8,1454165,39767.4,10000,"1928"
"170713","2018","5","55","SP","PCdoB",10,873,70,31998432,36671.67,7649.1,"1993"
"86769","2018","5","55","PB","PROS",11,1716,12,2835882,41660.7,7309.32,"1017"
"37293","2018","5","55","DF","SOLIDARIEDADE",15,0,8,1897677,30416.8,684.23,"442"
"49797","2018","5","55","MA","PP",38,1524,18,4497336,41779.83,5953.15,"589"
"120075","2018","5","55","RJ","PSOL",5,933,46,12141145,35388.11,20988.8,"1446"
"184175","2018","5","55","TO","DEM",21,620,8,996887,39131.75,8239.41,"2155"
"87330","2018","6","55","PB","PT",68,1716,12,2835882,41660.7,1663.07,"991"
"84777","2018","6","55","PA","PODEMOS",9,1592,17,5188450,41855.59,10528.78,"937"
"159105","2018","6","55","SC","DEM",21,1314,16,4859324,39505.92,3478.8,"1786"
"102791","2018","6","55","PE","CIDADANIA",10,1657,25,6356307,41304.94,2400,"1165"
"22308","2018","6","55","BA","PL",34,1060,39,10185417,38638.99,3651.3,"265"
"2963","2018","6","55","AC","PSB",34,2246,8,506724,44260.6,4137.21,"23"
"101142","2018","6","55","PE","PSDB",54,1657,25,6356307,41304.94,8793.01,"1116"
"90105","2018","6","55","PB","PL",34,1716,12,2835882,41660.7,8493.03,"1048"
"80069","2018","6","55","PA","PSD",36,1592,17,5188450,41855.59,8483.03,"911"
"51386","2018","7","55","MA","DEM",21,1524,18,4497336,41779.83,1377.02,"538"
"54444","2018","7","55","MA","PSDB",54,1524,18,4497336,41779.83,799.08,"597"
"99509","2018","7","55","PE","PTB",25,1657,25,6356307,41304.94,591.56,"999"
"123657","2018","7","55","RJ","MDB",65,933,46,12141145,35388.11,6345.36,"1327"
"19570","2018","7","55","BA","PSDB",54,1060,39,10185417,38638.99,3859.24,"191"
"84080","2018","7","55","PA","PSD",36,1592,17,5188450,41855.59,7501.42,"843"
"23072","2018","7","55","BA","PSDB",54,1060,39,10185417,38638.99,4400,"262"
"62050","2018","7","55","MG","PDT",20,624,53,15248681,35720.85,504.76,"673"
"101707","2018","8","55","PE","MDB",65,1657,25,6356307,41304.94,19522.95,"970"
"101960","2018","8","55","PE","MDB",65,1657,25,6356307,41304.94,7800,"976"
"184942","2018","8","55","TO","DEM",21,620,8,996887,39131.75,500,"1803"
"53705","2018","8","55","MA","MDB",65,1524,18,4497336,41779.83,14850,"538"
"108706","2018","8","55","PR","PROS",11,1081,30,7865950,38500,600,"1073"
"113979","2018","8","55","PR","PT",68,1081,30,7865950,38500,15885.63,"1145"
"53521","2018","8","55","MA","PODEMOS",9,1524,18,4497336,41779.83,1220,"534"
"170852","2018","8","55","SP","PT",68,873,70,31998432,36671.67,2795.53,"1659"
"30361","2018","9","55","CE","PL",34,1687,22,6271554,42079.91,2662.71,"241"
"71905","2018","9","55","MS","PSDB",54,878,8,1818937,40170.98,929.49,"588"
"121532","2018","9","55","RJ","PSD",36,933,46,12141145,35388.11,643,"1026"
"87391","2018","9","55","PB","PROS",11,1716,12,2835882,41660.7,6700.86,"716"
"79102","2018","9","55","MT","PSDB",54,873,8,2189703,39056.17,1328.51,"644"
"37207","2018","9","55","DF","PL",34,0,8,1897677,30416.8,3128.5,"308"
"103377","2018","9","55","PE","PSB",34,1657,25,6356307,41304.94,6289.71,"860"
"160477","2018","10","55","SC","PT",68,1314,16,4859324,39505.92,5932.75,"1641"
"58061","2018","10","55","MG","PDT",20,624,53,15248681,35720.85,437.3,"599"
"3918","2018","10","55","AC","PSDB",54,2246,8,506724,44260.6,1591.66,"40"
"149533","2018","10","55","RS","MDB",65,1619,31,8392033,40504.04,13201.83,"1569"
"70860","2018","10","55","MG","PROS",11,624,53,15248681,35720.85,13900,"710"
"83943","2018","10","55","PA","PT",68,1592,17,5188450,41855.59,7000,"829"
"61295","2018","10","55","MG","PSB",34,624,53,15248681,35720.85,3320,"638"
"137668","2018","10","55","RO","PSDB",54,1900,8,1127154,43300.63,8800,"1426"
"19506","2018","11","55","BA","MDB",65,1060,39,10185417,38638.99,5200,"183"
"98914","2018","11","55","PE","DEM",21,1657,25,6356307,41304.94,11876.74,"1006"
"165262","2018","11","55","SE","PSD",36,1292,8,1454165,39767.4,2500,"1760"
"111352","2018","11","55","PR","PSB",34,1081,30,7865950,38500,21473.26,"1191"
"23268","2018","11","55","BA","DEM",21,1060,39,10185417,38638.99,16000.71,"251"
"147115","2018","11","55","RS","PSB",34,1619,31,8392033,40504.04,12768.99,"1567"
"176929","2018","11","55","SP","MDB",65,873,70,31998432,36671.67,7697.16,"1844"
"107280","2018","11","55","PI","PL",34,1313,10,2345694,40599.91,9402.91,"1137"
"87111","2018","12","55","PB","PSB",34,1716,12,2835882,41660.7,15107.76,"889"
"90108","2018","12","55","PB","PSC",13,1716,12,2835882,41660.7,93.5,"949"
"39578","2018","12","55","ES","PDT",20,947,10,2653536,37052.05,17600,"417"
"72597","2018","12","55","MS","DEM",21,878,8,1818937,40170.98,451.62,"748"
"47263","2018","12","55","GO","PSL",1,173,17,4331733,35135.2,4666.32,"468"
"22732","2018","12","55","BA","PT",68,1060,39,10185417,38638.99,195.77,"247"
"122501","2018","12","55","RJ","PCdoB",10,933,46,12141145,35388.11,16234,"1292"
"140751","2018","12","55","RR","PSDB",54,2496,8,299558,45240.67,426.71,"1456"
"132188","2019","1","55","RN","PSD",36,1775,8,2327451,42360.13,13924.37,"1283"
"39359","2019","1","55","ES","PCdoB",10,947,10,2653536,37052.05,133.06,"391"
"149855","2019","1","55","RS","PT",68,1619,31,8392033,40504.04,10756.63,"1462"
"85811","2019","1","55","PA","PP",38,1592,17,5188450,41855.59,10500,"799"
"72363","2019","1","55","MS","PDT",20,878,8,1818937,40170.98,4858.85,"690"
"176534","2019","1","55","SP","PL",34,873,70,31998432,36671.67,965.92,"1683"
"62350","2019","1","55","MG","PSDB",54,624,53,15248681,35720.85,429.5,"610"
"67570","2019","2","56","MG","NOVO",8,624,53,15700966,35720.85,5000,"676"
"80907","2019","2","56","PA","PSD",35,1592,17,5499283,41855.59,269.68,"785"
"172869","2019","2","56","SP","PROS",8,873,70,33040411,36671.67,506.37,"1722"
"55729","2019","2","56","MA","PATRIOTA",9,1524,18,4537237,41779.83,817.3,"523"
"80686","2019","2","56","PA","PSOL",10,1592,17,5499283,41855.59,1975,"778"
"27396","2019","2","56","CE","PT",54,1687,22,6344483,42079.91,29410,"288"
"43173","2019","2","56","GO","PDT",28,173,17,4454497,35135.2,2382.39,"412"
"1561","2019","2","56","AC","MDB",34,2246,8,547680,44260.6,5844.1,"17"
"30894","2019","3","56","CE","PSB",32,1687,22,6344483,42079.91,12528.99,"339"
"154380","2019","3","56","RS","NOVO",8,1619,31,8354732,40504.04,110.64,"1589"
"116017","2019","3","56","PR","PV",4,1081,30,7971087,38500,3495,"1140"
"171825","2019","3","56","SP","PSB",32,873,70,33040411,36671.67,3500,"1807"
"97068","2019","3","56","PE","PCdoB",10,1657,25,6570072,41304.94,15807.94,"1076"
"56584","2019","3","56","MA","PP",38,1524,18,4537237,41779.83,6000,"566"
"166939","2019","3","56","SE","UNIÃO",52,1292,8,1577058,39767.4,2405.84,"1733"
"56278","2019","3","56","MA","PL",33,1524,18,4537237,41779.83,25000,"558"
"11769","2019","4","56","AP","PP",38,1791,8,512110,43002.92,4000,"144"
"16152","2019","4","56","BA","AVANTE",7,1060,39,10393170,38638.99,8000,"194"
"133341","2019","4","56","RN","UNIÃO",52,1775,8,2373619,42360.13,150,"1388"
"140179","2019","4","56","RO","PL",33,1900,8,1175733,43300.63,3800,"1457"
"66787","2019","4","56","MG","PT",54,624,53,15700966,35720.85,3573.81,"710"
"50711","2019","4","56","MA","MDB",34,1524,18,4537237,41779.83,498.27,"541"
"116316","2019","4","56","PR","CIDADANIA",8,1081,30,7971087,38500,1466.2,"1175"
"95132","2019","4","56","PE","PT",54,1657,25,6570072,41304.94,4514.79,"1046"
"96416","2019","5","56","PE","REPUBLICANOS",30,1657,25,6570072,41304.94,378,"1091"
"24189","2019","5","56","BA","MDB",34,1060,39,10393170,38638.99,15000,"258"
"103628","2019","5","56","PI","PT",54,1313,10,2370894,40599.91,9291.96,"1122"
"165680","2019","5","56","SE","PT",54,1292,8,1577058,39767.4,5956.83,"1758"
"129722","2019","5","56","RJ","PCdoB",10,933,46,12408340,35388.11,131.56,"1336"
"103582","2019","5","56","PI","REPUBLICANOS",30,1313,10,2370894,40599.91,13000,"1120"
"111007","2019","5","56","PR","PT",54,1081,30,7971087,38500,214.47,"1160"
"15765","2019","5","56","BA","REPUBLICANOS",30,1060,39,10393170,38638.99,456.1,"187"
"145749","2019","6","56","RS","PTB",10,1619,31,8354732,40504.04,2807.52,"1543"
"44421","2019","6","56","GO","MDB",34,173,17,4454497,35135.2,1227.63,"476"
"145873","2019","6","56","RS","PTB",10,1619,31,8354732,40504.04,4348.13,"1548"
"92125","2019","6","56","PB","UNIÃO",52,1716,12,2867649,41660.7,10250,"963"
"103835","2019","6","56","PI","PT",54,1313,10,2370894,40599.91,9091.96,"1115"
"116261","2019","6","56","PR","PSD",35,1081,30,7971087,38500,24410,"1170"
"34550","2019","6","56","DF","PP",38,0,8,2084356,30416.8,10600,"360"
"44683","2019","6","56","GO","PSD",35,173,17,4454497,35135.2,487.7,"480"
"77009","2019","7","56","MT","PL",33,873,8,2330281,39056.17,1183.69,"804"
"96925","2019","7","56","PE","PSD",35,1657,25,6570072,41304.94,857.82,"1055"
"117626","2019","7","56","PR","PDT",28,1081,30,7971087,38500,4000,"1167"
"134902","2019","7","56","RN","UNIÃO",52,1775,8,2373619,42360.13,1606.2,"1406"
"50315","2019","7","56","MA","PATRIOTA",9,1524,18,4537237,41779.83,734.99,"509"
"171870","2019","7","56","SP","PSC",8,873,70,33040411,36671.67,1200,"1834"
"81250","2019","7","56","PA","PL",33,1592,17,5499283,41855.59,1143.77,"835"
"68485","2019","7","56","MG","UNIÃO",52,624,53,15700966,35720.85,12490.63,"724"
"66042","2019","8","56","MG","AVANTE",7,624,53,15700966,35720.85,10786.26,"691"
"118353","2019","8","56","PR","REPUBLICANOS",30,1081,30,7971087,38500,1591.8,"1212"
"38045","2019","8","56","ES","PP",38,947,10,2754728,37052.05,12333.27,"394"
"97052","2019","8","56","PE","SOLIDARIEDADE",13,1657,25,6570072,41304.94,1282.54,"1078"
"9177","2019","8","56","AM","UNIÃO",52,1932,8,2428098,43198.26,4000,"96"
"81322","2019","8","56","PA","PT",54,1592,17,5499283,41855.59,1464.73,"865"
"1306","2019","8","56","AC","UNIÃO",52,2246,8,547680,44260.6,7500,"11"
"142531","2019","8","56","RR","REPUBLICANOS",30,2496,8,333464,45240.67,15000,"1505"
"44460","2019","9","56","GO","PL",33,173,17,4454497,35135.2,198.45,"453"
"152623","2019","9","56","RS","PSD",35,1619,31,8354732,40504.04,10180,"1587"
"126741","2019","9","56","RJ","REPUBLICANOS",30,933,46,12408340,35388.11,2802.17,"1258"
"129227","2019","9","56","RJ","PP",38,933,46,12408340,35388.11,1384.98,"1325"
"130989","2019","9","56","RJ","SOLIDARIEDADE",13,933,46,12408340,35388.11,345.5,"1369"
"181378","2019","9","56","TO","PSC",8,620,8,1039439,39131.75,8500,"1931"
"27030","2019","9","56","CE","PDT",28,1687,22,6344483,42079.91,4191.17,"282"
"130618","2019","9","56","RJ","PTB",10,933,46,12408340,35388.11,10000,"1356"
"153229","2019","10","56","RS","PSB",32,1619,31,8354732,40504.04,101.09,"1572"
"152405","2019","10","56","RS","PL",33,1619,31,8354732,40504.04,3682.63,"1554"
"93738","2019","10","56","PE","CIDADANIA",8,1657,25,6570072,41304.94,3269.99,"992"
"60965","2019","10","56","MG","REPUBLICANOS",30,624,53,15700966,35720.85,2261.16,"619"
"564","2019","10","56","AC","PROS",8,2246,8,547680,44260.6,6500,"5"
"41706","2019","10","56","ES","PSB",32,947,10,2754728,37052.05,101.27,"403"
"55730","2019","10","56","MA","REPUBLICANOS",30,1524,18,4537237,41779.83,31000,"550"
"181914","2019","10","56","TO","PL",33,620,8,1039439,39131.75,5866.4,"1913"
"24165","2019","11","56","BA","MDB",34,1060,39,10393170,38638.99,650.81,"205"
"140262","2019","11","56","RO","PL",33,1900,8,1175733,43300.63,164,"1414"
"94129","2019","11","56","PE","PDT",28,1657,25,6570072,41304.94,19171.01,"977"
"64095","2019","11","56","MG","UNIÃO",52,624,53,15700966,35720.85,496.5,"627"
"64418","2019","11","56","MG","PL",33,624,53,15700966,35720.85,1452.06,"634"
"95701","2019","11","56","PE","PP",38,1657,25,6570072,41304.94,11900,"1016"
"154288","2019","11","56","RS","PT",54,1619,31,8354732,40504.04,12175.1,"1572"
"81628","2019","11","56","PA","PP",38,1592,17,5499283,41855.59,6000,"850"
"81902","2019","12","56","PA","PSDB",29,1592,17,5499283,41855.59,7467.73,"777"
"90984","2019","12","56","PB","PL",33,1716,12,2867649,41660.7,1272.67,"832"
"12051","2019","12","56","AP","PSB",32,1791,8,512110,43002.92,21500,"118"
"140118","2019","12","56","RO","PP",38,1900,8,1175733,43300.63,129.7,"1291"
"167805","2019","12","56","SP","PL",33,873,70,33040411,36671.67,105.8,"1589"
"64671","2019","12","56","MG","AVANTE",7,624,53,15700966,35720.85,2109.3,"564"
"1699","2019","12","56","AC","PDT",28,2246,8,547680,44260.6,2000,"15"
"25162","2020","1","56","BA","PP",38,1060,39,10393170,38638.99,12500,"220"
"26275","2020","1","56","BA","PV",4,1060,39,10393170,38638.99,7939.14,"259"
"9798","2020","1","56","AM","PL",33,1932,8,2428098,43198.26,444.26,"97"
"83748","2020","1","56","PA","PSB",32,1592,17,5499283,41855.59,1324.12,"823"
"182157","2020","1","56","TO","UNIÃO",52,620,8,1039439,39131.75,593.29,"1720"
"117209","2020","1","56","PR","PL",33,1081,30,7971087,38500,6960.37,"1064"
"180985","2020","1","56","TO","PT",54,620,8,1039439,39131.75,7500,"1696"
"167434","2020","2","56","SP","UNIÃO",52,873,70,33040411,36671.67,948.75,"1729"
"171752","2020","2","56","SP","UNIÃO",52,873,70,33040411,36671.67,5676.7,"1779"
"16976","2020","2","56","BA","PV",4,1060,39,10393170,38638.99,4889.2,"200"
"127771","2020","2","56","RJ","PSOL",10,933,46,12408340,35388.11,358.86,"1250"
"44579","2020","2","56","GO","PATRIOTA",9,173,17,4454497,35135.2,6000,"470"
"141573","2020","2","56","RR","UNIÃO",52,2496,8,333464,45240.67,2353.82,"1455"
"34642","2020","2","56","DF","PT",54,0,8,2084356,30416.8,1156.3,"353"
"172099","2020","2","56","SP","PSB",32,873,70,33040411,36671.67,264.77,"1789"
"117470","2020","3","56","PR","UNIÃO",52,1081,30,7971087,38500,610.14,"1124"
"110814","2020","3","56","PR","PT",54,1081,30,7971087,38500,397.4,"1080"
"166495","2020","3","56","SE","PSD",35,1292,8,1577058,39767.4,21700,"1665"
"91561","2020","3","56","PB","PP",38,1716,12,2867649,41660.7,625.4,"893"
"9434","2020","3","56","AM","UNIÃO",52,1932,8,2428098,43198.26,430,"105"
"8838","2020","3","56","AM","UNIÃO",52,1932,8,2428098,43198.26,2856,"89"
"105921","2020","3","56","PI","PP",38,1313,10,2370894,40599.91,8900,"1058"
"64863","2020","3","56","MG","PT",54,624,53,15700966,35720.85,25730.74,"615"
"73683","2020","4","56","MS","UNIÃO",52,878,8,1877982,40170.98,252.72,"544"
"134269","2020","4","56","RN","PL",33,1775,8,2373619,42360.13,782.59,"984"
"43159","2020","4","56","GO","PP",38,173,17,4454497,35135.2,86.44,"319"
"106166","2020","4","56","PI","PSD",35,1313,10,2370894,40599.91,9500,"774"
"15848","2020","4","56","BA","REPUBLICANOS",30,1060,39,10393170,38638.99,5118.25,"129"
"64632","2020","4","56","MG","PSD",35,624,53,15700966,35720.85,12200,"455"
"8988","2020","5","56","AM","PT",54,1932,8,2428098,43198.26,6417.94,"70"
"37764","2020","5","56","ES","PSC",8,947,10,2754728,37052.05,1185.13,"291"
"127287","2020","5","56","RJ","MDB",34,933,46,12408340,35388.11,272.9,"913"
"131694","2020","5","56","RJ","UNIÃO",52,933,46,12408340,35388.11,437.2,"985"
"94238","2020","5","56","PE","PDT",28,1657,25,6570072,41304.94,5188.17,"732"
"5170","2020","5","56","AL","PT",54,1485,9,2187967,40572.24,1236.17,"32"
"96084","2020","6","56","PE","PCdoB",10,1657,25,6570072,41304.94,1102.82,"790"
"182559","2020","6","56","TO","MDB",34,620,8,1039439,39131.75,251.06,"1486"
"129709","2020","6","56","RJ","PT",54,933,46,12408340,35388.11,8594,"999"
"116515","2020","6","56","PR","PL",33,1081,30,7971087,38500,1068.13,"879"
"17069","2020","6","56","BA","PODEMOS",17,1060,39,10393170,38638.99,9600,"144"
"25479","2020","6","56","BA","UNIÃO",52,1060,39,10393170,38638.99,30000,"193"
"76296","2020","7","56","MT","PP",38,873,8,2330281,39056.17,11700,"637"
"117020","2020","7","56","PR","PP",38,1081,30,7971087,38500,180,"924"
"24522","2020","7","56","BA","PV",4,1060,39,10393170,38638.99,8153.49,"172"
"117630","2020","7","56","PR","PT",54,1081,30,7971087,38500,11000,"935"
"140979","2020","7","56","RR","REDE",1,2496,8,333464,45240.67,499.73,"1159"
"173346","2020","7","56","SP","PL",33,873,70,33040411,36671.67,1625.65,"1488"
"157389","2020","7","56","SC","CIDADANIA",8,1314,16,5070212,39505.92,3293.28,"1324"
"166366","2020","8","56","SE","PP",38,1292,8,1577058,39767.4,4100,"1402"
"166765","2020","8","56","SE","PP",38,1292,8,1577058,39767.4,1656,"1411"
"137034","2020","8","56","RO","PSD",35,1900,8,1175733,43300.63,1530.48,"1163"
"6381","2020","8","56","AL","PSD",35,1485,9,2187967,40572.24,9534.65,"61"
"182873","2020","8","56","TO","PSC",8,620,8,1039439,39131.75,2000,"1577"
"67463","2020","8","56","MG","MDB",34,624,53,15700966,35720.85,5000,"588"
"162887","2020","8","56","SC","PSDB",29,1314,16,5070212,39505.92,363.23,"1383"
"24485","2020","9","56","BA","UNIÃO",52,1060,39,10393170,38638.99,3028.2,"178"
"173168","2020","9","56","SP","PT",54,873,70,33040411,36671.67,30889.84,"1513"
"117896","2020","9","56","PR","PDT",28,1081,30,7971087,38500,2245,"977"
"6342","2020","9","56","AL","PSD",35,1485,9,2187967,40572.24,9122.87,"70"
"129887","2020","9","56","RJ","PTB",10,933,46,12408340,35388.11,162.4,"1078"
"65552","2020","9","56","MG","NOVO",8,624,53,15700966,35720.85,762.04,"539"
"130447","2020","9","56","RJ","UNIÃO",52,933,46,12408340,35388.11,580.02,"1089"
"83160","2020","10","56","PA","PP",38,1592,17,5499283,41855.59,161.53,"757"
"9930","2020","10","56","AM","REPUBLICANOS",30,1932,8,2428098,43198.26,7517.41,"94"
"140522","2020","10","56","RO","PSB",32,1900,8,1175733,43300.63,896.52,"1202"
"94682","2020","10","56","PE","PSB",32,1657,25,6570072,41304.94,1078,"849"
"92269","2020","10","56","PB","PP",38,1716,12,2867649,41660.7,885.96,"796"
"173917","2020","10","56","SP","UNIÃO",52,873,70,33040411,36671.67,649,"1541"
"145847","2020","10","56","RS","PT",54,1619,31,8354732,40504.04,97.45,"1256"
"171735","2020","11","56","SP","PSDB",29,873,70,33040411,36671.67,2186.8,"1484"
"181895","2020","11","56","TO","PL",33,620,8,1039439,39131.75,116.86,"1562"
"128887","2020","11","56","RJ","PSDB",29,933,46,12408340,35388.11,20000,"1053"
"155983","2020","11","56","SC","NOVO",8,1314,16,5070212,39505.92,2500,"1330"
"162734","2020","11","56","SC","NOVO",8,1314,16,5070212,39505.92,96.61,"1387"
"139842","2020","11","56","RO","PP",38,1900,8,1175733,43300.63,3295.22,"1175"
"83151","2020","11","56","PA","MDB",34,1592,17,5499283,41855.59,3885.55,"742"
"117432","2020","12","56","PR","REPUBLICANOS",30,1081,30,7971087,38500,8016,"948"
"162385","2020","12","56","SC","PODEMOS",17,1314,16,5070212,39505.92,1800,"1354"
"67602","2020","12","56","MG","PODEMOS",17,624,53,15700966,35720.85,808.6,"574"
"119236","2020","12","56","PR","PROS",8,1081,30,7971087,38500,200,"982"
"181316","2020","12","56","TO","PT",54,620,8,1039439,39131.75,6800,"1535"
"117828","2020","12","56","PR","PV",4,1081,30,7971087,38500,1666.84,"957"
"5690","2020","12","56","AL","PV",4,1485,9,2187967,40572.24,134.56,"53"
"131516","2021","1","56","RJ","PSB",32,933,46,12408340,35388.11,1007.94,"1125"
"9830","2021","1","56","AM","PT",54,1932,8,2428098,43198.26,2189.95,"97"
"169157","2021","1","56","SP","PT",54,873,70,33040411,36671.67,18000,"1498"
"117653","2021","1","56","PR","PROS",8,1081,30,7971087,38500,198.45,"981"
"9563","2021","1","56","AM","REPUBLICANOS",30,1932,8,2428098,43198.26,1399.71,"93"
"111048","2021","1","56","PR","PSB",32,1081,30,7971087,38500,1374.9,"937"
"157831","2021","1","56","SC","MDB",34,1314,16,5070212,39505.92,1893.9,"1395"
"5417","2021","2","56","AL","REPUBLICANOS",30,1485,9,2187967,40572.24,25000,"52"
"73188","2021","2","56","MS","PP",38,878,8,1877982,40170.98,2707.29,"657"
"15701","2021","2","56","BA","PSB",32,1060,39,10393170,38638.99,6408.26,"150"
"68729","2021","2","56","MG","PSOL",10,624,53,15700966,35720.85,659.97,"643"
"2302","2021","2","56","AC","PCdoB",10,2246,8,547680,44260.6,6245.43,"33"
"15340","2021","2","56","AP","MDB",34,1791,8,512110,43002.92,22000,"141"
"166209","2021","2","56","SE","PP",38,1292,8,1577058,39767.4,1996.88,"1524"
"167626","2021","3","56","SP","PP",38,873,70,33040411,36671.67,5895.73,"1474"
"81329","2021","3","56","PA","PSOL",10,1592,17,5499283,41855.59,5000,"704"
"95227","2021","3","56","PE","PP",38,1657,25,6570072,41304.94,329,"855"
"129357","2021","3","56","RJ","PSDB",29,933,46,12408340,35388.11,5008.84,"1085"
"73140","2021","3","56","MS","PT",54,878,8,1877982,40170.98,6056.33,"629"
"81061","2021","3","56","PA","PL",33,1592,17,5499283,41855.59,8778.71,"699"
"45606","2021","3","56","GO","PP",38,173,17,4454497,35135.2,3726.16,"419"
"74495","2021","4","56","MS","PT",54,878,8,1877982,40170.98,666.62,"668"
"141203","2021","4","56","RR","UNIÃO",52,2496,8,333464,45240.67,5200.29,"1237"
"42441","2021","4","56","ES","PSB",32,947,10,2754728,37052.05,1227.94,"367"
"154724","2021","4","56","RS","PSD",35,1619,31,8354732,40504.04,1963.71,"1357"
"136563","2021","4","56","RO","PODEMOS",17,1900,8,1175733,43300.63,384.82,"1200"
"130037","2021","4","56","RJ","PSDB",29,933,46,12408340,35388.11,11800,"1113"
"180832","2021","4","56","SP","PSDB",29,873,70,33040411,36671.67,688.5,"1610"
"129980","2021","5","56","RJ","SOLIDARIEDADE",13,933,46,12408340,35388.11,2281.5,"1169"
"35003","2021","5","56","DF","REPUBLICANOS",30,0,8,2084356,30416.8,237.19,"313"
"34514","2021","5","56","DF","PP",38,0,8,2084356,30416.8,8850,"303"
"153374","2021","5","56","RS","PODEMOS",17,1619,31,8354732,40504.04,147,"1406"
"134209","2021","5","56","RN","PL",33,1775,8,2373619,42360.13,30000,"1237"
"157688","2021","5","56","SC","PSD",35,1314,16,5070212,39505.92,1987,"1491"
"67936","2021","5","56","MG","PSC",8,624,53,15700966,35720.85,12000,"628"
"131174","2021","6","56","RJ","PL",33,933,46,12408340,35388.11,23847.24,"1203"
"158086","2021","6","56","SC","UNIÃO",52,1314,16,5070212,39505.92,13277.63,"1499"
"30846","2021","6","56","CE","PP",38,1687,22,6344483,42079.91,4772.57,"306"
"142456","2021","6","56","RR","REPUBLICANOS",30,2496,8,333464,45240.67,10000,"1327"
"105146","2021","6","56","PI","PP",38,1313,10,2370894,40599.91,3888.31,"984"
