"","ano","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"30","2016","AC","PSB",34,2246,8,506724,44260.6,67500,"3"
"228","2016","AC","PSDB",54,2246,8,506724,44260.6,10762.59,"7"
"226","2016","AC","PT",68,2246,8,506724,44260.6,5250,"7"
"733","2016","AL","AVANTE",2,1485,9,1995727,40572.24,1654.86,"2"
"930","2016","AL","PDT",20,1485,9,1995727,40572.24,36908.54,"8"
"846","2016","AL","PL",34,1485,9,1995727,40572.24,5638.54,"3"
"857","2016","AL","PODEMOS",9,1485,9,1995727,40572.24,54000,"6"
"898","2016","AL","PP",38,1485,9,1995727,40572.24,8000,"5"
"727","2016","AL","PRTB",1,1485,9,1995727,40572.24,22901.2,"3"
"847","2016","AL","PSB",34,1485,9,1995727,40572.24,11625.2,"6"
"916","2016","AL","PSD",36,1485,9,1995727,40572.24,60000,"4"
"801","2016","AL","PSDB",54,1485,9,1995727,40572.24,138712.23,"3"
"989","2016","AL","PT",68,1485,9,1995727,40572.24,88622.64,"9"
"971","2016","AL","PTB",25,1485,9,1995727,40572.24,5282.36,"4"
"1085","2016","AM","DEM",21,1932,8,2226891,43198.26,883.6,"3"
"1186","2016","AM","MDB",65,1932,8,2226891,43198.26,181098.48,"5"
"1116","2016","AM","PDT",20,1932,8,2226891,43198.26,4966.22,"5"
"1441","2016","AM","PL",34,1932,8,2226891,43198.26,176375.98,"6"
"1171","2016","AM","PP",38,1932,8,2226891,43198.26,721.64,"3"
"1113","2016","AM","PSDB",54,1932,8,2226891,43198.26,54725,"5"
"1155","2016","AM","REPUBLICANOS",21,1932,8,2226891,43198.26,114787.2,"4"
"1522","2016","AP","MDB",65,1791,8,455514,43002.92,61627.38,"1"
"1672","2016","AP","PCdoB",10,1791,8,455514,43002.92,25000,"7"
"1485","2016","AP","PDT",20,1791,8,455514,43002.92,6935.54,"1"
"1632","2016","AP","PL",34,1791,8,455514,43002.92,55000,"3"
"1688","2016","AP","PODEMOS",9,1791,8,455514,43002.92,95800,"7"
"1622","2016","AP","PP",38,1791,8,455514,43002.92,51720,"4"
"1535","2016","AP","PSB",34,1791,8,455514,43002.92,77400,"2"
"1602","2016","AP","PSD",36,1791,8,455514,43002.92,107256.04,"6"
"2502","2016","BA","DEM",21,1060,39,10185417,38638.99,43278,"3"
"2743","2016","BA","MDB",65,1060,39,10185417,38638.99,25261.44,"7"
"2526","2016","BA","PATRIOTA",5,1060,39,10185417,38638.99,1444,"3"
"2352","2016","BA","PCdoB",10,1060,39,10185417,38638.99,170020.45,"1"
"2918","2016","BA","PDT",20,1060,39,10185417,38638.99,66200.12,"9"
"2566","2016","BA","PL",34,1060,39,10185417,38638.99,99464.18,"3"
"2756","2016","BA","PODEMOS",9,1060,39,10185417,38638.99,114400,"5"
"3022","2016","BA","PP",38,1060,39,10185417,38638.99,1801.46,"6"
"2391","2016","BA","PSB",34,1060,39,10185417,38638.99,591.32,"2"
"2590","2016","BA","PSC",13,1060,39,10185417,38638.99,20249.91,"4"
"2959","2016","BA","PSD",36,1060,39,10185417,38638.99,6146.64,"9"
"2426","2016","BA","PSDB",54,1060,39,10185417,38638.99,71793.14,"3"
"2857","2016","BA","PT",68,1060,39,10185417,38638.99,15424.11,"6"
"2760","2016","BA","PTB",25,1060,39,10185417,38638.99,83500,"8"
"3039","2016","BA","REPUBLICANOS",21,1060,39,10185417,38638.99,2145.15,"10"
"3386","2016","CE","AVANTE",2,1687,22,6271554,42079.91,46562.24,"3"
"3616","2016","CE","DEM",21,1687,22,6271554,42079.91,3612.9,"5"
"3295","2016","CE","MDB",65,1687,22,6271554,42079.91,40003.48,"1"
"3435","2016","CE","PCdoB",10,1687,22,6271554,42079.91,113144.23,"4"
"3325","2016","CE","PDT",20,1687,22,6271554,42079.91,3910.99,"3"
"3705","2016","CE","PL",34,1687,22,6271554,42079.91,1195.68,"6"
"3908","2016","CE","PODEMOS",9,1687,22,6271554,42079.91,87200,"10"
"3907","2016","CE","PP",38,1687,22,6271554,42079.91,12142.77,"9"
"3708","2016","CE","PROS",11,1687,22,6271554,42079.91,37800,"5"
"3508","2016","CE","PSB",34,1687,22,6271554,42079.91,50023.73,"6"
"3416","2016","CE","PSD",36,1687,22,6271554,42079.91,113740,"3"
"3426","2016","CE","PSDB",54,1687,22,6271554,42079.91,9376.27,"3"
"3487","2016","CE","PT",68,1687,22,6271554,42079.91,5959.41,"3"
"3670","2016","CE","PTB",25,1687,22,6271554,42079.91,43200,"7"
"3798","2016","CE","REPUBLICANOS",21,1687,22,6271554,42079.91,52454.05,"11"
"3429","2016","CE","SOLIDARIEDADE",15,1687,22,6271554,42079.91,9693.5,"2"
"4492","2016","DF","DEM",21,0,8,1897677,30416.8,12223.21,"8"
"4473","2016","DF","PL",34,0,8,1897677,30416.8,108750,"4"
"4520","2016","DF","PODEMOS",9,0,8,1897677,30416.8,78000,"4"
