"","ano","mes","legislatura","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"102619","2017","12","55","PE","PDT",20,1657,25,6356307,41304.94,250,"1074"
"251","2017","12","55","AC","DEM",21,2246,8,506724,44260.6,463.78,"5"
"59503","2017","12","55","MG","PCdoB",10,624,53,15248681,35720.85,249.47,"641"
"19361","2017","12","55","BA","PL",34,1060,39,10185417,38638.99,9220,"189"
"40931","2017","12","55","ES","PDT",20,947,10,2653536,37052.05,1814.33,"457"
"8462","2017","12","55","AM","PL",34,1932,8,2226891,43198.26,832.2,"87"
"181448","2017","12","55","TO","PP",38,620,8,996887,39131.75,385.98,"1952"
"123618","2018","1","55","RJ","SOLIDARIEDADE",15,933,46,12141145,35388.11,16800,"1406"
"1036","2018","1","55","AC","DEM",21,2246,8,506724,44260.6,4875,"18"
"10326","2018","1","55","AM","PSDB",54,1932,8,2226891,43198.26,5000,"105"
"28966","2018","1","55","CE","PDT",20,1687,22,6271554,42079.91,10680,"314"
"78215","2018","1","55","MT","PSC",13,873,8,2189703,39056.17,2960.62,"830"
"100645","2018","1","55","PE","PCdoB",10,1657,25,6356307,41304.94,9500,"1072"
"36501","2018","1","55","DF","PP",38,0,8,1897677,30416.8,1500,"409"
"8111","2018","1","55","AM","MDB",65,1932,8,2226891,43198.26,4000,"90"
"138048","2018","1","55","RO","PSDB",54,1900,8,1127154,43300.63,233.7,"1522"
"125820","2018","2","55","RJ","PROS",11,933,46,12141145,35388.11,18000,"1520"
"85308","2018","2","55","PA","PODEMOS",9,1592,17,5188450,41855.59,313.13,"965"
"63319","2018","2","55","MG","PROS",11,624,53,15248681,35720.85,6833.48,"765"
"3995","2018","2","55","AL","PT",68,1485,9,1995727,40572.24,17000,"46"
"33076","2018","2","55","CE","PSD",36,1687,22,6271554,42079.91,11725,"392"
"48168","2018","2","55","GO","SOLIDARIEDADE",15,173,17,4331733,35135.2,20000,"572"
"112953","2018","2","55","PR","PSC",13,1081,30,7865950,38500,1339.45,"1351"
"30295","2018","2","55","CE","SOLIDARIEDADE",15,1687,22,6271554,42079.91,7857.77,"339"
"161415","2018","2","55","SC","PT",68,1314,16,4859324,39505.92,19710,"1854"
"99080","2018","3","55","PE","PSB",34,1657,25,6356307,41304.94,22145.16,"1192"
"98404","2018","3","55","PE","PATRIOTA",5,1657,25,6356307,41304.94,2684.7,"1177"
"140728","2018","3","55","RR","PODEMOS",9,2496,8,299558,45240.67,1463,"1760"
"69916","2018","3","55","MG","PODEMOS",9,624,53,15248681,35720.85,14078.34,"840"
"21613","2018","3","55","BA","PL",34,1060,39,10185417,38638.99,9950,"277"
"161835","2018","3","55","SC","CIDADANIA",10,1314,16,4859324,39505.92,1300,"1988"
"33261","2018","3","55","CE","AVANTE",2,1687,22,6271554,42079.91,319.64,"401"
"72080","2018","3","55","MS","DEM",21,878,8,1818937,40170.98,8328.7,"882"
"78393","2018","3","55","MT","PSL",1,873,8,2189703,39056.17,31450,"954"
"13848","2018","4","55","AP","PDT",20,1791,8,455514,43002.92,8000,"164"
"34166","2018","4","55","CE","REPUBLICANOS",21,1687,22,6271554,42079.91,5872.21,"418"
"165218","2018","4","55","SE","PL",34,1292,8,1454165,39767.4,224.68,"1977"
"113307","2018","4","55","PR","PTB",25,1081,30,7865950,38500,16876.75,"1385"
"79777","2018","4","55","PA","PP",38,1592,17,5188450,41855.59,10442.81,"944"
"7643","2018","4","55","AL","PDT",20,1485,9,1995727,40572.24,897.65,"86"
"37051","2018","4","55","DF","PSD",36,0,8,1897677,30416.8,378.87,"455"
"109707","2018","4","55","PR","PT",68,1081,30,7865950,38500,82.46,"1331"
"108800","2018","4","55","PR","PSL",1,1081,30,7865950,38500,7315.26,"1319"
"101869","2018","5","55","PE","PTB",25,1657,25,6356307,41304.94,325.43,"1188"
"87954","2018","5","55","PB","PP",38,1716,12,2835882,41660.7,25453.87,"1045"
"47730","2018","5","55","GO","PTB",25,173,17,4331733,35135.2,547.47,"542"
"80372","2018","5","55","PA","MDB",65,1592,17,5188450,41855.59,6220,"948"
"124243","2018","5","55","RJ","PODEMOS",9,933,46,12141145,35388.11,5500,"1528"
"112079","2018","5","55","PR","PODEMOS",9,1081,30,7865950,38500,863,"1348"
"161955","2018","5","55","SC","PSD",36,1314,16,4859324,39505.92,8340.64,"1901"
"18682","2018","5","55","BA","PP",38,1060,39,10185417,38638.99,2531.31,"204"
"19026","2018","5","55","BA","PATRIOTA",5,1060,39,10185417,38638.99,4851.63,"209"
"138011","2018","6","55","RO","PSD",36,1900,8,1127154,43300.63,1069,"1573"
"61330","2018","6","55","MG","AVANTE",2,624,53,15248681,35720.85,938.32,"723"
"144134","2018","6","55","RR","PL",34,2496,8,299558,45240.67,10219.59,"1635"
"54087","2018","6","55","MA","PSC",13,1524,18,4497336,41779.83,3417.59,"644"
"85397","2018","6","55","PA","PP",38,1592,17,5188450,41855.59,7000,"958"
"174319","2018","6","55","SP","PP",38,873,70,31998432,36671.67,10900,"1940"
"124006","2018","6","55","RJ","SOLIDARIEDADE",15,933,46,12141145,35388.11,14000,"1447"
"53901","2018","6","55","MA","PATRIOTA",5,1524,18,4497336,41779.83,12332.93,"641"
"132544","2018","6","55","RN","PSDB",54,1775,8,2327451,42360.13,344.82,"1523"
"112392","2018","7","55","PR","PSC",13,1081,30,7865950,38500,1356.2,"1189"
"150370","2018","7","55","RS","PP",38,1619,31,8392033,40504.04,436.32,"1597"
"4751","2018","7","55","BA","PL",34,1060,39,10185417,38638.99,7268.9,"53"
"10442","2018","7","55","AM","DEM",21,1932,8,2226891,43198.26,679.56,"93"
"132043","2018","7","55","RN","PP",38,1775,8,2327451,42360.13,385.9,"1387"
"132815","2018","7","55","RN","DEM",21,1775,8,2327451,42360.13,1937.97,"1401"
"29014","2018","7","55","CE","REPUBLICANOS",21,1687,22,6271554,42079.91,5830.59,"281"
"105679","2018","7","55","PI","PP",38,1313,10,2345694,40599.91,234.06,"1099"
"163595","2018","8","55","SE","PL",34,1292,8,1454165,39767.4,5000,"1600"
"18748","2018","8","55","BA","PL",34,1060,39,10185417,38638.99,2066.4,"175"
"37340","2018","8","55","DF","PT",68,0,8,1897677,30416.8,588,"369"
"31863","2018","8","55","CE","MDB",65,1687,22,6271554,42079.91,7496.41,"310"
"11002","2018","8","55","AM","PSDB",54,1932,8,2226891,43198.26,12838.4,"97"
"125829","2018","8","55","RJ","DEM",21,933,46,12141145,35388.11,25000,"1282"
"21437","2018","8","55","BA","PL",34,1060,39,10185417,38638.99,270,"221"
"71481","2018","8","55","MS","DEM",21,878,8,1818937,40170.98,12000,"684"
"58172","2018","9","55","MG","DEM",21,624,53,15248681,35720.85,1600,"484"
"75176","2018","9","55","MT","MDB",65,873,8,2189703,39056.17,352.01,"609"
"121848","2018","9","55","RJ","PT",68,933,46,12141145,35388.11,375.66,"1032"
"174212","2018","9","55","SP","DEM",21,873,70,31998432,36671.67,1350,"1386"
"69436","2018","9","55","MG","PSD",36,624,53,15248681,35720.85,259.31,"557"
"124777","2018","9","55","RJ","DEM",21,933,46,12141145,35388.11,1081.92,"1064"
"48864","2018","9","55","GO","CIDADANIA",10,173,17,4331733,35135.2,898.97,"389"
"40246","2018","10","55","ES","DEM",21,947,10,2653536,37052.05,8518.76,"421"
"179483","2018","10","55","SP","PV",8,873,70,31998432,36671.67,5124.05,"1849"
"101233","2018","10","55","PE","CIDADANIA",10,1657,25,6356307,41304.94,82.6,"1017"
"101559","2018","10","55","PE","CIDADANIA",10,1657,25,6356307,41304.94,1779.1,"1025"
"58839","2018","10","55","MG","DEM",21,624,53,15248681,35720.85,2183.38,"615"
"184767","2018","10","55","TO","PROS",11,620,8,996887,39131.75,1705.72,"1893"
"70916","2018","10","55","MG","PCdoB",10,624,53,15248681,35720.85,479.67,"712"
"107945","2018","10","55","PI","PT",68,1313,10,2345694,40599.91,175,"1113"
"54149","2018","11","55","MA","PDT",20,1524,18,4497336,41779.83,910,"600"
"78853","2018","11","55","MT","PT",68,873,8,2189703,39056.17,1960.83,"806"
"8362","2018","11","55","AM","PL",34,1932,8,2226891,43198.26,1230,"92"
"22533","2018","11","55","BA","PSD",36,1060,39,10185417,38638.99,6863.61,"242"
"48365","2018","11","55","GO","PT",68,173,17,4331733,35135.2,8270,"503"
"71550","2018","11","55","MS","PT",68,878,8,1818937,40170.98,1623.51,"739"
"23637","2018","11","55","BA","PCdoB",10,1060,39,10185417,38638.99,24063.44,"261"
"159749","2018","11","55","SC","PT",68,1314,16,4859324,39505.92,3184.07,"1665"
"22838","2018","12","55","BA","PSDB",54,1060,39,10185417,38638.99,120,"249"
"47075","2018","12","55","GO","PSL",1,173,17,4331733,35135.2,351.73,"466"
"72819","2018","12","55","MS","PSB",34,878,8,1818937,40170.98,6000,"752"
"47344","2018","12","55","GO","REPUBLICANOS",21,173,17,4331733,35135.2,4124.45,"471"
"7302","2018","12","55","AL","PSB",34,1485,9,1995727,40572.24,229.45,"63"
"84","2018","12","55","AC","PT",68,2246,8,506724,44260.6,3567.64,"3"
"89067","2018","12","55","PB","PL",34,1716,12,2835882,41660.7,486,"929"
"164281","2018","12","55","SE","PL",34,1292,8,1454165,39767.4,24000,"1689"
"161041","2019","1","55","SC","PT",68,1314,16,4859324,39505.92,605.12,"1528"
"125334","2019","1","55","RJ","MDB",65,933,46,12141145,35388.11,1453.44,"1254"
"57712","2019","1","55","MG","AVANTE",2,624,53,15248681,35720.85,431.2,"558"
"100574","2019","1","55","PE","AVANTE",2,1657,25,6356307,41304.94,5056,"944"
"163880","2019","1","55","SE","PSD",36,1292,8,1454165,39767.4,1823.74,"1569"
"61868","2019","1","55","MG","PL",34,624,53,15248681,35720.85,11192.79,"605"
"99042","2019","1","55","PE","PTB",25,1657,25,6356307,41304.94,10000,"915"
"172019","2019","2","56","SP","MDB",34,873,70,33040411,36671.67,382.2,"1703"
"116046","2019","2","56","PR","PL",33,1081,30,7971087,38500,2528.03,"1077"
"162398","2019","2","56","SC","PL",33,1314,16,5070212,39505.92,521.64,"1585"
"41702","2019","2","56","ES","PSB",32,947,10,2754728,37052.05,5851.51,"374"
"171325","2019","2","56","SP","PSOL",10,873,70,33040411,36671.67,14445.24,"1692"
"103663","2019","2","56","PI","REPUBLICANOS",30,1313,10,2370894,40599.91,7800,"1026"
"91062","2019","2","56","PB","PSC",8,1716,12,2867649,41660.7,15167.88,"865"
"127922","2019","2","56","RJ","PSB",32,933,46,12408340,35388.11,148.53,"1202"
"153242","2019","3","56","RS","PL",33,1619,31,8354732,40504.04,1225.33,"1561"
"157898","2019","3","56","SC","CIDADANIA",8,1314,16,5070212,39505.92,108.2,"1670"
"118200","2019","3","56","PR","PROS",8,1081,30,7971087,38500,117.46,"1196"
"144939","2019","3","56","RS","MDB",34,1619,31,8354732,40504.04,1400,"1502"
"134323","2019","3","56","RN","PL",33,1775,8,2373619,42360.13,15000,"1386"
"6547","2019","3","56","AL","PT",54,1485,9,2187967,40572.24,5000,"81"
"66659","2019","3","56","MG","PSDB",29,624,53,15700966,35720.85,11200,"692"
"65642","2019","3","56","MG","PSDB",29,624,53,15700966,35720.85,296.7,"663"
"35457","2019","4","56","DF","PP",38,0,8,2084356,30416.8,82.91,"385"
"42817","2019","4","56","GO","SOLIDARIEDADE",13,173,17,4454497,35135.2,5030.6,"446"
"110596","2019","4","56","PR","PROS",8,1081,30,7971087,38500,715.58,"1147"
"110807","2019","4","56","PR","UNIÃO",52,1081,30,7971087,38500,377.85,"1149"
"2863","2019","4","56","AC","PDT",28,2246,8,547680,44260.6,1500,"49"
"95352","2019","4","56","PE","PCdoB",10,1657,25,6570072,41304.94,165.32,"1050"
"152265","2019","4","56","RS","MDB",34,1619,31,8354732,40504.04,1400,"1565"
"64680","2019","4","56","MG","PP",38,624,53,15700966,35720.85,1028.32,"663"
"183140","2019","5","56","TO","PL",33,620,8,1039439,39131.75,2291.4,"1975"
"74486","2019","5","56","MS","PSD",35,878,8,1877982,40170.98,15042.58,"819"
"182663","2019","5","56","TO","PSC",8,620,8,1039439,39131.75,210.12,"1964"
"92480","2019","5","56","PB","PSB",32,1716,12,2867649,41660.7,256.61,"990"
"141336","2019","5","56","RR","SOLIDARIEDADE",13,2496,8,333464,45240.67,793.68,"1507"
"15517","2019","5","56","AP","PP",38,1791,8,512110,43002.92,15500,"179"
"10146","2019","5","56","AM","PL",33,1932,8,2428098,43198.26,3000,"133"
"37591","2019","5","56","ES","UNIÃO",52,947,10,2754728,37052.05,18680,"394"
"96473","2019","6","56","PE","CIDADANIA",8,1657,25,6570072,41304.94,2639.31,"1075"
"180376","2019","6","56","SP","PODEMOS",17,873,70,33040411,36671.67,5861.18,"1892"
"27907","2019","6","56","CE","PT",54,1687,22,6344483,42079.91,545.1,"321"
"180750","2019","6","56","SP","PSC",8,873,70,33040411,36671.67,1000.37,"1901"
"16601","2019","6","56","BA","PSD",35,1060,39,10393170,38638.99,6450,"198"
"116779","2019","6","56","PR","REPUBLICANOS",30,1081,30,7971087,38500,14497.59,"1182"
"167718","2019","6","56","SP","PSDB",29,873,70,33040411,36671.67,4613.5,"1787"
"115971","2019","6","56","PR","PP",38,1081,30,7971087,38500,19471.98,"1164"
"133553","2019","7","56","RN","PSB",32,1775,8,2373619,42360.13,5000,"1372"
"180895","2019","7","56","TO","PL",33,620,8,1039439,39131.75,2229.61,"1898"
"172341","2019","7","56","SP","PODEMOS",17,873,70,33040411,36671.67,478.15,"1844"
"165630","2019","7","56","SE","PP",38,1292,8,1577058,39767.4,4100,"1721"
"155797","2019","7","56","SC","MDB",34,1314,16,5070212,39505.92,208.81,"1634"
"42670","2019","7","56","GO","PL",33,173,17,4454497,35135.2,9988.88,"433"
"93718","2019","7","56","PE","PSB",32,1657,25,6570072,41304.94,3073.75,"992"
"141397","2019","7","56","RR","UNIÃO",52,2496,8,333464,45240.67,16975,"1463"
"180531","2019","8","56","SP","UNIÃO",52,873,70,33040411,36671.67,1154.08,"1900"
"167771","2019","8","56","SP","NOVO",8,873,70,33040411,36671.67,7739.36,"1786"
"129748","2019","8","56","RJ","SOLIDARIEDADE",13,933,46,12408340,35388.11,800,"1328"
"136545","2019","8","56","RO","PL",33,1900,8,1175733,43300.63,591.64,"1434"
"133487","2019","8","56","RN","PT",54,1775,8,2373619,42360.13,4060.03,"1397"
"42707","2019","8","56","GO","MDB",34,173,17,4454497,35135.2,6750.72,"437"
"1950","2019","8","56","AC","PDT",28,2246,8,547680,44260.6,2000,"30"
"133400","2019","8","56","RN","PSB",32,1775,8,2373619,42360.13,12000,"1392"
"45540","2019","9","56","GO","PDT",28,173,17,4454497,35135.2,12050,"485"
"26736","2019","9","56","CE","PSD",35,1687,22,6344483,42079.91,719.34,"272"
"2048","2019","9","56","AC","UNIÃO",52,2246,8,547680,44260.6,3663.11,"27"
"157122","2019","9","56","SC","PSD",35,1314,16,5070212,39505.92,1283.38,"1680"
"68969","2019","9","56","MG","PP",38,624,53,15700966,35720.85,10580,"754"
"134768","2019","9","56","RN","PSB",32,1775,8,2373619,42360.13,1725.56,"1430"
"9364","2019","9","56","AM","PSD",35,1932,8,2428098,43198.26,11400,"93"
"140336","2019","9","56","RO","PL",33,1900,8,1175733,43300.63,7000,"1475"
"131325","2019","10","56","RJ","PSB",32,933,46,12408340,35388.11,2700,"1346"
"27824","2019","10","56","CE","PL",33,1687,22,6344483,42079.91,6000,"305"
"56137","2019","10","56","MA","PL",33,1524,18,4537237,41779.83,1401.76,"565"
"1461","2019","10","56","AC","UNIÃO",52,2246,8,547680,44260.6,389.36,"15"
"168901","2019","10","56","SP","PSD",35,873,70,33040411,36671.67,1351.3,"1787"
"41451","2019","10","56","ES","PSB",32,947,10,2754728,37052.05,9000,"396"
"118962","2019","10","56","PR","MDB",34,1081,30,7971087,38500,2356.72,"1207"
"66758","2019","10","56","MG","PP",38,624,53,15700966,35720.85,1254.45,"706"
"183042","2019","11","56","TO","PODEMOS",17,620,8,1039439,39131.75,1488.35,"1917"
"35335","2019","11","56","DF","PP",38,0,8,2084356,30416.8,13528,"347"
"43697","2019","11","56","GO","PSB",32,173,17,4454497,35135.2,2229.58,"435"
"94142","2019","11","56","PE","PP",38,1657,25,6570072,41304.94,7328.1,"978"
"129438","2019","11","56","RJ","NOVO",8,933,46,12408340,35388.11,800,"1265"
"91986","2019","11","56","PB","REPUBLICANOS",30,1716,12,2867649,41660.7,16381.5,"936"
"129445","2019","11","56","RJ","UNIÃO",52,933,46,12408340,35388.11,180,"1267"
"16746","2019","11","56","BA","PDT",28,1060,39,10393170,38638.99,8000,"177"
"154339","2019","12","56","RS","MDB",34,1619,31,8354732,40504.04,1400,"1431"
"65073","2019","12","56","MG","AVANTE",7,624,53,15700966,35720.85,837.32,"575"
"12248","2019","12","56","AP","PSB",32,1791,8,512110,43002.92,7268.54,"123"
"6284","2019","12","56","AL","PT",54,1485,9,2187967,40572.24,9000,"70"
"130721","2019","12","56","RJ","NOVO",8,933,46,12408340,35388.11,1000,"1192"
"17114","2019","12","56","BA","PL",33,1060,39,10393170,38638.99,1334.78,"173"
"140256","2019","12","56","RO","PSB",32,1900,8,1175733,43300.63,3707.5,"1294"
"5578","2020","1","56","AL","PSD",35,1485,9,2187967,40572.24,3514.65,"54"
"94313","2020","1","56","PE","PP",38,1657,25,6570072,41304.94,16057.01,"912"
"82114","2020","1","56","PA","UNIÃO",52,1592,17,5499283,41855.59,609.02,"786"
"37717","2020","1","56","ES","PSC",8,947,10,2754728,37052.05,2828.8,"350"
"66852","2020","1","56","MG","PSD",35,624,53,15700966,35720.85,253.48,"641"
"27463","2020","1","56","CE","PL",33,1687,22,6344483,42079.91,11150,"288"
"55569","2020","1","56","MA","UNIÃO",52,1524,18,4537237,41779.83,18442.67,"499"
"66760","2020","2","56","MG","PSC",8,624,53,15700966,35720.85,4680.15,"699"
"82657","2020","2","56","PA","PSOL",10,1592,17,5499283,41855.59,3500,"882"
"68013","2020","2","56","MG","PATRIOTA",9,624,53,15700966,35720.85,4344.17,"732"
"24584","2020","2","56","BA","PP",38,1060,39,10393170,38638.99,10284.24,"233"
"181493","2020","2","56","TO","PP",38,620,8,1039439,39131.75,30000,"1866"
"166518","2020","2","56","SE","PP",38,1292,8,1577058,39767.4,24080.39,"1709"
"1665","2020","2","56","AC","PCdoB",10,2246,8,547680,44260.6,4600,"23"
"154135","2020","2","56","RS","PDT",28,1619,31,8354732,40504.04,18220,"1572"
"140906","2020","3","56","RR","REPUBLICANOS",30,2496,8,333464,45240.67,4300,"1385"
"157552","2020","3","56","SC","PP",38,1314,16,5070212,39505.92,10400,"1601"
"5789","2020","3","56","AL","PSB",32,1485,9,2187967,40572.24,146.14,"65"
"74516","2020","3","56","MS","PSD",35,878,8,1877982,40170.98,1500,"759"
"93222","2020","3","56","PE","REDE",1,1657,25,6570072,41304.94,234.6,"933"
"167136","2020","3","56","SP","PSDB",29,873,70,33040411,36671.67,1873.11,"1681"
"93682","2020","3","56","PE","REPUBLICANOS",30,1657,25,6570072,41304.94,7215.9,"943"
"8838","2020","3","56","AM","UNIÃO",52,1932,8,2428098,43198.26,2856,"89"
"9572","2020","4","56","AM","REPUBLICANOS",30,1932,8,2428098,43198.26,500.47,"79"
"172844","2020","4","56","SP","PT",54,873,70,33040411,36671.67,232.89,"1316"
"68054","2020","4","56","MG","AVANTE",7,624,53,15700966,35720.85,18331.81,"512"
"136756","2020","4","56","RO","PP",38,1900,8,1175733,43300.63,3330.42,"996"
"171727","2020","4","56","SP","SOLIDARIEDADE",13,873,70,33040411,36671.67,1364.37,"1298"
"154279","2020","4","56","RS","PT",54,1619,31,8354732,40504.04,1062.3,"1128"
"96462","2020","5","56","PE","PSD",35,1657,25,6570072,41304.94,5533,"765"
"181306","2020","5","56","TO","UNIÃO",52,620,8,1039439,39131.75,11977.77,"1409"
"181874","2020","5","56","TO","PODEMOS",17,620,8,1039439,39131.75,16000,"1420"
"140994","2020","5","56","RR","PSDB",29,2496,8,333464,45240.67,545.45,"1052"
"42419","2020","5","56","ES","PT",54,947,10,2754728,37052.05,3938.91,"318"
"23701","2020","5","56","BA","PT",54,1060,39,10393170,38638.99,105.88,"161"
"54788","2020","6","56","MA","PCdoB",10,1524,18,4537237,41779.83,5025.95,"398"
"73549","2020","6","56","MS","PSDB",29,878,8,1877982,40170.98,574,"587"
"68026","2020","6","56","MG","PSDB",29,624,53,15700966,35720.85,334.65,"542"
"81002","2020","6","56","PA","UNIÃO",52,1592,17,5499283,41855.59,13600,"643"
"5021","2020","6","56","AL","PP",38,1485,9,2187967,40572.24,5800,"35"
"151926","2020","6","56","RS","PT",54,1619,31,8354732,40504.04,11763.31,"1163"
"129410","2020","7","56","RJ","MDB",34,933,46,12408340,35388.11,369.6,"1033"
"34673","2020","7","56","DF","REPUBLICANOS",30,0,8,2084356,30416.8,8500,"280"
"26702","2020","7","56","CE","PDT",28,1687,22,6344483,42079.91,4628.13,"220"
"128275","2020","7","56","RJ","PSB",32,933,46,12408340,35388.11,1901,"1014"
"83737","2020","7","56","PA","PL",33,1592,17,5499283,41855.59,596.81,"718"
"127573","2020","7","56","RJ","REPUBLICANOS",30,933,46,12408340,35388.11,220.04,"999"
"59777","2020","7","56","MG","NOVO",8,624,53,15700966,35720.85,165.4,"473"
"16809","2020","8","56","BA","PDT",28,1060,39,10393170,38638.99,1316.01,"160"
"134324","2020","8","56","RN","UNIÃO",52,1775,8,2373619,42360.13,8400,"1131"
"37707","2020","8","56","ES","PP",38,947,10,2754728,37052.05,9344.97,"311"
"2835","2020","8","56","AC","PDT",28,2246,8,547680,44260.6,12600,"37"
"91834","2020","8","56","PB","PSDB",29,1716,12,2867649,41660.7,15500,"770"
"81955","2020","8","56","PA","PSD",35,1592,17,5499283,41855.59,3784.22,"713"
"130205","2020","8","56","RJ","PSD",35,933,46,12408340,35388.11,19411.85,"1079"
"117913","2020","9","56","PR","PSD",35,1081,30,7971087,38500,6470.69,"978"
"126789","2020","9","56","RJ","MDB",34,933,46,12408340,35388.11,246.62,"1020"
"144935","2020","9","56","RS","PTB",10,1619,31,8354732,40504.04,245.47,"1217"
"76512","2020","9","56","MT","PL",33,873,8,2330281,39056.17,122.08,"657"
"117701","2020","9","56","PR","PROS",8,1081,30,7971087,38500,926.8,"974"
"182397","2020","9","56","TO","PL",33,620,8,1039439,39131.75,116.43,"1570"
"15771","2020","9","56","BA","UNIÃO",52,1060,39,10393170,38638.99,5915.72,"131"
"105800","2020","10","56","PI","REPUBLICANOS",30,1313,10,2370894,40599.91,3923.99,"917"
"64617","2020","10","56","MG","PSD",35,624,53,15700966,35720.85,196.45,"536"
"157316","2020","10","56","SC","PSD",35,1314,16,5070212,39505.92,8156.97,"1377"
"182847","2020","10","56","TO","PP",38,620,8,1039439,39131.75,3773.78,"1592"
"97278","2020","10","56","PE","PODEMOS",17,1657,25,6570072,41304.94,11728.95,"896"
"68309","2020","10","56","MG","UNIÃO",52,624,53,15700966,35720.85,4757.49,"609"
"96272","2020","10","56","PE","SOLIDARIEDADE",13,1657,25,6570072,41304.94,170.01,"877"
"97449","2020","11","56","PE","UNIÃO",52,1657,25,6570072,41304.94,1270,"894"
"45651","2020","11","56","GO","UNIÃO",52,173,17,4454497,35135.2,362.96,"418"
"12179","2020","11","56","AP","PP",38,1791,8,512110,43002.92,4500,"116"
"117716","2020","11","56","PR","UNIÃO",52,1081,30,7971087,38500,10744.71,"980"
"11537","2020","11","56","AP","MDB",34,1791,8,512110,43002.92,21000,"107"
"2585","2020","11","56","AC","MDB",34,2246,8,547680,44260.6,30800,"42"
"5684","2020","11","56","AL","PSD",35,1485,9,2187967,40572.24,2489.08,"53"
"117884","2020","12","56","PR","REPUBLICANOS",30,1081,30,7971087,38500,387.94,"959"
"41881","2020","12","56","ES","PP",38,947,10,2754728,37052.05,27568.15,"335"
"15309","2020","12","56","AP","PP",38,1791,8,512110,43002.92,5147,"124"
"93092","2020","12","56","PE","MDB",34,1657,25,6570072,41304.94,197.01,"789"
"133822","2020","12","56","RN","PL",33,1775,8,2373619,42360.13,640,"1106"
"95415","2020","12","56","PE","PODEMOS",17,1657,25,6570072,41304.94,12500,"835"
"66559","2020","12","56","MG","PSC",8,624,53,15700966,35720.85,12000,"555"
"67191","2021","1","56","MG","MDB",34,624,53,15700966,35720.85,7553.63,"582"
"66542","2021","1","56","MG","PSDB",29,624,53,15700966,35720.85,3436.49,"569"
"103809","2021","1","56","PI","PT",54,1313,10,2370894,40599.91,138.88,"907"
"34851","2021","1","56","DF","PL",33,0,8,2084356,30416.8,8800,"300"
"37604","2021","1","56","ES","PT",54,947,10,2754728,37052.05,1481.55,"317"
"44964","2021","1","56","GO","PDT",28,173,17,4454497,35135.2,8000,"392"
"56894","2021","1","56","MA","PT",54,1524,18,4537237,41779.83,9500,"473"
"44738","2021","2","56","GO","REPUBLICANOS",30,173,17,4454497,35135.2,2655,"408"
"81068","2021","2","56","PA","UNIÃO",52,1592,17,5499283,41855.59,15000,"739"
"56775","2021","2","56","MA","PSB",32,1524,18,4537237,41779.83,4147.86,"500"
"104082","2021","2","56","PI","PT",54,1313,10,2370894,40599.91,95.59,"959"
"73720","2021","2","56","MS","UNIÃO",52,878,8,1877982,40170.98,10909.77,"669"
"5153","2021","2","56","AL","PT",54,1485,9,2187967,40572.24,2500,"47"
"73345","2021","2","56","MS","PL",33,878,8,1877982,40170.98,2340.57,"660"
"155234","2021","3","56","RS","PSOL",10,1619,31,8354732,40504.04,8650,"1347"
"41370","2021","3","56","ES","PSC",8,947,10,2754728,37052.05,8374.84,"334"
"134857","2021","3","56","RN","PSB",32,1775,8,2373619,42360.13,2286.02,"1177"
"157886","2021","3","56","SC","PSD",35,1314,16,5070212,39505.92,4625.24,"1404"
"168660","2021","3","56","SP","PODEMOS",17,873,70,33040411,36671.67,3521.62,"1490"
"133980","2021","3","56","RN","PL",33,1775,8,2373619,42360.13,462.37,"1158"
"156223","2021","3","56","SC","MDB",34,1314,16,5070212,39505.92,25403.07,"1371"
"162849","2021","4","56","SC","PT",54,1314,16,5070212,39505.92,5093.43,"1443"
"136891","2021","4","56","RO","MDB",34,1900,8,1175733,43300.63,1086.75,"1207"
"60804","2021","4","56","MG","PT",54,624,53,15700966,35720.85,1913.57,"526"
"180406","2021","4","56","SP","PSD",35,873,70,33040411,36671.67,122.98,"1598"
"94791","2021","4","56","PE","CIDADANIA",8,1657,25,6570072,41304.94,12650,"862"
"171606","2021","4","56","SP","PL",33,873,70,33040411,36671.67,26936.43,"1542"
"153830","2021","4","56","RS","PDT",28,1619,31,8354732,40504.04,16950,"1337"
"93086","2021","5","56","PE","REPUBLICANOS",30,1657,25,6570072,41304.94,1262.58,"849"
"66326","2021","5","56","MG","PV",4,624,53,15700966,35720.85,3300,"581"
"126818","2021","5","56","RJ","PL",33,933,46,12408340,35388.11,366.85,"1105"
"153276","2021","5","56","RS","PDT",28,1619,31,8354732,40504.04,777.46,"1402"
"34363","2021","5","56","CE","PDT",28,1687,22,6344483,42079.91,3876.45,"300"
"64544","2021","5","56","MG","PATRIOTA",9,624,53,15700966,35720.85,1806,"550"
"118650","2021","5","56","PR","PSDB",29,1081,30,7971087,38500,927.4,"1071"
"25054","2021","6","56","BA","MDB",34,1060,39,10393170,38638.99,17000,"226"
"182507","2021","6","56","TO","PODEMOS",17,620,8,1039439,39131.75,5952.23,"1714"
"162836","2021","6","56","SC","PSD",35,1314,16,5070212,39505.92,17129,"1519"
"56801","2021","6","56","MA","PP",38,1524,18,4537237,41779.83,12378.13,"513"
"139684","2021","6","56","RO","MDB",34,1900,8,1175733,43300.63,1235,"1283"
"152090","2021","6","56","RS","PSB",32,1619,31,8354732,40504.04,7442,"1381"
