"","ano","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"6242","2019","55","5","GO","PP","MANUTENÇÃO DE ESCRITÓRIO",38,173,17,4331733,35135.2,282.93,"1"
"6155","2019","55","5","GO","PP","SERVIÇOS POSTAIS",38,173,17,4331733,35135.2,189.37,"1"
"6376","2019","55","5","GO","PP","TELEFONIA",38,173,17,4331733,35135.2,2226.76,"1"
"6592","2019","56","1","GO","PSB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",32,173,17,4454497,35135.2,800,"2"
"6514","2019","55","5","GO","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,173,17,4331733,35135.2,5175.96,"1"
"6020","2019","56","1","GO","PSD","PASSAGEM AÉREA",35,173,17,4454497,35135.2,3135.38,"1"
"6348","2019","55","5","GO","PSD","TELEFONIA",36,173,17,4331733,35135.2,344.48,"2"
"6026","2019","56","1","GO","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,173,17,4454497,35135.2,60930.89,"1"
"6413","2019","55","5","GO","PT","LOCAÇÃO DE AUTOMÓVEIS",68,173,17,4331733,35135.2,2000,"2"
"6250","2019","55","5","GO","PT","MANUTENÇÃO DE ESCRITÓRIO",68,173,17,4331733,35135.2,10437.08,"2"
"6403","2019","55","5","GO","PT","TELEFONIA",68,173,17,4331733,35135.2,2128.52,"2"
"6697","2019","56","1","GO","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",30,173,17,4454497,35135.2,48428.7,"2"
"5868","2019","56","1","GO","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,173,17,4454497,35135.2,132888.1,"1"
"6742","2019","56","1","GO","REPUBLICANOS","LOCAÇÃO DE AUTOMÓVEIS",30,173,17,4454497,35135.2,102000,"2"
"5852","2019","56","1","GO","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",30,173,17,4454497,35135.2,89444.62,"1"
"6457","2019","55","5","GO","REPUBLICANOS","TELEFONIA",21,173,17,4331733,35135.2,1143.11,"2"
"5892","2019","56","1","GO","SOLIDARIEDADE","ASSESSORIA TÉCNICA/JURÍDICA",13,173,17,4454497,35135.2,220000,"1"
"6060","2019","55","5","GO","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",15,173,17,4331733,35135.2,5571.77,"2"
"7652","2019","55","5","MA","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,1524,18,4497336,41779.83,5517.55,"2"
"6795","2019","55","5","MA","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",65,1524,18,4497336,41779.83,652.3,"1"
"7361","2019","56","1","MA","MDB","LOCAÇÃO DE AUTOMÓVEIS",34,1524,18,4537237,41779.83,187388.82,"2"
"7339","2019","56","1","MA","MDB","MANUTENÇÃO DE ESCRITÓRIO",34,1524,18,4537237,41779.83,14349.07,"2"
"6766","2019","55","5","MA","MDB","PASSAGEM AÉREA",65,1524,18,4497336,41779.83,22392.48,"1"
"7547","2019","55","5","MA","MDB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",65,1524,18,4497336,41779.83,7000,"2"
"6798","2019","55","5","MA","MDB","TELEFONIA",65,1524,18,4497336,41779.83,1162.41,"1"
"7027","2019","55","5","MA","PATRIOTA","ASSESSORIA TÉCNICA/JURÍDICA",5,1524,18,4497336,41779.83,20000,"1"
"7490","2019","56","1","MA","PATRIOTA","COMBUSTÍVEIS E LUBRIFICANTES",9,1524,18,4537237,41779.83,43216.91,"2"
"7194","2019","56","1","MA","PATRIOTA","DIVULGAÇÃO MANDATO",9,1524,18,4537237,41779.83,126845,"2"
"7152","2019","56","1","MA","PATRIOTA","PASSAGEM AÉREA",9,1524,18,4537237,41779.83,80178.88,"1"
"7225","2019","56","1","MA","PCdoB","ASSESSORIA TÉCNICA/JURÍDICA",10,1524,18,4537237,41779.83,140000,"2"
"7192","2019","56","1","MA","PCdoB","COMBUSTÍVEIS E LUBRIFICANTES",10,1524,18,4537237,41779.83,18601.58,"2"
"7569","2019","55","5","MA","PCdoB","DIVULGAÇÃO MANDATO",10,1524,18,4497336,41779.83,15000,"2"
"6810","2019","55","5","MA","PCdoB","PASSAGEM AÉREA",10,1524,18,4497336,41779.83,8221.05,"1"
"7040","2019","55","5","MA","PCdoB","SERVIÇOS POSTAIS",10,1524,18,4497336,41779.83,915.92,"1"
"7169","2019","56","1","MA","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",17,1524,18,4537237,41779.83,56873.25,"1"
"7011","2019","55","5","MA","PODEMOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",9,1524,18,4497336,41779.83,225,"1"
"7263","2019","56","1","MA","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",17,1524,18,4537237,41779.83,35465.36,"2"
"7742","2019","55","5","MA","PODEMOS","TELEFONIA",9,1524,18,4497336,41779.83,3055.7,"2"
"7175","2019","56","1","MA","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1524,18,4537237,41779.83,64246.36,"1"
"7391","2019","56","1","MA","PP","DIVULGAÇÃO MANDATO",38,1524,18,4537237,41779.83,126500,"1"
"7200","2019","56","1","MA","PP","PASSAGEM AÉREA",38,1524,18,4537237,41779.83,219437.93,"1"
"7188","2019","56","1","MA","PP","SERVIÇOS POSTAIS",38,1524,18,4537237,41779.83,3047.44,"1"
"7258","2019","56","1","MA","PP","TELEFONIA",38,1524,18,4537237,41779.83,8337.22,"1"
"7247","2019","56","1","MA","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,1524,18,4537237,41779.83,17032.59,"1"
"7311","2019","56","1","MA","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,1524,18,4537237,41779.83,5088.92,"2"
"7081","2019","56","1","MA","PT","LOCAÇÃO DE AUTOMÓVEIS",54,1524,18,4537237,41779.83,116813,"2"
"7747","2019","55","5","MA","PT","MANUTENÇÃO DE ESCRITÓRIO",68,1524,18,4497336,41779.83,6908.95,"2"
"7456","2019","56","1","MA","PT","PASSAGEM AÉREA",54,1524,18,4537237,41779.83,176858.82,"2"
"6796","2019","55","5","MA","PT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",68,1524,18,4497336,41779.83,876.15,"1"
"7287","2019","56","1","MA","PT","TELEFONIA",54,1524,18,4537237,41779.83,18587.62,"1"
"6846","2019","55","5","MA","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",21,1524,18,4497336,41779.83,1211.87,"1"
"7271","2019","56","1","MA","REPUBLICANOS","TELEFONIA",30,1524,18,4537237,41779.83,30809.83,"1"
"7892","2019","55","5","MG","AVANTE","COMBUSTÍVEIS E LUBRIFICANTES",2,624,53,15248681,35720.85,1190.31,"1"
"7783","2019","55","5","MG","AVANTE","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",2,624,53,15248681,35720.85,431.2,"1"
"9128","2019","55","5","MG","AVANTE","LOCAÇÃO DE AUTOMÓVEIS",2,624,53,15248681,35720.85,3400,"2"
"7897","2019","55","5","MG","AVANTE","MANUTENÇÃO DE ESCRITÓRIO",2,624,53,15248681,35720.85,7062.59,"1"
"9106","2019","55","5","MG","AVANTE","PASSAGEM AÉREA",2,624,53,15248681,35720.85,2228.42,"2"
"8226","2019","56","1","MG","AVANTE","SERVIÇOS POSTAIS",7,624,53,15700966,35720.85,15102.93,"1"
"8647","2019","56","1","MG","AVANTE","TELEFONIA",7,624,53,15700966,35720.85,25334.07,"1"
"9276","2019","55","5","MG","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,624,53,15248681,35720.85,20332.63,"2"
"9300","2019","55","5","MG","MDB","DIVULGAÇÃO MANDATO",65,624,53,15248681,35720.85,8000,"2"
"9398","2019","55","5","MG","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",65,624,53,15248681,35720.85,448.98,"2"
"7788","2019","55","5","MG","MDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",65,624,53,15248681,35720.85,378,"1"
"9440","2019","55","5","MG","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,624,53,15248681,35720.85,11200,"2"
"8915","2019","55","5","MG","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,624,53,15248681,35720.85,19118.65,"2"
"8348","2019","56","1","MG","MDB","PASSAGEM AÉREA",34,624,53,15700966,35720.85,257052.32,"1"
"8616","2019","56","1","MG","MDB","SERVIÇOS POSTAIS",34,624,53,15700966,35720.85,10219,"2"
"8842","2019","56","1","MG","MDB","TELEFONIA",34,624,53,15700966,35720.85,19653.44,"1"
"9085","2019","55","5","MG","PDT","ASSESSORIA TÉCNICA/JURÍDICA",20,624,53,15248681,35720.85,9000,"2"
"8668","2019","56","1","MG","PDT","DIVULGAÇÃO MANDATO",28,624,53,15700966,35720.85,101398.09,"1"
"8572","2019","56","1","MG","PDT","MANUTENÇÃO DE ESCRITÓRIO",28,624,53,15700966,35720.85,57645.5,"1"
"8422","2019","56","1","MG","PDT","PASSAGEM AÉREA",28,624,53,15700966,35720.85,170389.79,"1"
"8925","2019","55","5","MG","PDT","SERVIÇOS POSTAIS",20,624,53,15248681,35720.85,573.24,"2"
"8959","2019","55","5","MG","PDT","TELEFONIA",20,624,53,15248681,35720.85,782.65,"2"
"8690","2019","56","1","MG","PL","COMBUSTÍVEIS E LUBRIFICANTES",33,624,53,15700966,35720.85,251781.93,"1"
"8336","2019","56","1","MG","PL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",33,624,53,15700966,35720.85,5314.41,"1"
"9301","2019","55","5","MG","PL","MANUTENÇÃO DE ESCRITÓRIO",34,624,53,15248681,35720.85,11145.39,"2"
"9054","2019","55","5","MG","PL","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",34,624,53,15248681,35720.85,309.67,"2"
"8456","2019","56","1","MG","PL","SERVIÇOS POSTAIS",33,624,53,15700966,35720.85,52940.65,"1"
"8552","2019","56","1","MG","PL","TELEFONIA",33,624,53,15700966,35720.85,41660.23,"1"
"8202","2019","56","1","MG","PODEMOS","ASSESSORIA TÉCNICA/JURÍDICA",17,624,53,15700966,35720.85,72647,"1"
"9271","2019","55","5","MG","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",9,624,53,15248681,35720.85,8951.27,"2"
"8472","2019","56","1","MG","PODEMOS","DIVULGAÇÃO MANDATO",17,624,53,15700966,35720.85,163845.67,"1"
"7803","2019","55","5","MG","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,624,53,15248681,35720.85,18022.89,"1"
"9168","2019","55","5","MG","PODEMOS","PASSAGEM AÉREA",9,624,53,15248681,35720.85,13742.35,"2"
"7942","2019","55","5","MG","PODEMOS","SERVIÇOS POSTAIS",9,624,53,15248681,35720.85,1122.95,"1"
"9036","2019","55","5","MG","PODEMOS","TELEFONIA",9,624,53,15248681,35720.85,2559.34,"2"
"8327","2019","56","1","MG","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,624,53,15700966,35720.85,104554,"1"
"9177","2019","55","5","MG","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,624,53,15248681,35720.85,11239.24,"2"
"8746","2019","56","1","MG","PP","DIVULGAÇÃO MANDATO",38,624,53,15700966,35720.85,173095.33,"1"
"8154","2019","56","1","MG","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,624,53,15700966,35720.85,11993.49,"1"
"9194","2019","55","5","MG","PP","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,624,53,15248681,35720.85,374.32,"2"
"9391","2019","55","5","MG","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,624,53,15248681,35720.85,695.83,"2"
"8575","2019","56","1","MG","PP","SERVIÇOS POSTAIS",38,624,53,15700966,35720.85,14876.56,"1"
"7872","2019","55","5","MG","PP","TELEFONIA",38,624,53,15248681,35720.85,1839.61,"1"
"8334","2019","56","1","MG","PROS","COMBUSTÍVEIS E LUBRIFICANTES",8,624,53,15700966,35720.85,9440.77,"1"
"8633","2019","56","1","MG","PROS","DIVULGAÇÃO MANDATO",8,624,53,15700966,35720.85,237928.35,"1"
"8514","2019","56","1","MG","PROS","LOCAÇÃO DE AUTOMÓVEIS",8,624,53,15700966,35720.85,41683.33,"1"
"7944","2019","55","5","MG","PROS","PASSAGEM AÉREA",11,624,53,15248681,35720.85,17822.24,"1"
"8580","2019","56","1","MG","PROS","SERVIÇOS POSTAIS",8,624,53,15700966,35720.85,303.28,"1"
"7808","2019","55","5","MG","PROS","TELEFONIA",11,624,53,15248681,35720.85,4337.24,"1"
"9442","2019","55","5","MG","PSB","COMBUSTÍVEIS E LUBRIFICANTES",34,624,53,15248681,35720.85,1248.3,"2"
"8419","2019","56","1","MG","PSB","DIVULGAÇÃO MANDATO",32,624,53,15700966,35720.85,91600,"1"
"7938","2019","55","5","MG","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,624,53,15248681,35720.85,10650,"1"
"8290","2019","56","1","MG","PSB","MANUTENÇÃO DE ESCRITÓRIO",32,624,53,15700966,35720.85,2341.45,"1"
"9148","2019","55","5","MG","PSB","PASSAGEM AÉREA",34,624,53,15248681,35720.85,5173.43,"2"
"9097","2019","55","5","MG","PSB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,624,53,15248681,35720.85,217.4,"2"
"8877","2019","55","5","MG","PSB","TELEFONIA",34,624,53,15248681,35720.85,1970.12,"2"
"8702","2019","56","1","MG","PSC","PASSAGEM AÉREA",8,624,53,15700966,35720.85,23840.04,"1"
"9095","2019","55","5","MG","PSC","TELEFONIA",13,624,53,15248681,35720.85,375.1,"2"
"8670","2019","56","1","MG","PSD","COMBUSTÍVEIS E LUBRIFICANTES",35,624,53,15700966,35720.85,119584.93,"2"
"7925","2019","55","5","MG","PSD","LOCAÇÃO DE AUTOMÓVEIS",36,624,53,15248681,35720.85,10513.86,"1"
"8186","2019","56","1","MG","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",35,624,53,15700966,35720.85,14720.27,"2"
"8253","2019","56","1","MG","PSD","SERVIÇOS POSTAIS",35,624,53,15700966,35720.85,13938.27,"1"
"8004","2019","56","1","MG","PSD","TELEFONIA",35,624,53,15700966,35720.85,43873.5,"1"
"8598","2019","55","5","MG","PSDB","ASSINATURA DE PUBLICAÇÕES",54,624,53,15248681,35720.85,289,"2"
"8119","2019","56","1","MG","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",29,624,53,15700966,35720.85,82231.81,"1"
"8906","2019","55","5","MG","PSDB","DIVULGAÇÃO MANDATO",54,624,53,15248681,35720.85,66588.07,"2"
"7853","2019","55","5","MG","PSDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,624,53,15248681,35720.85,429.5,"1"
"8184","2019","56","1","MG","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",29,624,53,15700966,35720.85,11516.05,"1"
"8742","2019","56","1","MG","PSDB","LOCAÇÃO DE AUTOMÓVEIS",29,624,53,15700966,35720.85,179873.4,"1"
"8788","2019","56","1","MG","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,624,53,15700966,35720.85,213533.16,"2"
"7883","2019","55","5","MG","PSDB","PASSAGEM AÉREA",54,624,53,15248681,35720.85,30330.49,"1"
"8078","2019","56","1","MG","PSDB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",29,624,53,15700966,35720.85,4211.14,"2"
"8531","2019","56","1","MG","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",29,624,53,15700966,35720.85,1871.36,"1"
"8114","2019","56","1","MG","PSDB","SERVIÇOS POSTAIS",29,624,53,15700966,35720.85,18222.93,"1"
"8355","2019","56","1","MG","PSDB","TELEFONIA",29,624,53,15700966,35720.85,30934.81,"2"
"8360","2019","56","1","MG","PT","ASSESSORIA TÉCNICA/JURÍDICA",54,624,53,15700966,35720.85,170612,"1"
"7919","2019","55","5","MG","PT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,624,53,15248681,35720.85,716.3,"1"
"7878","2019","55","5","MG","PT","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",68,624,53,15248681,35720.85,790.59,"1"
"8812","2019","56","1","MG","PT","SERVIÇOS POSTAIS",54,624,53,15700966,35720.85,33819.61,"1"
"8714","2019","56","1","MG","PT","TELEFONIA",54,624,53,15700966,35720.85,97991.2,"2"
"8763","2019","56","1","MG","REPUBLICANOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",30,624,53,15700966,35720.85,12537.19,"1"
"9164","2019","55","5","MG","REPUBLICANOS","PASSAGEM AÉREA",21,624,53,15248681,35720.85,584.05,"2"
"8910","2019","55","5","MG","SOLIDARIEDADE","COMBUSTÍVEIS E LUBRIFICANTES",15,624,53,15248681,35720.85,4758.56,"2"
"7969","2019","55","5","MG","SOLIDARIEDADE","DIVULGAÇÃO MANDATO",15,624,53,15248681,35720.85,8000,"1"
"8744","2019","56","1","MG","SOLIDARIEDADE","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",13,624,53,15700966,35720.85,11747.48,"2"
"8066","2019","56","1","MG","SOLIDARIEDADE","LOCAÇÃO DE AUTOMÓVEIS",13,624,53,15700966,35720.85,10438.6,"1"
"8430","2019","56","1","MG","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",13,624,53,15700966,35720.85,27701.07,"1"
"8457","2019","56","1","MG","SOLIDARIEDADE","PASSAGEM AÉREA",13,624,53,15700966,35720.85,105698.81,"1"
"9196","2019","55","5","MG","SOLIDARIEDADE","TELEFONIA",15,624,53,15248681,35720.85,366.2,"2"
"9580","2019","56","1","MS","PSD","ASSESSORIA TÉCNICA/JURÍDICA",35,878,8,1877982,40170.98,28000,"1"
"9859","2019","55","5","MS","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,878,8,1818937,40170.98,1551.73,"2"
"9622","2019","55","5","MS","PSD","DIVULGAÇÃO MANDATO",36,878,8,1818937,40170.98,12000,"1"
"9896","2019","56","1","MS","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",35,878,8,1877982,40170.98,3031.16,"2"
"9705","2019","55","5","MS","PSD","PASSAGEM AÉREA",36,878,8,1818937,40170.98,18349.12,"1"
"9458","2019","56","1","MS","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,878,8,1877982,40170.98,38497.43,"1"
"9508","2019","56","1","MS","PT","DIVULGAÇÃO MANDATO",54,878,8,1877982,40170.98,206246,"1"
"9583","2019","56","1","MS","PT","MANUTENÇÃO DE ESCRITÓRIO",54,878,8,1877982,40170.98,31491.66,"1"
"9489","2019","56","1","MS","PT","PASSAGEM AÉREA",54,878,8,1877982,40170.98,83909.08,"1"
"9575","2019","56","1","MS","PT","TELEFONIA",54,878,8,1877982,40170.98,4581.22,"1"
"10275","2019","55","5","MT","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,873,8,2189703,39056.17,6000,"1"
"10511","2019","55","5","MT","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",65,873,8,2189703,39056.17,1185.99,"2"
"10103","2019","56","1","MT","MDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,873,8,2330281,39056.17,10508.5,"1"
"10429","2019","56","1","MT","MDB","LOCAÇÃO DE AUTOMÓVEIS",34,873,8,2330281,39056.17,118938.47,"1"
"10159","2019","55","5","MT","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,873,8,2189703,39056.17,320,"1"
"10100","2019","56","1","MT","MDB","SERVIÇOS POSTAIS",34,873,8,2330281,39056.17,4536.43,"1"
"10525","2019","55","5","MT","MDB","TELEFONIA",65,873,8,2189703,39056.17,4527.99,"2"
"10293","2019","56","1","MT","PP","TELEFONIA",38,873,8,2330281,39056.17,2055.47,"1"
"10067","2019","56","1","MT","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,873,8,2330281,39056.17,45901.2,"1"
"10338","2019","56","1","MT","PT","LOCAÇÃO DE AUTOMÓVEIS",54,873,8,2330281,39056.17,70065.02,"2"
"10572","2019","55","5","MT","PT","MANUTENÇÃO DE ESCRITÓRIO",68,873,8,2189703,39056.17,5512.51,"2"
"10381","2019","56","1","MT","PT","PASSAGEM AÉREA",54,873,8,2330281,39056.17,151398.88,"1"
"10432","2019","55","5","MT","PT","SERVIÇOS POSTAIS",68,873,8,2189703,39056.17,337.09,"2"
"10299","2019","56","1","MT","PT","TELEFONIA",54,873,8,2330281,39056.17,13253.56,"2"
"10394","2019","56","1","MT","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",30,873,8,2330281,39056.17,29510.1,"2"
"10318","2019","56","1","MT","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,873,8,2330281,39056.17,88523.79,"2"
"10452","2019","55","5","MT","REPUBLICANOS","PASSAGEM AÉREA",21,873,8,2189703,39056.17,2450.76,"2"
"10114","2019","56","1","MT","REPUBLICANOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",30,873,8,2330281,39056.17,303.28,"1"
"10356","2019","56","1","MT","REPUBLICANOS","TELEFONIA",30,873,8,2330281,39056.17,3521.31,"2"
"10686","2019","56","1","PA","MDB","COMBUSTÍVEIS E LUBRIFICANTES",34,1592,17,5499283,41855.59,85242.76,"1"
"11032","2019","55","5","PA","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,1592,17,5188450,41855.59,18685.8,"2"
"10739","2019","56","1","PA","MDB","MANUTENÇÃO DE ESCRITÓRIO",34,1592,17,5499283,41855.59,108538.61,"1"
"11243","2019","55","5","PA","MDB","SERVIÇOS POSTAIS",65,1592,17,5188450,41855.59,305.68,"2"
"10841","2019","56","1","PA","MDB","TELEFONIA",34,1592,17,5499283,41855.59,44072.45,"1"
"11240","2019","55","5","PA","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1592,17,5188450,41855.59,6000,"2"
"10888","2019","56","1","PA","PP","PASSAGEM AÉREA",38,1592,17,5499283,41855.59,266913.43,"1"
"11282","2019","55","5","PA","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1592,17,5188450,41855.59,6868.77,"2"
"11273","2019","55","5","PA","PSD","DIVULGAÇÃO MANDATO",36,1592,17,5188450,41855.59,580,"2"
"11157","2019","55","5","PA","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1592,17,5188450,41855.59,817,"2"
"10911","2019","56","1","PA","PSD","LOCAÇÃO DE AUTOMÓVEIS",35,1592,17,5499283,41855.59,1750,"1"
"10877","2019","56","1","PA","PSD","MANUTENÇÃO DE ESCRITÓRIO",35,1592,17,5499283,41855.59,18246.11,"1"
"10715","2019","56","1","PA","PSD","PASSAGEM AÉREA",35,1592,17,5499283,41855.59,202568,"1"
"11014","2019","55","5","PA","PSD","SERVIÇOS POSTAIS",36,1592,17,5188450,41855.59,590.13,"1"
"11000","2019","55","5","PA","PSD","TELEFONIA",36,1592,17,5188450,41855.59,1181.65,"2"
"10843","2019","56","1","PA","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",29,1592,17,5499283,41855.59,24042.69,"1"
"10801","2019","56","1","PA","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,1592,17,5499283,41855.59,79840.75,"1"
"11473","2019","55","5","PA","PSDB","PASSAGEM AÉREA",54,1592,17,5188450,41855.59,12059.18,"2"
"11471","2019","55","5","PA","PSDB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",54,1592,17,5188450,41855.59,784.25,"2"
"10661","2019","56","1","PA","PSDB","TELEFONIA",29,1592,17,5499283,41855.59,20010.78,"1"
"11343","2019","55","5","PA","PSOL","COMBUSTÍVEIS E LUBRIFICANTES",5,1592,17,5188450,41855.59,448.35,"2"
"10967","2019","56","1","PA","PSOL","DIVULGAÇÃO MANDATO",10,1592,17,5499283,41855.59,157968.3,"1"
"11454","2019","55","5","PA","PSOL","LOCAÇÃO DE AUTOMÓVEIS",5,1592,17,5188450,41855.59,3500,"2"
"10693","2019","56","1","PA","PSOL","MANUTENÇÃO DE ESCRITÓRIO",10,1592,17,5499283,41855.59,23792.68,"1"
"10941","2019","56","1","PA","PSOL","PASSAGEM AÉREA",10,1592,17,5499283,41855.59,255293.36,"1"
"11123","2019","55","5","PA","PSOL","SERVIÇOS POSTAIS",5,1592,17,5188450,41855.59,633.39,"2"
"10948","2019","56","1","PA","PSOL","TELEFONIA",10,1592,17,5499283,41855.59,6599.75,"1"
"10752","2019","56","1","PA","PT","ASSESSORIA TÉCNICA/JURÍDICA",54,1592,17,5499283,41855.59,173900,"1"
"10821","2019","56","1","PA","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,1592,17,5499283,41855.59,73994.14,"1"
"11435","2019","55","5","PA","PT","DIVULGAÇÃO MANDATO",68,1592,17,5188450,41855.59,55470,"2"
"10953","2019","56","1","PA","PT","LOCAÇÃO DE AUTOMÓVEIS",54,1592,17,5499283,41855.59,131300,"1"
"10914","2019","56","1","PA","PT","MANUTENÇÃO DE ESCRITÓRIO",54,1592,17,5499283,41855.59,27527.37,"1"
"11416","2019","55","5","PA","PT","TELEFONIA",68,1592,17,5188450,41855.59,433.28,"2"
"10796","2019","56","1","PA","PTB","DIVULGAÇÃO MANDATO",10,1592,17,5499283,41855.59,23090,"1"
"11171","2019","55","5","PA","PTB","MANUTENÇÃO DE ESCRITÓRIO",25,1592,17,5188450,41855.59,463.77,"2"
"10786","2019","56","1","PA","PTB","PASSAGEM AÉREA",10,1592,17,5499283,41855.59,130655.79,"1"
"11626","2019","55","5","PB","PL","ASSESSORIA TÉCNICA/JURÍDICA",34,1716,12,2835882,41660.7,1000,"1"
"12108","2019","56","1","PB","PL","MANUTENÇÃO DE ESCRITÓRIO",33,1716,12,2867649,41660.7,6098.6,"1"
"11875","2019","56","1","PB","PL","PASSAGEM AÉREA",33,1716,12,2867649,41660.7,109468.45,"1"
"12141","2019","56","1","PB","PL","SERVIÇOS POSTAIS",33,1716,12,2867649,41660.7,3878.38,"2"
"11977","2019","56","1","PB","PL","TELEFONIA",33,1716,12,2867649,41660.7,4517.16,"1"
"12285","2019","55","5","PB","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1716,12,2835882,41660.7,3124.15,"2"
"11941","2019","56","1","PB","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1716,12,2867649,41660.7,85850,"1"
"11625","2019","55","5","PB","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1716,12,2835882,41660.7,583,"1"
"11911","2019","56","1","PB","PP","PASSAGEM AÉREA",38,1716,12,2867649,41660.7,243117.51,"2"
"11959","2019","56","1","PB","PP","TELEFONIA",38,1716,12,2867649,41660.7,9763.26,"1"
"12206","2019","55","5","PB","PSB","COMBUSTÍVEIS E LUBRIFICANTES",34,1716,12,2835882,41660.7,2506.02,"2"
"12038","2019","56","1","PB","PSB","PASSAGEM AÉREA",32,1716,12,2867649,41660.7,140370.83,"2"
"11594","2019","55","5","PB","PSB","TELEFONIA",34,1716,12,2835882,41660.7,799.49,"1"
"11903","2019","56","1","PB","PSC","ASSESSORIA TÉCNICA/JURÍDICA",8,1716,12,2867649,41660.7,39000,"2"
