"","ano","mes","legislatura","uf","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"104800","2021","10","56","PE",8,1657,25,6570072,41304.94,6750,"36"
"105807","2021","10","56","PE",1,1657,25,6570072,41304.94,18042.77,"51"
"117685","2021","10","56","PI",30,1313,10,2370894,40599.91,13230.17,"21"
"123596","2021","10","56","PR",54,1081,30,7971087,38500,17014.76,"18"
"128431","2021","10","56","PR",35,1081,30,7971087,38500,52241.5,"21"
"141915","2021","10","56","RJ",38,933,46,12408340,35388.11,29916.33,"27"
"145392","2021","10","56","RJ",34,933,46,12408340,35388.11,18650,"109"
"148602","2021","10","56","RN",32,1775,8,2373619,42360.13,9000,"17"
"151830","2021","10","56","RO",38,1900,8,1175733,43300.63,4684.06,"14"
"156962","2021","10","56","RR",29,2496,8,333464,45240.67,4172.72,"9"
"169512","2021","10","56","RS",32,1619,31,8354732,40504.04,4144.73,"62"
"171711","2021","10","56","RS",54,1619,31,8354732,40504.04,540.59,"108"
"174276","2021","10","56","SC",38,1314,16,5070212,39505.92,4679.87,"28"
"180174","2021","10","56","SC",29,1314,16,5070212,39505.92,2355.69,"78"
"184670","2021","10","56","SE",33,1292,8,1577058,39767.4,44.5,"27"
"192239","2021","10","56","SP",8,873,70,33040411,36671.67,1670.38,"115"
"190427","2021","10","56","SP",32,873,70,33040411,36671.67,12906.78,"69"
"186866","2021","10","56","SP",30,873,70,33040411,36671.67,42079.28,"35"
"202447","2021","10","56","TO",34,620,8,1039439,39131.75,273.32,"30"
"609","2021","11","56","AC",8,2246,8,547680,44260.6,12800,"9"
"6833","2021","11","56","AL",38,1485,9,2187967,40572.24,46000,"34"
"10435","2021","11","56","AM",13,1932,8,2428098,43198.26,4200,"23"
"17183","2021","11","56","AP",38,1791,8,512110,43002.92,196.43,"40"
"29163","2021","11","56","BA",4,1060,39,10393170,38638.99,172.6,"99"
"27808","2021","11","56","BA",52,1060,39,10393170,38638.99,15103.01,"76"
"30175","2021","11","56","CE",35,1687,22,6344483,42079.91,1070,"6"
"39501","2021","11","56","DF",30,0,8,2084356,30416.8,19000,"20"
"42543","2021","11","56","ES",52,947,10,2754728,37052.05,554.28,"11"
"48619","2021","11","56","GO",33,173,17,4454497,35135.2,102.64,"25"
"49763","2021","11","56","GO",34,173,17,4454497,35135.2,10032,"50"
"55498","2021","11","56","MA",52,1524,18,4537237,41779.83,4352.54,"9"
"63450","2021","11","56","MA",34,1524,18,4537237,41779.83,7500,"83"
"75170","2021","11","56","MG",29,624,53,15700966,35720.85,16462.48,"112"
"72432","2021","11","56","MG",29,624,53,15700966,35720.85,300,"65"
"77323","2021","11","56","MG",10,624,53,15700966,35720.85,2836.86,"162"
"83315","2021","11","56","MS",35,878,8,1877982,40170.98,2258.1,"37"
"85749","2021","11","56","MT",54,873,8,2330281,39056.17,14150,"15"
"91117","2021","11","56","PA",52,1592,17,5499283,41855.59,4800,"24"
"90659","2021","11","56","PA",10,1592,17,5499283,41855.59,7555.34,"13"
"102183","2021","11","56","PB",33,1716,12,2867649,41660.7,1521.32,"30"
"104160","2021","11","56","PE",52,1657,25,6570072,41304.94,51601.3,"15"
"106026","2021","11","56","PE",17,1657,25,6570072,41304.94,9824.25,"60"
"117853","2021","11","56","PI",38,1313,10,2370894,40599.91,1527.35,"31"
"130843","2021","11","56","PR",38,1081,30,7971087,38500,13537.05,"87"
"129618","2021","11","56","PR",35,1081,30,7971087,38500,22282.54,"64"
"145714","2021","11","56","RJ",35,933,46,12408340,35388.11,2571.46,"117"
"144016","2021","11","56","RJ",52,933,46,12408340,35388.11,144465.61,"78"
"148097","2021","11","56","RN",34,1775,8,2373619,42360.13,12500,"8"
"151464","2021","11","56","RO",17,1900,8,1175733,43300.63,67.9,"3"
"156897","2021","11","56","RR",52,2496,8,333464,45240.67,3895.02,"10"
"169722","2021","11","56","RS",17,1619,31,8354732,40504.04,1061.37,"62"
"171290","2021","11","56","RS",29,1619,31,8354732,40504.04,2240.9,"95"
"173051","2021","11","56","SC",29,1314,16,5070212,39505.92,11102,"14"
"180240","2021","11","56","SC",17,1314,16,5070212,39505.92,6000,"80"
"184575","2021","11","56","SE",38,1292,8,1577058,39767.4,1127,"25"
"190230","2021","11","56","SP",29,873,70,33040411,36671.67,14800,"63"
"200850","2021","11","56","SP",30,873,70,33040411,36671.67,7000,"150"
"191339","2021","11","56","SP",8,873,70,33040411,36671.67,95.95,"87"
"201454","2021","11","56","TO",17,620,8,1039439,39131.75,4700,"6"
"456","2021","12","56","AC",8,2246,8,547680,44260.6,1.03,"2"
"7091","2021","12","56","AL",34,1485,9,2187967,40572.24,12713,"35"
"11279","2021","12","56","AM",54,1932,8,2428098,43198.26,188.41,"37"
"17204","2021","12","56","AP",34,1791,8,512110,43002.92,700.18,"42"
"18123","2021","12","56","BA",28,1060,39,10393170,38638.99,5000,"17"
"27707","2021","12","56","BA",10,1060,39,10393170,38638.99,1230.8,"71"
"31407","2021","12","56","CE",32,1687,22,6344483,42079.91,3500,"25"
"39530","2021","12","56","DF",38,0,8,2084356,30416.8,850,"18"
"46034","2021","12","56","ES",52,947,10,2754728,37052.05,5.31,"13"
"48532","2021","12","56","GO",32,173,17,4454497,35135.2,373.19,"13"
"48223","2021","12","56","GO",52,173,17,4454497,35135.2,596.98,"5"
"56532","2021","12","56","MA",32,1524,18,4537237,41779.83,1067.9,"16"
"62395","2021","12","56","MA",32,1524,18,4537237,41779.83,1055.67,"52"
"76803","2021","12","56","MG",30,624,53,15700966,35720.85,11751.94,"151"
"68180","2021","12","56","MG",35,624,53,15700966,35720.85,15381.32,"27"
"74327","2021","12","56","MG",34,624,53,15700966,35720.85,23733.86,"94"
"83112","2021","12","56","MS",54,878,8,1877982,40170.98,345.42,"30"
"86518","2021","12","56","MT",30,873,8,2330281,39056.17,4500,"27"
"93319","2021","12","56","PA",54,1592,17,5499283,41855.59,14786.73,"65"
"101173","2021","12","56","PB",32,1716,12,2867649,41660.7,275.89,"7"
"107938","2021","12","56","PE",38,1657,25,6570072,41304.94,34.61,"89"
"104955","2021","12","56","PE",13,1657,25,6570072,41304.94,4584.02,"30"
"115811","2021","12","56","PI",35,1313,10,2370894,40599.91,12000,"13"
"130002","2021","12","56","PR",34,1081,30,7971087,38500,45600,"50"
"123165","2021","12","56","PR",30,1081,30,7971087,38500,10900.5,"13"
"146399","2021","12","56","RJ",33,933,46,12408340,35388.11,1135.22,"121"
"146307","2021","12","56","RJ",34,933,46,12408340,35388.11,5103.99,"118"
"148968","2021","12","56","RN",33,1775,8,2373619,42360.13,10587,"25"
"152138","2021","12","56","RO",33,1900,8,1175733,43300.63,8140.48,"23"
"156537","2021","12","56","RR",33,2496,8,333464,45240.67,3600,"2"
"169092","2021","12","56","RS",29,1619,31,8354732,40504.04,15921.4,"48"
"172454","2021","12","56","RS",32,1619,31,8354732,40504.04,2734.22,"114"
"172977","2021","12","56","SC",34,1314,16,5070212,39505.92,12000,"5"
"175812","2021","12","56","SC",54,1314,16,5070212,39505.92,131.8,"68"
"185020","2021","12","56","SE",38,1292,8,1577058,39767.4,2287.07,"31"
"185141","2021","12","56","SP",10,873,70,33040411,36671.67,13054.84,"3"
"200243","2021","12","56","SP",54,873,70,33040411,36671.67,39314.54,"135"
"201165","2021","12","56","TO",34,620,8,1039439,39131.75,28.92,"4"
"409","2022","1","56","AC",54,2246,8,547680,44260.6,39500,"2"
"6721","2022","1","56","AL",4,1485,9,2187967,40572.24,12900,"22"
"1720","2022","1","56","AM",54,1932,8,2428098,43198.26,1893.93,"1"
"13430","2022","1","56","AP",32,1791,8,512110,43002.92,690.18,"15"
"17997","2022","1","56","BA",10,1060,39,10393170,38638.99,3430.88,"11"
"26440","2022","1","56","BA",54,1060,39,10393170,38638.99,34193.14,"44"
"31346","2022","1","56","CE",54,1687,22,6344483,42079.91,952.04,"24"
"39103","2022","1","56","DF",33,0,8,2084356,30416.8,5348.01,"7"
"42546","2022","1","56","ES",32,947,10,2754728,37052.05,9000,"15"
"50611","2022","1","56","GO",38,173,17,4454497,35135.2,1075.78,"44"
"63565","2022","1","56","MA",38,1524,18,4537237,41779.83,1764,"69"
"75464","2022","1","56","MG",8,624,53,15700966,35720.85,7467.03,"119"
"71050","2022","1","56","MG",54,624,53,15700966,35720.85,219.3,"24"
"74698","2022","1","56","MG",29,624,53,15700966,35720.85,348.39,"106"
"83132","2022","1","56","MS",54,878,8,1877982,40170.98,7069.91,"30"
"85238","2022","1","56","MT",34,873,8,2330281,39056.17,4573.12,"2"
"93460","2022","1","56","PA",30,1592,17,5499283,41855.59,124.78,"65"
"103470","2022","1","56","PB",54,1716,12,2867649,41660.7,1768.01,"56"
"108004","2022","1","56","PE",17,1657,25,6570072,41304.94,12500,"87"
"104418","2022","1","56","PE",35,1657,25,6570072,41304.94,685.54,"20"
"115709","2022","1","56","PI",54,1313,10,2370894,40599.91,8499.96,"16"
"132985","2022","1","56","PR",8,1081,30,7971087,38500,2000,"117"
"122737","2022","1","56","PR",38,1081,30,7971087,38500,14530,"6"
"144058","2022","1","56","RJ",33,933,46,12408340,35388.11,23300,"70"
"144976","2022","1","56","RJ",10,933,46,12408340,35388.11,358.54,"90"
"149761","2022","1","56","RN",54,1775,8,2373619,42360.13,160,"40"
"155447","2022","1","56","RO",34,1900,8,1175733,43300.63,6000,"24"
"158546","2022","1","56","RR",29,2496,8,333464,45240.67,5250,"37"
"169944","2022","1","56","RS",28,1619,31,8354732,40504.04,10621.08,"54"
"169552","2022","1","56","RS",38,1619,31,8354732,40504.04,40.8,"50"
"174219","2022","1","56","SC",29,1314,16,5070212,39505.92,5782.99,"31"
"173391","2022","1","56","SC",17,1314,16,5070212,39505.92,300,"14"
"183285","2022","1","56","SE",35,1292,8,1577058,39767.4,2237.33,"1"
"191438","2022","1","56","SP",34,873,70,33040411,36671.67,186.4,"83"
"191995","2022","1","56","SP",33,873,70,33040411,36671.67,1420.58,"92"
"203352","2022","1","56","TO",54,620,8,1039439,39131.75,8500,"43"
"1949","2022","2","56","AC",8,2246,8,547680,44260.6,1230.01,"17"
"6305","2022","2","56","AL",30,1485,9,2187967,40572.24,6828.3,"24"
"10393","2022","2","56","AM",54,1932,8,2428098,43198.26,1894.86,"18"
"17270","2022","2","56","AP",10,1791,8,512110,43002.92,113.94,"47"
"17427","2022","2","56","BA",17,1060,39,10393170,38638.99,6000,"4"
"29310","2022","2","56","BA",38,1060,39,10393170,38638.99,10972.3,"114"
"35085","2022","2","56","CE",33,1687,22,6344483,42079.91,5000,"59"
"39447","2022","2","56","DF",30,0,8,2084356,30416.8,4566.36,"18"
"42186","2022","2","56","ES",30,947,10,2754728,37052.05,1868.98,"7"
"49450","2022","2","56","GO",35,173,17,4454497,35135.2,6239.27,"38"
"56630","2022","2","56","MA",8,1524,18,4537237,41779.83,1663.93,"19"
"62242","2022","2","56","MA",33,1524,18,4537237,41779.83,25800,"45"
"71139","2022","2","56","MG",35,624,53,15700966,35720.85,43379.28,"35"
"71245","2022","2","56","MG",33,624,53,15700966,35720.85,489.88,"37"
"71872","2022","2","56","MG",8,624,53,15700966,35720.85,6612.62,"50"
"83137","2022","2","56","MS",38,878,8,1877982,40170.98,1920.83,"34"
"85702","2022","2","56","MT",54,873,8,2330281,39056.17,194.8,"16"
"92050","2022","2","56","PA",10,1592,17,5499283,41855.59,5000,"42"
"93354","2022","2","56","PA",35,1592,17,5499283,41855.59,129.78,"73"
"101510","2022","2","56","PB",38,1716,12,2867649,41660.7,625.4,"25"
"107239","2022","2","56","PE",54,1657,25,6570072,41304.94,5000,"84"
"105180","2022","2","56","PE",30,1657,25,6570072,41304.94,24945.23,"30"
"115317","2022","2","56","PI",54,1313,10,2370894,40599.91,10233.88,"6"
"132277","2022","2","56","PR",8,1081,30,7971087,38500,1143.46,"110"
"131213","2022","2","56","PR",54,1081,30,7971087,38500,1992.32,"90"
"146277","2022","2","56","RJ",8,933,46,12408340,35388.11,585,"131"
"144762","2022","2","56","RJ",35,933,46,12408340,35388.11,3000,"94"
"149471","2022","2","56","RN",52,1775,8,2373619,42360.13,12400,"34"
"151991","2022","2","56","RO",33,1900,8,1175733,43300.63,410,"23"
"157138","2022","2","56","RR",1,2496,8,333464,45240.67,684.26,"18"
"161597","2022","2","56","RS",54,1619,31,8354732,40504.04,35166.91,"25"
"168416","2022","2","56","RS",30,1619,31,8354732,40504.04,8228.22,"35"
"173407","2022","2","56","SC",52,1314,16,5070212,39505.92,753.28,"15"
"174585","2022","2","56","SC",17,1314,16,5070212,39505.92,10684.82,"44"
"184854","2022","2","56","SE",33,1292,8,1577058,39767.4,30844,"31"
"185543","2022","2","56","SP",38,873,70,33040411,36671.67,1975.36,"14"
"190978","2022","2","56","SP",33,873,70,33040411,36671.67,3951.32,"87"
"191156","2022","2","56","SP",34,873,70,33040411,36671.67,688,"93"
"201412","2022","2","56","TO",34,620,8,1039439,39131.75,2584.32,"5"
"355","2022","3","56","AC",10,2246,8,547680,44260.6,32468.89,"1"
"6119","2022","3","56","AL",54,1485,9,2187967,40572.24,3025,"11"
"10889","2022","3","56","AM",30,1932,8,2428098,43198.26,8.04,"39"
"13823","2022","3","56","AP",8,1791,8,512110,43002.92,1000,"22"
"19546","2022","3","56","BA",10,1060,39,10393170,38638.99,4655.77,"53"
"27636","2022","3","56","BA",7,1060,39,10393170,38638.99,390,"84"
"31579","2022","3","56","CE",52,1687,22,6344483,42079.91,22500,"32"
"39115","2022","3","56","DF",32,0,8,2084356,30416.8,5900,"9"
"42428","2022","3","56","ES",52,947,10,2754728,37052.05,6143,"8"
"50887","2022","3","56","GO",30,173,17,4454497,35135.2,10136.5,"69"
"63233","2022","3","56","MA",54,1524,18,4537237,41779.83,3556.01,"68"
"61195","2022","3","56","MA",54,1524,18,4537237,41779.83,342.96,"25"
"71212","2022","3","56","MG",10,624,53,15700966,35720.85,16580.16,"26"
"68110","2022","3","56","MG",9,624,53,15700966,35720.85,12935,"19"
"76454","2022","3","56","MG",28,624,53,15700966,35720.85,11.66,"159"
"83300","2022","3","56","MS",29,878,8,1877982,40170.98,3204.5,"39"
"85337","2022","3","56","MT",33,873,8,2330281,39056.17,10532.14,"6"
"90368","2022","3","56","PA",30,1592,17,5499283,41855.59,5421.22,"3"
"91646","2022","3","56","PA",10,1592,17,5499283,41855.59,8465,"28"
"102734","2022","3","56","PB",33,1716,12,2867649,41660.7,1883.07,"47"
"105312","2022","3","56","PE",10,1657,25,6570072,41304.94,3478.7,"45"
"104259","2022","3","56","PE",33,1657,25,6570072,41304.94,1553.83,"14"
"115828","2022","3","56","PI",30,1313,10,2370894,40599.91,15548.13,"8"
"129813","2022","3","56","PR",4,1081,30,7971087,38500,159,"66"
"132932","2022","3","56","PR",29,1081,30,7971087,38500,70,"130"
"145959","2022","3","56","RJ",30,933,46,12408340,35388.11,17007.91,"126"
"142108","2022","3","56","RJ",10,933,46,12408340,35388.11,4821.78,"39"
"149764","2022","3","56","RN",32,1775,8,2373619,42360.13,422.98,"43"
"155674","2022","3","56","RO",32,1900,8,1175733,43300.63,3.86,"46"
"156578","2022","3","56","RR",29,2496,8,333464,45240.67,642.07,"5"
"172266","2022","3","56","RS",38,1619,31,8354732,40504.04,28981.08,"112"
"161788","2022","3","56","RS",8,1619,31,8354732,40504.04,175.98,"29"
"173640","2022","3","56","SC",54,1314,16,5070212,39505.92,52.89,"23"
"173123","2022","3","56","SC",8,1314,16,5070212,39505.92,420.25,"10"
"183536","2022","3","56","SE",54,1292,8,1577058,39767.4,5956.87,"9"
"192278","2022","3","56","SP",34,873,70,33040411,36671.67,29487.19,"125"
"190645","2022","3","56","SP",34,873,70,33040411,36671.67,7150,"81"
"187002","2022","3","56","SP",35,873,70,33040411,36671.67,16735.2,"40"
"202655","2022","3","56","TO",54,620,8,1039439,39131.75,6000,"33"
"2585","2022","4","56","AC",10,2246,8,547680,44260.6,327.35,"37"
"7137","2022","4","56","AL",35,1485,9,2187967,40572.24,56.27,"38"
"9630","2022","4","56","AM",35,1932,8,2428098,43198.26,4200,"5"
"16392","2022","4","56","AP",32,1791,8,512110,43002.92,3722.52,"30"
"27831","2022","4","56","BA",52,1060,39,10393170,38638.99,192,"89"
"19387","2022","4","56","BA",52,1060,39,10393170,38638.99,23526.99,"57"
"38602","2022","4","56","CE",54,1687,22,6344483,42079.91,69420.85,"56"
"39378","2022","4","56","DF",30,0,8,2084356,30416.8,7000,"15"
"47597","2022","4","56","ES",8,947,10,2754728,37052.05,7433.36,"52"
"49901","2022","4","56","GO",9,173,17,4454497,35135.2,168.1,"48"
"50037","2022","4","56","GO",13,173,17,4454497,35135.2,10000,"53"
"55447","2022","4","56","MA",32,1524,18,4537237,41779.83,360,"3"
"62140","2022","4","56","MA",52,1524,18,4537237,41779.83,11000,"42"
"73385","2022","4","56","MG",35,624,53,15700966,35720.85,3968.97,"84"
"68069","2022","4","56","MG",17,624,53,15700966,35720.85,6000,"26"
"73512","2022","4","56","MG",34,624,53,15700966,35720.85,11172.74,"87"
"82310","2022","4","56","MS",33,878,8,1877982,40170.98,16000,"20"
"86997","2022","4","56","MT",38,873,8,2330281,39056.17,12500,"43"
"90653","2022","4","56","PA",33,1592,17,5499283,41855.59,480,"11"
"92689","2022","4","56","PA",54,1592,17,5499283,41855.59,27529.99,"47"
"101894","2022","4","56","PB",30,1716,12,2867649,41660.7,14027.36,"17"
"103521","2022","4","56","PE",35,1657,25,6570072,41304.94,7056.92,"2"
"105236","2022","4","56","PE",30,1657,25,6570072,41304.94,772.16,"43"
"115409","2022","4","56","PI",52,1313,10,2370894,40599.91,213.24,"4"
"123331","2022","4","56","PR",30,1081,30,7971087,38500,2311.61,"17"
"132893","2022","4","56","PR",13,1081,30,7971087,38500,306.44,"129"
"144891","2022","4","56","RJ",34,933,46,12408340,35388.11,11000,"88"
"141050","2022","4","56","RJ",32,933,46,12408340,35388.11,2700,"10"
"149064","2022","4","56","RN",32,1775,8,2373619,42360.13,20951.62,"28"
"152249","2022","4","56","RO",38,1900,8,1175733,43300.63,2823.94,"18"
"156455","2022","4","56","RR",1,2496,8,333464,45240.67,51,"3"
"168094","2022","4","56","RS",8,1619,31,8354732,40504.04,6901.28,"24"
"171438","2022","4","56","RS",54,1619,31,8354732,40504.04,10478,"102"
"174966","2022","4","56","SC",29,1314,16,5070212,39505.92,3568.29,"45"
"180452","2022","4","56","SC",8,1314,16,5070212,39505.92,252.55,"78"
"183402","2022","4","56","SE",38,1292,8,1577058,39767.4,4100,"6"
"186213","2022","4","56","SP",32,873,70,33040411,36671.67,298.37,"34"
"185912","2022","4","56","SP",8,873,70,33040411,36671.67,3000,"22"
"200933","2022","4","56","SP",35,873,70,33040411,36671.67,46789.76,"157"
"201311","2022","4","56","TO",52,620,8,1039439,39131.75,23812.28,"4"
"2285","2022","5","56","AC",52,2246,8,547680,44260.6,977.6,"24"
"7341","2022","5","56","AL",54,1485,9,2187967,40572.24,996.48,"37"
"10833","2022","5","56","AM",35,1932,8,2428098,43198.26,4200,"30"
"13802","2022","5","56","AP",32,1791,8,512110,43002.92,189.4,"22"
"27553","2022","5","56","BA",54,1060,39,10393170,38638.99,1706.05,"79"
"19059","2022","5","56","BA",17,1060,39,10393170,38638.99,12000,"37"
"30344","2022","5","56","CE",54,1687,22,6344483,42079.91,99,"10"
"39977","2022","5","56","DF",30,0,8,2084356,30416.8,14280.7,"32"
"47038","2022","5","56","ES",38,947,10,2754728,37052.05,511.95,"42"
"49874","2022","5","56","GO",9,173,17,4454497,35135.2,820,"41"
"50794","2022","5","56","GO",9,173,17,4454497,35135.2,675.54,"65"
"62577","2022","5","56","MA",54,1524,18,4537237,41779.83,15000,"53"
"56624","2022","5","56","MA",33,1524,18,4537237,41779.83,3700,"10"
"72319","2022","5","56","MG",38,624,53,15700966,35720.85,3979.28,"78"
"76908","2022","5","56","MG",33,624,53,15700966,35720.85,65525.2,"166"
"72004","2022","5","56","MG",7,624,53,15700966,35720.85,211.23,"71"
"80084","2022","5","56","MS",29,878,8,1877982,40170.98,10065.82,"9"
"85275","2022","5","56","MT",30,873,8,2330281,39056.17,119.13,"4"
"92815","2022","5","56","PA",52,1592,17,5499283,41855.59,3863.69,"57"
"91478","2022","5","56","PA",34,1592,17,5499283,41855.59,3544,"25"
"101179","2022","5","56","PB",54,1716,12,2867649,41660.7,5173.16,"3"
"106649","2022","5","56","PE",54,1657,25,6570072,41304.94,1197.23,"79"
"106423","2022","5","56","PE",10,1657,25,6570072,41304.94,1024.08,"73"
"117643","2022","5","56","PI",35,1313,10,2370894,40599.91,253,"33"
"129802","2022","5","56","PR",29,1081,30,7971087,38500,353.97,"61"
"129429","2022","5","56","PR",30,1081,30,7971087,38500,12000,"51"
"141414","2022","5","56","RJ",30,933,46,12408340,35388.11,3282.01,"18"
"146381","2022","5","56","RJ",33,933,46,12408340,35388.11,62350,"123"
"148696","2022","5","56","RN",32,1775,8,2373619,42360.13,13939.22,"22"
"151477","2022","5","56","RO",35,1900,8,1175733,43300.63,6050,"1"
"158868","2022","5","56","RR",13,2496,8,333464,45240.67,10000,"49"
"161627","2022","5","56","RS",54,1619,31,8354732,40504.04,4970.58,"27"
"160753","2022","5","56","RS",29,1619,31,8354732,40504.04,11997.47,"4"
"174006","2022","5","56","SC",38,1314,16,5070212,39505.92,6000,"29"
"174354","2022","5","56","SC",35,1314,16,5070212,39505.92,7000,"37"
"184485","2022","5","56","SE",35,1292,8,1577058,39767.4,21836.3,"30"
