"","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"105944","2022","1","56","4","PI","PT","SERVIÇOS POSTAIS",54,1313,10,2370894,40599.91,172.31,"910"
"50251","2022","1","56","4","MA","UNIÃO","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",52,1524,18,4537237,41779.83,324,"415"
"145041","2022","2","56","4","RS","PSB","PASSAGEM AÉREA",32,1619,31,8354732,40504.04,5511.16,"1362"
"106029","2022","2","56","4","PI","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1313,10,2370894,40599.91,6215.28,"993"
"82482","2022","3","56","4","PA","PSD","TELEFONIA",35,1592,17,5499283,41855.59,136.21,"776"
"130327","2022","3","56","4","RJ","PATRIOTA","COMBUSTÍVEIS E LUBRIFICANTES",9,933,46,12408340,35388.11,1874.76,"1208"
"94314","2022","4","56","4","PE","REPUBLICANOS","SERVIÇOS POSTAIS",30,1657,25,6570072,41304.94,772.16,"883"
"65915","2022","4","56","4","MG","PT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,624,53,15700966,35720.85,6917.2,"587"
"73061","2022","5","56","4","MS","PL","TELEFONIA",33,878,8,1877982,40170.98,646.98,"680"
"64368","2022","5","56","4","MG","AVANTE","SERVIÇOS POSTAIS",7,624,53,15700966,35720.85,211.23,"579"
"6000","2022","6","56","4","AL","MDB","LOCAÇÃO DE AUTOMÓVEIS",34,1485,9,2187967,40572.24,12713,"55"
"181007","2022","6","56","4","TO","MDB","PASSAGEM AÉREA",34,620,8,1039439,39131.75,3442.86,"1573"
"26761","2022","7","56","4","CE","UNIÃO","LOCAÇÃO DE AUTOMÓVEIS",52,1687,22,6344483,42079.91,17400,"235"
"129741","2022","7","56","4","RJ","UNIÃO","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",52,933,46,12408340,35388.11,155.98,"1055"
"77404","2022","8","56","4","MT","MDB","MANUTENÇÃO DE ESCRITÓRIO",34,873,8,2330281,39056.17,5908.41,"610"
"59957","2022","8","56","4","MG","REPUBLICANOS","PASSAGEM AÉREA",30,624,53,15700966,35720.85,14293.28,"425"
"96895","2022","9","56","4","PE","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1657,25,6570072,41304.94,25213,"676"
"50277","2022","9","56","4","MA","PL","PASSAGEM AÉREA",33,1524,18,4537237,41779.83,22340.51,"315"
"34617","2022","10","56","4","DF","PL","MANUTENÇÃO DE ESCRITÓRIO",33,0,8,2084356,30416.8,8350.93,"285"
"116846","2022","10","56","4","PR","PL","TELEFONIA",33,1081,30,7971087,38500,607.52,"954"
"168682","2022","11","56","4","SP","MDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,873,70,33040411,36671.67,335.74,"1499"
"131754","2022","11","56","4","RJ","PATRIOTA","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",9,933,46,12408340,35388.11,580,"1128"
"64173","2022","12","56","4","MG","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",30,624,53,15700966,35720.85,3908.93,"514"
"41704","2022","12","56","4","ES","UNIÃO","PASSAGEM AÉREA",52,947,10,2754728,37052.05,6888.66,"320"
"82635","2023","1","56","5","PA","PT","LOCAÇÃO DE AUTOMÓVEIS",54,1592,17,5499283,41855.59,10800,"664"
"65224","2023","1","56","5","MG","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",17,624,53,15700966,35720.85,3622,"499"
