"","ano","distancia","eleitores","valor","orig.id"
"973","2016",1485,1995727,36000,"105"
"11452","2016",873,2189703,4942.59,"1415"
"18377","2016",933,12141145,23961.18,"2366"
"2141","2016",1791,455514,6000,"305"
"3526","2016",1060,10185417,44000,"423"
"22921","2016",1314,4859324,170696.84,"2845"
"13715","2016",1716,2835882,4049.05,"1701"
"6891","2016",173,4331733,23379.02,"863"
"17685","2016",933,12141145,408.59,"2218"
"6770","2016",173,4331733,5354.97,"838"
"2093","2016",1791,455514,240,"294"
"6718","2016",173,4331733,33005.13,"829"
"13030","2016",1716,2835882,350.5,"1627"
"19543","2016",1775,2327451,114700,"2457"
"22389","2016",1619,8392033,98000,"2726"
"15374","2016",1313,2345694,54680.06,"1914"
"17460","2016",1081,7865950,99.9,"2166"
"23792","2016",1292,1454165,120000,"2931"
"12449","2016",1592,5188450,58700,"1507"
"1769","2016",1932,2226891,39743.93,"227"
"14756","2016",1657,6356307,14880.37,"1821"
"13086","2016",1716,2835882,688.9,"1640"
"17281","2016",1081,7865950,132416.8,"2128"
"3802","2016",1060,10185417,124800,"488"
"6269","2016",947,2653536,14985.89,"793"
"3766","2016",1060,10185417,23211.38,"480"
"11157","2016",873,2189703,301.45,"1375"
"7020","2016",173,4331733,32860,"892"
"3116","2016",1060,10185417,2860,"366"
"14915","2016",1657,6356307,6594.5,"1856"
"20397","2016",1900,1127154,56263.85,"2520"
"1170","2016",1485,1995727,156603.04,"152"
"4142","2016",1687,6271554,37000,"510"
"7211","2016",173,4331733,21751.06,"938"
"7165","2016",173,4331733,79475.1,"929"
"8707","2016",624,15248681,6842.24,"1124"
"6317","2016",947,2653536,98192.58,"801"
"2988","2016",1060,10185417,86422,"335"
"20335","2016",1900,1127154,240,"2506"
"16046","2016",1081,7865950,270010,"2015"
"22346","2016",1619,8392033,31947.29,"2711"
"24877","2016",873,31998432,87486.04,"3118"
"15505","2016",1313,2345694,21600,"1949"
"20916","2016",2496,299558,800,"2560"
"18363","2016",933,12141145,55237.01,"2359"
"7151","2016",173,4331733,75569.24,"923"
"4305","2016",1687,6271554,35853.68,"546"
"10066","2016",624,15248681,265725.24,"1196"
"23052","2016",1314,4859324,47240.31,"2873"
"3603","2016",1060,10185417,108285.25,"446"
"8439","2016",1524,4497336,28711.05,"1068"
"22212","2016",1619,8392033,2266.8,"2681"
"15334","2016",1313,2345694,80726.54,"1907"
"15323","2016",1313,2345694,4164.93,"1905"
"17250","2016",1081,7865950,134970.3,"2121"
"20234","2016",1900,1127154,69499.34,"2482"
"3319","2016",1060,10185417,316863.6,"401"
"26689","2016",620,996887,947.19,"3240"
"12299","2016",1592,5188450,14288.27,"1475"
"577","2016",2246,506724,279600,"70"
"22503","2016",1619,8392033,15189.49,"2748"
"25264","2016",873,31998432,6800.43,"3135"
"6892","2016",173,4331733,42199.19,"864"
"13085","2016",1716,2835882,298382,"1639"
"15873","2016",1313,2345694,14696,"1980"
"22387","2016",1619,8392033,30602.61,"2725"
"13158","2016",1716,2835882,3292.57,"1659"
"19529","2016",1775,2327451,957.72,"2453"
"14715","2016",1657,6356307,185986.93,"1812"
"12335","2016",1592,5188450,64406.56,"1483"
"23771","2016",1292,1454165,121155.59,"2924"
"23062","2016",1314,4859324,62734,"2876"
"16912","2016",1081,7865950,58223.72,"2052"
"8602","2016",1524,4497336,208600,"1098"
"19398","2016",1775,2327451,62056.74,"2421"
"7632","2016",1524,4497336,243710.3,"995"
"20213","2016",1900,1127154,3086,"2480"
"18220","2016",933,12141145,144352.92,"2326"
"3761","2016",1060,10185417,24453.22,"479"
"14408","2016",1657,6356307,64000,"1752"
"17531","2016",1081,7865950,2905.92,"2176"
"13674","2016",1716,2835882,13280,"1696"
"1173","2016",1485,1995727,1291.27,"155"
"14890","2016",1657,6356307,29,"1850"
"10539","2016",624,15248681,3500,"1299"
"19340","2016",1775,2327451,23605.32,"2408"
"3592","2016",1060,10185417,106507.68,"443"
"1984","2016",1791,455514,1097.56,"275"
"8699","2016",624,15248681,458168,"1120"
"20993","2016",2496,299558,1106.18,"2578"
"21314","2016",1619,8392033,14193.47,"2651"
"12665","2016",1592,5188450,268970,"1547"
"8422","2016",1524,4497336,2459,"1062"
"10108","2016",624,15248681,320.79,"1207"
"17540","2016",1081,7865950,9391,"2177"
"12845","2016",1592,5188450,100696,"1591"
"10560","2016",624,15248681,126900,"1302"
"22482","2016",1619,8392033,303571.6,"2744"
"21247","2016",1619,8392033,23918.23,"2633"
"19351","2016",1775,2327451,19352.94,"2411"
"3666","2016",1060,10185417,70229.04,"459"
"8660","2016",624,15248681,4651.69,"1110"
"10854","2016",878,1818937,106335.9,"1334"
"7506","2016",1524,4497336,3284.43,"960"
"8846","2016",624,15248681,21149.92,"1149"
"12938","2016",1716,2835882,72955.66,"1608"
"10203","2016",624,15248681,115458.4,"1231"
"3313","2016",1060,10185417,6251.25,"398"
"12990","2016",1716,2835882,19038.77,"1614"
"20876","2016",2496,299558,168000,"2553"
"12443","2016",1592,5188450,46714.41,"1506"
"25508","2016",873,31998432,99069.06,"3189"
"10161","2016",624,15248681,30968.5,"1225"
"11004","2016",878,1818937,36019.9,"1368"
"1759","2016",1932,2226891,176375.98,"224"
"78","2016",2246,506724,12341.06,"17"
"10037","2016",624,15248681,138402.75,"1192"
"17578","2016",1081,7865950,27200.57,"2188"
"20929","2016",2496,299558,1570.5,"2563"
"14691","2016",1657,6356307,148066.55,"1808"
"6370","2016",947,2653536,5951.55,"813"
"11422","2016",873,2189703,3291,"1410"
"12789","2016",1592,5188450,382276.13,"1578"
"24615","2016",873,31998432,15104.2,"3060"
"6843","2016",173,4331733,38009.74,"851"
"25488","2016",873,31998432,112854.91,"3186"
"15601","2016",1313,2345694,199,"1972"
"17611","2016",1081,7865950,3051.3,"2203"
"2939","2016",1060,10185417,591.32,"320"
"8708","2016",624,15248681,60524.24,"1125"
"14797","2016",1657,6356307,37500,"1828"
"18310","2016",933,12141145,451.45,"2346"
"17922","2016",933,12141145,138662,"2267"
"7106","2016",173,4331733,180208.74,"911"
"14272","2016",1657,6356307,3212.22,"1719"
"14289","2016",1657,6356307,89550,"1724"
"22236","2016",1619,8392033,243.25,"2688"
"16029","2016",1081,7865950,11376.82,"2008"
"4200","2016",1687,6271554,30566.22,"521"
"22343","2016",1619,8392033,537803.77,"2709"
"18077","2016",933,12141145,9225.79,"2299"
"7160","2016",173,4331733,15003.4,"927"
"10822","2016",878,1818937,2658,"1325"
"14786","2016",1657,6356307,95273.89,"1825"
"17841","2016",933,12141145,274.4,"2248"
"14878","2016",1657,6356307,14135.19,"1844"
"23800","2016",1292,1454165,88750,"2934"
"3408","2016",1060,10185417,25941.42,"415"
"14555","2016",1657,6356307,2238.9,"1784"
"4467","2016",1687,6271554,30929.44,"585"
"5919","2016",947,2653536,18965.84,"786"
"17443","2016",1081,7865950,16029,"2160"
"6434","2016",947,2653536,47044.85,"824"
"9974","2016",624,15248681,194.01,"1178"
"16072","2016",1081,7865950,53022.98,"2018"
"299","2016",2246,506724,94755.96,"57"
"24589","2016",873,31998432,36829,"3055"
"4377","2016",1687,6271554,56207.26,"568"
"15514","2016",1313,2345694,20728.33,"1952"
"14800","2016",1657,6356307,939.69,"1830"
"23096","2016",1314,4859324,115334.42,"2883"
"5840","2016",947,2653536,176725.8,"768"
"12674","2016",1592,5188450,9916.95,"1548"
"24611","2016",873,31998432,806714.2,"3059"
"12652","2016",1592,5188450,115770.62,"1543"
"10815","2016",878,1818937,2000,"1322"
"9961","2016",624,15248681,108143.45,"1172"
"6846","2016",173,4331733,1774.12,"852"
"26740","2016",620,996887,144.02,"3252"
"17160","2016",1081,7865950,146138.93,"2107"
"16102","2016",1081,7865950,127863.5,"2024"
"14969","2016",1657,6356307,854.23,"1865"
"11690","2016",873,2189703,1478.4,"1435"
"17173","2016",1081,7865950,5002.2,"2109"
"18458","2016",933,12141145,193215.74,"2383"
"10102","2016",624,15248681,1604.4,"1203"
"15003","2016",1657,6356307,142620,"1874"
"24876","2016",873,31998432,65953.97,"3117"
"1929","2016",1791,455514,1329,"261"
"18340","2016",933,12141145,75700,"2352"
"8560","2016",1524,4497336,62408.02,"1091"
"10008","2016",624,15248681,19258.93,"1184"
"1357","2016",1932,2226891,4966.22,"195"
"17111","2016",1081,7865950,127217,"2095"
"17204","2016",1081,7865950,35538.51,"2115"
"22781","2016",1314,4859324,85082.42,"2807"
"2117","2016",1791,455514,19731.61,"298"
"3136","2016",1060,10185417,1151.8,"373"
"10233","2016",624,15248681,1290,"1235"
"1028","2016",1485,1995727,123137.31,"118"
"16859","2016",1081,7865950,349214.91,"2041"
"15914","2016",1313,2345694,17563.22,"1988"
"18488","2016",933,12141145,143820,"2394"
"22533","2016",1619,8392033,53001.16,"2758"
"4495","2016",1687,6271554,161000,"593"
"985","2016",1485,1995727,138712.23,"107"
"26643","2016",620,996887,56829.68,"3225"
"20248","2016",1900,1127154,230250,"2485"
"22595","2016",1619,8392033,566.37,"2771"
"13669","2016",1716,2835882,1908.5,"1695"
"12765","2016",1592,5188450,5347,"1574"
"15896","2016",1313,2345694,733.5,"1984"
"12690","2016",1592,5188450,216700,"1552"
"8524","2016",1524,4497336,2376.62,"1081"
"5426","2016",0,1897677,105823,"698"
"7666","2016",1524,4497336,815.25,"1004"
"22226","2016",1619,8392033,178495.2,"2684"
"15954","2016",1313,2345694,227800,"1999"
"19312","2016",1775,2327451,12028.48,"2401"
"6762","2016",173,4331733,548.8,"836"
"22347","2016",1619,8392033,7591.1,"2712"
"17563","2016",1081,7865950,4044.1,"2185"
"14866","2016",1657,6356307,131600,"1840"
"5832","2016",947,2653536,11472.89,"766"
"12568","2016",1592,5188450,255312.39,"1529"
"1938","2016",1791,455514,277.1,"264"
"1320","2016",1932,2226891,23000,"185"
"10980","2016",878,1818937,128648.31,"1365"
"1886","2016",1791,455514,63292.56,"250"
"7777","2016",1524,4497336,465.69,"1037"
"20461","2016",1900,1127154,1792,"2536"
"4720","2016",1687,6271554,501,"643"
"24332","2016",873,31998432,189656.6,"2996"
"2898","2016",1060,10185417,258543.52,"311"
"18208","2016",933,12141145,59863.12,"2324"
"4339","2016",1687,6271554,124210.28,"558"
"23973","2016",1292,1454165,523,"2967"
"14429","2016",1657,6356307,4679.4,"1757"
"10112","2016",624,15248681,4107.47,"1210"
"14897","2016",1657,6356307,3869.58,"1852"
"17259","2016",1081,7865950,91264.53,"2123"
"1166","2016",1485,1995727,15550.28,"151"
"26615","2016",620,996887,323620,"3216"
"20334","2016",1900,1127154,60,"2505"
"21175","2016",1619,8392033,8562.5,"2616"
"10009","2016",624,15248681,483211.65,"1185"
"10384","2016",624,15248681,407424.76,"1268"
"12978","2016",1716,2835882,216.05,"1613"
"23065","2016",1314,4859324,93023.69,"2877"
"26192","2016",620,996887,234800,"3200"
"4302","2016",1687,6271554,77400,"545"
"11746","2016",873,2189703,5352.91,"1449"
"4221","2016",1687,6271554,62500,"524"
"6851","2016",173,4331733,55200,"854"
"20317","2016",1900,1127154,21000,"2501"
"584","2016",2246,506724,66600.55,"72"
"7552","2016",1524,4497336,2000,"973"
"4196","2016",1687,6271554,46562.24,"520"
"18426","2016",933,12141145,7400,"2375"
"14855","2016",1657,6356307,309938.88,"1839"
"21212","2016",1619,8392033,12232.79,"2626"
"7030","2016",173,4331733,11340.98,"896"
"23838","2016",1292,1454165,98840,"2941"
"14314","2016",1657,6356307,44000,"1729"
"17102","2016",1081,7865950,6200.84,"2093"
"18487","2016",933,12141145,88000,"2393"
"16089","2016",1081,7865950,4726.63,"2023"
"15556","2016",1313,2345694,1525.21,"1960"
"22249","2016",1619,8392033,19800,"2690"
"1449","2016",1932,2226891,186971.53,"212"
"3529","2016",1060,10185417,672.72,"424"
"4369","2016",1687,6271554,43166.87,"564"
"17038","2016",1081,7865950,156031.23,"2075"
"15515","2016",1313,2345694,21481.8,"1953"
"17596","2016",1081,7865950,60572.06,"2196"
"5895","2016",947,2653536,70423.35,"780"
"7601","2016",1524,4497336,471,"983"
"17149","2016",1081,7865950,16789.58,"2103"
"7589","2016",1524,4497336,193176,"978"
"10756","2016",878,1818937,608.34,"1309"
"24244","2016",873,31998432,7556.06,"2982"
"4446","2016",1687,6271554,22700,"579"
"4373","2016",1687,6271554,177045.54,"566"
"4360","2016",1687,6271554,124278.9,"562"
"14530","2016",1657,6356307,1624.1,"1776"
"25253","2016",873,31998432,7006.77,"3133"
"21381","2016",1619,8392033,90239.06,"2666"
"24616","2016",873,31998432,405000,"3061"
"8378","2016",1524,4497336,47450.7,"1054"
"9973","2016",624,15248681,19515.9,"1177"
"17152","2016",1081,7865950,30139.33,"2105"
"19443","2016",1775,2327451,102950,"2432"
"4165","2016",1687,6271554,4323.05,"517"
"25314","2016",873,31998432,1061499.64,"3149"
"25406","2016",873,31998432,35527.05,"3173"
"22939","2016",1314,4859324,115988.23,"2848"
"16087","2016",1081,7865950,78700.46,"2022"
"10973","2016",878,1818937,57382.19,"1361"
"22362","2016",1619,8392033,98093.91,"2717"
"10771","2016",878,1818937,81987.07,"1312"
"24350","2016",873,31998432,51974.64,"3000"
"22345","2016",1619,8392033,9655.45,"2710"
"23044","2016",1314,4859324,145.08,"2868"
"4634","2016",1687,6271554,442348.02,"624"
"26634","2016",620,996887,59843.21,"3221"
"13215","2016",1716,2835882,752.66,"1670"
"6726","2016",173,4331733,34241.21,"831"
"18258","2016",933,12141145,137118.7,"2333"
"5264","2016",0,1897677,23454.04,"684"
"3815","2016",1060,10185417,8080.23,"492"
"11181","2016",873,2189703,274000,"1380"
"10120","2016",624,15248681,500,"1213"
"17363","2016",1081,7865950,281184.61,"2143"
"24480","2016",873,31998432,1833.02,"3029"
"7542","2016",1524,4497336,77750.1,"967"
"15624","2016",1313,2345694,88210,"1979"
"4232","2016",1687,6271554,113740,"529"
"4379","2016",1687,6271554,2538.27,"569"
"20906","2016",2496,299558,50878.81,"2557"
"5547","2016",0,1897677,24027.37,"724"
"22382","2016",1619,8392033,6657,"2724"
"22738","2016",1314,4859324,3440.85,"2798"
"8552","2016",1524,4497336,34000,"1090"
"11158","2016",873,2189703,4767.16,"1376"
"21148","2016",2496,299558,5202.41,"2611"
"14319","2016",1657,6356307,40967.67,"1732"
"957","2016",1485,1995727,1461.81,"101"
"11472","2016",873,2189703,54145,"1420"
"22600","2016",1619,8392033,1343.82,"2773"
"5844","2016",947,2653536,138450,"769"
"26259","2016",620,996887,25350,"3211"
"22997","2016",1314,4859324,2609.36,"2856"
"15066","2016",1657,6356307,170380.93,"1890"
"25256","2016",873,31998432,423025,"3134"
"8544","2016",1524,4497336,5741.63,"1086"
"11707","2016",873,2189703,9548.33,"1440"
"2926","2016",1060,10185417,105375.21,"316"
"3588","2016",1060,10185417,492600,"441"
"13107","2016",1716,2835882,1143.47,"1646"
"12414","2016",1592,5188450,57766.59,"1498"
"8512","2016",1524,4497336,8610.32,"1080"
"24343","2016",873,31998432,16088.14,"2998"
"1101","2016",1485,1995727,26000,"132"
"24323","2016",873,31998432,192599.3,"2992"
"302","2016",2246,506724,20000,"58"
"5419","2016",0,1897677,9559.42,"695"
"20954","2016",2496,299558,4313.35,"2570"
"14403","2016",1657,6356307,5157,"1750"
"7097","2016",173,4331733,513.8,"909"
"3279","2016",1060,10185417,24348.43,"395"
"19317","2016",1775,2327451,151400,"2402"
"15022","2016",1657,6356307,2635.75,"1877"
"26636","2016",620,996887,4882.7,"3223"
"1849","2016",1791,455514,64049.59,"243"
"22447","2016",1619,8392033,38782.38,"2738"
"13604","2016",1716,2835882,6747.96,"1680"
"7512","2016",1524,4497336,81719.81,"961"
"23943","2016",1292,1454165,32860.66,"2962"
"15082","2016",1657,6356307,120000,"1895"
"3559","2016",1060,10185417,99235.44,"432"
"1332","2016",1932,2226891,823.32,"191"
"24838","2016",873,31998432,24511.77,"3106"
"13685","2016",1716,2835882,77054.75,"1699"
"17926","2016",933,12141145,2853.68,"2270"
"20290","2016",1900,1127154,378926.53,"2495"
"1442","2016",1932,2226891,440,"210"
"10836","2016",878,1818937,2240,"1328"
"17833","2016",933,12141145,291414.96,"2247"
"23019","2016",1314,4859324,2323.08,"2860"
"14539","2016",1657,6356307,75051.09,"1779"
"23938","2016",1292,1454165,14386.4,"2960"
"14681","2016",1657,6356307,28164.89,"1803"
"21309","2016",1619,8392033,73400,"2650"
"1816","2016",1791,455514,6935.54,"234"
"17090","2016",1081,7865950,56713.68,"2089"
"5440","2016",0,1897677,1166.28,"702"
"16","2016",2246,506724,2842.27,"6"
"5815","2016",947,2653536,2416.24,"761"
"23926","2016",1292,1454165,1915,"2958"
"8786","2016",624,15248681,35880.68,"1138"
"20259","2016",1900,1127154,67889.36,"2487"
"15382","2016",1313,2345694,3525.6,"1915"
"15391","2016",1313,2345694,128197.56,"1917"
"873","2016",1485,1995727,60000,"82"
"7646","2016",1524,4497336,64990.39,"998"
"21302","2016",1619,8392033,308002.8,"2647"
"14499","2016",1657,6356307,33500,"1768"
"18425","2016",933,12141145,1876.43,"2374"
"9888","2016",624,15248681,33138.76,"1156"
"3606","2016",1060,10185417,401373.32,"447"
"12653","2016",1592,5188450,5057.88,"1544"
"15444","2016",1313,2345694,7850.09,"1934"
"1259","2016",1932,2226891,38529.04,"169"
"5922","2016",947,2653536,1633.42,"788"
"7049","2016",173,4331733,1339.58,"901"
"17445","2016",1081,7865950,5413.12,"2161"
"10860","2016",878,1818937,107600,"1335"
"17039","2016",1081,7865950,54629.24,"2076"
"14549","2016",1657,6356307,797.5,"1783"
"21184","2016",1619,8392033,46100,"2622"
"8549","2016",1524,4497336,739.7,"1089"
"10852","2016",878,1818937,2584.28,"1333"
"3740","2016",1060,10185417,7169.21,"475"
"25250","2016",873,31998432,78728.33,"3132"
"4138","2016",1687,6271554,4933.62,"509"
"22488","2016",1619,8392033,221045.95,"2746"
"4075","2016",1687,6271554,61447,"496"
"12281","2016",1592,5188450,225726.23,"1471"
"22431","2016",1619,8392033,59052,"2732"
"8478","2016",1524,4497336,1013.85,"1077"
"5821","2016",947,2653536,40250,"763"
"13706","2016",1716,2835882,3105.8,"1700"
"4071","2016",1687,6271554,2034.92,"495"
"17341","2016",1081,7865950,2096.83,"2138"
"15437","2016",1313,2345694,2695,"1931"
"5244","2016",0,1897677,105056.27,"675"
"23950","2016",1292,1454165,11915,"2964"
"133","2016",2246,506724,5484,"28"
"13148","2016",1716,2835882,918.96,"1654"
"12562","2016",1592,5188450,38200,"1528"
"22843","2016",1314,4859324,155,"2821"
"24266","2016",873,31998432,4643.54,"2985"
"15035","2016",1657,6356307,181330.82,"1883"
"5403","2016",0,1897677,49383.05,"687"
"3400","2016",1060,10185417,131980.55,"413"
"3340","2016",1060,10185417,5311.48,"403"
"8730","2016",624,15248681,24418.18,"1128"
"3540","2016",1060,10185417,143692.31,"429"
"22253","2016",1619,8392033,15199.79,"2691"
"7018","2016",173,4331733,73372,"890"
"26733","2016",620,996887,20140.7,"3250"
"15427","2016",1313,2345694,197668.07,"1928"
"4144","2016",1687,6271554,39193.11,"511"
"22231","2016",1619,8392033,112646.18,"2686"
"5250","2016",0,1897677,3394.64,"678"
"889","2016",1485,1995727,1086.73,"84"
"18175","2016",933,12141145,131955.38,"2317"
"26727","2016",620,996887,220100,"3248"
"15409","2016",1313,2345694,7000,"1922"
"10245","2016",624,15248681,350706.8,"1239"
"17135","2016",1081,7865950,49207.29,"2101"
"19501","2016",1775,2327451,29699.11,"2445"
"7695","2016",1524,4497336,325044,"1012"
"13163","2016",1716,2835882,154160.64,"1660"
"4559","2016",1687,6271554,50957.89,"605"
"20350","2016",1900,1127154,40378.08,"2509"
"24658","2016",873,31998432,27912.95,"3069"
"1187","2016",1485,1995727,619.5,"159"
"12493","2016",1592,5188450,3637.96,"1513"
"10262","2016",624,15248681,31879.06,"1245"
"4542","2016",1687,6271554,2364.71,"600"
"4679","2016",1687,6271554,314.52,"635"
"11772","2016",873,2189703,1492.5,"1458"
"12163","2016",1592,5188450,9392.38,"1466"
"17652","2016",933,12141145,97724.7,"2210"
"8794","2016",624,15248681,322.55,"1139"
"17287","2016",1081,7865950,36.49,"2131"
"18461","2016",933,12141145,11800,"2384"
"2053","2016",1791,455514,31000.77,"286"
"6884","2016",173,4331733,2264.97,"860"
"10465","2016",624,15248681,9054.04,"1283"
"3407","2016",1060,10185417,114400,"414"
"1844","2016",1791,455514,5496.57,"240"
"2072","2016",1791,455514,202934,"289"
"6895","2016",173,4331733,71441.7,"865"
"10519","2016",624,15248681,490287.2,"1293"
"24701","2016",873,31998432,773.48,"3079"
"22874","2016",1314,4859324,1043.4,"2835"
"22515","2016",1619,8392033,178106.24,"2752"
"21364","2016",1619,8392033,25935.15,"2658"
"7200","2016",173,4331733,126514.35,"936"
"18042","2016",933,12141145,109390.36,"2293"
"3669","2016",1060,10185417,61051.6,"460"
"24639","2016",873,31998432,20951.53,"3066"
"18296","2016",933,12141145,1521.72,"2341"
"12374","2016",1592,5188450,45800,"1490"
"13617","2016",1716,2835882,62513.68,"1685"
"12817","2016",1592,5188450,56300,"1583"
"1177","2016",1485,1995727,5282.36,"157"
"10126","2016",624,15248681,233586.35,"1214"
"3124","2016",1060,10185417,88698.48,"370"
"12508","2016",1592,5188450,38263.51,"1517"
"6365","2016",947,2653536,14385.2,"812"
"1799","2016",1932,2226891,224000,"231"
"6874","2016",173,4331733,144600,"859"
"16874","2016",1081,7865950,56123.38,"2044"
"5910","2016",947,2653536,813.5,"784"
"5","2016",2246,506724,232173.43,"1"
"19502","2016",1775,2327451,50477,"2446"
"13028","2016",1716,2835882,33271.69,"1625"
"26195","2016",620,996887,26519.25,"3201"
"1920","2016",1791,455514,121488.12,"257"
"1201","2016",1485,1995727,88622.64,"164"
"5551","2016",0,1897677,7667.26,"725"
"15557","2016",1313,2345694,24464.54,"1961"
"2983","2016",1060,10185417,71793.14,"333"
"23068","2016",1314,4859324,514.06,"2878"
"4252","2016",1687,6271554,113144.23,"534"
"5870","2016",947,2653536,61345.35,"776"
"13656","2016",1716,2835882,53781.97,"1691"
"15097","2016",1657,6356307,21564.93,"1899"
"10010","2016",624,15248681,14741.75,"1186"
"21195","2016",1619,8392033,6955.03,"2624"
"24763","2016",873,31998432,161.7,"3088"
"10651","2016",878,1818937,2330.9,"1306"
"12923","2016",1716,2835882,24265.45,"1604"
"17399","2016",1081,7865950,79.28,"2149"
"8665","2016",624,15248681,4360.4,"1111"
"16060","2016",1081,7865950,38664.1,"2016"
"10885","2016",878,1818937,247908.8,"1340"
"25281","2016",873,31998432,121207.32,"3139"
"11747","2016",873,2189703,12981.35,"1450"
"11666","2016",873,2189703,5649.28,"1428"
"9893","2016",624,15248681,4270,"1159"
"24321","2016",873,31998432,38414.67,"2991"
"10163","2016",624,15248681,6936.87,"1226"
"22443","2016",1619,8392033,24.45,"2737"
"23942","2016",1292,1454165,12321.89,"2961"
"15621","2016",1313,2345694,111800,"1978"
"7197","2016",173,4331733,8516.3,"935"
"17155","2016",1081,7865950,59005.48,"2106"
"10574","2016",624,15248681,8092.57,"1305"
"26159","2016",620,996887,1918.23,"3192"
"16875","2016",1081,7865950,15162.94,"2045"
"163","2016",2246,506724,321.5,"37"
"25238","2016",873,31998432,7704.75,"3129"
"3094","2016",1060,10185417,132108.8,"360"
"11183","2016",873,2189703,23821.61,"1381"
"21387","2016",1619,8392033,112261.09,"2667"
"23924","2016",1292,1454165,2570,"2957"
"10969","2016",878,1818937,1925.58,"1360"
"24909","2016",873,31998432,387752.09,"3123"
"4797","2016",1687,6271554,30033.65,"660"
"12661","2016",1592,5188450,8412.95,"1546"
"918","2016",1485,1995727,500.7,"91"
"1386","2016",1932,2226891,12877.24,"200"
"13736","2016",1716,2835882,5326.81,"1706"
"11754","2016",873,2189703,30000,"1453"
"1073","2016",1485,1995727,36000,"126"
"6885","2016",173,4331733,8937.89,"861"
"22802","2016",1314,4859324,30,"2810"
"7019","2016",173,4331733,51550.89,"891"
"15955","2016",1313,2345694,41566.58,"2000"
"23781","2016",1292,1454165,15260.54,"2926"
"4713","2016",1687,6271554,22902.68,"641"
"23782","2016",1292,1454165,101021.94,"2927"
"9982","2016",624,15248681,147534.56,"1180"
"4509","2016",1687,6271554,15976.77,"596"
"4823","2016",1687,6271554,92078.14,"668"
"2952","2016",1060,10185417,1628.65,"327"
"22564","2016",1619,8392033,375202.77,"2765"
"102","2016",2246,506724,2433.24,"20"
"19434","2016",1775,2327451,19517.2,"2429"
"25274","2016",873,31998432,44185.29,"3136"
"12724","2016",1592,5188450,10858.24,"1564"
"15405","2016",1313,2345694,118231.05,"1920"
"18093","2016",933,12141145,162776.12,"2304"
"26653","2016",620,996887,49527.34,"3230"
"17769","2016",933,12141145,637.23,"2234"
"24803","2016",873,31998432,4493.16,"3099"
"11798","2016",873,2189703,8304.6,"1464"
"23616","2016",1292,1454165,40121.84,"2887"
"16103","2016",1081,7865950,21510,"2025"
"18361","2016",933,12141145,396,"2358"
"15579","2016",1313,2345694,10269.57,"1966"
"22360","2016",1619,8392033,675510.49,"2716"
"1217","2016",1485,1995727,4920,"167"
"23060","2016",1314,4859324,1677.92,"2874"
"3576","2016",1060,10185417,175,"439"
"8436","2016",1524,4497336,44116.47,"1065"
"8819","2016",624,15248681,2672.21,"1142"
"101","2016",2246,506724,18403.79,"19"
"4615","2016",1687,6271554,5400,"619"
"20850","2016",2496,299558,121445.38,"2545"
"2055","2016",1791,455514,88000,"287"
"23029","2016",1314,4859324,7001.65,"2862"
"22896","2016",1314,4859324,12259.63,"2841"
"22373","2016",1619,8392033,35722.02,"2721"
"25421","2016",873,31998432,474.96,"3178"
"22584","2016",1619,8392033,22835.46,"2770"
"23869","2016",1292,1454165,2246.68,"2946"
"1926","2016",1791,455514,113298.3,"259"
"14368","2016",1657,6356307,3320.28,"1743"
"14279","2016",1657,6356307,82085.7,"1720"
"3645","2016",1060,10185417,245360,"452"
"4592","2016",1687,6271554,33219.73,"614"
"25393","2016",873,31998432,4225.53,"3169"
"24518","2016",873,31998432,930583.54,"3041"
"22646","2016",1314,4859324,400,"2786"
"10961","2016",878,1818937,19630.64,"1356"
"8462","2016",1524,4497336,2438.05,"1073"
"24379","2016",873,31998432,67260,"3008"
"2077","2016",1791,455514,8547.63,"291"
"7612","2016",1524,4497336,4455.41,"987"
"10274","2016",624,15248681,259922.73,"1249"
"17184","2016",1081,7865950,99329.56,"2111"
"24856","2016",873,31998432,358955.95,"3113"
"10902","2016",878,1818937,10388,"1345"
"7679","2016",1524,4497336,21218.72,"1008"
"15509","2016",1313,2345694,22972.92,"1950"
"22368","2016",1619,8392033,100654.61,"2719"
"5501","2016",0,1897677,30469.59,"714"
"11716","2016",873,2189703,46686.7,"1443"
"14297","2016",1657,6356307,235748.12,"1726"
"1873","2016",1791,455514,77400,"247"
"5613","2016",0,1897677,396.76,"736"
"10047","2016",624,15248681,4302.14,"1194"
"7603","2016",1524,4497336,1058,"984"
"8546","2016",1524,4497336,106700,"1087"
"14336","2016",1657,6356307,17780.55,"1736"
"14464","2016",1657,6356307,54330.96,"1762"
"10243","2016",624,15248681,30281.48,"1238"
"1255","2016",1932,2226891,21148.03,"168"
"3650","2016",1060,10185417,119.6,"453"
"24802","2016",873,31998432,35645,"3098"
"8472","2016",1524,4497336,6720.59,"1074"
"11013","2016",878,1818937,55459.74,"1369"
"15603","2016",1313,2345694,435.95,"1973"
"6854","2016",173,4331733,1040,"855"
"24550","2016",873,31998432,22483.78,"3048"
"14536","2016",1657,6356307,99607.09,"1778"
"3733","2016",1060,10185417,49127.38,"472"
"22699","2016",1314,4859324,2025,"2793"
"12410","2016",1592,5188450,70759.87,"1496"
"2938","2016",1060,10185417,11460.67,"319"
"3409","2016",1060,10185417,12000,"416"
