"","ano","distancia","eleitores","valor","orig.id"
"2880","2022",1060,10393170,89989.98,"329"
"16282","2022",1081,7971087,6111.44,"1539"
"22146","2022",1619,8354732,1650,"2143"
"9060","2022",624,15700966,12090.45,"848"
"15202","2022",1657,6570072,112170.15,"1432"
"20688","2022",2496,333464,6070.86,"1967"
"20098","2022",1900,1175733,57000,"1921"
"26469","2022",620,1039439,35251,"2531"
"7326","2022",173,4454497,277490,"661"
"8313","2022",1524,4537237,185923.76,"799"
"13908","2022",1657,6570072,2164.86,"1327"
"23541","2022",1314,5070212,117612.3,"2236"
"11529","2022",873,2330281,2037.87,"1098"
"14154","2022",1657,6570072,50406.08,"1391"
"2882","2022",1060,10393170,200,"330"
"9612","2022",624,15700966,207173.41,"954"
"25952","2022",873,33040411,290.3,"2445"
"11074","2022",878,1877982,96216.56,"1044"
"8184","2022",1524,4537237,8721.84,"778"
"22097","2022",1619,8354732,300340.01,"2134"
"20800","2022",2496,333464,58000,"1994"
"16536","2022",1081,7971087,54155.34,"1591"
"6088","2022",947,2754728,4837.4,"552"
"25974","2022",873,33040411,31175.18,"2451"
"25597","2022",873,33040411,1650.71,"2374"
"11292","2022",873,2330281,41673.47,"1081"
"19069","2022",933,12408340,22255.52,"1771"
"8869","2022",624,15700966,6950,"804"
"13230","2022",1716,2867649,2390.67,"1225"
"25788","2022",873,33040411,727764.07,"2415"
"14113","2022",1657,6570072,12182.63,"1386"
"19059","2022",933,12408340,12670.74,"1770"
"7816","2022",1524,4537237,259111.17,"694"
"12176","2022",1592,5499283,341832.97,"1203"
"21593","2022",1619,8354732,4000,"2031"
"11315","2022",873,2330281,23609.73,"1087"
"11503","2022",873,2330281,2449.01,"1091"
"430","2022",2246,547680,6000,"43"
"3428","2022",1060,10393170,5830.93,"334"
"12143","2022",1592,5499283,102000,"1197"
"18716","2022",933,12408340,372390.5,"1710"
"9356","2022",624,15700966,12266.13,"913"
"6156","2022",947,2754728,19.3,"562"
"11841","2022",1592,5499283,2165.13,"1131"
"9386","2022",624,15700966,660661.6,"917"
"18602","2022",933,12408340,7006.12,"1686"
"19740","2022",1775,2373619,36015.74,"1859"
"4039","2022",1060,10393170,55255.65,"398"
"18562","2022",933,12408340,5523.7,"1672"
"6227","2022",947,2754728,1539.02,"581"
"24997","2022",873,33040411,464801.75,"2312"
"26112","2022",873,33040411,44836.44,"2487"
"2187","2022",1791,512110,4139.12,"192"
"9335","2022",624,15700966,322300,"909"
"9502","2022",624,15700966,24103.45,"941"
"11987","2022",1592,5499283,34267.8,"1158"
"21976","2022",1619,8354732,13502.54,"2107"
"25850","2022",873,33040411,595,"2427"
"9319","2022",624,15700966,58830.2,"905"
"25138","2022",873,33040411,3155.4,"2336"
"25764","2022",873,33040411,56497.83,"2411"
"25899","2022",873,33040411,49904.34,"2434"
"21854","2022",1619,8354732,15634.83,"2086"
"2310","2022",1791,512110,243200,"222"
"13338","2022",1716,2867649,10000,"1247"
"8234","2022",1524,4537237,10676.2,"789"
"25093","2022",873,33040411,1234.08,"2331"
"7437","2022",173,4454497,57240,"687"
"206","2022",2246,547680,107111.47,"4"
"9711","2022",624,15700966,229231.28,"970"
"3451","2022",1060,10393170,338223.2,"338"
"11816","2022",1592,5499283,11059.41,"1123"
"5681","2022",0,2084356,2468.03,"522"
"26132","2022",873,33040411,4586.21,"2490"
"20674","2022",2496,333464,249993.61,"1963"
"2231","2022",1791,512110,2646.07,"202"
"24111","2022",1292,1577058,277680,"2287"
"4056","2022",1060,10393170,59881.04,"401"
"13466","2022",1716,2867649,589506,"1275"
"24135","2022",1292,1577058,82500,"2290"
"16694","2022",1081,7971087,221402.22,"1623"
"7270","2022",173,4454497,682.05,"647"
"16539","2022",1081,7971087,225799.87,"1592"
"26518","2022",620,1039439,6724.45,"2544"
"11594","2022",873,2330281,400500,"1112"
"8268","2022",1524,4537237,85600,"794"
"19796","2022",1775,2373619,8105.56,"1867"
"19282","2022",933,12408340,126000,"1818"
"14181","2022",1657,6570072,2388.35,"1398"
"13902","2022",1657,6570072,28000,"1325"
"25024","2022",873,33040411,140774.93,"2322"
"14159","2022",1657,6570072,47797.67,"1393"
"2628","2022",1060,10393170,71337.2,"279"
"25701","2022",873,33040411,259405,"2397"
"11254","2022",873,2330281,4793.6,"1074"
"20008","2022",1900,1175733,17082.93,"1896"
"2787","2022",1060,10393170,49602.73,"306"
"25752","2022",873,33040411,237081.56,"2406"
"6097","2022",947,2754728,20000,"554"
"11863","2022",1592,5499283,1327.24,"1138"
"8167","2022",1524,4537237,207876.24,"776"
"8952","2022",624,15700966,1051.36,"827"
"23145","2022",1314,5070212,5202.62,"2152"
"2697","2022",1060,10393170,2979.59,"292"
"2285","2022",1791,512110,7655.93,"215"
"815","2022",1485,2187967,512.89,"104"
"13796","2022",1657,6570072,48322.78,"1309"
"24022","2022",1292,1577058,162000,"2258"
"11523","2022",873,2330281,180.7,"1097"
"2526","2022",1060,10393170,778456.71,"257"
"9175","2022",624,15700966,169148.99,"870"
"19298","2022",933,12408340,1486842.69,"1820"
"3942","2022",1060,10393170,3932.48,"375"
"14093","2022",1657,6570072,270.09,"1382"
"18833","2022",933,12408340,107580.62,"1727"
"14214","2022",1657,6570072,46324.52,"1403"
"15139","2022",1657,6570072,52000,"1420"
"9096","2022",624,15700966,349.24,"855"
"19232","2022",933,12408340,23466.67,"1808"
"21779","2022",1619,8354732,97574.32,"2069"
"9225","2022",624,15700966,949.68,"881"
"7468","2022",173,4454497,6015.09,"691"
"26544","2022",620,1039439,62625.61,"2551"
"25972","2022",873,33040411,35639.59,"2450"
"16277","2022",1081,7971087,975.66,"1537"
"11250","2022",873,2330281,80136.67,"1073"
"12160","2022",1592,5499283,92500,"1199"
"15161","2022",1657,6570072,124.5,"1425"
"8994","2022",624,15700966,347937.56,"834"
"2643","2022",1060,10393170,302964.84,"281"
"22118","2022",1619,8354732,67703.92,"2140"
"12007","2022",1592,5499283,1479.79,"1164"
"26502","2022",620,1039439,217080.46,"2538"
"2248","2022",1791,512110,93887.5,"207"
"19825","2022",1775,2373619,16350.42,"1876"
"16380","2022",1081,7971087,5986.97,"1556"
"9414","2022",624,15700966,104523.69,"922"
"18993","2022",933,12408340,81410,"1759"
"22006","2022",1619,8354732,215367,"2113"
"1544","2022",1932,2428098,114600,"133"
"20513","2022",1900,1175733,14272.94,"1937"
"11909","2022",1592,5499283,40000,"1146"
"18981","2022",933,12408340,99471,"1757"
"14242","2022",1657,6570072,89740.78,"1408"
"25603","2022",873,33040411,61149.33,"2377"
"11859","2022",1592,5499283,1134.55,"1136"
"13990","2022",1657,6570072,137962.81,"1348"
"4019","2022",1060,10393170,78927.19,"394"
"15111","2022",1657,6570072,41592.55,"1413"
"21515","2022",1619,8354732,98012.27,"2015"
"18714","2022",933,12408340,17692.35,"1709"
"16752","2022",1081,7971087,514498.58,"1639"
"25591","2022",873,33040411,187980,"2371"
"18560","2022",933,12408340,43548.58,"1671"
"9788","2022",624,15700966,1097.16,"992"
"16753","2022",1081,7971087,99780.9,"1640"
"16395","2022",1081,7971087,132.48,"1559"
"5657","2022",0,2084356,15640.69,"514"
"19030","2022",933,12408340,156862.93,"1765"
"14056","2022",1657,6570072,160206.72,"1373"
"4905","2022",1687,6344483,274555.1,"428"
"25840","2022",873,33040411,199614.7,"2424"
"2870","2022",1060,10393170,12147.8,"326"
"20037","2022",1900,1175733,81623.62,"1903"
"26582","2022",620,1039439,10954.22,"2563"
"24038","2022",1292,1577058,164927.4,"2263"
"693","2022",1485,2187967,263601.55,"80"
"8857","2022",624,15700966,111923.67,"802"
"7454","2022",173,4454497,76682.59,"689"
"7850","2022",1524,4537237,22326.56,"702"
"21751","2022",1619,8354732,1267.35,"2064"
"25636","2022",873,33040411,223057.37,"2382"
"4996","2022",1687,6344483,145200,"439"
"26448","2022",620,1039439,32983.19,"2527"
"15262","2022",1657,6570072,17300,"1443"
"3993","2022",1060,10393170,10132.17,"387"
"21895","2022",1619,8354732,93.95,"2092"
"14184","2022",1657,6570072,878.1,"1399"
"11302","2022",873,2330281,66774.04,"1082"
"13981","2022",1657,6570072,4864.8,"1346"
"21657","2022",1619,8354732,63.47,"2039"
"9641","2022",624,15700966,5154.12,"960"
"1225","2022",1485,2187967,112639.8,"113"
"2265","2022",1791,512110,340600.05,"209"
"7356","2022",173,4454497,181104.46,"672"
"20698","2022",2496,333464,42000,"1971"
"1619","2022",1932,2428098,54455,"152"
"7344","2022",173,4454497,167500,"668"
"15649","2022",1313,2370894,576,"1462"
"19144","2022",933,12408340,1360,"1788"
"21688","2022",1619,8354732,215.05,"2047"
"18700","2022",933,12408340,1550.41,"1704"
"3857","2022",1060,10393170,120000,"352"
"9387","2022",624,15700966,21043.05,"918"
"9035","2022",624,15700966,79102.84,"840"
"2817","2022",1060,10393170,28.6,"313"
"26027","2022",873,33040411,133250,"2460"
"22084","2022",1619,8354732,126483.48,"2131"
"2489","2022",1060,10393170,3065.91,"251"
"9293","2022",624,15700966,1778.51,"896"
"5129","2022",1687,6344483,6239.76,"465"
"6524","2022",173,4454497,6514.29,"610"
"11900","2022",1592,5499283,23241.9,"1145"
"2205","2022",1791,512110,139691.28,"196"
"6527","2022",173,4454497,4915.2,"611"
"10687","2022",878,1877982,94536.35,"1032"
"26378","2022",620,1039439,4078.08,"2511"
"18645","2022",933,12408340,904.07,"1691"
"1602","2022",1932,2428098,35253.95,"148"
"13521","2022",1716,2867649,49600,"1293"
"19793","2022",1775,2373619,36555.88,"1865"
"11870","2022",1592,5499283,64.11,"1141"
"24092","2022",1292,1577058,69000,"2280"
"7946","2022",1524,4537237,71954,"725"
"9675","2022",624,15700966,3641.49,"965"
"23329","2022",1314,5070212,129369.41,"2192"
"19044","2022",933,12408340,504184.62,"1768"
"2302","2022",1791,512110,66070.3,"221"
"646","2022",1485,2187967,1112.82,"72"
"9748","2022",624,15700966,139612.82,"981"
"13348","2022",1716,2867649,50814.45,"1250"
"4918","2022",1687,6344483,394768.4,"431"
"9085","2022",624,15700966,36785.47,"853"
"9167","2022",624,15700966,5391,"868"
"11506","2022",873,2330281,681.58,"1093"
"11103","2022",878,1877982,622.4,"1053"
"26545","2022",620,1039439,32000,"2552"
"7283","2022",173,4454497,238623,"649"
"490","2022",2246,547680,186196.17,"54"
"21455","2022",1619,8354732,3500.85,"2003"
"23225","2022",1314,5070212,21754.72,"2169"
"24106","2022",1292,1577058,4052.1,"2285"
"9164","2022",624,15700966,264518.16,"866"
"9777","2022",624,15700966,73.94,"990"
"12018","2022",1592,5499283,384616.14,"1170"
"24085","2022",1292,1577058,1090.41,"2277"
"19004","2022",933,12408340,174.15,"1761"
"12168","2022",1592,5499283,599627.19,"1200"
"8855","2022",624,15700966,6172.02,"801"
"2733","2022",1060,10393170,395000,"295"
"15708","2022",1313,2370894,95314.53,"1474"
"12179","2022",1592,5499283,18125.64,"1206"
"512","2022",2246,547680,277516.29,"58"
"1252","2022",1485,2187967,2382.65,"119"
"20087","2022",1900,1175733,710.6,"1919"
"25045","2022",873,33040411,263721.34,"2325"
"21611","2022",1619,8354732,12792.54,"2033"
"23254","2022",1314,5070212,54000,"2180"
"5665","2022",0,2084356,20928.4,"516"
"26534","2022",620,1039439,34471.84,"2548"
"1244","2022",1485,2187967,42656.05,"118"
"18683","2022",933,12408340,35.1,"1699"
"20058","2022",1900,1175733,13982.38,"1911"
"21513","2022",1619,8354732,15480.1,"2014"
"393","2022",2246,547680,63000,"34"
"15691","2022",1313,2370894,1872,"1471"
"23172","2022",1314,5070212,356544.08,"2157"
"13257","2022",1716,2867649,46410,"1231"
"5287","2022",0,2084356,40.31,"492"
"511","2022",2246,547680,195450,"57"
"1647","2022",1932,2428098,691208.9,"160"
"21937","2022",1619,8354732,43256.95,"2102"
"5667","2022",0,2084356,28634.68,"517"
"784","2022",1485,2187967,119384.2,"98"
"658","2022",1485,2187967,90000,"74"
"26470","2022",620,1039439,412.65,"2532"
"16208","2022",1081,7971087,3776.88,"1523"
"7820","2022",1524,4537237,38826.88,"696"
"15774","2022",1313,2370894,134983.88,"1491"
"19791","2022",1775,2373619,117000,"1863"
"20742","2022",2496,333464,88000,"1980"
"13488","2022",1716,2867649,45100,"1285"
"6233","2022",947,2754728,199206.22,"585"
"15672","2022",1313,2370894,20427.69,"1469"
"12218","2022",1592,5499283,80940.17,"1211"
"23159","2022",1314,5070212,113207.03,"2154"
"22013","2022",1619,8354732,99703.26,"2116"
"9200","2022",624,15700966,172094.41,"875"
"20065","2022",1900,1175733,4102.7,"1913"
"11862","2022",1592,5499283,16559.14,"1137"
"25890","2022",873,33040411,174754.9,"2431"
"13814","2022",1657,6570072,131640.17,"1314"
"340","2022",2246,547680,637.07,"20"
"16638","2022",1081,7971087,84.99,"1610"
"25600","2022",873,33040411,27883,"2375"
"26407","2022",620,1039439,28439.79,"2519"
"5180","2022",1687,6344483,11372.77,"478"
"18571","2022",933,12408340,58656.85,"1675"
"25003","2022",873,33040411,1056160.51,"2315"
"21812","2022",1619,8354732,269837.16,"2078"
"16521","2022",1081,7971087,20608.33,"1587"
"20023","2022",1900,1175733,156.07,"1900"
"23613","2022",1314,5070212,230484,"2251"
"14018","2022",1657,6570072,212046.07,"1360"
"16450","2022",1081,7971087,231693.78,"1572"
"6695","2022",173,4454497,62.37,"642"
"381","2022",2246,547680,552.3,"29"
"26080","2022",873,33040411,1184284.96,"2475"
"8992","2022",624,15700966,2020.25,"833"
"8235","2022",1524,4537237,48000,"790"
"8206","2022",1524,4537237,3641.3,"784"
"20481","2022",1900,1175733,4693.69,"1929"
"2740","2022",1060,10393170,1372.93,"296"
"13467","2022",1716,2867649,29292.33,"1276"
"15192","2022",1657,6570072,98500,"1431"
"25519","2022",873,33040411,5115.36,"2348"
"7886","2022",1524,4537237,3175.99,"708"
"20656","2022",2496,333464,27811.08,"1960"
"23130","2022",1314,5070212,4199.8,"2150"
"1650","2022",1932,2428098,25631.48,"162"
"412","2022",2246,547680,1400,"36"
"15811","2022",1313,2370894,213572.58,"1494"
"21631","2022",1619,8354732,5211.29,"2035"
"8973","2022",624,15700966,1921.29,"831"
"20490","2022",1900,1175733,138268.75,"1930"
"379","2022",2246,547680,19037.52,"27"
"13463","2022",1716,2867649,2694.9,"1272"
"20819","2022",2496,333464,976,"1999"
"9607","2022",624,15700966,4085.28,"953"
"4863","2022",1687,6344483,29794.01,"419"
"25787","2022",873,33040411,5680.66,"2414"
"15838","2022",1313,2370894,4548.96,"1499"
"6563","2022",173,4454497,1861.82,"616"
"16740","2022",1081,7971087,26681.63,"1636"
"18928","2022",933,12408340,862852.86,"1747"
"12089","2022",1592,5499283,134480.01,"1188"
"8113","2022",1524,4537237,27.9,"765"
"16139","2022",1081,7971087,498.4,"1511"
"23569","2022",1314,5070212,152.5,"2238"
"9233","2022",624,15700966,284,"885"
"1523","2022",1932,2428098,11699.39,"129"
"13440","2022",1716,2867649,104353.19,"1267"
"16391","2022",1081,7971087,488.25,"1557"
"2436","2022",1791,512110,90000,"243"
"19713","2022",1775,2373619,7550.1,"1852"
"11308","2022",873,2330281,319.88,"1083"
"8091","2022",1524,4537237,14412.74,"758"
"6038","2022",947,2754728,113.99,"546"
"4048","2022",1060,10393170,420.93,"400"
"642","2022",1485,2187967,74000,"70"
"13345","2022",1716,2867649,616760.74,"1249"
"18871","2022",933,12408340,166715.82,"1737"
"9230","2022",624,15700966,43860.77,"883"
"18976","2022",933,12408340,6357.33,"1755"
"16556","2022",1081,7971087,115299.89,"1595"
"13988","2022",1657,6570072,104616.87,"1347"
"19143","2022",933,12408340,228316.91,"1787"
"8162","2022",1524,4537237,5220.74,"775"
"3483","2022",1060,10393170,2243.58,"347"
"11125","2022",878,1877982,46987.59,"1059"
"21579","2022",1619,8354732,104916.37,"2029"
"2648","2022",1060,10393170,256100.5,"282"
"5144","2022",1687,6344483,41572.31,"469"
"18827","2022",933,12408340,44262.1,"1726"
"20072","2022",1900,1175733,175630.03,"1915"
"12051","2022",1592,5499283,19518.39,"1176"
"8186","2022",1524,4537237,134800,"779"
"16772","2022",1081,7971087,856.45,"1642"
"20683","2022",2496,333464,1003.35,"1965"
"9260","2022",624,15700966,559402.94,"888"
"25936","2022",873,33040411,5822.64,"2439"
"24036","2022",1292,1577058,420.38,"2262"
"19127","2022",933,12408340,60606,"1784"
"9574","2022",624,15700966,1384.29,"950"
"21689","2022",1619,8354732,2699.9,"2048"
"1229","2022",1485,2187967,145818.83,"114"
"15817","2022",1313,2370894,84267.29,"1496"
"5005","2022",1687,6344483,5216.82,"442"
"9791","2022",624,15700966,46247.15,"994"
"9823","2022",624,15700966,471.74,"999"
"16666","2022",1081,7971087,16980.29,"1614"
"25958","2022",873,33040411,43283.71,"2447"
"6574","2022",173,4454497,12779.18,"619"
"26455","2022",620,1039439,181250,"2528"
"20595","2022",2496,333464,88674.72,"1951"
"10580","2022",878,1877982,157000,"1011"
"16779","2022",1081,7971087,14920.09,"1643"
"24050","2022",1292,1577058,7524.05,"2266"
"389","2022",2246,547680,152700,"32"
"9733","2022",624,15700966,49414.22,"975"
"4065","2022",1060,10393170,7866.5,"404"
"8005","2022",1524,4537237,50282.26,"734"
"21763","2022",1619,8354732,24573.17,"2068"
"6094","2022",947,2754728,51800,"553"
"5650","2022",0,2084356,16000,"511"
"21459","2022",1619,8354732,5793.72,"2005"
"18593","2022",933,12408340,117627.69,"1681"
"24125","2022",1292,1577058,12170.94,"2288"
"2441","2022",1791,512110,33950,"244"
"16205","2022",1081,7971087,202615.06,"1521"
"9499","2022",624,15700966,1889.99,"940"
"199","2022",2246,547680,135512.25,"1"
"24940","2022",873,33040411,1655.55,"2300"
"16487","2022",1081,7971087,20439.91,"1580"
"9103","2022",624,15700966,463990.16,"856"
"6206","2022",947,2754728,23373.39,"574"
"25688","2022",873,33040411,1310.59,"2392"
"26056","2022",873,33040411,3653.86,"2468"
"6253","2022",947,2754728,1300,"589"
"22052","2022",1619,8354732,26811.48,"2127"
"15296","2022",1657,6570072,3676.19,"1452"
"3937","2022",1060,10393170,766.96,"373"
"19968","2022",1900,1175733,111.95,"1885"
"9871","2022",624,15700966,29824.37,"1008"
"26073","2022",873,33040411,35075.32,"2472"
"18911","2022",933,12408340,85155.75,"1744"
"16716","2022",1081,7971087,13000,"1625"
"7988","2022",1524,4537237,60805.51,"732"
"6582","2022",173,4454497,76719.36,"621"
"12120","2022",1592,5499283,17991.86,"1194"
"9407","2022",624,15700966,802.65,"921"
"24151","2022",1292,1577058,162.14,"2294"
"25916","2022",873,33040411,2482.27,"2436"
"16212","2022",1081,7971087,2500,"1524"
"5355","2022",0,2084356,10275.33,"502"
"10608","2022",878,1877982,6431.78,"1017"
"16310","2022",1081,7971087,10828.18,"1546"
"25018","2022",873,33040411,17599.36,"2321"
"18529","2022",933,12408340,72650.3,"1662"
"23854","2022",1292,1577058,193431.22,"2252"
"16506","2022",1081,7971087,18329.51,"1583"
"10579","2022",878,1877982,309,"1010"
"234","2022",2246,547680,223.29,"10"
"26109","2022",873,33040411,62874.55,"2485"
"11818","2022",1592,5499283,11273.83,"1124"
"5353","2022",0,2084356,1130.89,"501"
"9772","2022",624,15700966,141903.57,"988"
"19203","2022",933,12408340,452119.63,"1802"
"13368","2022",1716,2867649,5237.82,"1254"
"20797","2022",2496,333464,84601.27,"1993"
"9304","2022",624,15700966,66389.67,"900"
"11148","2022",878,1877982,35031.55,"1066"
"21736","2022",1619,8354732,276.87,"2061"
"25565","2022",873,33040411,3903.53,"2365"
"12898","2022",1592,5499283,163115.05,"1221"
"20084","2022",1900,1175733,27.39,"1918"
"20695","2022",2496,333464,178980.33,"1969"
"547","2022",2246,547680,1004,"64"
"11271","2022",873,2330281,129212,"1079"
"1238","2022",1485,2187967,393.9,"116"
"4896","2022",1687,6344483,218225.81,"425"
"11577","2022",873,2330281,597.34,"1108"
"695","2022",1485,2187967,39431.11,"82"
"5381","2022",0,2084356,53316.06,"508"
"9265","2022",624,15700966,247.99,"892"
"4912","2022",1687,6344483,68805,"430"
"9279","2022",624,15700966,595.4,"895"
"2379","2022",1791,512110,1317.07,"233"
"16819","2022",1081,7971087,56118.55,"1654"
"11121","2022",878,1877982,60000,"1056"
"16458","2022",1081,7971087,322821.94,"1574"
"18564","2022",933,12408340,3127.17,"1673"
"16729","2022",1081,7971087,493.99,"1629"
"796","2022",1485,2187967,128251.31,"99"
"20659","2022",2496,333464,142388.14,"1961"
"23380","2022",1314,5070212,7693.59,"2202"
"26485","2022",620,1039439,11507.37,"2535"
"16148","2022",1081,7971087,26469.51,"1512"
"8932","2022",624,15700966,11951.84,"821"
"15290","2022",1657,6570072,95489.31,"1450"
"25536","2022",873,33040411,127269.01,"2352"
"5958","2022",947,2754728,152854.2,"528"
"20531","2022",2496,333464,9209.38,"1941"
"13486","2022",1716,2867649,29099.38,"1283"
"16281","2022",1081,7971087,2661.15,"1538"
"15846","2022",1313,2370894,398240.47,"1500"
"15147","2022",1657,6570072,56716.14,"1422"
"21913","2022",1619,8354732,204700,"2097"
"7377","2022",173,4454497,70.54,"674"
"23427","2022",1314,5070212,40774.03,"2217"
"7811","2022",1524,4537237,248,"693"
"25156","2022",873,33040411,3729.94,"2340"
"3927","2022",1060,10393170,99877.58,"369"
"9368","2022",624,15700966,87844.01,"915"
"19082","2022",933,12408340,13741.73,"1772"
"19642","2022",1775,2373619,12000,"1841"
"18885","2022",933,12408340,21743.21,"1740"
"11055","2022",878,1877982,61433.6,"1037"
"11145","2022",878,1877982,3993,"1065"
"9400","2022",624,15700966,72000,"919"
"2874","2022",1060,10393170,200209.59,"327"
"14040","2022",1657,6570072,64132.65,"1367"
"19559","2022",1775,2373619,86780.7,"1823"
"2743","2022",1060,10393170,40.21,"297"
"21761","2022",1619,8354732,322091,"2067"
"263","2022",2246,547680,26794.45,"18"
"26388","2022",620,1039439,46308.1,"2515"
"25002","2022",873,33040411,1945.98,"2314"
"7871","2022",1524,4537237,180000,"706"
"18527","2022",933,12408340,373194.26,"1661"
"12014","2022",1592,5499283,11.74,"1169"
"19669","2022",1775,2373619,482.5,"1847"
"1632","2022",1932,2428098,60000,"156"
"3835","2022",1060,10393170,1689.05,"351"
"9358","2022",624,15700966,16236.21,"914"
"12070","2022",1592,5499283,165000,"1184"
"22012","2022",1619,8354732,168778.74,"2115"
"775","2022",1485,2187967,97140.76,"96"
"25709","2022",873,33040411,485574.97,"2398"
"22011","2022",1619,8354732,99288.46,"2114"
"14057","2022",1657,6570072,7991.25,"1374"
"13525","2022",1716,2867649,120320,"1295"
"9324","2022",624,15700966,5116.8,"906"
"24127","2022",1292,1577058,34.93,"2289"
"7915","2022",1524,4537237,297726.84,"716"
"16596","2022",1081,7971087,358634.3,"1600"
"3921","2022",1060,10393170,144000,"368"
"388","2022",2246,547680,720,"31"
"16360","2022",1081,7971087,43676.25,"1551"
"11260","2022",873,2330281,87669.23,"1075"
"25697","2022",873,33040411,120500,"2396"
"7925","2022",1524,4537237,16112,"720"
"9738","2022",624,15700966,6256.23,"978"
"20755","2022",2496,333464,21358.45,"1983"
"5083","2022",1687,6344483,8201.7,"458"
"23248","2022",1314,5070212,5713.96,"2177"
"18906","2022",933,12408340,647760.6,"1742"
"21927","2022",1619,8354732,16830,"2099"
"212","2022",2246,547680,7964.86,"5"
"5210","2022",1687,6344483,711.26,"485"
"16520","2022",1081,7971087,130,"1586"
"5959","2022",947,2754728,42643.06,"529"
"22111","2022",1619,8354732,8357.03,"2137"
"15638","2022",1313,2370894,1390,"1458"
"19967","2022",1900,1175733,529.06,"1884"
"18594","2022",933,12408340,2098.9,"1682"
"6679","2022",173,4454497,36000,"637"
"9624","2022",624,15700966,429482.85,"956"
"16681","2022",1081,7971087,160135.13,"1618"
"6198","2022",947,2754728,6783.83,"572"
"21945","2022",1619,8354732,919.65,"2104"
"25120","2022",873,33040411,16798.94,"2334"
"6571","2022",173,4454497,88170,"618"
"9440","2022",624,15700966,12000,"927"
"24975","2022",873,33040411,129419.99,"2309"
"23493","2022",1314,5070212,2665.14,"2227"
"6175","2022",947,2754728,16926.42,"568"
"8082","2022",1524,4537237,492472.3,"755"
"15859","2022",1313,2370894,11960,"1505"
"6453","2022",173,4454497,313700,"594"
"7878","2022",1524,4537237,9278.78,"707"
"530","2022",2246,547680,50581.71,"62"
"4020","2022",1060,10393170,1874.74,"395"
"5207","2022",1687,6344483,119697.73,"484"
"6620","2022",173,4454497,124000,"629"
"19035","2022",933,12408340,504259.08,"1767"
"21897","2022",1619,8354732,1184.15,"2093"
"25176","2022",873,33040411,371729.53,"2343"
"19590","2022",1775,2373619,154800,"1828"
"16575","2022",1081,7971087,733394.13,"1597"
"6506","2022",173,4454497,178000,"606"
"20666","2022",2496,333464,5967.77,"1962"
"7265","2022",173,4454497,3036.65,"645"
"456","2022",2246,547680,9988.22,"51"
"23235","2022",1314,5070212,89968.96,"2174"
"2766","2022",1060,10393170,118685.57,"303"
"21744","2022",1619,8354732,26530.7,"2063"
"16247","2022",1081,7971087,77.2,"1531"
"11621","2022",873,2330281,2950,"1118"
"2745","2022",1060,10393170,150.61,"298"
"9861","2022",624,15700966,307316.54,"1006"
"5366","2022",0,2084356,2276.83,"504"
"14023","2022",1657,6570072,22033.2,"1362"
"15664","2022",1313,2370894,335613,"1468"
"19635","2022",1775,2373619,53863.43,"1837"
"9235","2022",624,15700966,50265.12,"886"
"20756","2022",2496,333464,54172.84,"1984"
"10598","2022",878,1877982,9226.95,"1015"
"21524","2022",1619,8354732,118462.04,"2016"
"25014","2022",873,33040411,1207.26,"2320"
"20685","2022",2496,333464,1262.29,"1966"
"11072","2022",878,1877982,2433.24,"1043"
"6222","2022",947,2754728,91552.41,"579"
"8118","2022",1524,4537237,86819.28,"766"
"19585","2022",1775,2373619,143967.32,"1826"
"5126","2022",1687,6344483,123113.12,"463"
"16744","2022",1081,7971087,518322.3,"1638"
"11565","2022",873,2330281,112764.4,"1105"
"15863","2022",1313,2370894,212450.12,"1507"
"5059","2022",1687,6344483,8258.04,"453"
"14013","2022",1657,6570072,26395.79,"1357"
"10645","2022",878,1877982,638.78,"1023"
"13464","2022",1716,2867649,24.63,"1273"
"20549","2022",2496,333464,60151.1,"1943"
"9176","2022",624,15700966,514.17,"871"
"8122","2022",1524,4537237,2256.16,"768"
"16657","2022",1081,7971087,175304.5,"1613"
"25581","2022",873,33040411,8862.89,"2366"
"23127","2022",1314,5070212,3580,"2149"
"11542","2022",873,2330281,3703.3,"1099"
"2266","2022",1791,512110,87909.76,"210"
"9721","2022",624,15700966,7875,"973"
"20765","2022",2496,333464,376400,"1989"
"19156","2022",933,12408340,1953.97,"1790"
"24100","2022",1292,1577058,37921.06,"2283"
"21652","2022",1619,8354732,2375.9,"2037"
"15166","2022",1657,6570072,4000,"1427"
"18583","2022",933,12408340,608.1,"1678"
"19600","2022",1775,2373619,259.55,"1832"
"217","2022",2246,547680,96000,"6"
"26335","2022",620,1039439,105500,"2503"
"26007","2022",873,33040411,798123.85,"2456"
"14085","2022",1657,6570072,39645.31,"1380"
"5199","2022",1687,6344483,164659.85,"481"
"9464","2022",624,15700966,64404.91,"932"
"25193","2022",873,33040411,149468.84,"2345"
"13973","2022",1657,6570072,120000,"1344"
"685","2022",1485,2187967,43700,"77"
"9545","2022",624,15700966,851.9,"947"
"23454","2022",1314,5070212,96290.49,"2223"
"6138","2022",947,2754728,15123.64,"560"
"26076","2022",873,33040411,262996.61,"2473"
"16687","2022",1081,7971087,6740.5,"1622"
"23258","2022",1314,5070212,6522.1,"2181"
"23392","2022",1314,5070212,148128.82,"2206"
"19111","2022",933,12408340,23908.04,"1781"
"3980","2022",1060,10393170,44300,"383"
"8970","2022",624,15700966,529002.99,"830"
