"","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"14658","2016","7","55","2","AP","PDT","TELEFONIA",20,1791,8,455514,43002.92,743.96,"188"
"176141","2016","7","55","2","SP","REPUBLICANOS","ASSINATURA DE PUBLICAÇÕES",21,873,70,31998432,36671.67,302.38,"2103"
"162054","2016","7","55","2","SC","PL","LOCAÇÃO DE AUTOMÓVEIS",34,1314,16,4859324,39505.92,2900,"1967"
"132289","2016","7","55","2","RN","DEM","ASSESSORIA TÉCNICA/JURÍDICA",21,1775,8,2327451,42360.13,360,"1617"
"108705","2016","7","55","2","PR","PV","SERVIÇOS POSTAIS",8,1081,30,7865950,38500,645.78,"1328"
"80642","2016","7","55","2","PA","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1592,17,5188450,41855.59,1200.6,"1008"
"30072","2016","7","55","2","CE","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,1687,22,6271554,42079.91,11098.32,"354"
"110451","2016","7","55","2","PR","PSDB","SERVIÇOS POSTAIS",54,1081,30,7865950,38500,755.97,"1373"
"33368","2016","7","55","2","CE","PTB","LOCAÇÃO OU FRETAMENTO DE AERONAVES",25,1687,22,6271554,42079.91,16000,"416"
"29826","2016","7","55","2","CE","PSD","DIVULGAÇÃO MANDATO",36,1687,22,6271554,42079.91,6000,"347"
"164411","2016","7","55","2","SE","PSC","ASSESSORIA TÉCNICA/JURÍDICA",13,1292,8,1454165,39767.4,1100,"2003"
"159266","2016","7","55","2","SC","PL","MANUTENÇÃO DE ESCRITÓRIO",34,1314,16,4859324,39505.92,9598.5,"1909"
"87062","2016","7","55","2","PB","PSD","TELEFONIA",36,1716,12,2835882,41660.7,557.87,"1072"
"179426","2016","7","55","2","SP","PSC","COMBUSTÍVEIS E LUBRIFICANTES",13,873,70,31998432,36671.67,3591.11,"2173"
"164160","2016","7","55","2","SE","PSC","DIVULGAÇÃO MANDATO",13,1292,8,1454165,39767.4,24050,"1995"
"47754","2016","7","55","2","GO","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,173,17,4331733,35135.2,3485.92,"599"
"80475","2016","7","55","2","PA","PSOL","COMBUSTÍVEIS E LUBRIFICANTES",5,1592,17,5188450,41855.59,890,"1003"
"184227","2016","7","55","2","TO","DEM","ASSESSORIA TÉCNICA/JURÍDICA",21,620,8,996887,39131.75,680,"2215"
"114112","2016","7","55","2","PR","PSB","MANUTENÇÃO DE ESCRITÓRIO",34,1081,30,7865950,38500,15131.85,"1427"
"122365","2016","7","55","2","RJ","DEM","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",21,933,46,12141145,35388.11,8000,"1521"
"176828","2016","7","55","2","SP","PSC","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",13,873,70,31998432,36671.67,767.8,"2117"
"61965","2016","7","55","2","MG","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,624,53,15248681,35720.85,1450.71,"801"
"38622","2016","7","55","2","ES","PT","MANUTENÇÃO DE ESCRITÓRIO",68,947,10,2653536,37052.05,4862.22,"504"
"143237","2016","7","55","2","RR","PL","DIVULGAÇÃO MANDATO",34,2496,8,299558,45240.67,25000,"1727"
"84411","2016","7","55","2","PA","PSOL","PASSAGEM AÉREA",5,1592,17,5188450,41855.59,21010.93,"1023"
"30132","2016","7","55","2","CE","PP","TELEFONIA",38,1687,22,6271554,42079.91,637.69,"355"
"3451","2016","7","55","2","AC","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,2246,8,506724,44260.6,6000,"34"
"146451","2016","7","55","2","RS","MDB","ASSINATURA DE PUBLICAÇÕES",65,1619,31,8392033,40504.04,161.4,"1776"
"137530","2016","7","55","2","RO","PTB","COMBUSTÍVEIS E LUBRIFICANTES",25,1900,8,1127154,43300.63,3599.44,"1669"
"29468","2016","7","55","2","CE","PSDB","DIVULGAÇÃO MANDATO",54,1687,22,6271554,42079.91,7775,"342"
"177588","2016","8","55","2","SP","MDB","SERVIÇOS POSTAIS",65,873,70,31998432,36671.67,1083.49,"2146"
"98953","2016","8","55","2","PE","PDT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",20,1657,25,6356307,41304.94,92,"1180"
"177252","2016","8","55","2","SP","PSB","TELEFONIA",34,873,70,31998432,36671.67,3389.95,"2140"
"99337","2016","8","55","2","PE","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",9,1657,25,6356307,41304.94,10000,"1188"
"17962","2016","8","55","2","BA","PCdoB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,1060,39,10185417,38638.99,454.05,"195"
"138266","2016","8","55","2","RO","PSDB","LOCAÇÃO DE AUTOMÓVEIS",54,1900,8,1127154,43300.63,8800,"1687"
"144712","2016","8","55","2","RR","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",21,2496,8,299558,45240.67,5820.01,"1770"
"31616","2016","8","55","2","CE","REPUBLICANOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,1687,22,6271554,42079.91,636,"379"
"100397","2016","8","55","2","PE","CIDADANIA","PASSAGEM AÉREA",10,1657,25,6356307,41304.94,5904.56,"1204"
"98328","2016","8","55","2","PE","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",36,1657,25,6356307,41304.94,141.13,"1155"
"120063","2016","8","55","2","RJ","PSDB","TELEFONIA",54,933,46,12141145,35388.11,5428.84,"1476"
"170804","2016","8","55","2","SP","PL","MANUTENÇÃO DE ESCRITÓRIO",34,873,70,31998432,36671.67,25230.11,"2064"
"46093","2016","8","55","2","GO","PSD","TELEFONIA",36,173,17,4331733,35135.2,2444.1,"540"
"149701","2016","8","55","2","RS","PSB","MANUTENÇÃO DE ESCRITÓRIO",34,1619,31,8392033,40504.04,11732.93,"1862"
"62999","2016","8","55","2","MG","PCdoB","PASSAGEM AÉREA",10,624,53,15248681,35720.85,21982.24,"802"
"148348","2016","8","55","2","RS","PSDB","ASSINATURA DE PUBLICAÇÕES",54,1619,31,8392033,40504.04,99.9,"1835"
"183621","2016","8","55","2","TO","PSD","SERVIÇOS POSTAIS",36,620,8,996887,39131.75,599.1,"2221"
"47761","2016","8","55","2","GO","PSDB","ASSINATURA DE PUBLICAÇÕES",54,173,17,4331733,35135.2,117.5,"572"
"28697","2016","8","55","2","CE","AVANTE","DIVULGAÇÃO MANDATO",2,1687,22,6271554,42079.91,15000,"315"
"85297","2016","8","55","2","PA","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1592,17,5188450,41855.59,7002.64,"1024"
"124565","2016","8","55","2","RJ","PSOL","PASSAGEM AÉREA",5,933,46,12141145,35388.11,26132.62,"1574"
"7340","2016","8","55","2","AL","PRTB","SERVIÇOS POSTAIS",1,1485,9,1995727,40572.24,159.33,"84"
"6950","2016","8","55","2","AL","PSDB","DIVULGAÇÃO MANDATO",54,1485,9,1995727,40572.24,7000,"71"
"18920","2016","8","55","2","BA","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1060,39,10185417,38638.99,20949.51,"216"
"48064","2016","8","55","2","GO","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,173,17,4331733,35135.2,1291.5,"576"
"58792","2016","8","55","2","MG","PSC","COMBUSTÍVEIS E LUBRIFICANTES",13,624,53,15248681,35720.85,4344.3,"742"
"89801","2016","8","55","2","PB","PT","DIVULGAÇÃO MANDATO",68,1716,12,2835882,41660.7,2500,"1124"
"123246","2016","8","55","2","RJ","PSL","LOCAÇÃO DE AUTOMÓVEIS",1,933,46,12141145,35388.11,3850,"1540"
"59074","2016","8","55","2","MG","PSDB","SERVIÇOS POSTAIS",54,624,53,15248681,35720.85,3175.58,"745"
"109141","2016","8","55","2","PR","MDB","PASSAGEM AÉREA",65,1081,30,7865950,38500,29441.89,"1342"
"47352","2016","8","55","2","GO","CIDADANIA","COMBUSTÍVEIS E LUBRIFICANTES",10,173,17,4331733,35135.2,3082.31,"564"
"174844","2016","8","55","2","SP","CIDADANIA","MANUTENÇÃO DE ESCRITÓRIO",10,873,70,31998432,36671.67,12355.13,"2079"
"72400","2016","8","55","2","MS","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20,878,8,1818937,40170.98,650,"877"
"22077","2016","8","55","2","BA","PTB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",25,1060,39,10185417,38638.99,1452.29,"279"
"184186","2016","8","55","2","TO","MDB","SERVIÇOS POSTAIS",65,620,8,996887,39131.75,920.27,"2228"
"22660","2016","8","55","2","BA","REPUBLICANOS","DIVULGAÇÃO MANDATO",21,1060,39,10185417,38638.99,15500,"294"
"10394","2016","8","55","2","AM","PDT","TELEFONIA",20,1932,8,2226891,43198.26,416.87,"109"
"51596","2016","8","55","2","MA","PATRIOTA","DIVULGAÇÃO MANDATO",5,1524,18,4497336,41779.83,15550,"634"
"7647","2016","8","55","2","AL","PSB","PASSAGEM AÉREA",34,1485,9,1995727,40572.24,11332.44,"89"
"4418","2016","8","55","2","AL","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1485,9,1995727,40572.24,285,"56"
"20945","2016","8","55","2","BA","PODEMOS","PASSAGEM AÉREA",9,1060,39,10185417,38638.99,6696.5,"261"
"103480","2016","8","55","2","PE","PDT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",20,1657,25,6356307,41304.94,298.44,"1253"
"19797","2016","8","55","2","BA","PDT","TELEFONIA",20,1060,39,10185417,38638.99,2346.78,"234"
"86587","2016","8","55","2","PA","MDB","TELEFONIA",65,1592,17,5188450,41855.59,8953.46,"1048"
"71396","2016","8","55","2","MS","MDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",65,878,8,1818937,40170.98,5036.2,"857"
"138792","2016","8","55","2","RO","DEM","TELEFONIA",21,1900,8,1127154,43300.63,3563.91,"1701"
"132016","2016","8","55","2","RN","PSDB","TELEFONIA",54,1775,8,2327451,42360.13,2091.92,"1622"
"126312","2016","8","55","2","RJ","PCdoB","COMBUSTÍVEIS E LUBRIFICANTES",10,933,46,12141145,35388.11,2496.93,"1606"
"109898","2016","8","55","2","PR","PTB","DIVULGAÇÃO MANDATO",25,1081,30,7865950,38500,780,"1363"
"28849","2016","8","55","2","CE","PP","TELEFONIA",38,1687,22,6271554,42079.91,563.47,"322"
"79875","2016","8","55","2","PA","PSOL","COMBUSTÍVEIS E LUBRIFICANTES",5,1592,17,5188450,41855.59,1300.32,"967"
"148840","2016","8","55","2","RS","PSDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,1619,31,8392033,40504.04,133.79,"1845"
"89205","2016","8","55","2","PB","REPUBLICANOS","ASSESSORIA TÉCNICA/JURÍDICA",21,1716,12,2835882,41660.7,10000,"1107"
"183494","2016","8","55","2","TO","PL","ASSESSORIA TÉCNICA/JURÍDICA",34,620,8,996887,39131.75,30000,"2218"
"75984","2016","8","55","2","MT","PSD","PASSAGEM AÉREA",36,873,8,2189703,39056.17,1470.37,"927"
"19619","2016","8","55","2","BA","PSDB","PASSAGEM AÉREA",54,1060,39,10185417,38638.99,11742.94,"230"
"163369","2016","8","55","2","SE","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,1292,8,1454165,39767.4,3415.49,"1990"
"78254","2016","8","55","2","MT","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,873,8,2189703,39056.17,4581.5,"935"
"104930","2016","8","55","2","PI","PSB","COMBUSTÍVEIS E LUBRIFICANTES",34,1313,10,2345694,40599.91,11193.09,"1268"
"174414","2016","8","55","2","SP","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,873,70,31998432,36671.67,18400,"2071"
"141882","2016","8","55","2","RR","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,2496,8,299558,45240.67,6000,"1741"
"135429","2016","8","55","2","RN","PSD","DIVULGAÇÃO MANDATO",36,1775,8,2327451,42360.13,10000,"1659"
"109194","2016","8","55","2","PR","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1081,30,7865950,38500,3372,"1344"
"48786","2016","8","55","2","GO","MDB","PASSAGEM AÉREA",65,173,17,4331733,35135.2,8869.18,"593"
"175184","2016","8","55","2","SP","PP","TELEFONIA",38,873,70,31998432,36671.67,9030.52,"2084"
"71846","2016","8","55","2","MS","PDT","TELEFONIA",20,878,8,1818937,40170.98,3086.8,"866"
"125076","2016","8","55","2","RJ","PDT","COMBUSTÍVEIS E LUBRIFICANTES",20,933,46,12141145,35388.11,5849.1,"1581"
"30619","2016","8","55","2","CE","MDB","ASSINATURA DE PUBLICAÇÕES",65,1687,22,6271554,42079.91,543,"364"
"4071","2016","8","55","2","AL","PSD","PASSAGEM AÉREA",36,1485,9,1995727,40572.24,4057.23,"52"
"14375","2016","8","55","2","AP","PODEMOS","TELEFONIA",9,1791,8,455514,43002.92,1565.89,"180"
"131766","2016","8","55","2","RN","PODEMOS","SERVIÇOS POSTAIS",9,1775,8,2327451,42360.13,81,"1617"
"146407","2016","8","55","2","RS","PSD","TELEFONIA",36,1619,31,8392033,40504.04,1446.63,"1786"
"184189","2016","8","55","2","TO","PROS","MANUTENÇÃO DE ESCRITÓRIO",11,620,8,996887,39131.75,2650.54,"2229"
"98796","2016","8","55","2","PE","AVANTE","ASSESSORIA TÉCNICA/JURÍDICA",2,1657,25,6356307,41304.94,8900,"1173"
"163620","2016","8","55","2","SE","PSC","PASSAGEM AÉREA",13,1292,8,1454165,39767.4,11275.1,"1993"
"176034","2016","8","55","2","SP","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,873,70,31998432,36671.67,30334.47,"2101"
"164618","2016","8","55","2","SE","REPUBLICANOS","TELEFONIA",21,1292,8,1454165,39767.4,1091.65,"2022"
"176398","2016","8","55","2","SP","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,873,70,31998432,36671.67,6800,"2110"
"104431","2016","8","55","2","PI","DEM","LOCAÇÃO DE AUTOMÓVEIS",21,1313,10,2345694,40599.91,3500,"1260"
"71761","2016","8","55","2","MS","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,878,8,1818937,40170.98,5974.11,"862"
"87614","2016","8","55","2","PB","PTB","PASSAGEM AÉREA",25,1716,12,2835882,41660.7,6627.83,"1067"
"84332","2016","8","55","2","PA","DEM","ASSINATURA DE PUBLICAÇÕES",21,1592,17,5188450,41855.59,228.44,"992"
"164709","2016","8","55","2","SE","PSC","LOCAÇÃO DE AUTOMÓVEIS",13,1292,8,1454165,39767.4,5000,"2023"
"29836","2016","8","55","2","CE","SOLIDARIEDADE","COMBUSTÍVEIS E LUBRIFICANTES",15,1687,22,6271554,42079.91,5717.25,"343"
"72461","2016","8","55","2","MS","PSDB","SERVIÇOS POSTAIS",54,878,8,1818937,40170.98,119.46,"881"
"53645","2016","8","55","2","MA","CIDADANIA","PASSAGEM AÉREA",10,1524,18,4497336,41779.83,11720.9,"677"
"184404","2016","8","55","2","TO","PROS","TELEFONIA",11,620,8,996887,39131.75,2246.87,"2235"
"174772","2016","8","55","2","SP","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",9,873,70,31998432,36671.67,10047,"2078"
"112766","2016","8","55","2","PR","PDT","COMBUSTÍVEIS E LUBRIFICANTES",20,1081,30,7865950,38500,5018.88,"1402"
"18572","2016","8","55","2","BA","PT","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",68,1060,39,10185417,38638.99,423.16,"210"
"18057","2016","8","55","2","BA","PP","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,1060,39,10185417,38638.99,1466.45,"198"
"40692","2016","8","55","2","ES","PCdoB","PASSAGEM AÉREA",10,947,10,2653536,37052.05,4254,"528"
"110018","2016","8","55","2","PR","PL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,1081,30,7865950,38500,1853.74,"1366"
"21237","2016","8","55","2","BA","PCdoB","DIVULGAÇÃO MANDATO",10,1060,39,10185417,38638.99,18070,"266"
"146233","2016","8","55","2","RS","PTB","LOCAÇÃO DE AUTOMÓVEIS",25,1619,31,8392033,40504.04,4776.4,"1782"
"11056","2016","8","55","2","AM","REPUBLICANOS","LOCAÇÃO OU FRETAMENTO DE AERONAVES",21,1932,8,2226891,43198.26,12750,"127"
"33508","2016","8","55","2","CE","MDB","DIVULGAÇÃO MANDATO",65,1687,22,6271554,42079.91,1500,"419"
"30697","2016","8","55","2","CE","PT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,1687,22,6271554,42079.91,1604.7,"366"
"39816","2016","8","55","2","ES","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,947,10,2653536,37052.05,5000,"509"
"52538","2016","8","55","2","MA","DEM","TELEFONIA",21,1524,18,4497336,41779.83,2368.34,"655"
"99168","2016","8","55","2","PE","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,1657,25,6356307,41304.94,1698.51,"1184"
"37202","2016","8","55","2","DF","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,0,8,1897677,30416.8,923.57,"465"
"106887","2016","8","55","2","PI","MDB","TELEFONIA",65,1313,10,2345694,40599.91,1032.09,"1304"
"100811","2016","8","55","2","PE","PROS","COMBUSTÍVEIS E LUBRIFICANTES",11,1657,25,6356307,41304.94,3968.16,"1209"
"137493","2016","8","55","2","RO","DEM","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,1900,8,1127154,43300.63,2339.62,"1673"
"98631","2016","8","55","2","PE","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",15,1657,25,6356307,41304.94,11625.39,"1164"
"40518","2016","8","55","2","ES","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",15,947,10,2653536,37052.05,3068.1,"525"
"183177","2016","8","55","2","TO","REPUBLICANOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",21,620,8,996887,39131.75,283.64,"2207"
"176813","2016","8","55","2","SP","PCdoB","LOCAÇÃO DE AUTOMÓVEIS",10,873,70,31998432,36671.67,4500,"2123"
"120861","2016","8","55","2","RJ","PSDB","PASSAGEM AÉREA",54,933,46,12141145,35388.11,3796.25,"1494"
"74721","2016","8","55","2","MS","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,878,8,1818937,40170.98,331.93,"896"
"39975","2016","8","55","2","ES","PT","MANUTENÇÃO DE ESCRITÓRIO",68,947,10,2653536,37052.05,5467.5,"511"
"49255","2016","8","55","2","GO","PTB","DIVULGAÇÃO MANDATO",25,173,17,4331733,35135.2,12000,"603"
"98990","2016","8","55","2","PE","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1657,25,6356307,41304.94,5723.96,"1183"
"62374","2016","8","55","2","MG","PSL","ASSESSORIA TÉCNICA/JURÍDICA",1,624,53,15248681,35720.85,3627,"789"
"8469","2016","8","55","2","AM","PDT","SERVIÇOS POSTAIS",20,1932,8,2226891,43198.26,3588.56,"103"
"104256","2016","8","55","2","PI","PSD","SERVIÇOS POSTAIS",36,1313,10,2345694,40599.91,1747.45,"1257"
"158620","2016","8","55","2","SC","PSD","TELEFONIA",36,1314,16,4859324,39505.92,1994.28,"1900"
"40344","2016","8","55","2","ES","PCdoB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,947,10,2653536,37052.05,785.5,"519"
"19498","2016","8","55","2","BA","PTB","SERVIÇOS POSTAIS",25,1060,39,10185417,38638.99,1244.19,"228"
"159763","2016","8","55","2","SC","PP","DIVULGAÇÃO MANDATO",38,1314,16,4859324,39505.92,414,"1920"
"29559","2016","8","55","2","CE","PL","TELEFONIA",34,1687,22,6271554,42079.91,3417.77,"340"
"3654","2016","8","55","2","AC","PSDB","ASSINATURA DE PUBLICAÇÕES",54,2246,8,506724,44260.6,721.55,"37"
"158836","2016","8","55","2","SC","PP","PASSAGEM AÉREA",38,1314,16,4859324,39505.92,11042.93,"1903"
"98689","2016","8","55","2","PE","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1657,25,6356307,41304.94,728.46,"1166"
"85380","2016","8","55","2","PA","PSOL","TELEFONIA",5,1592,17,5188450,41855.59,788.02,"1028"
"146910","2016","8","55","2","RS","PDT","LOCAÇÃO DE AUTOMÓVEIS",20,1619,31,8392033,40504.04,17050,"1804"
"84726","2016","8","55","2","PA","DEM","DIVULGAÇÃO MANDATO",21,1592,17,5188450,41855.59,28250,"1005"
"40437","2016","8","55","2","ES","SOLIDARIEDADE","LOCAÇÃO DE AUTOMÓVEIS",15,947,10,2653536,37052.05,5600,"523"
"112554","2016","8","55","2","PR","PSL","PASSAGEM AÉREA",1,1081,30,7865950,38500,10316.55,"1396"
"183329","2016","8","55","2","TO","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,620,8,996887,39131.75,8640.1,"2211"
"69245","2016","8","55","2","MG","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",9,624,53,15248681,35720.85,10457.49,"818"
"10509","2016","8","55","2","AM","REPUBLICANOS","PASSAGEM AÉREA",21,1932,8,2226891,43198.26,5754.59,"113"
"14553","2016","8","55","2","AP","PODEMOS","SERVIÇOS POSTAIS",9,1791,8,455514,43002.92,426.94,"184"
"28991","2016","8","55","2","CE","PSDB","DIVULGAÇÃO MANDATO",54,1687,22,6271554,42079.91,9050,"325"
"114029","2016","8","55","2","PR","PSDB","LOCAÇÃO DE AUTOMÓVEIS",54,1081,30,7865950,38500,8948,"1426"
"102136","2016","8","55","2","PE","PTB","LOCAÇÃO DE AUTOMÓVEIS",25,1657,25,6356307,41304.94,19800,"1231"
"108097","2016","8","55","2","PR","PROS","SERVIÇOS POSTAIS",11,1081,30,7865950,38500,483.36,"1325"
"36808","2016","8","55","2","DF","PL","DIVULGAÇÃO MANDATO",34,0,8,1897677,30416.8,18500,"457"
"36401","2016","8","55","2","DF","PP","DIVULGAÇÃO MANDATO",38,0,8,1897677,30416.8,22500,"449"
"146552","2016","8","55","2","RS","PL","DIVULGAÇÃO MANDATO",34,1619,31,8392033,40504.04,1137.5,"1791"
"1020","2016","8","55","2","AC","PCdoB","LOCAÇÃO OU FRETAMENTO DE AERONAVES",10,2246,8,506724,44260.6,7800,"14"
"18864","2016","8","55","2","BA","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20,1060,39,10185417,38638.99,374,"215"
"114276","2016","8","55","2","PR","PSC","COMBUSTÍVEIS E LUBRIFICANTES",13,1081,30,7865950,38500,1447.68,"1433"
"178296","2016","8","55","2","SP","PCdoB","ASSESSORIA TÉCNICA/JURÍDICA",10,873,70,31998432,36671.67,6660,"2161"
"141919","2016","8","55","2","RR","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,2496,8,299558,45240.67,3423.42,"1742"
"109541","2016","8","55","2","PR","CIDADANIA","DIVULGAÇÃO MANDATO",10,1081,30,7865950,38500,748.9,"1350"
"3674","2016","8","55","2","AC","PSDB","TELEFONIA",54,2246,8,506724,44260.6,1923.47,"38"
"132575","2016","8","55","2","RN","PODEMOS","DIVULGAÇÃO MANDATO",9,1775,8,2327451,42360.13,31000,"1632"
"105507","2016","8","55","2","PI","DEM","PASSAGEM AÉREA",21,1313,10,2345694,40599.91,11194.27,"1279"
"84705","2016","8","55","2","PA","PSOL","PASSAGEM AÉREA",5,1592,17,5188450,41855.59,13941.71,"1003"
"31640","2016","8","55","2","CE","AVANTE","SERVIÇOS POSTAIS",2,1687,22,6271554,42079.91,100.3,"381"
"179119","2016","8","55","2","SP","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,873,70,31998432,36671.67,5927.2,"2181"
"177481","2016","8","55","2","SP","PCdoB","COMBUSTÍVEIS E LUBRIFICANTES",10,873,70,31998432,36671.67,3820.98,"2142"
"177134","2016","8","55","2","SP","PSL","TELEFONIA",1,873,70,31998432,36671.67,1347.08,"2133"
"18064","2016","8","55","2","BA","REPUBLICANOS","SERVIÇOS POSTAIS",21,1060,39,10185417,38638.99,1406.77,"199"
"86745","2016","8","55","2","PA","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1592,17,5188450,41855.59,760,"1051"
"146497","2016","8","55","2","RS","PODEMOS","ASSESSORIA TÉCNICA/JURÍDICA",9,1619,31,8392033,40504.04,8200,"1790"
"62774","2016","8","55","2","MG","SOLIDARIEDADE","TELEFONIA",15,624,53,15248681,35720.85,2278.82,"797"
"103497","2016","8","55","2","PE","PTB","DIVULGAÇÃO MANDATO",25,1657,25,6356307,41304.94,14000,"1254"
"119881","2016","8","55","2","PR","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,1081,30,7865950,38500,1861.92,"1469"
"176749","2016","8","55","2","SP","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,873,70,31998432,36671.67,16265.98,"2119"
"106503","2016","8","55","2","PI","PT","MANUTENÇÃO DE ESCRITÓRIO",68,1313,10,2345694,40599.91,7402.98,"1293"
"10586","2016","8","55","2","AM","DEM","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",21,1932,8,2226891,43198.26,168.33,"116"
"31764","2016","8","55","2","CE","PSD","DIVULGAÇÃO MANDATO",36,1687,22,6271554,42079.91,6000,"385"
"144396","2016","8","55","2","RR","PL","LOCAÇÃO OU FRETAMENTO DE AERONAVES",34,2496,8,299558,45240.67,10000,"1762"
"18818","2016","8","55","2","BA","PATRIOTA","LOCAÇÃO DE AUTOMÓVEIS",5,1060,39,10185417,38638.99,10900,"214"
"40302","2016","8","55","2","ES","PSL","LOCAÇÃO DE AUTOMÓVEIS",1,947,10,2653536,37052.05,3000,"518"
"123006","2016","8","55","2","RJ","PDT","DIVULGAÇÃO MANDATO",20,933,46,12141145,35388.11,12000,"1535"
"120066","2016","8","55","2","RJ","PL","MANUTENÇÃO DE ESCRITÓRIO",34,933,46,12141145,35388.11,27713.03,"1477"
"3961","2016","8","55","2","AC","PSDB","PASSAGEM AÉREA",54,2246,8,506724,44260.6,20969.97,"49"
"84925","2016","8","55","2","PA","PSC","PASSAGEM AÉREA",13,1592,17,5188450,41855.59,15757.14,"1012"
"18363","2016","8","55","2","BA","PTB","MANUTENÇÃO DE ESCRITÓRIO",25,1060,39,10185417,38638.99,8516.39,"207"
"176507","2016","8","55","2","SP","PCdoB","PASSAGEM AÉREA",10,873,70,31998432,36671.67,7645.15,"2113"
"19956","2016","8","55","2","BA","PL","ASSESSORIA TÉCNICA/JURÍDICA",34,1060,39,10185417,38638.99,8470,"237"
"20706","2016","8","55","2","BA","PL","LOCAÇÃO DE AUTOMÓVEIS",34,1060,39,10185417,38638.99,5950,"254"
"141719","2016","8","55","2","RR","PL","PASSAGEM AÉREA",34,2496,8,299558,45240.67,19050.3,"1735"
"61581","2016","8","55","2","MG","PODEMOS","ASSESSORIA TÉCNICA/JURÍDICA",9,624,53,15248681,35720.85,500,"770"
"38313","2016","8","55","2","ES","SOLIDARIEDADE","TELEFONIA",15,947,10,2653536,37052.05,3068.13,"475"
"146632","2016","8","55","2","RS","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,1619,31,8392033,40504.04,5000.82,"1796"
