"","id","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","quantidade","orig.id"
"196035",83923,"2015","3","55","1","SP","PTB","PASSAGEM AÉREA",25,873,70,31998432,36671.67,5843.13,10,"4"
"189083",183537,"2015","3","55","1","SP","PV","MANUTENÇÃO DE ESCRITÓRIO",8,873,70,31998432,36671.67,12820.66,11,"3"
"197651",106389,"2015","3","55","1","SP","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",21,873,70,31998432,36671.67,15216.99,122,"7"
"196391",145753,"2015","3","55","1","SP","SOLIDARIEDADE","TELEFONIA",15,873,70,31998432,36671.67,1673.32,8,"4"
"203725",153812,"2015","3","55","1","TO","DEM","LOCAÇÃO OU FRETAMENTO DE AERONAVES",21,620,8,996887,39131.75,9200,1,"1"
"205604",19041,"2015","3","55","1","TO","MDB","SERVIÇOS POSTAIS",65,620,8,996887,39131.75,64.21,3,"5"
"205269",42811,"2015","3","55","1","TO","PL","PASSAGEM AÉREA",34,620,8,996887,39131.75,6762.21,11,"6"
"205346",37833,"2015","3","55","1","TO","PP","TELEFONIA",38,620,8,996887,39131.75,2480.76,15,"5"
"203987",135033,"2015","3","55","1","TO","PROS","MANUTENÇÃO DE ESCRITÓRIO",11,620,8,996887,39131.75,2258.18,2,"2"
"205552",22560,"2015","3","55","1","TO","PSD","PASSAGEM AÉREA",36,620,8,996887,39131.75,14841.36,22,"5"
"204912",67412,"2015","3","55","1","TO","REPUBLICANOS","PASSAGEM AÉREA",21,620,8,996887,39131.75,1549.62,3,"5"
"1354",195992,"2015","4","55","1","AC","DEM","SERVIÇOS POSTAIS",21,2246,8,506724,44260.6,50.52,1,"3"
"2648",6188,"2015","4","55","1","AC","MDB","LOCAÇÃO OU FRETAMENTO DE AERONAVES",65,2246,8,506724,44260.6,5000,1,"6"
"4359",130663,"2015","4","55","1","AC","PSB","COMBUSTÍVEIS E LUBRIFICANTES",34,2246,8,506724,44260.6,2591.44,10,"7"
"3672",85518,"2015","4","55","1","AC","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,2246,8,506724,44260.6,720,1,"4"
"1270",44431,"2015","4","55","1","AC","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,2246,8,506724,44260.6,334.82,7,"5"
"5092",203067,"2015","4","55","1","AL","AVANTE","DIVULGAÇÃO MANDATO",2,1485,9,1995727,40572.24,20800,1,"1"
"8858",175275,"2015","4","55","1","AL","PDT","TELEFONIA",20,1485,9,1995727,40572.24,1365.58,10,"8"
"4692",143496,"2015","4","55","1","AL","PL","TELEFONIA",34,1485,9,1995727,40572.24,3329.5,14,"1"
"5292",32854,"2015","4","55","1","AL","PODEMOS","SERVIÇOS POSTAIS",9,1485,9,1995727,40572.24,29.35,2,"3"
"4537",72740,"2015","4","55","1","AL","PP","TELEFONIA",38,1485,9,1995727,40572.24,1965.74,13,"2"
"4911",171587,"2015","4","55","1","AL","PSB","PASSAGEM AÉREA",34,1485,9,1995727,40572.24,3026.82,17,"2"
"8872",98763,"2015","4","55","1","AL","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1485,9,1995727,40572.24,3680.43,26,"7"
"8294",164267,"2015","4","55","1","AL","PSDB","DIVULGAÇÃO MANDATO",54,1485,9,1995727,40572.24,9000,2,"7"
"4688",102407,"2015","4","55","1","AL","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,1485,9,1995727,40572.24,2998.5,47,"2"
"11779",164252,"2015","4","55","1","AM","DEM","LOCAÇÃO DE AUTOMÓVEIS",21,1932,8,2226891,43198.26,6500,1,"6"
"9429",1372,"2015","4","55","1","AM","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,1932,8,2226891,43198.26,5400,1,"3"
"12281",131493,"2015","4","55","1","AM","PDT","ASSESSORIA TÉCNICA/JURÍDICA",20,1932,8,2226891,43198.26,6200,2,"5"
"12333",131110,"2015","4","55","1","AM","PL","MANUTENÇÃO DE ESCRITÓRIO",34,1932,8,2226891,43198.26,3519.54,3,"4"
"12449",36179,"2015","4","55","1","AM","PP","PASSAGEM AÉREA",38,1932,8,2226891,43198.26,10677.82,8,"4"
"9046",30194,"2015","4","55","1","AM","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1932,8,2226891,43198.26,3101.7,2,"1"
"9004",99152,"2015","4","55","1","AM","REPUBLICANOS","PASSAGEM AÉREA",21,1932,8,2226891,43198.26,8229.6,14,"1"
"14253",66709,"2015","4","55","1","AP","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1791,8,455514,43002.92,3972.41,2,"3"
"14860",200893,"2015","4","55","1","AP","PCdoB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,1791,8,455514,43002.92,422.72,3,"2"
"14975",94235,"2015","4","55","1","AP","PDT","TELEFONIA",20,1791,8,455514,43002.92,783.55,10,"4"
"15756",112799,"2015","4","55","1","AP","PL","MANUTENÇÃO DE ESCRITÓRIO",34,1791,8,455514,43002.92,26790,7,"5"
"15937",35502,"2015","4","55","1","AP","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",9,1791,8,455514,43002.92,1053.8,10,"4"
"15837",129183,"2015","4","55","1","AP","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1791,8,455514,43002.92,25300,8,"5"
"14877",139064,"2015","4","55","1","AP","PSB","TELEFONIA",34,1791,8,455514,43002.92,1194.79,11,"4"
"14791",197481,"2015","4","55","1","AP","PSD","PASSAGEM AÉREA",36,1791,8,455514,43002.92,8121.79,11,"3"
"22937",42488,"2015","4","55","1","BA","DEM","DIVULGAÇÃO MANDATO",21,1060,39,10185417,38638.99,28250,4,"7"
"24248",146625,"2015","4","55","1","BA","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,1060,39,10185417,38638.99,4900,11,"6"
"25007",37039,"2015","4","55","1","BA","PATRIOTA","LOCAÇÃO DE AUTOMÓVEIS",5,1060,39,10185417,38638.99,5045,2,"6"
"21080",61150,"2015","4","55","1","BA","PCdoB","LOCAÇÃO DE AUTOMÓVEIS",10,1060,39,10185417,38638.99,11700,3,"2"
"24224",90046,"2015","4","55","1","BA","PDT","COMBUSTÍVEIS E LUBRIFICANTES",20,1060,39,10185417,38638.99,4898.99,13,"5"
"22580",25315,"2015","4","55","1","BA","PL","DIVULGAÇÃO MANDATO",34,1060,39,10185417,38638.99,11508,3,"7"
"24389",57368,"2015","4","55","1","BA","PODEMOS","TELEFONIA",9,1060,39,10185417,38638.99,2590.8,12,"6"
"20458",61988,"2015","4","55","1","BA","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,1060,39,10185417,38638.99,30000,4,"3"
"22790",173036,"2015","4","55","1","BA","PSB","MANUTENÇÃO DE ESCRITÓRIO",34,1060,39,10185417,38638.99,8917.19,5,"6"
"24656",143761,"2015","4","55","1","BA","PSC","TELEFONIA",13,1060,39,10185417,38638.99,520.25,8,"4"
"21145",98394,"2015","4","55","1","BA","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1060,39,10185417,38638.99,383.75,2,"2"
"26109",15401,"2015","4","55","1","BA","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1060,39,10185417,38638.99,132.83,1,"10"
"25518",51466,"2015","4","55","1","BA","PT","DIVULGAÇÃO MANDATO",68,1060,39,10185417,38638.99,65821.4,16,"13"
"25600",135006,"2015","4","55","1","BA","PTB","SERVIÇOS POSTAIS",25,1060,39,10185417,38638.99,140.58,4,"8"
"25895",63715,"2015","4","55","1","BA","REPUBLICANOS","PASSAGEM AÉREA",21,1060,39,10185417,38638.99,13146.72,37,"8"
"35330",51879,"2015","4","55","1","CE","AVANTE","ASSESSORIA TÉCNICA/JURÍDICA",2,1687,22,6271554,42079.91,5000,1,"2"
"34048",6574,"2015","4","55","1","CE","DEM","TELEFONIA",21,1687,22,6271554,42079.91,4112.41,22,"3"
"34039",116452,"2015","4","55","1","CE","MDB","ASSESSORIA TÉCNICA/JURÍDICA",65,1687,22,6271554,42079.91,6000,1,"4"
"32874",17659,"2015","4","55","1","CE","PCdoB","SERVIÇOS POSTAIS",10,1687,22,6271554,42079.91,128.37,3,"2"
"37385",32905,"2015","4","55","1","CE","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",20,1687,22,6271554,42079.91,1740.17,21,"10"
"37840",82111,"2015","4","55","1","CE","PL","COMBUSTÍVEIS E LUBRIFICANTES",34,1687,22,6271554,42079.91,4436.69,8,"4"
"37650",30312,"2015","4","55","1","CE","PODEMOS","PASSAGEM AÉREA",9,1687,22,6271554,42079.91,9257.25,15,"9"
"34148",49,"2015","4","55","1","CE","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1687,22,6271554,42079.91,1300,1,"1"
"36285",42723,"2015","4","55","1","CE","PROS","PASSAGEM AÉREA",11,1687,22,6271554,42079.91,13667.01,13,"3"
"33366",119438,"2015","4","55","1","CE","PSB","TELEFONIA",34,1687,22,6271554,42079.91,3239.11,8,"4"
"35305",52098,"2015","4","55","1","CE","PSD","TELEFONIA",36,1687,22,6271554,42079.91,879.31,7,"2"
"35189",57220,"2015","4","55","1","CE","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1687,22,6271554,42079.91,3549.06,6,"4"
"34037",116454,"2015","4","55","1","CE","PT","SERVIÇOS POSTAIS",68,1687,22,6271554,42079.91,685.91,15,"4"
"37446",32200,"2015","4","55","1","CE","PTB","TELEFONIA",25,1687,22,6271554,42079.91,2345.99,7,"6"
"32434",123619,"2015","4","55","1","CE","REPUBLICANOS","PASSAGEM AÉREA",21,1687,22,6271554,42079.91,7490.35,15,"1"
"35443",50844,"2015","4","55","1","CE","SOLIDARIEDADE","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",15,1687,22,6271554,42079.91,50.63,1,"2"
"40057",83832,"2015","4","55","1","DF","DEM","DIVULGAÇÃO MANDATO",21,0,8,1897677,30416.8,21770,2,"1"
"40451",200611,"2015","4","55","1","DF","PL","ASSESSORIA TÉCNICA/JURÍDICA",34,0,8,1897677,30416.8,20000,2,"2"
"41805",182410,"2015","4","55","1","DF","PODEMOS","TELEFONIA",9,0,8,1897677,30416.8,2147.51,10,"5"
"42010",107592,"2015","4","55","1","DF","PP","SERVIÇOS POSTAIS",38,0,8,1897677,30416.8,21.95,2,"5"
"41875",105724,"2015","4","55","1","DF","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,0,8,1897677,30416.8,2051.66,13,"6"
"41088",75480,"2015","4","55","1","DF","PSDB","TELEFONIA",54,0,8,1897677,30416.8,1890.14,8,"2"
"41044",33452,"2015","4","55","1","DF","PT","SERVIÇOS POSTAIS",68,0,8,1897677,30416.8,107.11,5,"4"
"41443",108433,"2015","4","55","1","DF","SOLIDARIEDADE","TELEFONIA",15,0,8,1897677,30416.8,1098.32,6,"4"
"43586",33161,"2015","4","55","1","ES","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,947,10,2653536,37052.05,3470.56,7,"1"
"45848",48202,"2015","4","55","1","ES","PCdoB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",10,947,10,2653536,37052.05,33.47,1,"8"
"44584",168048,"2015","4","55","1","ES","PDT","MANUTENÇÃO DE ESCRITÓRIO",20,947,10,2653536,37052.05,3416.49,5,"3"
"44676",52429,"2015","4","55","1","ES","PP","SERVIÇOS POSTAIS",38,947,10,2653536,37052.05,541.99,16,"6"
"45978",64354,"2015","4","55","1","ES","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,947,10,2653536,37052.05,3000,1,"7"
"45641",32359,"2015","4","55","1","ES","PSDB","PASSAGEM AÉREA",54,947,10,2653536,37052.05,8474.8,5,"8"
"45503",72926,"2015","4","55","1","ES","PSL","MANUTENÇÃO DE ESCRITÓRIO",1,947,10,2653536,37052.05,2235.39,5,"5"
"43342",103242,"2015","4","55","1","ES","PT","MANUTENÇÃO DE ESCRITÓRIO",68,947,10,2653536,37052.05,6045.47,7,"3"
"45108",112562,"2015","4","55","1","ES","SOLIDARIEDADE","LOCAÇÃO DE AUTOMÓVEIS",15,947,10,2653536,37052.05,5000,2,"6"
"51860",56645,"2015","4","55","1","GO","CIDADANIA","COMBUSTÍVEIS E LUBRIFICANTES",10,173,17,4331733,35135.2,4308.5,26,"2"
"54870",76394,"2015","4","55","1","GO","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,173,17,4331733,35135.2,7040,1,"10"
"53694",190691,"2015","4","55","1","GO","PDT","ASSESSORIA TÉCNICA/JURÍDICA",20,173,17,4331733,35135.2,12050,1,"5"
"52275",41392,"2015","4","55","1","GO","PL","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,173,17,4331733,35135.2,80,1,"5"
"54226",99854,"2015","4","55","1","GO","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,173,17,4331733,35135.2,78,2,"12"
"51701",177625,"2015","4","55","1","GO","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,173,17,4331733,35135.2,2125,6,"1"
"51907",102893,"2015","4","55","1","GO","PSL","SERVIÇOS POSTAIS",1,173,17,4331733,35135.2,27.9,5,"1"
"52625",112309,"2015","4","55","1","GO","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,173,17,4331733,35135.2,4437.59,1,"3"
"52927",191123,"2015","4","55","1","GO","PTB","COMBUSTÍVEIS E LUBRIFICANTES",25,173,17,4331733,35135.2,4900,2,"5"
"54240",11001,"2015","4","55","1","GO","REPUBLICANOS","PASSAGEM AÉREA",21,173,17,4331733,35135.2,4766.52,10,"5"
"53608",62747,"2015","4","55","1","GO","SOLIDARIEDADE","TELEFONIA",15,173,17,4331733,35135.2,462.56,7,"4"
"56117",78990,"2015","4","55","1","MA","CIDADANIA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,1524,18,4497336,41779.83,231.81,4,"1"
"57919",144749,"2015","4","55","1","MA","DEM","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,1524,18,4497336,41779.83,753,9,"4"
"59248",60358,"2015","4","55","1","MA","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,1524,18,4497336,41779.83,18731.5,3,"6"
"57785",178699,"2015","4","55","1","MA","PATRIOTA","ASSESSORIA TÉCNICA/JURÍDICA",5,1524,18,4497336,41779.83,5000,1,"7"
"55738",102542,"2015","4","55","1","MA","PCdoB","SERVIÇOS POSTAIS",10,1524,18,4497336,41779.83,161.38,4,"1"
"60300",98835,"2015","4","55","1","MA","PDT","LOCAÇÃO DE AUTOMÓVEIS",20,1524,18,4497336,41779.83,6669.1,1,"9"
"58468",175724,"2015","4","55","1","MA","PODEMOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",9,1524,18,4497336,41779.83,2449.6,2,"2"
"58455",189964,"2015","4","55","1","MA","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1524,18,4497336,41779.83,17252.5,4,"5"
"57653",204228,"2015","4","55","1","MA","PSDB","ASSESSORIA TÉCNICA/JURÍDICA",54,1524,18,4497336,41779.83,3600,1,"2"
"59752",49712,"2015","4","55","1","MA","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,1524,18,4497336,41779.83,1133.3,28,"6"
"59862",113227,"2015","4","55","1","MA","PTB","COMBUSTÍVEIS E LUBRIFICANTES",25,1524,18,4497336,41779.83,4835.5,1,"6"
"57021",117893,"2015","4","55","1","MA","PV","MANUTENÇÃO DE ESCRITÓRIO",8,1524,18,4497336,41779.83,983.63,3,"3"
"58068",32521,"2015","4","55","1","MA","REPUBLICANOS","SERVIÇOS POSTAIS",21,1524,18,4497336,41779.83,192.72,3,"4"
"63910",66770,"2015","4","55","1","MG","AVANTE","MANUTENÇÃO DE ESCRITÓRIO",2,624,53,15248681,35720.85,6424.03,3,"1"
"78829",56902,"2015","4","55","1","MG","DEM","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",21,624,53,15248681,35720.85,7800,1,"11"
"79204",115031,"2015","4","55","1","MG","MDB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",65,624,53,15248681,35720.85,364.3,2,"10"
"68925",157873,"2015","4","55","1","MG","PCdoB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,624,53,15248681,35720.85,59.4,1,"8"
"69503",193780,"2015","4","55","1","MG","PDT","PASSAGEM AÉREA",20,624,53,15248681,35720.85,19639,63,"9"
"66180",9470,"2015","4","55","1","MG","PL","MANUTENÇÃO DE ESCRITÓRIO",34,624,53,15248681,35720.85,23385.37,32,"6"
"78815",62420,"2015","4","55","1","MG","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",9,624,53,15248681,35720.85,15893.33,4,"8"
"65113",71467,"2015","4","55","1","MG","PP","ASSINATURA DE PUBLICAÇÕES",38,624,53,15248681,35720.85,24.9,1,"2"
"77825",55387,"2015","4","55","1","MG","PROS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",11,624,53,15248681,35720.85,40,1,"10"
"79545",56789,"2015","4","55","1","MG","PSB","PASSAGEM AÉREA",34,624,53,15248681,35720.85,8781.7,28,"10"
"66727",177359,"2015","4","55","1","MG","PSD","PASSAGEM AÉREA",36,624,53,15248681,35720.85,42233.39,170,"6"
"69812",113058,"2015","4","55","1","MG","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,624,53,15248681,35720.85,17868.12,103,"7"
"66474",197698,"2015","4","55","1","MG","PSL","MANUTENÇÃO DE ESCRITÓRIO",1,624,53,15248681,35720.85,120,1,"4"
"69518",166565,"2015","4","55","1","MG","PT","LOCAÇÃO OU FRETAMENTO DE AERONAVES",68,624,53,15248681,35720.85,11200,1,"9"
"68572",23367,"2015","4","55","1","MG","SOLIDARIEDADE","LOCAÇÃO DE AUTOMÓVEIS",15,624,53,15248681,35720.85,8960,2,"3"
"81107",63776,"2015","4","55","1","MS","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,878,8,1818937,40170.98,11152.06,12,"5"
"80634",152615,"2015","4","55","1","MS","MDB","SERVIÇOS POSTAIS",65,878,8,1818937,40170.98,371.81,3,"4"
"83953",66000,"2015","4","55","1","MS","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",20,878,8,1818937,40170.98,128,1,"11"
"80293",171319,"2015","4","55","1","MS","PSB","DIVULGAÇÃO MANDATO",34,878,8,1818937,40170.98,600,1,"2"
"81415",27324,"2015","4","55","1","MS","PSDB","TELEFONIA",54,878,8,1818937,40170.98,3279.49,13,"4"
"80253",111105,"2015","4","55","1","MS","PT","PASSAGEM AÉREA",68,878,8,1818937,40170.98,19519.23,48,"2"
"84134",149724,"2015","4","55","1","MT","DEM","SERVIÇOS POSTAIS",21,873,8,2189703,39056.17,108.94,4,"1"
"87963",194975,"2015","4","55","1","MT","MDB","DIVULGAÇÃO MANDATO",65,873,8,2189703,39056.17,22000,3,"11"
"87586",64427,"2015","4","55","1","MT","PP","PASSAGEM AÉREA",38,873,8,2189703,39056.17,6225.61,19,"6"
"85136",79799,"2015","4","55","1","MT","PSDB","SERVIÇOS POSTAIS",54,873,8,2189703,39056.17,243.27,5,"3"
"84183",184068,"2015","4","55","1","MT","PSL","PASSAGEM AÉREA",1,873,8,2189703,39056.17,5581.04,15,"1"
"85055",142820,"2015","4","55","1","MT","PT","TELEFONIA",68,873,8,2189703,39056.17,3563.14,14,"5"
"88102",27558,"2015","4","55","1","MT","REPUBLICANOS","PASSAGEM AÉREA",21,873,8,2189703,39056.17,3980.92,7,"9"
"89283",139679,"2015","4","55","1","PA","CIDADANIA","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,1592,17,5188450,41855.59,961,1,"2"
"90086",67156,"2015","4","55","1","PA","DEM","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,1592,17,5188450,41855.59,313.5,4,"2"
"96397",61030,"2015","4","55","1","PA","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1592,17,5188450,41855.59,4372.76,8,"9"
"95907",48660,"2015","4","55","1","PA","PL","SERVIÇOS POSTAIS",34,1592,17,5188450,41855.59,22.51,1,"5"
"94387",107378,"2015","4","55","1","PA","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,1592,17,5188450,41855.59,4254.31,2,"2"
"96528",13679,"2015","4","55","1","PA","PP","DIVULGAÇÃO MANDATO",38,1592,17,5188450,41855.59,10280,2,"8"
"89587",193476,"2015","4","55","1","PA","PSC","PASSAGEM AÉREA",13,1592,17,5188450,41855.59,5724.75,13,"2"
"96394",83527,"2015","4","55","1","PA","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1592,17,5188450,41855.59,6337.39,7,"7"
"94161",155276,"2015","4","55","1","PA","PSDB","PASSAGEM AÉREA",54,1592,17,5188450,41855.59,20896.64,52,"3"
"94397",31630,"2015","4","55","1","PA","PSOL","TELEFONIA",5,1592,17,5188450,41855.59,646.1,7,"5"
"89151",145489,"2015","4","55","1","PA","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,1592,17,5188450,41855.59,5118.51,2,"1"
"96654",40518,"2015","4","55","1","PA","PTB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",25,1592,17,5188450,41855.59,7294,1,"9"
"95583",110697,"2015","4","55","1","PA","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",15,1592,17,5188450,41855.59,4500,1,"3"
"98787",52544,"2015","4","55","1","PB","DEM","ASSESSORIA TÉCNICA/JURÍDICA",21,1716,12,2835882,41660.7,8000,1,"5"
"99233",64699,"2015","4","55","1","PB","MDB","PASSAGEM AÉREA",65,1716,12,2835882,41660.7,26900.69,62,"2"
"97087",166402,"2015","4","55","1","PB","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20,1716,12,2835882,41660.7,1778.64,1,"1"
"100333",96991,"2015","4","55","1","PB","PL","MANUTENÇÃO DE ESCRITÓRIO",34,1716,12,2835882,41660.7,500,1,"6"
"99630",129225,"2015","4","55","1","PB","PP","TELEFONIA",38,1716,12,2835882,41660.7,1287.87,6,"5"
"99890",83972,"2015","4","55","1","PB","PSB","TELEFONIA",34,1716,12,2835882,41660.7,1842.04,11,"4"
"98639",171806,"2015","4","55","1","PB","PSD","LOCAÇÃO DE AUTOMÓVEIS",36,1716,12,2835882,41660.7,9500,2,"3"
"99001",137576,"2015","4","55","1","PB","PSDB","DIVULGAÇÃO MANDATO",54,1716,12,2835882,41660.7,6500,2,"3"
"97533",16739,"2015","4","55","1","PB","PT","SERVIÇOS POSTAIS",68,1716,12,2835882,41660.7,816.21,10,"2"
"100058",89046,"2015","4","55","1","PB","PTB","DIVULGAÇÃO MANDATO",25,1716,12,2835882,41660.7,14100,7,"9"
"97808",153538,"2015","4","55","1","PB","REPUBLICANOS","DIVULGAÇÃO MANDATO",21,1716,12,2835882,41660.7,7300,3,"3"
"109661",155895,"2015","4","55","1","PE","AVANTE","TELEFONIA",2,1657,25,6356307,41304.94,3878.26,31,"2"
"109008",165808,"2015","4","55","1","PE","CIDADANIA","COMBUSTÍVEIS E LUBRIFICANTES",10,1657,25,6356307,41304.94,4739.14,40,"1"
"110423",10531,"2015","4","55","1","PE","DEM","ASSINATURA DE PUBLICAÇÕES",21,1657,25,6356307,41304.94,454,1,"1"
"113388",141942,"2015","4","55","1","PE","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,1657,25,6356307,41304.94,2269.53,4,"8"
"112953",180732,"2015","4","55","1","PE","PATRIOTA","TELEFONIA",5,1657,25,6356307,41304.94,1737.43,9,"4"
"112579",80499,"2015","4","55","1","PE","PCdoB","DIVULGAÇÃO MANDATO",10,1657,25,6356307,41304.94,1500,1,"7"
"111946",191984,"2015","4","55","1","PE","PDT","TELEFONIA",20,1657,25,6356307,41304.94,4491.15,22,"3"
"112923",198826,"2015","4","55","1","PE","PL","TELEFONIA",34,1657,25,6356307,41304.94,2377.48,12,"5"
"112719",30082,"2015","4","55","1","PE","PODEMOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",9,1657,25,6356307,41304.94,355.53,5,"4"
"110505",82113,"2015","4","55","1","PE","PP","PASSAGEM AÉREA",38,1657,25,6356307,41304.94,50026.69,132,"6"
"113476",7058,"2015","4","55","1","PE","PROS","PASSAGEM AÉREA",11,1657,25,6356307,41304.94,11555.75,25,"8"
"110399",117211,"2015","4","55","1","PE","PSB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,1657,25,6356307,41304.94,1248.55,18,"3"
"110392",186760,"2015","4","55","1","PE","PSDB","TELEFONIA",54,1657,25,6356307,41304.94,4867.73,16,"4"
"110935",7539,"2015","4","55","1","PE","PTB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",25,1657,25,6356307,41304.94,1010.55,14,"4"
"110318",68595,"2015","4","55","1","PE","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",15,1657,25,6356307,41304.94,7834.85,7,"4"
"116441",30365,"2015","4","55","1","PI","DEM","SERVIÇOS POSTAIS",21,1313,10,2345694,40599.91,253.38,6,"2"
"116150",79597,"2015","4","55","1","PI","MDB","DIVULGAÇÃO MANDATO",65,1313,10,2345694,40599.91,30000,1,"1"
"119707",44582,"2015","4","55","1","PI","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",9,1313,10,2345694,40599.91,2200,1,"7"
"116306",178912,"2015","4","55","1","PI","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,1313,10,2345694,40599.91,191,1,"2"
"117251",64820,"2015","4","55","1","PI","PSB","DIVULGAÇÃO MANDATO",34,1313,10,2345694,40599.91,9200,2,"6"
"118797",146378,"2015","4","55","1","PI","PSD","LOCAÇÃO DE AUTOMÓVEIS",36,1313,10,2345694,40599.91,9000,2,"4"
"116526",129271,"2015","4","55","1","PI","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,1313,10,2345694,40599.91,4874.42,5,"5"
"119592",182380,"2015","4","55","1","PI","PTB","LOCAÇÃO DE AUTOMÓVEIS",25,1313,10,2345694,40599.91,1830,1,"7"
"127938",140446,"2015","4","55","1","PR","CIDADANIA","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,1081,30,7865950,38500,847.45,6,"10"
"124773",54485,"2015","4","55","1","PR","DEM","SERVIÇOS POSTAIS",21,1081,30,7865950,38500,109.84,3,"6"
"125806",89003,"2015","4","55","1","PR","MDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",65,1081,30,7865950,38500,2024.07,10,"7"
"127447",47621,"2015","4","55","1","PR","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20,1081,30,7865950,38500,462.2,3,"8"
"124789",180943,"2015","4","55","1","PR","PL","LOCAÇÃO DE AUTOMÓVEIS",34,1081,30,7865950,38500,750,1,"7"
"127967",173755,"2015","4","55","1","PR","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",9,1081,30,7865950,38500,5200,1,"10"
"123871",95231,"2015","4","55","1","PR","PP","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",38,1081,30,7865950,38500,7771.74,16,"6"
