"","id","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","quantidade","orig.id"
"155209",36735,"2019","8","56","1","RO","PSB","COMBUSTÍVEIS E LUBRIFICANTES",32,1900,8,1175733,43300.63,1694.71,12,"37"
"157653",35593,"2019","8","56","1","RR","PP","TELEFONIA",38,2496,8,333464,45240.67,96.23,1,"18"
"161461",202663,"2019","8","56","1","RS","PT","LOCAÇÃO DE AUTOMÓVEIS",54,1619,31,8354732,40504.04,18620.23,9,"16"
"170557",60928,"2019","8","56","1","RS","PODEMOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",17,1619,31,8354732,40504.04,170.9,5,"79"
"173399",90157,"2019","8","56","1","SC","PSD","COMBUSTÍVEIS E LUBRIFICANTES",35,1314,16,5070212,39505.92,9149.37,35,"12"
"175114",48472,"2019","8","56","1","SC","NOVO","TELEFONIA",8,1314,16,5070212,39505.92,10.91,1,"63"
"183703",38741,"2019","8","56","1","SE","PSD","SERVIÇOS POSTAIS",35,1292,8,1577058,39767.4,61.88,1,"12"
"192299",94382,"2019","8","56","1","SP","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,873,70,33040411,36671.67,13224.47,94,"113"
"192777",25596,"2019","8","56","1","SP","PROS","SERVIÇOS POSTAIS",8,873,70,33040411,36671.67,106.59,2,"126"
"200531",184479,"2019","8","56","1","SP","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",29,873,70,33040411,36671.67,703.23,4,"147"
"202067",61635,"2019","8","56","1","TO","MDB","ASSESSORIA TÉCNICA/JURÍDICA",34,620,8,1039439,39131.75,20000,1,"24"
"503",177334,"2019","9","56","1","AC","MDB","LOCAÇÃO DE AUTOMÓVEIS",34,2246,8,547680,44260.6,5744.92,2,"8"
"6224",8241,"2019","9","56","1","AL","PSB","SERVIÇOS POSTAIS",32,1485,9,2187967,40572.24,90.46,3,"16"
"9607",4575,"2019","9","56","1","AM","SOLIDARIEDADE","PASSAGEM AÉREA",13,1932,8,2428098,43198.26,9777.24,16,"2"
"13225",123944,"2019","9","56","1","AP","PL","MANUTENÇÃO DE ESCRITÓRIO",33,1791,8,512110,43002.92,3000,1,"14"
"28090",92384,"2019","9","56","1","BA","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,1060,39,10393170,38638.99,1795.19,46,"85"
"29317",37072,"2019","9","56","1","BA","UNIÃO","PASSAGEM AÉREA",52,1060,39,10393170,38638.99,72341.12,90,"121"
"31048",40269,"2019","9","56","1","CE","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",29,1687,22,6344483,42079.91,456.86,1,"33"
"39847",145033,"2019","9","56","1","DF","PL","SERVIÇOS POSTAIS",33,0,8,2084356,30416.8,79.65,2,"29"
"42425",196741,"2019","9","56","1","ES","PSB","PASSAGEM AÉREA",32,947,10,2754728,37052.05,11070.23,18,"7"
"50022",110796,"2019","9","56","1","GO","PDT","COMBUSTÍVEIS E LUBRIFICANTES",28,173,17,4454497,35135.2,4726.66,25,"54"
"49989",147644,"2019","9","56","1","GO","SOLIDARIEDADE","SERVIÇOS POSTAIS",13,173,17,4454497,35135.2,80.81,1,"53"
"60945",56648,"2019","9","56","1","MA","MDB","TELEFONIA",34,1524,18,4537237,41779.83,1365.87,9,"27"
"63594",144031,"2019","9","56","1","MA","UNIÃO","DIVULGAÇÃO MANDATO",52,1524,18,4537237,41779.83,13500,2,"89"
"67465",160023,"2019","9","56","1","MG","PODEMOS","TELEFONIA",17,624,53,15700966,35720.85,780.02,3,"27"
"74011",189261,"2019","9","56","1","MG","PATRIOTA","TELEFONIA",9,624,53,15700966,35720.85,1438.85,5,"121"
"71187",107982,"2019","9","56","1","MG","PL","TELEFONIA",33,624,53,15700966,35720.85,3985.83,23,"51"
"82063",159036,"2019","9","56","1","MS","PL","PASSAGEM AÉREA",33,878,8,1877982,40170.98,7337.1,10,"15"
"86570",8052,"2019","9","56","1","MT","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,873,8,2330281,39056.17,436.08,13,"34"
"93407",83844,"2019","9","56","1","PA","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1592,17,5499283,41855.59,10377.09,4,"77"
"93228",113488,"2019","9","56","1","PA","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",30,1592,17,5499283,41855.59,5313.58,9,"73"
"100857",102915,"2019","9","56","1","PB","PL","COMBUSTÍVEIS E LUBRIFICANTES",33,1716,12,2867649,41660.7,1483.15,12,"1"
"105547",61693,"2019","9","56","1","PE","SOLIDARIEDADE","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",13,1657,25,6570072,41304.94,82,1,"51"
"107958",141170,"2019","9","56","1","PE","PT","DIVULGAÇÃO MANDATO",54,1657,25,6570072,41304.94,210,1,"117"
"115308",104731,"2019","9","56","1","PI","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,1313,10,2370894,40599.91,20000,3,"4"
"129550",157548,"2019","9","56","1","PR","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,1081,30,7971087,38500,15000,3,"55"
"122864",171835,"2019","9","56","1","PR","PT","COMBUSTÍVEIS E LUBRIFICANTES",54,1081,30,7971087,38500,14611.88,47,"4"
"142873",141882,"2019","9","56","1","RJ","PSD","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",35,933,46,12408340,35388.11,1565.59,34,"61"
"146073",110054,"2019","9","56","1","RJ","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",35,933,46,12408340,35388.11,1328.99,70,"140"
"148469",63801,"2019","9","56","1","RN","UNIÃO","SERVIÇOS POSTAIS",52,1775,8,2373619,42360.13,501.26,9,"18"
"151929",183130,"2019","9","56","1","RO","PL","DIVULGAÇÃO MANDATO",33,1900,8,1175733,43300.63,45250,15,"12"
"157497",40352,"2019","9","56","1","RR","REDE","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",1,2496,8,333464,45240.67,191.79,9,"17"
"161270",9495,"2019","9","56","1","RS","NOVO","TELEFONIA",8,1619,31,8354732,40504.04,113.62,1,"15"
"171981",84007,"2019","9","56","1","RS","PSD","SERVIÇOS POSTAIS",35,1619,31,8354732,40504.04,351.37,4,"118"
"180271",200354,"2019","9","56","1","SC","CIDADANIA","SERVIÇOS POSTAIS",8,1314,16,5070212,39505.92,92.86,2,"82"
"173966",18656,"2019","9","56","1","SC","PT","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1314,16,5070212,39505.92,188.4,6,"20"
"184373",183957,"2019","9","56","1","SE","PT","PASSAGEM AÉREA",54,1292,8,1577058,39767.4,17495.21,22,"31"
"191329",153438,"2019","9","56","1","SP","PSOL","SERVIÇOS POSTAIS",10,873,70,33040411,36671.67,298.59,6,"96"
"189974",66060,"2019","9","56","1","SP","PP","PASSAGEM AÉREA",38,873,70,33040411,36671.67,15854.63,10,"68"
"192281",21229,"2019","9","56","1","SP","PSB","COMBUSTÍVEIS E LUBRIFICANTES",32,873,70,33040411,36671.67,4188.38,28,"122"
"203154",155885,"2019","9","56","1","TO","PT","DIVULGAÇÃO MANDATO",54,620,8,1039439,39131.75,5276,4,"50"
"2793",76505,"2019","10","56","1","AC","PDT","LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES",28,2246,8,547680,44260.6,2000,1,"43"
"7339",178698,"2019","10","56","1","AL","PT","MANUTENÇÃO DE ESCRITÓRIO",54,1485,9,2187967,40572.24,4696.96,7,"43"
"10368",150238,"2019","10","56","1","AM","REPUBLICANOS","SERVIÇOS POSTAIS",30,1932,8,2428098,43198.26,14000.32,3,"22"
"16831",170516,"2019","10","56","1","AP","PCdoB","ASSESSORIA TÉCNICA/JURÍDICA",10,1791,8,512110,43002.92,41860,1,"33"
"19204",70218,"2019","10","56","1","BA","AVANTE","COMBUSTÍVEIS E LUBRIFICANTES",7,1060,39,10393170,38638.99,8559.45,28,"34"
"29787",49075,"2019","10","56","1","BA","PT","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",54,1060,39,10393170,38638.99,108.53,4,"126"
"31061",146055,"2019","10","56","1","CE","REPUBLICANOS","TELEFONIA",30,1687,22,6344483,42079.91,66.19,2,"28"
"32074",50760,"2019","10","56","1","CE","PT","ASSESSORIA TÉCNICA/JURÍDICA",54,1687,22,6344483,42079.91,13375,2,"62"
"38803",13735,"2019","10","56","1","DF","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,0,8,2084356,30416.8,16000,1,"4"
"42322",59770,"2019","10","56","1","ES","PTB","MANUTENÇÃO DE ESCRITÓRIO",10,947,10,2754728,37052.05,2849.82,4,"5"
"49194",23409,"2019","10","56","1","GO","MDB","LOCAÇÃO DE AUTOMÓVEIS",34,173,17,4454497,35135.2,5000,1,"37"
"49051",170923,"2019","10","56","1","GO","PSD","COMBUSTÍVEIS E LUBRIFICANTES",35,173,17,4454497,35135.2,6000,19,"34"
"62726",57610,"2019","10","56","1","MA","PATRIOTA","PASSAGEM AÉREA",9,1524,18,4537237,41779.83,3903.82,5,"72"
"62665",49726,"2019","10","56","1","MA","PATRIOTA","LOCAÇÃO DE AUTOMÓVEIS",9,1524,18,4537237,41779.83,2788,1,"71"
"74081",173867,"2019","10","56","1","MG","PSDB","PASSAGEM AÉREA",29,624,53,15700966,35720.85,35143.23,52,"116"
"75674",194987,"2019","10","56","1","MG","REPUBLICANOS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30,624,53,15700966,35720.85,1666.2,40,"158"
"72617",184590,"2019","10","56","1","MG","PV","LOCAÇÃO DE AUTOMÓVEIS",4,624,53,15700966,35720.85,8900,2,"83"
"79756",87434,"2019","10","56","1","MS","UNIÃO","PASSAGEM AÉREA",52,878,8,1877982,40170.98,7145.7,8,"1"
"85439",142965,"2019","10","56","1","MT","PL","MANUTENÇÃO DE ESCRITÓRIO",33,873,8,2330281,39056.17,1099,4,"5"
"92636",52136,"2019","10","56","1","PA","UNIÃO","TELEFONIA",52,1592,17,5499283,41855.59,734.29,3,"53"
"91774",99632,"2019","10","56","1","PA","PT","PASSAGEM AÉREA",54,1592,17,5499283,41855.59,31813.66,38,"34"
"102763",21069,"2019","10","56","1","PB","PL","TELEFONIA",33,1716,12,2867649,41660.7,719.83,3,"44"
"106450",161751,"2019","10","56","1","PE","REDE","COMBUSTÍVEIS E LUBRIFICANTES",1,1657,25,6570072,41304.94,1884.69,14,"76"
"105350",136652,"2019","10","56","1","PE","PCdoB","COMBUSTÍVEIS E LUBRIFICANTES",10,1657,25,6570072,41304.94,2430.12,19,"53"
"116760",1602,"2019","10","56","1","PI","PT","PASSAGEM AÉREA",54,1313,10,2370894,40599.91,50589.91,60,"22"
"129469",170375,"2019","10","56","1","PR","PV","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",4,1081,30,7971087,38500,1432,9,"49"
"132057",2506,"2019","10","56","1","PR","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",28,1081,30,7971087,38500,940,1,"103"
"142624",33322,"2019","10","56","1","RJ","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,933,46,12408340,35388.11,191.68,2,"57"
"146202",92282,"2019","10","56","1","RJ","PDT","DIVULGAÇÃO MANDATO",28,933,46,12408340,35388.11,18250,7,"140"
"143608",134737,"2019","10","56","1","RJ","PSDB","DIVULGAÇÃO MANDATO",29,933,46,12408340,35388.11,20000,1,"75"
"149184",159978,"2019","10","56","1","RN","UNIÃO","MANUTENÇÃO DE ESCRITÓRIO",52,1775,8,2373619,42360.13,7072.23,7,"32"
"152277",68748,"2019","10","56","1","RO","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1900,8,1175733,43300.63,10783.36,3,"22"
"158637",59674,"2019","10","56","1","RR","PSD","ASSESSORIA TÉCNICA/JURÍDICA",35,2496,8,333464,45240.67,12000,1,"52"
"171659",116637,"2019","10","56","1","RS","PSOL","PASSAGEM AÉREA",10,1619,31,8354732,40504.04,11666.65,17,"108"
"169144",196935,"2019","10","56","1","RS","PSDB","TELEFONIA",29,1619,31,8354732,40504.04,1368.54,6,"57"
"175073",123833,"2019","10","56","1","SC","PSDB","TELEFONIA",29,1314,16,5070212,39505.92,1057.83,2,"55"
"173253",14470,"2019","10","56","1","SC","UNIÃO","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",52,1314,16,5070212,39505.92,187.5,1,"8"
"184370",45390,"2019","10","56","1","SE","REPUBLICANOS","ASSESSORIA TÉCNICA/JURÍDICA",30,1292,8,1577058,39767.4,29200,2,"24"
"192830",1329,"2019","10","56","1","SP","PSC","PASSAGEM AÉREA",8,873,70,33040411,36671.67,22646.52,26,"127"
"186268",172855,"2019","10","56","1","SP","REPUBLICANOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",30,873,70,33040411,36671.67,539.94,3,"27"
"190354",16959,"2019","10","56","1","SP","PSB","MANUTENÇÃO DE ESCRITÓRIO",32,873,70,33040411,36671.67,3130.11,9,"80"
"201513",17904,"2019","10","56","1","TO","UNIÃO","TELEFONIA",52,620,8,1039439,39131.75,3135.11,13,"17"
"2152",135871,"2019","11","56","1","AC","PCdoB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,2246,8,547680,44260.6,253.89,2,"25"
"7073",27840,"2019","11","56","1","AL","PV","DIVULGAÇÃO MANDATO",4,1485,9,2187967,40572.24,15000,1,"35"
"9903",47661,"2019","11","56","1","AM","PT","LOCAÇÃO DE AUTOMÓVEIS",54,1932,8,2428098,43198.26,4150,2,"13"
"13188",114679,"2019","11","56","1","AP","PCdoB","DIVULGAÇÃO MANDATO",10,1791,8,512110,43002.92,18000,1,"16"
"28008",10980,"2019","11","56","1","BA","PCdoB","PASSAGEM AÉREA",10,1060,39,10393170,38638.99,36530.53,55,"79"
"26594",77310,"2019","11","56","1","BA","PSDB","LOCAÇÃO DE AUTOMÓVEIS",29,1060,39,10393170,38638.99,8500,1,"47"
"30922",13102,"2019","11","56","1","CE","UNIÃO","LOCAÇÃO DE AUTOMÓVEIS",52,1687,22,6344483,42079.91,26390,5,"25"
"31045",123973,"2019","11","56","1","CE","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",28,1687,22,6344483,42079.91,925.64,14,"29"
"39173",159655,"2019","11","56","1","DF","PT","ASSESSORIA TÉCNICA/JURÍDICA",54,0,8,2084356,30416.8,22780,1,"14"
"42261",25329,"2019","11","56","1","ES","PSB","DIVULGAÇÃO MANDATO",32,947,10,2754728,37052.05,9000,1,"3"
"50067",44847,"2019","11","56","1","GO","UNIÃO","COMBUSTÍVEIS E LUBRIFICANTES",52,173,17,4454497,35135.2,6894.56,40,"57"
"49919",49085,"2019","11","56","1","GO","MDB","MANUTENÇÃO DE ESCRITÓRIO",34,173,17,4454497,35135.2,7380.43,8,"54"
"56583",37882,"2019","11","56","1","MA","PROS","DIVULGAÇÃO MANDATO",8,1524,18,4537237,41779.83,23000,2,"21"
"62650",164549,"2019","11","56","1","MA","PATRIOTA","DIVULGAÇÃO MANDATO",9,1524,18,4537237,41779.83,12945,1,"59"
"75583",47093,"2019","11","56","1","MG","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,624,53,15700966,35720.85,18557.38,15,"155"
"72561",88980,"2019","11","56","1","MG","PODEMOS","PASSAGEM AÉREA",17,624,53,15700966,35720.85,1428.51,4,"78"
"76718",150368,"2019","11","56","1","MG","PSD","TELEFONIA",35,624,53,15700966,35720.85,4404.77,14,"178"
"82489",98593,"2019","11","56","1","MS","UNIÃO","MANUTENÇÃO DE ESCRITÓRIO",52,878,8,1877982,40170.98,5830,2,"27"
"87080",161780,"2019","11","56","1","MT","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,873,8,2330281,39056.17,13342.21,7,"47"
"91904",100483,"2019","11","56","1","PA","PSB","DIVULGAÇÃO MANDATO",32,1592,17,5499283,41855.59,19200,2,"31"
"92736",141203,"2019","11","56","1","PA","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1592,17,5499283,41855.59,12690,3,"52"
"101890",121498,"2019","11","56","1","PB","PSC","SERVIÇOS POSTAIS",8,1716,12,2867649,41660.7,28.28,1,"27"
"104464",4686,"2019","11","56","1","PE","AVANTE","LOCAÇÃO DE AUTOMÓVEIS",7,1657,25,6570072,41304.94,9800,2,"15"
"106260",66053,"2019","11","56","1","PE","PCdoB","MANUTENÇÃO DE ESCRITÓRIO",10,1657,25,6570072,41304.94,7875.49,5,"53"
"116778",3345,"2019","11","56","1","PI","PT","PASSAGEM AÉREA",54,1313,10,2370894,40599.91,36265.35,50,"20"
"129862",127651,"2019","11","56","1","PR","PP","DIVULGAÇÃO MANDATO",38,1081,30,7971087,38500,47650,11,"60"
"132867",106343,"2019","11","56","1","PR","CIDADANIA","LOCAÇÃO DE AUTOMÓVEIS",8,1081,30,7971087,38500,2990.22,3,"122"
"141656",18507,"2019","11","56","1","RJ","PTB","TELEFONIA",10,933,46,12408340,35388.11,3.9,1,"26"
"146371",183073,"2019","11","56","1","RJ","PSD","ASSESSORIA TÉCNICA/JURÍDICA",35,933,46,12408340,35388.11,11951.7,1,"140"
"147823",52579,"2019","11","56","1","RN","MDB","SERVIÇOS POSTAIS",34,1775,8,2373619,42360.13,11.85,1,"2"
"155976",161698,"2019","11","56","1","RO","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",17,1900,8,1175733,43300.63,1860.33,11,"48"
"157051",157708,"2019","11","56","1","RR","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",30,2496,8,333464,45240.67,4413.84,1,"28"
"168093",153383,"2019","11","56","1","RS","PSB","DIVULGAÇÃO MANDATO",32,1619,31,8354732,40504.04,3015,6,"24"
"169115",197027,"2019","11","56","1","RS","PL","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",33,1619,31,8354732,40504.04,1029.55,8,"49"
"175670",25828,"2019","11","56","1","SC","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",29,1314,16,5070212,39505.92,417,3,"78"
"172797",189508,"2019","11","56","1","SC","MDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,1314,16,5070212,39505.92,1034.9,3,"4"
"183404",200532,"2019","11","56","1","SE","PSD","MANUTENÇÃO DE ESCRITÓRIO",35,1292,8,1577058,39767.4,6246.64,11,"7"
"187011",38755,"2019","11","56","1","SP","MDB","DIVULGAÇÃO MANDATO",34,873,70,33040411,36671.67,5906,2,"53"
"185320",53955,"2019","11","56","1","SP","PT","MANUTENÇÃO DE ESCRITÓRIO",54,873,70,33040411,36671.67,30440.8,26,"6"
"186441",158035,"2019","11","56","1","SP","PSC","ASSESSORIA TÉCNICA/JURÍDICA",8,873,70,33040411,36671.67,7800,2,"38"
"202434",203648,"2019","11","56","1","TO","PSC","TELEFONIA",8,620,8,1039439,39131.75,117.32,2,"33"
"1617",185255,"2019","12","56","1","AC","PDT","LOCAÇÃO DE AUTOMÓVEIS",28,2246,8,547680,44260.6,4900,1,"10"
"6581",7605,"2019","12","56","1","AL","PV","TELEFONIA",4,1485,9,2187967,40572.24,155.1,2,"23"
"10723",17584,"2019","12","56","1","AM","PSD","SERVIÇOS POSTAIS",35,1932,8,2428098,43198.26,1267.3,12,"20"
"13423",115621,"2019","12","56","1","AP","REPUBLICANOS","PASSAGEM AÉREA",30,1791,8,512110,43002.92,-2217.91,3,"14"
"18067",59093,"2019","12","56","1","BA","REPUBLICANOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",30,1060,39,10393170,38638.99,312.18,3,"19"
"17972",109829,"2019","12","56","1","BA","PT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1060,39,10393170,38638.99,1148.3,3,"18"
"30770",174333,"2019","12","56","1","CE","PSB","DIVULGAÇÃO MANDATO",32,1687,22,6344483,42079.91,13394,2,"21"
"39404",39864,"2019","12","56","1","DF","PSB","PASSAGEM AÉREA",32,0,8,2084356,30416.8,2610.08,1,"14"
"42169",77794,"2019","12","56","1","ES","PTB","TELEFONIA",10,947,10,2754728,37052.05,1220.75,3,"4"
"47981",79685,"2019","12","56","1","GO","PSB","PASSAGEM AÉREA",32,173,17,4454497,35135.2,249.57,1,"10"
"49341",67679,"2019","12","56","1","GO","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,173,17,4454497,35135.2,40000,1,"33"
"63491",44704,"2019","12","56","1","MA","PSD","SERVIÇOS POSTAIS",35,1524,18,4537237,41779.83,119.84,1,"84"
"60983",16864,"2019","12","56","1","MA","PT","TELEFONIA",54,1524,18,4537237,41779.83,1759.97,5,"29"
"75236",193426,"2019","12","56","1","MG","AVANTE","DIVULGAÇÃO MANDATO",7,624,53,15700966,35720.85,63421.55,10,"131"
"71414",104798,"2019","12","56","1","MG","PSOL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,624,53,15700966,35720.85,564.98,15,"40"
"77392",21821,"2019","12","56","1","MG","PL","PASSAGEM AÉREA",33,624,53,15700966,35720.85,23269.36,50,"183"
"82974",134730,"2019","12","56","1","MS","PSDB","SERVIÇOS POSTAIS",29,878,8,1877982,40170.98,118.91,4,"35"
"85947",117921,"2019","12","56","1","MT","PT","DIVULGAÇÃO MANDATO",54,873,8,2330281,39056.17,24320,1,"17"
"90648",108389,"2019","12","56","1","PA","PL","LOCAÇÃO DE AUTOMÓVEIS",33,1592,17,5499283,41855.59,8904.31,3,"11"
"92065",52852,"2019","12","56","1","PA","PTB","TELEFONIA",10,1592,17,5499283,41855.59,8.82,1,"45"
"101117",170257,"2019","12","56","1","PB","REPUBLICANOS","SERVIÇOS POSTAIS",30,1716,12,2867649,41660.7,11.7,1,"9"
"108092",1268,"2019","12","56","1","PE","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,1657,25,6570072,41304.94,7230,3,"110"
"104767",57671,"2019","12","56","1","PE","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1657,25,6570072,41304.94,11900,2,"26"
"118006",149546,"2019","12","56","1","PI","PSD","PASSAGEM AÉREA",35,1313,10,2370894,40599.91,12735.51,14,"32"
"131668",135314,"2019","12","56","1","PR","PT","LOCAÇÃO DE AUTOMÓVEIS",54,1081,30,7971087,38500,1500,1,"87"
"130017",185018,"2019","12","56","1","PR","CIDADANIA","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8,1081,30,7971087,38500,444,1,"54"
"141364",13784,"2019","12","56","1","RJ","PDT","TELEFONIA",28,933,46,12408340,35388.11,1486.98,11,"21"
"143915",54847,"2019","12","56","1","RJ","PSOL","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",10,933,46,12408340,35388.11,282.43,5,"81"
"148632",66772,"2019","12","56","1","RN","PSB","DIVULGAÇÃO MANDATO",32,1775,8,2373619,42360.13,14500,2,"25"
"151751",107350,"2019","12","56","1","RO","PL","DIVULGAÇÃO MANDATO",33,1900,8,1175733,43300.63,20300,7,"8"
"156424",57896,"2019","12","56","1","RR","SOLIDARIEDADE","TELEFONIA",13,2496,8,333464,45240.67,163.73,2,"1"
"169355",139811,"2019","12","56","1","RS","REPUBLICANOS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",30,1619,31,8354732,40504.04,853.57,17,"58"
"171385",73655,"2019","12","56","1","RS","REPUBLICANOS","SERVIÇOS POSTAIS",30,1619,31,8354732,40504.04,689.66,8,"97"
"175717",46777,"2019","12","56","1","SC","PSD","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",35,1314,16,5070212,39505.92,71.75,1,"64"
"174060",193569,"2019","12","56","1","SC","PSD","DIVULGAÇÃO MANDATO",35,1314,16,5070212,39505.92,6400,2,"28"
"183347",156673,"2019","12","56","1","SE","PL","MANUTENÇÃO DE ESCRITÓRIO",33,1292,8,1577058,39767.4,6221.04,6,"2"
"189997",66232,"2019","12","56","1","SP","SOLIDARIEDADE","SERVIÇOS POSTAIS",13,873,70,33040411,36671.67,87.62,2,"71"
"187455",34383,"2019","12","56","1","SP","MDB","TELEFONIA",34,873,70,33040411,36671.67,3827.19,13,"58"
"192872",26341,"2019","12","56","1","SP","MDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,873,70,33040411,36671.67,98.44,1,"129"
"201637",154019,"2019","12","56","1","TO","MDB","DIVULGAÇÃO MANDATO",34,620,8,1039439,39131.75,23500,3,"11"
"2377",141953,"2020","1","56","2","AC","PDT","COMBUSTÍVEIS E LUBRIFICANTES",28,2246,8,547680,44260.6,6000,8,"29"
"6768",174635,"2020","1","56","2","AL","PV","TELEFONIA",4,1485,9,2187967,40572.24,130.32,2,"29"
"10418",18055,"2020","1","56","2","AM","SOLIDARIEDADE","LOCAÇÃO DE AUTOMÓVEIS",13,1932,8,2428098,43198.26,3800,1,"15"
"16899",72530,"2020","1","56","2","AP","PSDB","MANUTENÇÃO DE ESCRITÓRIO",29,1791,8,512110,43002.92,9000,3,"38"
"18637",199496,"2020","1","56","2","BA","PL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",33,1060,39,10393170,38638.99,28,3,"29"
"19130",200210,"2020","1","56","2","BA","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,1060,39,10393170,38638.99,1307.9,5,"43"
"35128",25818,"2020","1","56","2","CE","PSB","COMBUSTÍVEIS E LUBRIFICANTES",32,1687,22,6344483,42079.91,999.92,5,"67"
"39876",14340,"2020","1","56","2","DF","PL","COMBUSTÍVEIS E LUBRIFICANTES",33,0,8,2084356,30416.8,2553.21,16,"19"
"46870",171067,"2020","1","56","2","ES","REPUBLICANOS","DIVULGAÇÃO MANDATO",30,947,10,2754728,37052.05,5000,1,"36"
"49646",6130,"2020","1","56","2","GO","SOLIDARIEDADE","ASSESSORIA TÉCNICA/JURÍDICA",13,173,17,4454497,35135.2,10000,1,"34"
"62610",73626,"2020","1","56","2","MA","PSD","TELEFONIA",35,1524,18,4537237,41779.83,711.74,4,"58"
"63162",14496,"2020","1","56","2","MA","PATRIOTA","TELEFONIA",9,1524,18,4537237,41779.83,610.45,2,"70"
"75175",52960,"2020","1","56","2","MG","PROS","SERVIÇOS POSTAIS",8,624,53,15700966,35720.85,83.69,3,"125"
"76093",39825,"2020","1","56","2","MG","PP","ASSINATURA DE PUBLICAÇÕES",38,624,53,15700966,35720.85,53.58,1,"148"
"67776",5855,"2020","1","56","2","MG","REPUBLICANOS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",30,624,53,15700966,35720.85,738.54,13,"26"
"83456",185972,"2020","1","56","2","MS","UNIÃO","LOCAÇÃO DE AUTOMÓVEIS",52,878,8,1877982,40170.98,2500,1,"31"
"86769",46743,"2020","1","56","2","MT","REPUBLICANOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",30,873,8,2330281,39056.17,169,1,"27"
"91385",132095,"2020","1","56","2","PA","PT","MANUTENÇÃO DE ESCRITÓRIO",54,1592,17,5499283,41855.59,8225,1,"25"
"92066",146543,"2020","1","56","2","PA","PT","ASSESSORIA TÉCNICA/JURÍDICA",54,1592,17,5499283,41855.59,8000,1,"45"
