"","id","ano","mes","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","quantidade","orig.id"
"196219",104957,"2017","2","55","3","SP","PV","LOCAÇÃO DE AUTOMÓVEIS",8,873,70,31998432,36671.67,7430,2,"93"
"203826",146315,"2017","2","55","3","TO","PP","SERVIÇOS POSTAIS",38,620,8,996887,39131.75,237,4,"6"
"1276",79593,"2017","3","55","3","AC","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,2246,8,506724,44260.6,5539.17,18,"12"
"7638",4703,"2017","3","55","3","AL","AVANTE","LOCAÇÃO DE AUTOMÓVEIS",2,1485,9,1995727,40572.24,16900,3,"25"
"11372",129222,"2017","3","55","3","AM","PP","LOCAÇÃO OU FRETAMENTO DE AERONAVES",38,1932,8,2226891,43198.26,63500,5,"26"
"15004",51731,"2017","3","55","3","AP","PL","TELEFONIA",34,1791,8,455514,43002.92,158.79,11,"24"
"23749",70025,"2017","3","55","3","BA","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1060,39,10185417,38638.99,7078.52,12,"81"
"23138",105419,"2017","3","55","3","BA","PSD","PASSAGEM AÉREA",36,1060,39,10185417,38638.99,35729.62,121,"65"
"35603",49337,"2017","3","55","3","CE","DEM","LOCAÇÃO DE AUTOMÓVEIS",21,1687,22,6271554,42079.91,10119,2,"56"
"33942",167179,"2017","3","55","3","CE","REPUBLICANOS","PASSAGEM AÉREA",21,1687,22,6271554,42079.91,15092.83,25,"33"
"40182",63828,"2017","3","55","3","DF","PT","TELEFONIA",68,0,8,1897677,30416.8,888.83,7,"6"
"44915",723,"2017","3","55","3","ES","DEM","PASSAGEM AÉREA",21,947,10,2653536,37052.05,3106.78,9,"44"
"55003",59258,"2017","3","55","3","GO","PSDB","DIVULGAÇÃO MANDATO",54,173,17,4331733,35135.2,13000,1,"84"
"52449",137636,"2017","3","55","3","GO","PTB","ASSESSORIA TÉCNICA/JURÍDICA",25,173,17,4331733,35135.2,861,1,"25"
"56884",112819,"2017","3","55","3","MA","PT","MANUTENÇÃO DE ESCRITÓRIO",68,1524,18,4497336,41779.83,8210.96,7,"15"
"55825",133721,"2017","3","55","3","MA","PCdoB","ASSESSORIA TÉCNICA/JURÍDICA",10,1524,18,4497336,41779.83,7500,1,"7"
"69034",85631,"2017","3","55","3","MG","PSC","LOCAÇÃO DE AUTOMÓVEIS",13,624,53,15248681,35720.85,7000,1,"74"
"66115",148497,"2017","3","55","3","MG","MDB","DIVULGAÇÃO MANDATO",65,624,53,15248681,35720.85,16150,4,"38"
"69384",119864,"2017","3","55","3","MG","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,624,53,15248681,35720.85,1703.03,36,"89"
"79713",172407,"2017","3","55","3","MS","PDT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",20,878,8,1818937,40170.98,416.94,6,"1"
"87146",148230,"2017","3","55","3","MT","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,873,8,2189703,39056.17,6000,22,"25"
"96595",175624,"2017","3","55","3","PA","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,1592,17,5188450,41855.59,6580.15,2,"91"
"95703",195421,"2017","3","55","3","PA","MDB","SERVIÇOS POSTAIS",65,1592,17,5188450,41855.59,1978.17,9,"71"
"98470",43455,"2017","3","55","3","PB","PP","DIVULGAÇÃO MANDATO",38,1716,12,2835882,41660.7,7500,1,"38"
"97003",178690,"2017","3","55","3","PB","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,1716,12,2835882,41660.7,9500,1,"1"
"111019",16551,"2017","3","55","3","PE","CIDADANIA","LOCAÇÃO DE AUTOMÓVEIS",10,1657,25,6356307,41304.94,7900,2,"50"
"109659",115678,"2017","3","55","3","PE","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",9,1657,25,6356307,41304.94,2544.32,19,"12"
"118601",170689,"2017","3","55","3","PI","PSB","SERVIÇOS POSTAIS",34,1313,10,2345694,40599.91,298.7,5,"38"
"120232",146745,"2017","3","55","3","PR","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1081,30,7865950,38500,1354.9,3,"15"
"125501",58704,"2017","3","55","3","PR","PSC","COMBUSTÍVEIS E LUBRIFICANTES",13,1081,30,7865950,38500,638.09,4,"96"
"125313",49684,"2017","3","55","3","PR","MDB","SERVIÇOS POSTAIS",65,1081,30,7865950,38500,4075.47,21,"93"
"138922",50420,"2017","3","55","3","RJ","PSL","LOCAÇÃO DE AUTOMÓVEIS",1,933,46,12141145,35388.11,3500.1,2,"130"
"138788",186095,"2017","3","55","3","RJ","PSL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",1,933,46,12141145,35388.11,279,4,"128"
"135317",66680,"2017","3","55","3","RJ","PL","TELEFONIA",34,933,46,12141145,35388.11,7656.29,40,"40"
"147405",9713,"2017","3","55","3","RN","PSB","DIVULGAÇÃO MANDATO",34,1775,8,2327451,42360.13,10400,2,"22"
"154695",165842,"2017","3","55","3","RO","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1900,8,1127154,43300.63,2340.82,14,"47"
"159219",152181,"2017","3","55","3","RR","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,2496,8,299558,45240.67,2261.45,4,"27"
"166036",197144,"2017","3","55","3","RS","PT","ASSESSORIA TÉCNICA/JURÍDICA",68,1619,31,8392033,40504.04,51060,5,"91"
"163128",99358,"2017","3","55","3","RS","PODEMOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",9,1619,31,8392033,40504.04,96,1,"30"
"179911",34935,"2017","3","55","3","SC","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,1314,16,4859324,39505.92,3444.52,17,"87"
"179248",98746,"2017","3","55","3","SC","PT","DIVULGAÇÃO MANDATO",68,1314,16,4859324,39505.92,21389.95,5,"69"
"182907",119366,"2017","3","55","3","SE","PSC","TELEFONIA",13,1292,8,1454165,39767.4,1030.69,9,"49"
"199203",87149,"2017","3","55","3","SP","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,873,70,31998432,36671.67,10144.89,55,"172"
"187903",50695,"2017","3","55","3","SP","PL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,873,70,31998432,36671.67,4157.69,182,"4"
"196289",61293,"2017","3","55","3","SP","DEM","DIVULGAÇÃO MANDATO",21,873,70,31998432,36671.67,19339,4,"97"
"205144",51726,"2017","3","55","3","TO","PP","SERVIÇOS POSTAIS",38,620,8,996887,39131.75,1170.33,10,"30"
"2661",39805,"2017","4","55","3","AC","PCdoB","LOCAÇÃO DE AUTOMÓVEIS",10,2246,8,506724,44260.6,3000,1,"26"
"8175",90535,"2017","4","55","3","AL","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20,1485,9,1995727,40572.24,1931.05,2,"38"
"9232",199209,"2017","4","55","3","AM","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,1932,8,2226891,43198.26,1115.9,6,"8"
"15823",145601,"2017","4","55","3","AP","PP","TELEFONIA",38,1791,8,455514,43002.92,829.17,7,"43"
"25332",51521,"2017","4","55","3","BA","DEM","LOCAÇÃO DE AUTOMÓVEIS",21,1060,39,10185417,38638.99,26900,4,"125"
"24365",134226,"2017","4","55","3","BA","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1060,39,10185417,38638.99,366,1,"102"
"32747",122203,"2017","4","55","3","CE","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,1687,22,6271554,42079.91,3501.72,27,"10"
"36160",144374,"2017","4","55","3","CE","DEM","TELEFONIA",21,1687,22,6271554,42079.91,1581.94,9,"76"
"41244",62161,"2017","4","55","3","DF","DEM","LOCAÇÃO DE AUTOMÓVEIS",21,0,8,1897677,30416.8,4800,1,"31"
"44506",13243,"2017","4","55","3","ES","PP","LOCAÇÃO DE AUTOMÓVEIS",38,947,10,2653536,37052.05,8487,4,"44"
"51521",202344,"2017","4","55","3","GO","SOLIDARIEDADE","COMBUSTÍVEIS E LUBRIFICANTES",15,173,17,4331733,35135.2,5000,1,"9"
"52618",122160,"2017","4","55","3","GO","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",21,173,17,4331733,35135.2,5165.76,3,"24"
"55792",179361,"2017","4","55","3","MA","PT","TELEFONIA",68,1524,18,4497336,41779.83,1939.81,7,"4"
"57922",174222,"2017","4","55","3","MA","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,1524,18,4497336,41779.83,8600,1,"38"
"68544",120546,"2017","4","55","3","MG","PT","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",68,624,53,15248681,35720.85,908.1,19,"75"
"78040",55257,"2017","4","55","3","MG","PL","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,624,53,15248681,35720.85,1411,4,"156"
"65100",71402,"2017","4","55","3","MG","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,624,53,15248681,35720.85,27005.18,79,"30"
"81437",83347,"2017","4","55","3","MS","PSDB","MANUTENÇÃO DE ESCRITÓRIO",54,878,8,1818937,40170.98,5138.58,3,"31"
"87532",135410,"2017","4","55","3","MT","DEM","DIVULGAÇÃO MANDATO",21,873,8,2189703,39056.17,12000,1,"28"
"96772",127098,"2017","4","55","3","PA","PODEMOS","LOCAÇÃO OU FRETAMENTO DE AERONAVES",9,1592,17,5188450,41855.59,11000,2,"97"
"93839",29952,"2017","4","55","3","PA","PL","SERVIÇOS POSTAIS",34,1592,17,5188450,41855.59,556.78,6,"41"
"99390",69819,"2017","4","55","3","PB","PSB","PASSAGEM AÉREA",34,1716,12,2835882,41660.7,11607.61,15,"59"
"99837",82627,"2017","4","55","3","PB","PSB","DIVULGAÇÃO MANDATO",34,1716,12,2835882,41660.7,18000,4,"67"
"114326",193986,"2017","4","55","3","PE","PSB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1657,25,6356307,41304.94,107.87,2,"116"
"113778",140343,"2017","4","55","3","PE","PSB","SERVIÇOS POSTAIS",34,1657,25,6356307,41304.94,7805.88,51,"105"
"118692",192142,"2017","4","55","3","PI","PODEMOS","SERVIÇOS POSTAIS",9,1313,10,2345694,40599.91,267.5,2,"45"
"124029",39609,"2017","4","55","3","PR","PSDB","TELEFONIA",54,1081,30,7865950,38500,8547.11,15,"72"
"120326",16816,"2017","4","55","3","PR","PROS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",11,1081,30,7865950,38500,455.15,3,"13"
"125926",128391,"2017","4","55","3","PR","MDB","SERVIÇOS POSTAIS",65,1081,30,7865950,38500,269.83,10,"112"
"134695",163218,"2017","4","55","3","RJ","DEM","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,933,46,12141145,35388.11,1757.5,3,"37"
"134479",57976,"2017","4","55","3","RJ","DEM","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,933,46,12141145,35388.11,1844.29,23,"33"
"138663",81153,"2017","4","55","3","RJ","PODEMOS","PASSAGEM AÉREA",9,933,46,12141145,35388.11,15201.45,26,"127"
"146692",166093,"2017","4","55","3","RN","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1775,8,2327451,42360.13,4418.89,6,"2"
"152819",35837,"2017","4","55","3","RO","PSDB","ASSESSORIA TÉCNICA/JURÍDICA",54,1900,8,1127154,43300.63,15000,1,"8"
"157355",11674,"2017","4","55","3","RR","REPUBLICANOS","LOCAÇÃO DE AUTOMÓVEIS",21,2496,8,299558,45240.67,9500,1,"5"
"167680",60755,"2017","4","55","3","RS","PT","ASSINATURA DE PUBLICAÇÕES",68,1619,31,8392033,40504.04,1470.08,4,"130"
"163562",95800,"2017","4","55","3","RS","PT","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",68,1619,31,8392033,40504.04,1625.5,37,"42"
"177078",194476,"2017","4","55","3","SC","MDB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",65,1314,16,4859324,39505.92,30,1,"26"
"177233",184877,"2017","4","55","3","SC","PL","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,1314,16,4859324,39505.92,1137,5,"28"
"183219",200464,"2017","4","55","3","SE","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,1292,8,1454165,39767.4,2120,1,"56"
"199176",63006,"2017","4","55","3","SP","PL","ASSINATURA DE PUBLICAÇÕES",34,873,70,31998432,36671.67,977.9,1,"176"
"189051",93758,"2017","4","55","3","SP","MDB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",65,873,70,31998432,36671.67,176.4,1,"24"
"189661",150463,"2017","4","55","3","SP","PSD","PASSAGEM AÉREA",36,873,70,31998432,36671.67,20042.06,43,"36"
"205523",205787,"2017","4","55","3","TO","REPUBLICANOS","PASSAGEM AÉREA",21,620,8,996887,39131.75,7150.08,44,"48"
"1294",142129,"2017","5","55","3","AC","PSDB","TELEFONIA",54,2246,8,506724,44260.6,899.75,8,"25"
"5356",33369,"2017","5","55","3","AL","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1485,9,1995727,40572.24,5450,1,"22"
"9185",137006,"2017","5","55","3","AM","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,1932,8,2226891,43198.26,7000,1,"7"
"15144",149981,"2017","5","55","3","AP","PDT","COMBUSTÍVEIS E LUBRIFICANTES",20,1791,8,455514,43002.92,1035.68,8,"32"
"20811",171845,"2017","5","55","3","BA","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,1060,39,10185417,38638.99,10900,2,"25"
"20984",164351,"2017","5","55","3","BA","PSD","ASSINATURA DE PUBLICAÇÕES",36,1060,39,10185417,38638.99,968.06,2,"33"
"36762",38398,"2017","5","55","3","CE","PDT","DIVULGAÇÃO MANDATO",20,1687,22,6271554,42079.91,23554.64,6,"84"
"32757",122163,"2017","5","55","3","CE","PSD","TELEFONIA",36,1687,22,6271554,42079.91,233.94,5,"4"
"41554",136543,"2017","5","55","3","DF","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,0,8,1897677,30416.8,1302.96,34,"36"
"43986",196534,"2017","5","55","3","ES","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,947,10,2653536,37052.05,3520.83,2,"28"
"52214",146703,"2017","5","55","3","GO","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,173,17,4331733,35135.2,15792.41,35,"23"
"54601",45479,"2017","5","55","3","GO","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,173,17,4331733,35135.2,51000,4,"74"
"58029",71091,"2017","5","55","3","MA","DEM","DIVULGAÇÃO MANDATO",21,1524,18,4497336,41779.83,226.53,2,"34"
"60063",34025,"2017","5","55","3","MA","PTB","ASSESSORIA TÉCNICA/JURÍDICA",25,1524,18,4497336,41779.83,25000,1,"81"
"63747",44687,"2017","5","55","3","MG","PL","MANUTENÇÃO DE ESCRITÓRIO",34,624,53,15248681,35720.85,24683.75,27,"1"
"66712",32836,"2017","5","55","3","MG","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",9,624,53,15248681,35720.85,12357.44,73,"72"
"78677",48714,"2017","5","55","3","MG","PSDB","PASSAGEM AÉREA",54,624,53,15248681,35720.85,51194.92,132,"157"
"80504",38525,"2017","5","55","3","MS","PDT","LOCAÇÃO DE AUTOMÓVEIS",20,878,8,1818937,40170.98,10800,1,"8"
"88186",55206,"2017","5","55","3","MT","PT","ASSINATURA DE PUBLICAÇÕES",68,873,8,2189703,39056.17,309.5,2,"42"
"94260",11389,"2017","5","55","3","PA","PTB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",25,1592,17,5188450,41855.59,28.38,1,"44"
"95205",204754,"2017","5","55","3","PA","PP","TELEFONIA",38,1592,17,5188450,41855.59,232.87,6,"68"
"99003",191757,"2017","5","55","3","PB","PP","ASSINATURA DE PUBLICAÇÕES",38,1716,12,2835882,41660.7,595.25,1,"46"
"99055",173001,"2017","5","55","3","PB","DEM","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,1716,12,2835882,41660.7,25,1,"47"
"115052",189852,"2017","5","55","3","PE","SOLIDARIEDADE","MANUTENÇÃO DE ESCRITÓRIO",15,1657,25,6356307,41304.94,13311.8,12,"125"
"111194",1405,"2017","5","55","3","PE","PROS","MANUTENÇÃO DE ESCRITÓRIO",11,1657,25,6356307,41304.94,4890.1,8,"52"
"116428",128986,"2017","5","55","3","PI","PODEMOS","COMBUSTÍVEIS E LUBRIFICANTES",9,1313,10,2345694,40599.91,310,4,"14"
"122516",1354,"2017","5","55","3","PR","CIDADANIA","COMBUSTÍVEIS E LUBRIFICANTES",10,1081,30,7865950,38500,1955.34,14,"56"
"122125",7282,"2017","5","55","3","PR","PSD","PASSAGEM AÉREA",36,1081,30,7865950,38500,43277.13,72,"44"
"124153",50614,"2017","5","55","3","PR","PSL","ASSESSORIA TÉCNICA/JURÍDICA",1,1081,30,7865950,38500,13000,2,"69"
"139258",98380,"2017","5","55","3","RJ","PL","ASSESSORIA TÉCNICA/JURÍDICA",34,933,46,12141145,35388.11,28750,2,"137"
"134340",165474,"2017","5","55","3","RJ","PL","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",34,933,46,12141145,35388.11,7000,1,"34"
"136036",40678,"2017","5","55","3","RJ","PCdoB","SERVIÇOS POSTAIS",10,933,46,12141145,35388.11,32.7,1,"70"
"150044",140249,"2017","5","55","3","RN","PSDB","TELEFONIA",54,1775,8,2327451,42360.13,413.19,7,"29"
"152950",204796,"2017","5","55","3","RO","DEM","DIVULGAÇÃO MANDATO",21,1900,8,1127154,43300.63,28820,5,"14"
"156274",54691,"2017","5","55","3","RR","PP","PASSAGEM AÉREA",38,2496,8,299558,45240.67,18166.04,15,"8"
"165583",170040,"2017","5","55","3","RS","PP","SERVIÇOS POSTAIS",38,1619,31,8392033,40504.04,1659.61,38,"82"
"163226",98485,"2017","5","55","3","RS","PSB","PASSAGEM AÉREA",34,1619,31,8392033,40504.04,22811.54,46,"34"
"177048",57860,"2017","5","55","3","SC","PSD","PASSAGEM AÉREA",36,1314,16,4859324,39505.92,26036.5,58,"23"
"177154",178396,"2017","5","55","3","SC","CIDADANIA","MANUTENÇÃO DE ESCRITÓRIO",10,1314,16,4859324,39505.92,3592.53,7,"26"
"182062",165802,"2017","5","55","3","SE","PL","LOCAÇÃO DE AUTOMÓVEIS",34,1292,8,1454165,39767.4,9000,1,"34"
"195241",38554,"2017","5","55","3","SP","PV","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",8,873,70,31998432,36671.67,1218.11,19,"83"
"196047",155789,"2017","5","55","3","SP","SOLIDARIEDADE","PASSAGEM AÉREA",15,873,70,31998432,36671.67,20752.69,42,"95"
"198978",153879,"2017","5","55","3","SP","PTB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",25,873,70,31998432,36671.67,599.36,1,"162"
"205733",11323,"2017","5","55","3","TO","DEM","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",21,620,8,996887,39131.75,266,1,"45"
"3979",78125,"2017","6","55","3","AC","DEM","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,2246,8,506724,44260.6,380,1,"46"
"4538",117037,"2017","6","55","3","AL","PP","TELEFONIA",38,1485,9,1995727,40572.24,2028.66,9,"7"
"9425",157665,"2017","6","55","3","AM","PTB","TELEFONIA",25,1932,8,2226891,43198.26,761.8,7,"13"
"13925",14167,"2017","6","55","3","AP","PSB","COMBUSTÍVEIS E LUBRIFICANTES",34,1791,8,455514,43002.92,3000,1,"5"
"25135",162899,"2017","6","55","3","BA","PT","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",68,1060,39,10185417,38638.99,257.45,3,"120"
"25422",35878,"2017","6","55","3","BA","PTB","LOCAÇÃO DE AUTOMÓVEIS",25,1060,39,10185417,38638.99,11220.38,3,"127"
"20006",32291,"2017","6","55","3","BA","PDT","LOCAÇÃO DE AUTOMÓVEIS",20,1060,39,10185417,38638.99,5300,2,"14"
"36296",144954,"2017","6","55","3","CE","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,1687,22,6271554,42079.91,13043.39,5,"65"
"34303",106568,"2017","6","55","3","CE","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,1687,22,6271554,42079.91,336.46,1,"37"
"40394",170860,"2017","6","55","3","DF","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,0,8,1897677,30416.8,1409.38,7,"13"
"44197",76249,"2017","6","55","3","ES","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,947,10,2653536,37052.05,280,1,"35"
"55064",1180,"2017","6","55","3","GO","PL","MANUTENÇÃO DE ESCRITÓRIO",34,173,17,4331733,35135.2,18548.66,7,"84"
"52203",167035,"2017","6","55","3","GO","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,173,17,4331733,35135.2,13885.31,24,"20"
"58016",100147,"2017","6","55","3","MA","PCdoB","SERVIÇOS POSTAIS",10,1524,18,4497336,41779.83,766.73,15,"36"
"59368",163909,"2017","6","55","3","MA","PTB","COMBUSTÍVEIS E LUBRIFICANTES",25,1524,18,4497336,41779.83,5800,1,"57"
"78749",48409,"2017","6","55","3","MG","PSL","LOCAÇÃO DE AUTOMÓVEIS",1,624,53,15248681,35720.85,10000,2,"162"
"70847",32327,"2017","6","55","3","MG","PT","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",68,624,53,15248681,35720.85,902,18,"134"
"64715",196131,"2017","6","55","3","MG","AVANTE","MANUTENÇÃO DE ESCRITÓRIO",2,624,53,15248681,35720.85,9522.72,6,"19"
"83874",25658,"2017","6","55","3","MS","DEM","TELEFONIA",21,878,8,1818937,40170.98,3046.75,17,"49"
"88103",2036,"2017","6","55","3","MT","PSDB","TELEFONIA",54,873,8,2189703,39056.17,1935.17,9,"41"
"96668",40337,"2017","6","55","3","PA","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1592,17,5188450,41855.59,2113.24,19,"85"
"96836",190790,"2017","6","55","3","PA","SOLIDARIEDADE","SERVIÇOS POSTAIS",15,1592,17,5188450,41855.59,3166.77,4,"93"
"100002",87330,"2017","6","55","3","PB","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,1716,12,2835882,41660.7,9500,1,"64"
"99124",136019,"2017","6","55","3","PB","PTB","SERVIÇOS POSTAIS",25,1716,12,2835882,41660.7,87.42,3,"41"
"109625",125681,"2017","6","55","3","PE","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,1657,25,6356307,41304.94,31650,6,"16"
"114783",13683,"2017","6","55","3","PE","PSDB","ASSESSORIA TÉCNICA/JURÍDICA",54,1657,25,6356307,41304.94,7875,2,"111"
"119518",25935,"2017","6","55","3","PI","PTB","LOCAÇÃO DE AUTOMÓVEIS",25,1313,10,2345694,40599.91,1394.31,2,"62"
"123983",101627,"2017","6","55","3","PR","PL","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,1081,30,7865950,38500,2672.55,9,"68"
"120081",104182,"2017","6","55","3","PR","PROS","COMBUSTÍVEIS E LUBRIFICANTES",11,1081,30,7865950,38500,6000,49,"5"
"126725",186665,"2017","6","55","3","PR","PV","MANUTENÇÃO DE ESCRITÓRIO",8,1081,30,7865950,38500,4406.97,9,"126"
"134117",142065,"2017","6","55","3","RJ","PSD","DIVULGAÇÃO MANDATO",36,933,46,12141145,35388.11,33550,6,"32"
"134648",140296,"2017","6","55","3","RJ","REPUBLICANOS","TELEFONIA",21,933,46,12141145,35388.11,1704.11,14,"45"
"136304",58922,"2017","6","55","3","RJ","REPUBLICANOS","PASSAGEM AÉREA",21,933,46,12141145,35388.11,15547.86,38,"80"
"150013",110812,"2017","6","55","3","RN","PSD","SERVIÇOS POSTAIS",36,1775,8,2327451,42360.13,633.63,7,"26"
"154566",72196,"2017","6","55","3","RO","DEM","TELEFONIA",21,1900,8,1127154,43300.63,2303.29,10,"46"
"156255",109875,"2017","6","55","3","RR","PL","DIVULGAÇÃO MANDATO",34,2496,8,299558,45240.67,28610,9,"3"
"163474",120033,"2017","6","55","3","RS","MDB","TELEFONIA",65,1619,31,8392033,40504.04,9395.78,41,"39"
"167722",136752,"2017","6","55","3","RS","PDT","ASSESSORIA TÉCNICA/JURÍDICA",20,1619,31,8392033,40504.04,2500,1,"135"
"177456",158349,"2017","6","55","3","SC","CIDADANIA","PASSAGEM AÉREA",10,1314,16,4859324,39505.92,6016.85,19,"37"
"179617",99115,"2017","6","55","3","SC","PP","SERVIÇOS POSTAIS",38,1314,16,4859324,39505.92,663.42,12,"82"
"181683",70487,"2017","6","55","3","SE","PSC","DIVULGAÇÃO MANDATO",13,1292,8,1454165,39767.4,27150,4,"23"
"193575",81550,"2017","6","55","3","SP","PSD","DIVULGAÇÃO MANDATO",36,873,70,31998432,36671.67,19390.4,6,"48"
"195915",104653,"2017","6","55","3","SP","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,873,70,31998432,36671.67,1086,30,"100"
"197039",205746,"2017","6","55","3","SP","PSD","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",36,873,70,31998432,36671.67,45,1,"123"
"204703",186118,"2017","6","55","3","TO","PROS","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",11,620,8,996887,39131.75,118.67,5,"22"
"3566",120698,"2017","7","55","3","AC","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,2246,8,506724,44260.6,2604.33,5,"29"
"4472",111983,"2017","7","55","3","AL","PSB","ASSESSORIA TÉCNICA/JURÍDICA",34,1485,9,1995727,40572.24,10000,1,"1"
"12482",177546,"2017","7","55","3","AM","PDT","PASSAGEM AÉREA",20,1932,8,2226891,43198.26,17144.44,34,"29"
"16618",135028,"2017","7","55","3","AP","PP","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",38,1791,8,455514,43002.92,60,1,"50"
"24855",45297,"2017","7","55","3","BA","PP","TELEFONIA",38,1060,39,10185417,38638.99,7816.35,43,"118"
"23920",88983,"2017","7","55","3","BA","PSDB","SERVIÇOS POSTAIS",54,1060,39,10185417,38638.99,334.31,6,"97"
"24845",130935,"2017","7","55","3","BA","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",21,1060,39,10185417,38638.99,7208.74,35,"117"
"35594",61197,"2017","7","55","3","CE","REPUBLICANOS","SERVIÇOS POSTAIS",21,1687,22,6271554,42079.91,1783.94,6,"59"
"36727",71953,"2017","7","55","3","CE","MDB","ASSESSORIA TÉCNICA/JURÍDICA",65,1687,22,6271554,42079.91,12500,2,"78"
"41030",180246,"2017","7","55","3","DF","SOLIDARIEDADE","COMBUSTÍVEIS E LUBRIFICANTES",15,0,8,1897677,30416.8,520,4,"23"
"43397",91989,"2017","7","55","3","ES","PP","TELEFONIA",38,947,10,2653536,37052.05,4481.02,17,"17"
"54531",22592,"2017","7","55","3","GO","CIDADANIA","DIVULGAÇÃO MANDATO",10,173,17,4331733,35135.2,21125,3,"72"
"54347",190342,"2017","7","55","3","GO","CIDADANIA","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",10,173,17,4331733,35135.2,67.9,1,"62"
