"","ano","legislatura","anolegislatura","uf","partido","tipo","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"7857","2017","55","3","MG","PODEMOS","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",9,624,53,15248681,35720.85,14876.69,"2"
"9402","2017","55","3","MG","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,624,53,15248681,35720.85,207171.01,"10"
"9026","2017","55","3","MG","PROS","SERVIÇOS POSTAIS",11,624,53,15248681,35720.85,57597.94,"4"
"8950","2017","55","3","MG","PSB","TELEFONIA",34,624,53,15248681,35720.85,17606.35,"5"
"9203","2017","55","3","MG","PSC","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",13,624,53,15248681,35720.85,771.03,"5"
"9299","2017","55","3","MG","PSD","ASSINATURA DE PUBLICAÇÕES",36,624,53,15248681,35720.85,770,"7"
"9142","2017","55","3","MG","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,624,53,15248681,35720.85,4892.8,"9"
"9016","2017","55","3","MG","PSL","TELEFONIA",1,624,53,15248681,35720.85,11371.28,"5"
"7971","2017","55","3","MG","PT","SERVIÇOS POSTAIS",68,624,53,15248681,35720.85,84335.58,"5"
"8991","2017","55","3","MG","SOLIDARIEDADE","TELEFONIA",15,624,53,15248681,35720.85,17010.86,"7"
"9697","2017","55","3","MS","DEM","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,878,8,1818937,40170.98,1457.5,"5"
"9658","2017","55","3","MS","MDB","DIVULGAÇÃO MANDATO",65,878,8,1818937,40170.98,116601.19,"3"
"9756","2017","55","3","MS","PDT","MANUTENÇÃO DE ESCRITÓRIO",20,878,8,1818937,40170.98,77538.26,"5"
"9782","2017","55","3","MS","PSB","SERVIÇOS POSTAIS",34,878,8,1818937,40170.98,593.62,"8"
"9883","2017","55","3","MS","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,878,8,1818937,40170.98,622.93,"8"
"9742","2017","55","3","MS","PT","MANUTENÇÃO DE ESCRITÓRIO",68,878,8,1818937,40170.98,68278.42,"4"
"10050","2017","55","3","MT","DEM","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,873,8,2189703,39056.17,9596.28,"4"
"10259","2017","55","3","MT","MDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",65,873,8,2189703,39056.17,7538.12,"9"
"10459","2017","55","3","MT","PP","LOCAÇÃO OU FRETAMENTO DE AERONAVES",38,873,8,2189703,39056.17,59280,"6"
"10028","2017","55","3","MT","PSC","ASSESSORIA TÉCNICA/JURÍDICA",13,873,8,2189703,39056.17,9300,"1"
"10277","2017","55","3","MT","PSDB","PASSAGEM AÉREA",54,873,8,2189703,39056.17,235133.78,"3"
"10527","2017","55","3","MT","PSL","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",1,873,8,2189703,39056.17,434.36,"7"
"10489","2017","55","3","MT","PT","SERVIÇOS POSTAIS",68,873,8,2189703,39056.17,3955.53,"9"
"10045","2017","55","3","MT","REPUBLICANOS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,873,8,2189703,39056.17,1207.62,"2"
"11242","2017","55","3","PA","CIDADANIA","LOCAÇÃO DE AUTOMÓVEIS",10,1592,17,5188450,41855.59,59800,"4"
"11465","2017","55","3","PA","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,1592,17,5188450,41855.59,47743.23,"9"
"11124","2017","55","3","PA","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",65,1592,17,5188450,41855.59,7826.63,"1"
"11326","2017","55","3","PA","PL","SERVIÇOS POSTAIS",34,1592,17,5188450,41855.59,12483.19,"6"
"11145","2017","55","3","PA","PODEMOS","DIVULGAÇÃO MANDATO",9,1592,17,5188450,41855.59,183520,"2"
"11265","2017","55","3","PA","PP","DIVULGAÇÃO MANDATO",38,1592,17,5188450,41855.59,92167,"6"
"11207","2017","55","3","PA","PSC","COMBUSTÍVEIS E LUBRIFICANTES",13,1592,17,5188450,41855.59,34040.31,"6"
"11440","2017","55","3","PA","PSD","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",36,1592,17,5188450,41855.59,2066.99,"10"
"11166","2017","55","3","PA","PSDB","PASSAGEM AÉREA",54,1592,17,5188450,41855.59,235451.01,"4"
"11408","2017","55","3","PA","PSOL","MANUTENÇÃO DE ESCRITÓRIO",5,1592,17,5188450,41855.59,19664.58,"9"
"11221","2017","55","3","PA","PT","SERVIÇOS POSTAIS",68,1592,17,5188450,41855.59,3269.39,"2"
"11262","2017","55","3","PA","PTB","DIVULGAÇÃO MANDATO",25,1592,17,5188450,41855.59,248000,"3"
"11268","2017","55","3","PA","SOLIDARIEDADE","COMBUSTÍVEIS E LUBRIFICANTES",15,1592,17,5188450,41855.59,7139.34,"4"
"12182","2017","55","3","PB","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,1716,12,2835882,41660.7,7791,"3"
"12361","2017","55","3","PB","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1716,12,2835882,41660.7,11780.61,"8"
"11697","2017","55","3","PB","PDT","DIVULGAÇÃO MANDATO",20,1716,12,2835882,41660.7,198000,"3"
"12292","2017","55","3","PB","PL","ASSESSORIA TÉCNICA/JURÍDICA",34,1716,12,2835882,41660.7,10000,"7"
"11646","2017","55","3","PB","PP","MANUTENÇÃO DE ESCRITÓRIO",38,1716,12,2835882,41660.7,69135.1,"2"
"12187","2017","55","3","PB","PROS","ASSESSORIA TÉCNICA/JURÍDICA",11,1716,12,2835882,41660.7,2200,"7"
"11757","2017","55","3","PB","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,1716,12,2835882,41660.7,95000,"3"
"12255","2017","55","3","PB","PSD","PASSAGEM AÉREA",36,1716,12,2835882,41660.7,120909.84,"7"
"11691","2017","55","3","PB","PSDB","SERVIÇOS POSTAIS",54,1716,12,2835882,41660.7,2739.23,"2"
"11861","2017","55","3","PB","PT","MANUTENÇÃO DE ESCRITÓRIO",68,1716,12,2835882,41660.7,50439.59,"5"
"12304","2017","55","3","PB","PTB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",25,1716,12,2835882,41660.7,2248.3,"9"
"11588","2017","55","3","PB","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",21,1716,12,2835882,41660.7,393.35,"1"
"13450","2017","55","3","PE","AVANTE","ASSESSORIA TÉCNICA/JURÍDICA",2,1657,25,6356307,41304.94,248050,"9"
"13442","2017","55","3","PE","CIDADANIA","COMBUSTÍVEIS E LUBRIFICANTES",10,1657,25,6356307,41304.94,39143.96,"11"
"13238","2017","55","3","PE","MDB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",65,1657,25,6356307,41304.94,4180,"5"
"13412","2017","55","3","PE","PATRIOTA","COMBUSTÍVEIS E LUBRIFICANTES",5,1657,25,6356307,41304.94,44526.86,"8"
"13436","2017","55","3","PE","PCdoB","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",10,1657,25,6356307,41304.94,5949,"8"
"12930","2017","55","3","PE","PDT","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",20,1657,25,6356307,41304.94,2835.18,"3"
"13351","2017","55","3","PE","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",9,1657,25,6356307,41304.94,133426,"8"
"12903","2017","55","3","PE","PP","LOCAÇÃO DE AUTOMÓVEIS",38,1657,25,6356307,41304.94,180767.11,"1"
"13208","2017","55","3","PE","PROS","COMBUSTÍVEIS E LUBRIFICANTES",11,1657,25,6356307,41304.94,33624.3,"7"
"13519","2017","55","3","PE","PSB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1657,25,6356307,41304.94,1224.55,"8"
"12920","2017","55","3","PE","PSD","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",36,1657,25,6356307,41304.94,4736.4,"2"
"13162","2017","55","3","PE","PSDB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,1657,25,6356307,41304.94,3567.81,"5"
"13149","2017","55","3","PE","PSL","ASSINATURA DE PUBLICAÇÕES",1,1657,25,6356307,41304.94,841.23,"4"
"13012","2017","55","3","PE","PTB","SERVIÇOS POSTAIS",25,1657,25,6356307,41304.94,4473.7,"3"
"13424","2017","55","3","PE","SOLIDARIEDADE","ASSESSORIA TÉCNICA/JURÍDICA",15,1657,25,6356307,41304.94,30000,"9"
"14372","2017","55","3","PI","DEM","DIVULGAÇÃO MANDATO",21,1313,10,2345694,40599.91,77376,"10"
"14010","2017","55","3","PI","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,1313,10,2345694,40599.91,13623.1,"6"
"14077","2017","55","3","PI","PODEMOS","DIVULGAÇÃO MANDATO",9,1313,10,2345694,40599.91,183490,"9"
"14350","2017","55","3","PI","PP","COMBUSTÍVEIS E LUBRIFICANTES",38,1313,10,2345694,40599.91,78621.76,"11"
"13948","2017","55","3","PI","PSB","ASSINATURA DE PUBLICAÇÕES",34,1313,10,2345694,40599.91,1322.25,"4"
"14330","2017","55","3","PI","PSD","ASSESSORIA TÉCNICA/JURÍDICA",36,1313,10,2345694,40599.91,19500,"10"
"13966","2017","55","3","PI","PT","SERVIÇOS POSTAIS",68,1313,10,2345694,40599.91,18328.46,"7"
"14360","2017","55","3","PI","PTB","ASSESSORIA TÉCNICA/JURÍDICA",25,1313,10,2345694,40599.91,4800,"8"
"15376","2017","55","3","PR","CIDADANIA","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1081,30,7865950,38500,284.1,"5"
"15849","2017","55","3","PR","DEM","PASSAGEM AÉREA",21,1081,30,7865950,38500,88417.26,"10"
"15561","2017","55","3","PR","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,1081,30,7865950,38500,241622.03,"8"
"15722","2017","55","3","PR","PDT","ASSESSORIA TÉCNICA/JURÍDICA",20,1081,30,7865950,38500,7000,"11"
"15180","2017","55","3","PR","PL","COMBUSTÍVEIS E LUBRIFICANTES",34,1081,30,7865950,38500,93854.52,"3"
"15830","2017","55","3","PR","PODEMOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",9,1081,30,7865950,38500,940.65,"11"
"14455","2017","55","3","PR","PP","SERVIÇOS POSTAIS",38,1081,30,7865950,38500,30108.24,"2"
"14412","2017","55","3","PR","PROS","SERVIÇOS POSTAIS",11,1081,30,7865950,38500,3421.8,"1"
"15199","2017","55","3","PR","PSB","ASSINATURA DE PUBLICAÇÕES",34,1081,30,7865950,38500,655,"6"
"15553","2017","55","3","PR","PSC","LOCAÇÃO DE AUTOMÓVEIS",13,1081,30,7865950,38500,13184,"7"
"15514","2017","55","3","PR","PSD","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",36,1081,30,7865950,38500,360,"6"
"15820","2017","55","3","PR","PSDB","DIVULGAÇÃO MANDATO",54,1081,30,7865950,38500,42314.27,"13"
"15506","2017","55","3","PR","PSL","PASSAGEM AÉREA",1,1081,30,7865950,38500,130575.93,"6"
"15556","2017","55","3","PR","PT","ASSESSORIA TÉCNICA/JURÍDICA",68,1081,30,7865950,38500,85510,"10"
"14531","2017","55","3","PR","PTB","PASSAGEM AÉREA",25,1081,30,7865950,38500,249083.32,"2"
"15548","2017","55","3","PR","PV","PASSAGEM AÉREA",8,1081,30,7865950,38500,55775.81,"9"
"15913","2017","55","3","RJ","DEM","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",21,933,46,12141145,35388.11,25825.03,"1"
"16469","2017","55","3","RJ","MDB","SERVIÇOS POSTAIS",65,933,46,12141145,35388.11,11215.26,"9"
"16559","2017","55","3","RJ","PATRIOTA","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",5,933,46,12141145,35388.11,12996.98,"7"
"16572","2017","55","3","RJ","PCdoB","MANUTENÇÃO DE ESCRITÓRIO",10,933,46,12141145,35388.11,114343.34,"10"
"16490","2017","55","3","RJ","PDT","PASSAGEM AÉREA",20,933,46,12141145,35388.11,127528.61,"7"
"16464","2017","55","3","RJ","PL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,933,46,12141145,35388.11,14082.8,"9"
"16115","2017","55","3","RJ","PODEMOS","ASSESSORIA TÉCNICA/JURÍDICA",9,933,46,12141145,35388.11,44000,"4"
"15965","2017","55","3","RJ","PP","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",38,933,46,12141145,35388.11,4728.6,"1"
"16007","2017","55","3","RJ","PROS","TELEFONIA",11,933,46,12141145,35388.11,13851.32,"1"
"15990","2017","55","3","RJ","PSB","TELEFONIA",34,933,46,12141145,35388.11,25159.31,"1"
"16273","2017","55","3","RJ","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,933,46,12141145,35388.11,106144.89,"6"
"16128","2017","55","3","RJ","PSDB","ASSINATURA DE PUBLICAÇÕES",54,933,46,12141145,35388.11,1386.3,"4"
"16591","2017","55","3","RJ","PSL","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",1,933,46,12141145,35388.11,282.79,"11"
"16130","2017","55","3","RJ","PSOL","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",5,933,46,12141145,35388.11,6805.33,"4"
"16446","2017","55","3","RJ","PT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,933,46,12141145,35388.11,8715.06,"8"
"16346","2017","55","3","RJ","PTB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",25,933,46,12141145,35388.11,1038,"5"
"15936","2017","55","3","RJ","REDE","TELEFONIA",NA,933,46,12141145,35388.11,555.84,"1"
"16035","2017","55","3","RJ","REPUBLICANOS","PASSAGEM AÉREA",21,933,46,12141145,35388.11,236439.53,"1"
"16404","2017","55","3","RJ","SOLIDARIEDADE","TELEFONIA",15,933,46,12141145,35388.11,17029.54,"5"
"17416","2017","55","3","RN","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,1775,8,2327451,42360.13,15294.83,"2"
"17884","2017","55","3","RN","MDB","LOCAÇÃO DE AUTOMÓVEIS",65,1775,8,2327451,42360.13,50590,"9"
"17574","2017","55","3","RN","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,1775,8,2327451,42360.13,31452.56,"4"
"17587","2017","55","3","RN","PP","ASSESSORIA TÉCNICA/JURÍDICA",38,1775,8,2327451,42360.13,97527.85,"9"
"17492","2017","55","3","RN","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,1775,8,2327451,42360.13,78245.95,"6"
"17409","2017","55","3","RN","PSD","PASSAGEM AÉREA",36,1775,8,2327451,42360.13,212162.26,"3"
"17586","2017","55","3","RN","PSDB","DIVULGAÇÃO MANDATO",54,1775,8,2327451,42360.13,140400,"4"
"18233","2017","55","3","RO","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,1900,8,1127154,43300.63,60890.28,"6"
"18305","2017","55","3","RO","MDB","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",65,1900,8,1127154,43300.63,4089.74,"8"
"18343","2017","55","3","RO","PL","MANUTENÇÃO DE ESCRITÓRIO",34,1900,8,1127154,43300.63,6866.05,"7"
"18181","2017","55","3","RO","PSD","COMBUSTÍVEIS E LUBRIFICANTES",36,1900,8,1127154,43300.63,30511.08,"4"
"18402","2017","55","3","RO","PSDB","PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR",54,1900,8,1127154,43300.63,18890,"7"
"18262","2017","55","3","RO","PTB","SERVIÇOS POSTAIS",25,1900,8,1127154,43300.63,1955.76,"6"
"18264","2017","55","3","RO","REPUBLICANOS","MANUTENÇÃO DE ESCRITÓRIO",21,1900,8,1127154,43300.63,4755,"3"
"18736","2017","55","3","RR","DEM","COMBUSTÍVEIS E LUBRIFICANTES",21,2496,8,299558,45240.67,46558.46,"2"
"19036","2017","55","3","RR","MDB","DIVULGAÇÃO MANDATO",65,2496,8,299558,45240.67,160165.81,"9"
"19067","2017","55","3","RR","PL","COMBUSTÍVEIS E LUBRIFICANTES",34,2496,8,299558,45240.67,111775.86,"8"
"19057","2017","55","3","RR","PODEMOS","TELEFONIA",9,2496,8,299558,45240.67,17912.47,"9"
"18875","2017","55","3","RR","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,2496,8,299558,45240.67,48000,"4"
"19064","2017","55","3","RR","PSDB","ASSINATURA DE PUBLICAÇÕES",54,2496,8,299558,45240.67,4216.06,"8"
"18933","2017","55","3","RR","REPUBLICANOS","SERVIÇOS POSTAIS",21,2496,8,299558,45240.67,2907.87,"5"
"19345","2017","55","3","RS","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,1619,31,8392033,40504.04,44698.73,"5"
"20121","2017","55","3","RS","MDB","ASSINATURA DE PUBLICAÇÕES",65,1619,31,8392033,40504.04,710.03,"6"
"20328","2017","55","3","RS","PCdoB","TELEFONIA",10,1619,31,8392033,40504.04,6367.99,"9"
"20128","2017","55","3","RS","PDT","ASSESSORIA TÉCNICA/JURÍDICA",20,1619,31,8392033,40504.04,25060,"7"
"20353","2017","55","3","RS","PL","PASSAGEM AÉREA",34,1619,31,8392033,40504.04,101444.04,"11"
"20273","2017","55","3","RS","PODEMOS","DIVULGAÇÃO MANDATO",9,1619,31,8392033,40504.04,140306,"12"
"19102","2017","55","3","RS","PP","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",38,1619,31,8392033,40504.04,3602.68,"1"
"20077","2017","55","3","RS","PSB","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,1619,31,8392033,40504.04,9448.02,"11"
"19092","2017","55","3","RS","PSD","LOCAÇÃO DE AUTOMÓVEIS",36,1619,31,8392033,40504.04,100660,"1"
"20087","2017","55","3","RS","PSDB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,1619,31,8392033,40504.04,2279.18,"5"
"19248","2017","55","3","RS","PT","LOCAÇÃO OU FRETAMENTO DE AERONAVES",68,1619,31,8392033,40504.04,3917.5,"4"
"19223","2017","55","3","RS","PTB","MANUTENÇÃO DE ESCRITÓRIO",25,1619,31,8392033,40504.04,319.45,"4"
"19114","2017","55","3","RS","REDE","ASSINATURA DE PUBLICAÇÕES",NA,1619,31,8392033,40504.04,1331.4,"1"
"20155","2017","55","3","RS","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",21,1619,31,8392033,40504.04,52145.35,"6"
"20632","2017","55","3","SC","CIDADANIA","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,1314,16,4859324,39505.92,260,"6"
"20661","2017","55","3","SC","DEM","MANUTENÇÃO DE ESCRITÓRIO",21,1314,16,4859324,39505.92,48892.6,"7"
"20676","2017","55","3","SC","MDB","COMBUSTÍVEIS E LUBRIFICANTES",65,1314,16,4859324,39505.92,259395.61,"7"
"20599","2017","55","3","SC","PL","ASSINATURA DE PUBLICAÇÕES",34,1314,16,4859324,39505.92,2512.8,"6"
"20585","2017","55","3","SC","PP","DIVULGAÇÃO MANDATO",38,1314,16,4859324,39505.92,48290.24,"6"
"20708","2017","55","3","SC","PSD","TELEFONIA",36,1314,16,4859324,39505.92,35516.84,"9"
"20594","2017","55","3","SC","PSDB","TELEFONIA",54,1314,16,4859324,39505.92,58108.19,"10"
"20453","2017","55","3","SC","PT","TELEFONIA",68,1314,16,4859324,39505.92,62262.98,"2"
"21657","2017","55","3","SE","MDB","DIVULGAÇÃO MANDATO",65,1292,8,1454165,39767.4,156672.67,"9"
"21486","2017","55","3","SE","PL","COMBUSTÍVEIS E LUBRIFICANTES",34,1292,8,1454165,39767.4,3192.81,"6"
"21410","2017","55","3","SE","PP","DIVULGAÇÃO MANDATO",38,1292,8,1454165,39767.4,4931.95,"1"
"21569","2017","55","3","SE","PSB","PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR",34,1292,8,1454165,39767.4,1446.09,"5"
"21525","2017","55","3","SE","PSC","LOCAÇÃO DE AUTOMÓVEIS",13,1292,8,1454165,39767.4,10000,"4"
"21543","2017","55","3","SE","PSD","SERVIÇOS POSTAIS",36,1292,8,1454165,39767.4,5604.24,"9"
"21607","2017","55","3","SE","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,1292,8,1454165,39767.4,50219.82,"9"
"21361","2017","55","3","SE","REPUBLICANOS","COMBUSTÍVEIS E LUBRIFICANTES",21,1292,8,1454165,39767.4,11061.12,"1"
"22386","2017","55","3","SP","CIDADANIA","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,873,70,31998432,36671.67,13327.95,"8"
"22919","2017","55","3","SP","DEM","ASSESSORIA TÉCNICA/JURÍDICA",21,873,70,31998432,36671.67,179349.03,"8"
"22935","2017","55","3","SP","MDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",65,873,70,31998432,36671.67,3504.1,"10"
"22252","2017","55","3","SP","PCdoB","ASSESSORIA TÉCNICA/JURÍDICA",10,873,70,31998432,36671.67,13320,"5"
"22010","2017","55","3","SP","PL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",34,873,70,31998432,36671.67,8322.41,"2"
"22324","2017","55","3","SP","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,873,70,31998432,36671.67,73554.98,"2"
"22374","2017","55","3","SP","PP","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",38,873,70,31998432,36671.67,642.05,"5"
"22301","2017","55","3","SP","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,873,70,31998432,36671.67,230700,"5"
"22794","2017","55","3","SP","PSC","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",13,873,70,31998432,36671.67,5844.34,"6"
"22054","2017","55","3","SP","PSD","TELEFONIA",36,873,70,31998432,36671.67,28487.01,"3"
"21957","2017","55","3","SP","PSDB","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",54,873,70,31998432,36671.67,35647,"1"
"22059","2017","55","3","SP","PSL","FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR",1,873,70,31998432,36671.67,14928.04,"3"
"22444","2017","55","3","SP","PSOL","DIVULGAÇÃO MANDATO",5,873,70,31998432,36671.67,39366.15,"8"
"22159","2017","55","3","SP","PT","TELEFONIA",68,873,70,31998432,36671.67,257965.99,"2"
"22407","2017","55","3","SP","PTB","DIVULGAÇÃO MANDATO",25,873,70,31998432,36671.67,265700,"6"
"22087","2017","55","3","SP","PV","ASSESSORIA TÉCNICA/JURÍDICA",8,873,70,31998432,36671.67,65700,"6"
"21942","2017","55","3","SP","REPUBLICANOS","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",21,873,70,31998432,36671.67,31542.37,"2"
"22274","2017","55","3","SP","SOLIDARIEDADE","SERVIÇOS POSTAIS",15,873,70,31998432,36671.67,1771.53,"4"
"23624","2017","55","3","TO","DEM","SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.",21,620,8,996887,39131.75,3297,"7"
"23570","2017","55","3","TO","MDB","MANUTENÇÃO DE ESCRITÓRIO",65,620,8,996887,39131.75,48845.99,"1"
"23532","2017","55","3","TO","PL","SERVIÇOS POSTAIS",34,620,8,996887,39131.75,2898.46,"1"
"23954","2017","55","3","TO","PP","MANUTENÇÃO DE ESCRITÓRIO",38,620,8,996887,39131.75,411,"6"
"23588","2017","55","3","TO","PROS","LOCAÇÃO DE AUTOMÓVEIS",11,620,8,996887,39131.75,120000,"5"
"23979","2017","55","3","TO","PSD","ASSESSORIA TÉCNICA/JURÍDICA",36,620,8,996887,39131.75,90500,"5"
"24050","2017","55","3","TO","REPUBLICANOS","PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",21,620,8,996887,39131.75,1063.15,"8"
"91","2018","55","4","AC","DEM","PASSAGEM AÉREA",21,2246,8,506724,44260.6,120753.69,"3"
"293","2018","55","4","AC","MDB","SERVIÇOS POSTAIS",65,2246,8,506724,44260.6,4887.2,"7"
"518","2018","55","4","AC","PCdoB","TELEFONIA",10,2246,8,506724,44260.6,693.34,"9"
"164","2018","55","4","AC","PSB","LOCAÇÃO OU FRETAMENTO DE AERONAVES",34,2246,8,506724,44260.6,16000,"9"
"258","2018","55","4","AC","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,2246,8,506724,44260.6,57699.27,"7"
"132","2018","55","4","AC","PT","COMBUSTÍVEIS E LUBRIFICANTES",68,2246,8,506724,44260.6,158916.33,"6"
"968","2018","55","4","AL","AVANTE","TELEFONIA",2,1485,9,1995727,40572.24,3293.16,"6"
"1076","2018","55","4","AL","PDT","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",20,1485,9,1995727,40572.24,4885.05,"10"
"969","2018","55","4","AL","PL","SERVIÇOS POSTAIS",34,1485,9,1995727,40572.24,658.22,"5"
"930","2018","55","4","AL","PODEMOS","MANUTENÇÃO DE ESCRITÓRIO",9,1485,9,1995727,40572.24,59616.42,"7"
"824","2018","55","4","AL","PP","SERVIÇOS POSTAIS",38,1485,9,1995727,40572.24,1321.73,"1"
"961","2018","55","4","AL","PSB","LOCAÇÃO DE AUTOMÓVEIS",34,1485,9,1995727,40572.24,18000,"4"
"1084","2018","55","4","AL","PSD","PASSAGEM AÉREA",36,1485,9,1995727,40572.24,75317.24,"6"
"871","2018","55","4","AL","PSDB","COMBUSTÍVEIS E LUBRIFICANTES",54,1485,9,1995727,40572.24,12507.65,"1"
"1102","2018","55","4","AL","PT","DIVULGAÇÃO MANDATO",68,1485,9,1995727,40572.24,105400,"10"
"839","2018","55","4","AL","PTB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",25,1485,9,1995727,40572.24,3899.2,"1"
"1170","2018","55","4","AM","DEM","SERVIÇOS POSTAIS",21,1932,8,2226891,43198.26,7662.49,"1"
"1296","2018","55","4","AM","MDB","LOCAÇÃO OU FRETAMENTO DE AERONAVES",65,1932,8,2226891,43198.26,4900,"6"
"1637","2018","55","4","AM","PCdoB","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,1932,8,2226891,43198.26,715.06,"8"
"1188","2018","55","4","AM","PDT","TELEFONIA",20,1932,8,2226891,43198.26,2652.6,"2"
"1618","2018","55","4","AM","PL","LOCAÇÃO OU FRETAMENTO DE AERONAVES",34,1932,8,2226891,43198.26,60050,"6"
"1276","2018","55","4","AM","PODEMOS","LOCAÇÃO DE AUTOMÓVEIS",9,1932,8,2226891,43198.26,4450,"4"
"1236","2018","55","4","AM","PP","LOCAÇÃO OU FRETAMENTO DE AERONAVES",38,1932,8,2226891,43198.26,126819.8,"3"
"1626","2018","55","4","AM","PSDB","TELEFONIA",54,1932,8,2226891,43198.26,10891.28,"8"
"1221","2018","55","4","AM","REPUBLICANOS","PASSAGEM AÉREA",21,1932,8,2226891,43198.26,154316.34,"2"
"1704","2018","55","4","AP","MDB","PASSAGEM AÉREA",65,1791,8,455514,43002.92,98081.83,"4"
"1863","2018","55","4","AP","PCdoB","PASSAGEM AÉREA",10,1791,8,455514,43002.92,101692.36,"5"
